Elapsed Time (ms);ECEF X (m);ECEF Y (m);ECEF Z (m);ECEF Error X (m);ECEF Error Y (m);ECEF Error Z (m);Body Azimuth (rad);Body Elevation (rad);Range (m);PSR (m);ADR;Clock Correction (s);Clock Noise (m);Delta Af0 (s);Delta Af1 (s/s);Iono Correction (m);Tropo Correction (m);PSR Offset (m);Receiver Antenna Azimuth (rad);Receiver Antenna Elevation (rad);Receiver Antenna Gain (dBi);SV Antenna Azimuth (rad);SV Antenna Elevation (rad);Relative Power Level (incl. Receiver Antenna gain) (dB);Doppler Frequency (Hz);PSR Change Rate (m/s);Receiver Carrier Phase Offset (rad);Satellite Carrier Phase Offset (rad);GPS TOW;GPS Week Number;SBAS t0;Calibration offset (m);PSR satellite time (ms);;Doppler;Drift;Jerk
15300;6880365.328;518898.8591;636629.2464;0;0;0;0.683864033;0.548827408;962695.4645;1303263.362;6848695.193;-0.001135997;0;0;0;0;4.70304448;0;0.683864033;0.548827408;-1.283175875;-3.049804193;0.667635581;6.716824125;-29853.69538;5680.96934;0;0;86415.3;2163;0;0;15295.65278;;-29858.03557;-90.6815;1.636
15400;6880279.541;519268.6489;637254.5388;0;0;0;0.683732143;0.548362397;963263.6441;1303831.545;6851681.017;-0.001135997;0;0;0;0;4.706590222;0;0.683732143;0.548362397;-1.28717235;-3.049935823;0.667274972;6.71282765;-29862.77164;5682.696496;0;0;86415.4;2163;0;0;15395.65089;;-29867.10372;-90.5179;1.634
15500;6880193.678;519638.4338;637879.8235;0;0;0;0.683600485;0.547897864;963831.9961;1304399.901;6854667.747;-0.001135997;0;0;0;0;4.710138652;0;0.683600485;0.547897864;-1.291164721;-3.050067222;0.666914844;6.708835279;-29871.83188;5684.420601;0;0;86415.5;2163;0;0;15495.64899;;-29876.15551;-90.3545;1.629
15600;6880107.738;520008.2137;638505.1006;0;0;0;0.683469058;0.547433807;964400.5205;1304968.43;6857655.382;-0.001135997;0;0;0;0;4.713689771;0;0.683469058;0.547433807;-1.295152993;-3.05019839;0.666555194;6.704847007;-29880.87558;5686.141561;0;0;86415.6;2163;0;0;15595.64709;;-29885.19096;-90.1916;1.626
15700;6880021.722;520377.9886;639130.3701;0;0;0;0.68333786;0.546970227;964969.2167;1305537.13;6860643.921;-0.001135997;0;0;0;0;4.71724358;0;0.68333786;0.546970227;-1.299137172;-3.050329331;0.666196023;6.700862828;-29889.90296;5687.859413;0;0;86415.7;2163;0;0;15695.6452;;-29894.21012;-90.029;1.624
15800;6879935.629;520747.7587;639755.6318;0;0;0;0.683206893;0.546507122;965538.0847;1306106.001;6863633.362;-0.001135997;0;0;0;0;4.720800081;0;0.683206893;0.546507122;-1.303117264;-3.05046004;0.66583733;6.696882736;-29898.91433;5689.574221;0;0;86415.8;2163;0;0;15795.6433;;-29903.21302;-89.8666;1.619
15900;6879849.459;521117.5237;640380.8859;0;0;0;0.683076155;0.546044492;966107.1239;1306675.044;6866623.704;-0.001135997;0;0;0;0;4.724359274;0;0.683076155;0.546044492;-1.307093273;-3.050590522;0.665479113;6.692906727;-29907.90904;5691.285857;0;0;86415.9;2163;0;0;15895.6414;;-29912.19968;-89.7047;1.617
16000;6879763.212;521487.2838;641006.1324;0;0;0;0.682945645;0.545582337;966676.3341;1307244.258;6869614.944;-0.001135997;0;0;0;0;4.727921162;0;0.682945645;0.545582337;-1.311065207;-3.050720776;0.665121373;6.688934793;-29916.88787;5692.994472;0;0;86416;2163;16;0;15995.6395;;-29921.17015;-89.543;1.612
16100;6879676.889;521857.0389;641631.3711;0;0;0;0.682815363;0.545120655;967245.715;1307813.643;6872607.081;-0.001135997;0;0;0;0;4.731485746;0;0.682815363;0.545120655;-1.31503307;-3.050850802;0.664764108;6.68496693;-29925.85033;5694.699972;0;0;86416.1;2163;16;0;16095.6376;;-29930.12445;-89.3818;1.611
16200;6879590.489;522226.7891;642256.6022;0;0;0;0.682685308;0.544659446;967815.2664;1308383.198;6875600.113;-0.001135997;0;0;0;0;4.735053026;0;0.682685308;0.544659446;-1.318996869;-3.050980602;0.664407318;6.681003131;-29934.79663;5696.402396;0;0;86416.2;2163;16;0;16195.6357;;-29939.06263;-89.2207;1.606
16300;6879504.012;522596.5343;642881.8255;0;0;0;0.68255548;0.54419871;968384.9878;1308952.923;6878594.04;-0.001135997;0;0;0;0;4.738623005;0;0.68255548;0.54419871;-1.322956609;-3.051110175;0.664051003;6.677043391;-29943.72711;5698.101809;0;0;86416.3;2163;16;0;16295.6338;;-29947.9847;-89.0601;1.603
16400;6879417.459;522966.2745;643507.0412;0;0;0;0.682425879;0.543738445;968954.879;1309522.819;6881588.858;-0.001135997;0;0;0;0;4.742195683;0;0.682425879;0.543738445;-1.326912295;-3.051239524;0.663695161;6.673087705;-29952.64107;5699.798079;0;0;86416.4;2163;16;0;16395.6319;;-29956.89071;-88.8998;1.601
16500;6879330.829;523336.0097;644132.2491;0;0;0;0.682296503;0.54327865;969524.9397;1310092.883;6884584.567;-0.001135997;0;0;0;0;4.745771063;0;0.682296503;0.54327865;-1.330863934;-3.051368648;0.663339792;6.669136066;-29961.53933;5701.491362;0;0;86416.5;2163;16;0;16495.63;;-29965.78069;-88.7397;1.597
16600;6879244.123;523705.7399;644757.4493;0;0;0;0.682167352;0.542819327;970095.1695;1310663.117;6887581.165;-0.001135997;0;0;0;0;4.749349145;0;0.682167352;0.542819327;-1.334811532;-3.051497546;0.662984896;6.665188468;-29970.42138;5703.18156;0;0;86416.6;2163;16;0;16595.6281;;-29974.65466;-88.58;1.592
16700;6879157.339;524075.4652;645382.6418;0;0;0;0.682038425;0.542360472;970665.5682;1311233.519;6890578.651;-0.001135997;0;0;0;0;4.752929931;0;0.682038425;0.542360472;-1.338755093;-3.051626222;0.662630471;6.661244907;-29979.28743;5704.868714;0;0;86416.7;2163;16;0;16695.6262;;-29983.51266;-88.4208;1.591
16800;6879070.479;524445.1854;646007.8265;0;0;0;0.681909722;0.541902087;971236.1355;1311804.09;6893577.022;-0.001135997;0;0;0;0;4.756513421;0;0.681909722;0.541902087;-1.342694624;-3.051754674;0.662276517;6.657305376;-29988.13782;5706.552887;0;0;86416.8;2163;16;0;16795.62429;;-29992.35474;-88.2617;1.587
16900;6878983.543;524814.9007;646633.0035;0;0;0;0.681781242;0.54144417;971806.871;1312374.83;6896576.278;-0.001135997;0;0;0;0;4.760099619;0;0.681781242;0.54144417;-1.346630131;-3.051882903;0.661923033;6.653369869;-29996.97188;5708.233951;0;0;86416.9;2163;16;0;16895.62239;;-30001.18091;-88.103;1.583
17000;6878896.529;525184.611;647258.1727;0;0;0;0.681652985;0.540986721;972377.7745;1312945.737;6899576.416;-0.001135997;0;0;0;0;4.763688524;0;0.681652985;0.540986721;-1.350561618;-3.052010911;0.661570019;6.649438382;-30005.79037;5709.912055;0;0;86417;2163;16;0;16995.62048;;-30009.99121;-87.9447;1.582
17100;6878809.439;525554.3163;647883.3342;0;0;0;0.68152495;0.540529739;972948.8457;1313516.812;6902577.436;-0.001135997;0;0;0;0;4.767280139;0;0.68152495;0.540529739;-1.354489092;-3.052138697;0.661217474;6.645510908;-30014.59284;5711.58711;0;0;86417.1;2163;16;0;17095.61858;;-30018.78568;-87.7865;1.577
17200;6878722.273;525924.0166;648508.4879;0;0;0;0.681397137;0.540073223;973520.0842;1314088.054;6905579.334;-0.001135997;0;0;0;0;4.770874465;0;0.681397137;0.540073223;-1.358412558;-3.052266263;0.660865397;6.641587442;-30023.37946;5713.259148;0;0;86417.2;2163;16;0;17195.61667;;-30027.56433;-87.6288;1.573
17300;6878635.029;526293.7118;649133.6338;0;0;0;0.681269545;0.539617172;974091.4897;1314659.464;6908582.111;-0.001135997;0;0;0;0;4.774471503;0;0.681269545;0.539617172;-1.362332022;-3.052393607;0.660513788;6.637667978;-30032.15059;5714.928238;0;0;86417.3;2163;16;0;17295.61477;;-30036.32721;-87.4715;1.571
17400;6878547.709;526663.4021;649758.7719;0;0;0;0.681142173;0.539161587;974663.062;1315231.04;6911585.764;-0.001135997;0;0;0;0;4.778071254;0;0.681142173;0.539161587;-1.366247489;-3.052520732;0.660162645;6.633752511;-30040.90552;5716.594245;0;0;86417.4;2163;16;0;17395.61286;;-30045.07436;-87.3144;1.569
17500;6878460.313;527033.0874;650383.9023;0;0;0;0.681015021;0.538706466;975234.8008;1315802.782;6914590.292;-0.001135997;0;0;0;0;4.781673721;0;0.681015021;0.538706466;-1.370158966;-3.052647638;0.659811969;6.629841034;-30049.64508;5718.257328;0;0;86417.5;2163;16;0;17495.61095;;-30053.8058;-87.1575;1.563000001
17600;6878372.839;527402.7676;651009.0248;0;0;0;0.680888088;0.538251809;975806.7057;1316374.691;6917595.692;-0.001135997;0;0;0;0;4.785278904;0;0.680888088;0.538251809;-1.374066457;-3.052774325;0.659461759;6.625933543;-30058.36876;5719.917389;0;0;86417.6;2163;16;0;17595.60905;;-30062.52155;-87.0012;1.562
17700;6878285.289;527772.4428;651634.1396;0;0;0;0.680761374;0.537797614;976378.7765;1316946.766;6920601.965;-0.001135997;0;0;0;0;4.788886805;0;0.680761374;0.537797614;-1.377969969;-3.052900795;0.659112014;6.622030031;-30067.07674;5721.574464;0;0;86417.7;2163;16;0;17695.60714;;-30071.22167;-86.845;1.558
17800;6878197.663;528142.113;652259.2465;0;0;0;0.680634878;0.537343883;976951.0128;1317519.006;6923609.107;-0.001135997;0;0;0;0;4.792497425;0;0.680634878;0.537343883;-1.381869507;-3.053027046;0.658762733;6.618130493;-30075.76941;5723.228623;0;0;86417.8;2163;16;0;17795.60523;;-30079.90617;-86.6892;1.555
17900;6878109.959;528511.7782;652884.3456;0;0;0;0.680508599;0.536890613;977523.4144;1318091.411;6926617.118;-0.001135997;0;0;0;0;4.796110766;0;0.680508599;0.536890613;-1.385765076;-3.053153081;0.658413916;6.614234924;-30084.44605;5724.879732;0;0;86417.9;2163;16;0;17895.60332;;-30088.57509;-86.5337;1.551
18000;6878022.179;528881.4383;653509.4369;0;0;0;0.680382538;0.536437804;978095.9809;1318663.982;6929625.996;-0.001135997;0;0;0;0;4.79972683;0;0.680382538;0.536437804;-1.389656683;-3.053278901;0.658065562;6.610343317;-30093.10747;5726.527945;0;0;86418;2163;16;0;17995.60141;;-30097.22846;-86.3786;1.55
18100;6877934.323;529251.0934;654134.5204;0;0;0;0.680256693;0.535985455;978668.7121;1319236.717;6932635.739;-0.001135997;0;0;0;0;4.803345617;0;0.680256693;0.535985455;-1.393544332;-3.053404503;0.65771767;6.606455668;-30101.75317;5728.173169;0;0;86418.1;2163;16;0;18095.5995;;-30105.86632;-86.2236;1.544
18200;6877846.389;529620.7435;654759.596;0;0;0;0.680131064;0.535533566;979241.6077;1319809.616;6935646.346;-0.001135997;0;0;0;0;4.806967129;0;0.680131064;0.535533566;-1.39742803;-3.053529891;0.65737024;6.60257197;-30110.38333;5729.815434;0;0;86418.2;2163;16;0;18195.59759;;-30114.48868;-86.0692;1.543
18300;6877758.379;529990.3885;655384.6637;0;0;0;0.680005651;0.535082137;979814.6674;1320382.68;6938657.815;-0.001135997;0;0;0;0;4.810591368;0;0.680005651;0.535082137;-1.401307781;-3.053655063;0.65702327;6.598692219;-30118.99833;5731.454813;0;0;86418.3;2163;16;0;18295.59568;;-30123.0956;-85.9149;1.538
18400;6877670.293;530360.0285;656009.7236;0;0;0;0.679880452;0.534631166;980387.8908;1320955.907;6941670.145;-0.001135997;0;0;0;0;4.814218336;0;0.679880452;0.534631166;-1.405183592;-3.053780021;0.656676762;6.594816408;-30127.59746;5733.091172;0;0;86418.4;2163;16;0;18395.59377;;-30131.68709;-85.7611;1.538
18500;6877582.129;530729.6635;656634.7757;0;0;0;0.679755467;0.534180652;980961.2778;1321529.298;6944683.334;-0.001135997;0;0;0;0;4.817848033;0;0.679755467;0.534180652;-1.409055468;-3.053904766;0.656330713;6.590944532;-30136.18151;5734.724664;0;0;86418.5;2163;16;0;18495.59185;;-30140.2632;-85.6073;1.531999999
18600;6877493.889;531099.2934;657259.8198;0;0;0;0.679630697;0.533730596;981534.8279;1322102.852;6947697.381;-0.001135997;0;0;0;0;4.821480461;0;0.679630697;0.533730596;-1.412923415;-3.054029299;0.655985123;6.587076585;-30144.75003;5736.3552;0;0;86418.6;2163;16;0;18595.58994;;-30148.82393;-85.4541;1.529
18700;6877405.573;531468.9183;657884.8561;0;0;0;0.679506139;0.533280997;982108.5409;1322676.569;6950712.284;-0.001135997;0;0;0;0;4.825115622;0;0.679506139;0.533280997;-1.416787438;-3.054153618;0.655639992;6.583212562;-30153.30316;5737.982805;0;0;86418.7;2163;16;0;18695.58803;;-30157.36934;-85.3012;1.527
18800;6877317.18;531838.538;658509.8845;0;0;0;0.679381794;0.532831853;982682.4166;1323250.449;6953728.041;-0.001135997;0;0;0;0;4.828753517;0;0.679381794;0.532831853;-1.420647543;-3.054277725;0.655295318;6.579352457;-30161.84129;5739.607556;0;0;86418.8;2163;16;0;18795.58611;;-30165.89946;-85.1485;1.524
18900;6877228.71;532208.1528;659134.905;0;0;0;0.679257662;0.532383165;983256.4546;1323824.49;6956744.652;-0.001135997;0;0;0;0;4.832394147;0;0.679257662;0.532383165;-1.424503735;-3.05440162;0.654951102;6.575496265;-30170.36368;5741.229315;0;0;86418.9;2163;16;0;18895.5842;;-30174.41431;-84.9961;1.52
19000;6877140.163;532577.7625;659759.9176;0;0;0;0.679133741;0.531934931;983830.6546;1324398.694;6959762.113;-0.001135997;0;0;0;0;4.836037515;0;0.679133741;0.531934931;-1.428356019;-3.054525306;0.654607342;6.571643981;-30178.87118;5742.848238;0;0;86419;2163;16;0;18995.58228;;-30182.91392;-84.8441;1.517
19100;6877051.54;532947.3671;660384.9222;0;0;0;0.679010031;0.531487152;984405.0163;1324973.06;6962780.425;-0.001135997;0;0;0;0;4.839683622;0;0.679010031;0.531487152;-1.432204402;-3.05464878;0.654264038;6.567795598;-30187.36329;5744.464232;0;0;86419.1;2163;16;0;19095.58037;;-30191.39833;-84.6924;1.515
19200;6876962.84;533316.9666;661009.919;0;0;0;0.678886531;0.531039825;984979.5396;1325547.587;6965799.586;-0.001135997;0;0;0;0;4.843332469;0;0.678886531;0.531039825;-1.436048889;-3.054772045;0.653921189;6.563951111;-30195.84017;5746.07733;0;0;86419.2;2163;16;0;19195.57845;;-30199.86757;-84.5409;1.511
19300;6876874.063;533686.5611;661634.9078;0;0;0;0.678763241;0.530592952;985554.2239;1326122.275;6968819.593;-0.001135997;0;0;0;0;4.846984058;0;0.678763241;0.530592952;-1.439889485;-3.054895101;0.653578795;6.560110515;-30204.30219;5747.687598;0;0;86419.3;2163;16;0;19295.57653;;-30208.32166;-84.3898;1.506
19400;6876785.21;534056.1505;662259.8887;0;0;0;0.678640161;0.53014653;986129.0692;1326697.125;6971840.445;-0.001135997;0;0;0;0;4.85063839;0;0.678640161;0.53014653;-1.443726196;-3.055017946;0.653236855;6.556273804;-30212.74865;5749.294907;0;0;86419.4;2163;16;0;19395.57461;;-30216.76064;-84.2392;1.508
19500;6876696.28;534425.7348;662884.8617;0;0;0;0.67851729;0.52970056;986704.075;1327272.134;6974862.142;-0.001135997;0;0;0;0;4.854295467;0;0.67851729;0.52970056;-1.447559027;-3.055140585;0.652895368;6.552440973;-30221.18036;5750.899407;0;0;86419.5;2163;16;0;19495.5727;;-30225.18456;-84.0884;1.5
19600;6876607.274;534795.3141;663509.8267;0;0;0;0.678394627;0.529255041;987279.2411;1327847.304;6977884.681;-0.001135997;0;0;0;0;4.857955291;0;0.678394627;0.529255041;-1.451387984;-3.055263016;0.652554333;6.548612016;-30229.59685;5752.501012;0;0;86419.6;2163;16;0;19595.57078;;-30233.5934;-83.9384;1.499
19700;6876518.191;535164.8882;664134.7838;0;0;0;0.678272172;0.528809971;987854.5673;1328422.634;6980908.061;-0.001135997;0;0;0;0;4.861617862;0;0.678272172;0.528809971;-1.455213072;-3.055385239;0.652213751;6.544786928;-30237.99822;5754.09974;0;0;86419.7;2163;16;0;19695.56886;;-30241.98724;-83.7885;1.497
19800;6876429.031;535534.4573;664759.7329;0;0;0;0.678149925;0.528365352;988430.0532;1328998.124;6983932.28;-0.001135997;0;0;0;0;4.865283184;0;0.678149925;0.528365352;-1.459034296;-3.055507256;0.65187362;6.540965704;-30246.38492;5755.695676;0;0;86419.8;2163;16;0;19795.56694;;-30250.36609;-83.6388;1.492
19900;6876339.795;535904.0213;665384.674;0;0;0;0.678027884;0.527921181;989005.6985;1329573.773;6986957.337;-0.001135997;0;0;0;0;4.868951256;0;0.678027884;0.527921181;-1.462851663;-3.055629065;0.65153394;6.537148337;-30254.75621;5757.288679;0;0;86419.9;2163;16;0;19895.56502;;-30258.72997;-83.4896;1.489
20000;6876250.482;536273.5801;666009.6071;0;0;0;0.67790605;0.527477458;989581.503;1330149.582;6989983.231;-0.001135997;0;0;0;0;4.872622081;0;0.67790605;0.527477458;-1.466665178;-3.055750672;0.651194709;6.533334822;-30263.11291;5758.878906;0;0;86420;2163;16;0;19995.5631;;-30267.07893;-83.3407;1.488
20100;6876161.092;536643.1339;666634.5323;0;0;0;0.677784421;0.527034183;990157.4664;1330725.549;6993009.959;-0.001135997;0;0;0;0;4.876295661;0;0.677784421;0.527034183;-1.470474846;-3.05587207;0.650855929;6.529525154;-30271.45453;5760.466264;0;0;86420.1;2163;16;0;20095.56118;;-30275.413;-83.1919;1.483
20200;6876071.626;537012.6826;667259.4494;0;0;0;0.677662998;0.526591355;990733.5883;1331301.675;6996037.521;-0.001135997;0;0;0;0;4.879971996;0;0.677662998;0.526591355;-1.474280672;-3.055993265;0.650517597;6.525719328;-30279.78122;5762.050779;0;0;86420.2;2163;16;0;20195.55926;;-30283.73219;-83.0436;1.48
20300;6875982.083;537382.2262;667884.3586;0;0;0;0.677541779;0.526148974;991309.8686;1331877.959;6999065.915;-0.001135997;0;0;0;0;4.883651089;0;0.677541779;0.526148974;-1.478082662;-3.056114257;0.650179713;6.521917338;-30288.09334;5763.632524;0;0;86420.3;2163;16;0;20295.55733;;-30292.03655;-82.8956;1.478
20400;6875892.463;537751.7647;668509.2598;0;0;0;0.677420765;0.525707038;991886.3069;1332454.401;7002095.14;-0.001135997;0;0;0;0;4.887332942;0;0.677420765;0.525707038;-1.481880822;-3.056235043;0.649842277;6.518119178;-30296.39022;5765.211368;0;0;86420.4;2163;16;0;20395.55541;;-30300.32611;-82.7478;1.475
20500;6875802.767;538121.298;669134.1529;0;0;0;0.677299954;0.525265547;992462.9029;1333031.001;7005125.193;-0.001135997;0;0;0;0;4.891017555;0;0.677299954;0.525265547;-1.485675157;-3.056355628;0.649505287;6.514324843;-30304.67264;5766.78746;0;0;86420.5;2163;16;0;20495.55349;;-30308.60089;-82.6003;1.471
20600;6875712.994;538490.8263;669759.038;0;0;0;0.677179347;0.5248245;993039.6564;1333607.759;7008156.074;-0.001135997;0;0;0;0;4.89470493;0;0.677179347;0.5248245;-1.489465671;-3.056476009;0.649168744;6.510534329;-30312.94018;5768.360719;0;0;86420.6;2163;16;0;20595.55156;;-30316.86092;-82.4532;1.47
20700;6875623.144;538860.3494;670383.9151;0;0;0;0.677058942;0.524383898;993616.5671;1334184.673;7011187.78;-0.001135997;0;0;0;0;4.898395069;0;0.677058942;0.524383898;-1.493252372;-3.056596189;0.648832647;6.506747628;-30321.19288;5769.931158;0;0;86420.7;2163;16;0;20695.54964;;-30325.10624;-82.3062;1.464
20800;6875533.218;539229.8674;671008.7842;0;0;0;0.67693874;0.523943738;994193.6347;1334761.745;7014220.312;-0.001135997;0;0;0;0;4.902087974;0;0.67693874;0.523943738;-1.497035263;-3.056716168;0.648496994;6.502964737;-30329.43122;5771.498861;0;0;86420.8;2163;16;0;20795.54771;;-30333.33686;-82.1598;1.463
20900;6875443.215;539599.3803;671633.6452;0;0;0;0.676818739;0.523504022;994770.8589;1335338.973;7017253.666;-0.001135997;0;0;0;0;4.905783647;0;0.676818739;0.523504022;-1.500803881;-3.056835944;0.648161786;6.499196119;-30337.65444;5773.063688;0;0;86420.9;2163;16;0;20895.54579;;-30341.55284;-82.0135;1.46
21000;6875353.136;539968.8881;672258.4981;0;0;0;0.67669894;0.523064747;995348.2394;1335916.358;7020287.842;-0.001135997;0;0;0;0;4.909482088;0;0.67669894;0.523064747;-1.504530631;-3.056955521;0.647827022;6.495469369;-30345.86336;5774.625794;0;0;86421;2163;16;0;20995.54386;;-30349.75419;-81.8675;1.457
21100;6875262.98;540338.3907;672883.343;0;0;0;0.676579341;0.522625913;995925.776;1336493.898;7023322.838;-0.001135997;0;0;0;0;4.9131833;0;0.676579341;0.522625913;-1.508253637;-3.057074897;0.6474927;6.491746363;-30354.05754;5776.185093;0;0;86421.1;2163;16;0;21095.54194;;-30357.94094;-81.7218;1.453
21200;6875172.747;540707.8882;673508.1798;0;0;0;0.676459943;0.52218752;996503.4684;1337071.595;7026358.653;-0.001135997;0;0;0;0;4.916887284;0;0.676459943;0.52218752;-1.511972905;-3.057194075;0.647158821;6.488027095;-30362.23704;5777.7416;0;0;86421.2;2163;16;0;21195.54001;;-30366.11312;-81.5765;1.451
21300;6875082.438;541077.3805;674133.0086;0;0;0;0.676340744;0.521749567;997081.3164;1337649.446;7029395.285;-0.001135997;0;0;0;0;4.920594042;0;0.676340744;0.521749567;-1.515688439;-3.057313051;0.646825384;6.484311561;-30370.40231;5779.2954;0;0;86421.3;2163;16;0;21295.53808;;-30374.27077;-81.4314;1.448
21400;6874992.052;541446.8678;674757.8292;0;0;0;0.676221744;0.521312054;997659.3195;1338227.453;7032432.733;-0.001135997;0;0;0;0;4.924303576;0;0.676221744;0.521312054;-1.519400245;-3.057431831;0.646492388;6.480599755;-30378.55263;5780.846355;0;0;86421.4;2163;16;0;21395.53615;;-30382.41391;-81.2866;1.445
21500;6874901.589;541816.3498;675382.6418;0;0;0;0.676102943;0.520874979;998237.4776;1338805.616;7035470.995;-0.001135997;0;0;0;0;4.928015887;0;0.676102943;0.520874979;-1.523108328;-3.057550413;0.646159833;6.476891672;-30386.68879;5782.394614;0;0;86421.5;2163;16;0;21495.53423;;-30390.54257;-81.1421;1.442
21600;6874811.05;542185.8268;676007.4463;0;0;0;0.675984341;0.520438343;998815.7904;1339383.932;7038510.07;-0.001135997;0;0;0;0;4.931730977;0;0.675984341;0.520438343;-1.526812694;-3.057668795;0.645827718;6.473187306;-30394.81035;5783.940096;0;0;86421.6;2163;16;0;21595.5323;;-30398.65678;-80.9979;1.439
21700;6874720.434;542555.2985;676632.2427;0;0;0;0.675865936;0.520002144;999394.2576;1339962.403;7041549.957;-0.001135997;0;0;0;0;4.935448847;0;0.675865936;0.520002144;-1.530513347;-3.057786983;0.645496042;6.469486653;-30402.91739;5785.482815;0;0;86421.7;2163;16;0;21695.53037;;-30406.75657;-80.854;1.433
21800;6874629.742;542924.7652;677257.0309;0;0;0;0.675747728;0.519566382;999972.879;1340541.029;7044590.653;-0.001135997;0;0;0;0;4.9391695;0;0.675747728;0.519566382;-1.534210293;-3.057904972;0.645164805;6.465789707;-30411.01036;5787.022854;0;0;86421.8;2163;16;0;21795.52844;;-30414.84197;-80.7107;1.442
21900;6874538.973;543294.2266;677881.811;0;0;0;0.675629717;0.519131057;1000551.654;1341119.808;7047632.158;-0.001135997;0;0;0;0;4.942892937;0;0.675629717;0.519131057;-1.537903538;-3.058022765;0.644834006;6.462096462;-30419.08849;5788.560071;0;0;86421.9;2163;16;0;21895.52651;;-30422.91304;-80.5665;1.418000001
22000;6874448.127;543663.6829;678506.5831;0;0;0;0.675511903;0.518696167;1001130.583;1341698.741;7050674.471;-0.001135997;0;0;0;0;4.94661916;0;0.675511903;0.518696167;-1.541593085;-3.058140365;0.644503644;6.458406915;-30427.15263;5790.094627;0;0;86422;2163;16;0;21995.52457;;-30430.96969;-80.4247;1.434999999
22100;6874357.205;544033.1341;679131.3469;0;0;0;0.675394284;0.518261712;1001709.665;1342277.827;7053717.588;-0.001135997;0;0;0;0;4.95034817;0;0.675394284;0.518261712;-1.545278942;-3.058257767;0.644173719;6.454721058;-30435.20232;5791.626431;0;0;86422.1;2163;16;0;22095.52264;;-30439.01216;-80.2812;1.425
22200;6874266.206;544402.58;679756.1027;0;0;0;0.67527686;0.517827692;1002288.9;1342857.066;7056761.511;-0.001135997;0;0;0;0;4.954079969;0;0.67527686;0.517827692;-1.548961113;-3.058374976;0.64384423;6.451038887;-30443.23762;5793.155499;0;0;86422.2;2163;16;0;22195.52071;;-30447.04028;-80.1387;1.418
22300;6874175.13;544772.0209;680380.8502;0;0;0;0.675159632;0.517394105;1002868.288;1343436.458;7059806.236;-0.001135997;0;0;0;0;4.957814559;0;0.675159632;0.517394105;-1.552639602;-3.058491989;0.643515177;6.447360398;-30451.25901;5794.681919;0;0;86422.3;2163;16;0;22295.51878;;-30455.05415;-79.9969;1.419
22400;6874083.978;545141.4565;681005.5897;0;0;0;0.675042597;0.516960952;1003447.829;1344016.002;7062851.762;-0.001135997;0;0;0;0;4.961551942;0;0.675042597;0.516960952;-1.556314417;-3.058608809;0.643186559;6.443685583;-30459.26571;5796.205543;0;0;86422.4;2163;16;0;22395.51685;;-30463.05384;-79.855;1.419
22500;6873992.749;545510.8869;681630.3209;0;0;0;0.674925757;0.516528232;1004027.521;1344595.699;7065898.088;-0.001135997;0;0;0;0;4.965292119;0;0.674925757;0.516528232;-1.55998556;-3.058725437;0.642858375;6.44001444;-30467.25854;5797.726528;0;0;86422.5;2163;16;0;22495.51491;;-30471.03934;-79.7131;1.413
22600;6873901.444;545880.3122;682255.044;0;0;0;0.67480911;0.516095943;1004607.366;1345175.547;7068945.213;-0.001135997;0;0;0;0;4.969035092;0;0.67480911;0.516095943;-1.563653039;-3.058841872;0.642530625;6.436346961;-30475.23709;5799.244796;0;0;86422.6;2163;16;0;22595.51298;;-30479.01065;-79.5718;1.404
22700;6873810.062;546249.7323;682879.7589;0;0;0;0.674692656;0.515664086;1005187.362;1345755.548;7071993.135;-0.001135997;0;0;0;0;4.972780863;0;0.674692656;0.515664086;-1.567316858;-3.058958115;0.642203309;6.432683142;-30483.20138;5800.760349;0;0;86422.7;2163;16;0;22695.51104;;-30486.96783;-79.4314;1.413
22800;6873718.603;546619.1472;683504.4656;0;0;0;0.674576394;0.51523266;1005767.51;1346335.699;7075041.853;-0.001135997;0;0;0;0;4.976529434;0;0.674576394;0.51523266;-1.570977022;-3.059074165;0.641876424;6.429022978;-30491.15192;5802.273286;0;0;86422.8;2163;16;0;22795.50911;;-30494.91097;-79.2901;1.398
22900;6873627.068;546988.5569;684129.1642;0;0;0;0.674460325;0.514801664;1006347.809;1346916.002;7078091.365;-0.001135997;0;0;0;0;4.980280806;0;0.674460325;0.514801664;-1.574633536;-3.059190024;0.641549972;6.425366464;-30499.08791;5803.783456;0;0;86422.9;2163;16;0;22895.50717;;-30502.83998;-79.1503;1.414
23000;6873535.456;547357.9615;684753.8545;0;0;0;0.674344446;0.514371097;1006928.258;1347496.456;7081141.67;-0.001135997;0;0;0;0;4.984034981;0;0.674344446;0.514371097;-1.578286406;-3.059305692;0.641223951;6.421713594;-30507.01016;5805.29101;0;0;86423;2163;16;0;22995.50524;;-30510.75501;-79.0089;1.382
23100;6873443.767;547727.3608;685378.5366;0;0;0;0.674228759;0.513940959;1007508.859;1348077.06;7084192.767;-0.001135997;0;0;0;0;4.987791961;0;0.674228759;0.513940959;-1.581935636;-3.05942117;0.64089836;6.418064364;-30514.91827;5806.795874;0;0;86423.1;2163;16;0;23095.5033;;-30518.6559;-78.8707;1.408
