Elapsed Time (ms);ECEF X (m);ECEF Y (m);ECEF Z (m);ECEF Error X (m);ECEF Error Y (m);ECEF Error Z (m);Body Azimuth (rad);Body Elevation (rad);Range (m);PSR (m);ADR;Clock Correction (s);Clock Noise (m);Delta Af0 (s);Delta Af1 (s/s);Iono Correction (m);Tropo Correction (m);PSR Offset (m);Receiver Antenna Azimuth (rad);Receiver Antenna Elevation (rad);Receiver Antenna Gain (dBi);SV Antenna Azimuth (rad);SV Antenna Elevation (rad);Relative Power Level (incl. Receiver Antenna gain) (dB);Doppler Frequency (Hz);PSR Change Rate (m/s);Receiver Carrier Phase Offset (rad);Satellite Carrier Phase Offset (rad);GPS TOW;GPS Week Number;SBAS t0;Calibration offset (m);PSR satellite time (ms);;Doppler;Drift;Jerk
500;6876978.332;213254.6815;-659597.1603;0;0;0;2.828889616;0.623761821;854041.0338;1194608.398;6277709.502;-0.001135996;0;0;0;0;4.20463412;0;2.828889616;0.623761821;-0.639162039;-1.547978027;0.724224622;7.360837961;1291.269786;-245.7204702;0;0;86400.5;2163;0;0;496.0152153;;1276.980393;-285.90641;-0.2422
600;6876981.622;213921.6929;-659347.1743;0;0;0;2.827863091;0.623787041;854016.7337;1194584.098;6277581.804;-0.001135996;0;0;0;0;4.204487907;0;2.827863091;0.623787041;-0.638945288;-1.548998681;0.724245145;7.361054712;1262.680181;-240.2800492;0;0;86400.6;2163;0;0;596.0152964;;1248.389752;-285.93063;-0.236
700;6876984.838;214588.7018;-659097.1804;0;0;0;2.826836471;0.623811699;853992.9776;1194560.342;6277456.966;-0.001135996;0;0;0;0;4.204344963;0;2.826836471;0.623811699;-0.638733365;-1.550019431;0.72426521;7.361266635;1234.088146;-234.8391658;0;0;86400.7;2163;0;0;696.0153756;;1219.796689;-285.95423;-0.2301
800;6876987.982;215255.708;-658847.1785;0;0;0;2.825809758;0.623835795;853969.7657;1194537.13;6277334.987;-0.001135996;0;0;0;0;4.204205289;0;2.825809758;0.623835795;-0.638526273;-1.551040272;0.724284818;7.361473727;1205.493735;-229.3978303;0;0;86400.8;2163;0;0;796.015453;;1191.201266;-285.97724;-0.226
900;6876991.052;215922.7116;-658597.1687;0;0;0;2.824782956;0.623859329;853947.0979;1194514.462;6277215.867;-0.001135996;0;0;0;0;4.204068884;0;2.824782956;0.623859329;-0.638324012;-1.552061204;0.72430397;7.361675988;1176.896971;-223.9560472;0;0;86400.9;2163;0;0;896.0155286;;1162.603542;-285.99984;-0.2186
1000;6876994.05;216589.7125;-658347.1509;0;0;0;2.823756065;0.623882301;853924.9743;1194492.339;6277099.607;-0.001135996;0;0;0;0;4.20393575;0;2.823756065;0.623882301;-0.638126583;-1.553082225;0.724322664;7.361873417;1148.297948;-218.5138341;0;0;86401;2163;0;0;996.0156024;;1134.003558;-286.0217;-0.2144
1100;6876996.975;217256.7108;-658097.1252;0;0;0;2.822729088;0.623904711;853903.3949;1194470.76;6276986.208;-0.001135996;0;0;0;0;4.203805885;0;2.822729088;0.623904711;-0.637933989;-1.554103332;0.724340901;7.362066011;1119.696681;-213.0711938;0;0;86401.1;2163;0;0;1096.015674;;1105.401388;-286.04314;-0.2087
1200;6876999.826;217923.7064;-657847.0916;0;0;0;2.821702027;0.623926558;853882.3598;1194449.725;6276875.668;-0.001135996;0;0;0;0;4.20367929;0;2.821702027;0.623926558;-0.637746229;-1.555124523;0.72435868;7.362253771;1091.093258;-207.6281434;0;0;86401.2;2163;0;0;1196.015745;;1076.797074;-286.06401;-0.2033
1300;6877002.605;218590.6994;-657597.05;0;0;0;2.820674885;0.623947842;853861.869;1194429.234;6276767.989;-0.001135996;0;0;0;0;4.203555966;0;2.820674885;0.623947842;-0.637563306;-1.556145796;0.724376001;7.362436694;1062.487719;-202.1846904;0;0;86401.3;2163;0;0;1296.015813;;1048.190673;-286.08434;-0.19759
1400;6877005.311;219257.6897;-657347.0004;0;0;0;2.819647663;0.623968563;853841.9226;1194409.288;6276663.171;-0.001135996;0;0;0;0;4.203435912;0;2.819647663;0.623968563;-0.637385221;-1.557167149;0.724392865;7.362614779;1033.880116;-196.7408445;0;0;86401.4;2163;0;0;1396.015879;;1019.582239;-286.104099;-0.19182
1500;6877007.944;219924.6773;-657096.9429;0;0;0;2.818620363;0.623988721;853822.5206;1194389.886;6276561.213;-0.001135996;0;0;0;0;4.203319128;0;2.818620363;0.623988721;-0.637211974;-1.55818858;0.724409271;7.362788026;1005.270525;-191.2966203;0;0;86401.5;2163;0;0;1496.015944;;990.9718291;-286.123281;-0.18708
1600;6877010.504;220591.6622;-656846.8775;0;0;0;2.817592988;0.624008316;853803.6631;1194371.028;6276462.117;-0.001135996;0;0;0;0;4.203205614;0;2.817592988;0.624008316;-0.637043568;-1.559210086;0.724425219;7.362956432;976.6589695;-185.8520224;0;0;86401.6;2163;0;0;1596.016007;;962.359501;-286.141989;-0.18129
1700;6877012.991;221258.6444;-656596.8042;0;0;0;2.816565539;0.624027348;853785.35;1194352.715;6276365.881;-0.001135996;0;0;0;0;4.203095371;0;2.816565539;0.624027348;-0.636880002;-1.560231667;0.724440708;7.363119998;948.0455203;-180.407064;0;0;86401.7;2163;0;0;1696.016068;;933.7453021;-286.160118;-0.17553
1800;6877015.405;221925.624;-656346.723;0;0;0;2.81553802;0.624045816;853767.5814;1194334.947;6276272.508;-0.001135996;0;0;0;0;4.202988399;0;2.81553802;0.624045816;-0.636721279;-1.561253318;0.72445574;7.363278721;919.4302431;-174.9617578;0;0;86401.8;2163;0;0;1796.016127;;905.1292903;-286.177671;-0.16973
1900;6877017.746;222592.6008;-656096.6338;0;0;0;2.814510431;0.624063721;853750.3574;1194317.723;6276181.995;-0.001135996;0;0;0;0;4.202884697;0;2.814510431;0.624063721;-0.636567399;-1.562275039;0.724470313;7.363432601;890.8131692;-169.5161097;0;0;86401.9;2163;0;0;1896.016185;;876.5115232;-286.194644;-0.16554
2000;6877020.015;223259.5749;-655846.5367;0;0;0;2.813482776;0.624081062;853733.6779;1194301.044;6276094.345;-0.001135996;0;0;0;0;4.202784266;0;2.813482776;0.624081062;-0.636418363;-1.563296827;0.724484427;7.363581637;862.1943756;-164.0701344;0;0;86402;2163;0;0;1996.016241;;847.8920588;-286.211198;-0.1587
2100;6877022.21;223926.5463;-655596.4317;0;0;0;2.812455056;0.624097839;853717.543;1194284.909;6276009.557;-0.001135996;0;0;0;0;4.202687106;0;2.812455056;0.624097839;-0.636274173;-1.564318679;0.724498083;7.363725827;833.5738917;-158.6238374;0;0;86402.1;2163;0;0;2096.016294;;819.270939;-286.227068;-0.15397
2200;6877024.332;224593.5149;-655346.3187;0;0;0;2.811427273;0.624114053;853701.9528;1194269.319;6275927.63;-0.001135996;0;0;0;0;4.202593217;0;2.811427273;0.624114053;-0.636134829;-1.565340596;0.724511281;7.363865171;804.9517995;-153.1772343;0;0;86402.2;2163;0;0;2196.016346;;790.6482322;-286.242465;-0.14819
2300;6877026.382;225260.4808;-655096.1979;0;0;0;2.81039943;0.624129702;853686.9073;1194254.274;6275848.566;-0.001135996;0;0;0;0;4.202502598;0;2.81039943;0.624129702;-0.636000331;-1.566362571;0.724524019;7.363999669;776.3281478;-147.7303345;0;0;86402.3;2163;0;0;2296.016397;;762.0239857;-286.257284;-0.14242
2400;6877028.358;225927.444;-654846.0691;0;0;0;2.809371529;0.624144787;853672.4065;1194239.773;6275772.365;-0.001135996;0;0;0;0;4.202415251;0;2.809371529;0.624144787;-0.635870682;-1.567384606;0.724536299;7.364129318;747.7029747;-142.2831452;0;0;86402.4;2163;0;0;2396.016445;;733.3982573;-286.271526;-0.13767
2500;6877030.262;226594.4045;-654595.9325;0;0;0;2.808343571;0.624159309;853658.4504;1194225.817;6275699.026;-0.001135996;0;0;0;0;4.202331175;0;2.808343571;0.624159309;-0.635745882;-1.568406698;0.724548119;7.364254118;719.0763609;-136.8356817;0;0;86402.5;2163;0;0;2496.016491;;704.7711047;-286.285293;-0.13191
2600;6877032.092;227261.3621;-654345.7879;0;0;0;2.80731556;0.624173265;853645.039;1194212.406;6275628.549;-0.001135996;0;0;0;0;4.202250369;0;2.80731556;0.624173265;-0.635625931;-1.569428843;0.724559481;7.364374069;690.4483315;-131.3879489;0;0;86402.6;2163;0;0;2596.016536;;676.1425754;-286.298484;-0.12507
2700;6877033.85;227928.317;-654095.6355;0;0;0;2.806287496;0.624186658;853632.1725;1194199.539;6275560.936;-0.001135996;0;0;0;0;4.202172836;0;2.806287496;0.624186658;-0.635510831;-1.570451041;0.724570383;7.364489169;661.818958;-125.9399602;0;0;86402.7;2163;0;0;2696.016579;;647.512727;-286.310991;-0.12191
2800;6877035.535;228595.2692;-653845.4751;0;0;0;2.805259383;0.624199486;853619.8507;1194187.218;6275496.186;-0.001135996;0;0;0;0;4.202098573;0;2.805259383;0.624199486;-0.635400582;-1.571473289;0.724580827;7.364599418;633.1883071;-120.4917285;0;0;86402.8;2163;0;0;2796.01662;;618.8816279;-286.323182;-0.11457
2900;6877037.147;229262.2185;-653595.3069;0;0;0;2.804231223;0.62421175;853608.0738;1194175.441;6275434.298;-0.001135996;0;0;0;0;4.202027582;0;2.804231223;0.62421175;-0.635295185;-1.572495584;0.72459081;7.364704815;604.5564217;-115.0432619;0;0;86402.9;2163;0;0;2896.016659;;590.2493097;-286.334639;-0.11035
3000;6877038.686;229929.1651;-653345.1308;0;0;0;2.803203017;0.624223448;853596.8417;1194164.209;6275375.274;-0.001135996;0;0;0;0;4.201959862;0;2.803203017;0.624223448;-0.63519464;-1.573517925;0.724600335;7.36480536;575.9233489;-109.5945693;0;0;86403;2163;0;0;2996.016697;;561.6158458;-286.345674;-0.103
3100;6877040.152;230596.1089;-653094.9468;0;0;0;2.802174767;0.624234583;853586.1545;1194153.522;6275319.114;-0.001135996;0;0;0;0;4.201895413;0;2.802174767;0.624234583;-0.635098949;-1.57454031;0.7246094;7.364901051;547.2891473;-104.1456619;0;0;86403.1;2163;0;0;3096.016733;;532.9812784;-286.355974;-0.09984
3200;6877041.545;231263.0499;-652844.7549;0;0;0;2.801146477;0.624245152;853576.0122;1194143.38;6275265.817;-0.001135996;0;0;0;0;4.201834236;0;2.801146477;0.624245152;-0.635008112;-1.575562737;0.724618006;7.364991888;518.6538844;-98.69655257;0;0;86403.2;2163;0;0;3196.016766;;504.345681;-286.365958;-0.09302
3300;6877042.865;231929.9881;-652594.5551;0;0;0;2.800118147;0.624255156;853566.4148;1194133.783;6275215.383;-0.001135996;0;0;0;0;4.201776331;0;2.800118147;0.624255156;-0.63492213;-1.576585202;0.724626152;7.36507787;490.0176108;-93.24725089;0;0;86403.3;2163;0;0;3296.016798;;475.7090852;-286.37526;-0.08671
3400;6877044.112;232596.9234;-652344.3474;0;0;0;2.799089781;0.624264596;853557.3624;1194124.731;6275167.813;-0.001135996;0;0;0;0;4.201721697;0;2.799089781;0.624264596;-0.634841002;-1.577607705;0.724633838;7.365158998;461.3803657;-87.79776434;0;0;86403.4;2163;0;0;3396.016829;;447.0715592;-286.383931;-0.08303
3500;6877045.286;233263.856;-652094.1319;0;0;0;2.798061379;0.624273471;853548.8549;1194116.223;6275123.107;-0.001135996;0;0;0;0;4.201670334;0;2.798061379;0.624273471;-0.634764731;-1.578630242;0.724641065;7.365235269;432.742228;-82.34810794;0;0;86403.5;2163;0;0;3496.016857;;418.4331661;-286.392234;-0.07672
3600;6877046.387;233930.7857;-651843.9085;0;0;0;2.797032946;0.62428178;853540.8924;1194108.261;6275081.265;-0.001135996;0;0;0;0;4.201622244;0;2.797032946;0.62428178;-0.634693315;-1.579652813;0.724647832;7.365306685;404.1032308;-76.89828798;0;0;86403.6;2163;0;0;3596.016884;;389.7939427;-286.399906;-0.07041
3700;6877047.415;234597.7126;-651593.6772;0;0;0;2.796004482;0.624289525;853533.4748;1194100.844;6275042.286;-0.001135996;0;0;0;0;4.201577425;0;2.796004482;0.624289525;-0.634626756;-1.580675414;0.724654139;7.365373244;375.4634573;-71.44832029;0;0;86403.7;2163;0;0;3696.016908;;361.1539521;-286.406947;-0.0657
3800;6877048.371;235264.6366;-651343.4381;0;0;0;2.794975989;0.624296704;853526.6023;1194093.971;6275006.172;-0.001135996;0;0;0;0;4.201535878;0;2.794975989;0.624296704;-0.634565055;-1.581698043;0.724659986;7.365434945;346.8229313;-65.99820941;0;0;86403.8;2163;0;0;3796.016931;;332.5132574;-286.413517;-0.06095
3900;6877049.253;235931.5578;-651093.1911;0;0;0;2.793947471;0.624303318;853520.2748;1194087.644;6274972.922;-0.001135996;0;0;0;0;4.201497602;0;2.793947471;0.624303318;-0.63450821;-1.582720699;0.724665373;7.36549179;318.1817213;-60.54796837;0;0;86403.9;2163;0;0;3896.016952;;303.8719057;-286.419612;-0.05361
4000;6877050.063;236598.4762;-650842.9363;0;0;0;2.792918928;0.624309367;853514.4923;1194081.862;6274942.536;-0.001135996;0;0;0;0;4.201462598;0;2.792918928;0.624309367;-0.634456224;-1.58374338;0.724670301;7.365543776;289.5398856;-55.09760824;0;0;86404;2163;0;0;3996.016972;;275.2299445;-286.424973;-0.04939
4100;6877050.799;237265.3917;-650592.6736;0;0;0;2.791890364;0.624314851;853509.2549;1194076.624;6274915.014;-0.001135996;0;0;0;0;4.201430866;0;2.791890364;0.624314851;-0.634409096;-1.584766082;0.724674768;7.365590904;260.8974747;-49.64713869;0;0;86404.1;2163;0;0;4096.016989;;246.5874472;-286.429912;-0.04362
4200;6877051.463;237932.3043;-650342.403;0;0;0;2.79086178;0.624319769;853504.5625;1194071.932;6274890.356;-0.001135996;0;0;0;0;4.201402406;0;2.79086178;0.624319769;-0.634366827;-1.585788804;0.724678776;7.365633173;232.2545439;-44.19657018;0;0;86404.2;2163;0;0;4196.017005;;217.944456;-286.434274;-0.03783
4300;6877052.054;238599.2141;-650092.1246;0;0;0;2.789833179;0.624324122;853500.4151;1194067.785;6274868.563;-0.001135996;0;0;0;0;4.201377218;0;2.789833179;0.624324122;-0.634329416;-1.586811544;0.724682323;7.365670584;203.6111603;-38.74591552;0;0;86404.3;2163;0;0;4296.017019;;189.3010286;-286.438057;-0.03259
4400;6877052.571;239266.1209;-649841.8383;0;0;0;2.788804562;0.624327909;853496.8128;1194064.183;6274849.634;-0.001135996;0;0;0;0;4.201355302;0;2.788804562;0.624327909;-0.634296864;-1.5878343;0.724685411;7.365703136;174.9673656;-33.29518263;0;0;86404.4;2163;0;0;4396.017031;;160.6572229;-286.441316;-0.0268
4500;6877053.016;239933.0249;-649591.5442;0;0;0;2.787775932;0.624331132;853493.7556;1194061.126;6274833.57;-0.001135996;0;0;0;0;4.201336657;0;2.787775932;0.624331132;-0.634269172;-1.588857069;0.724688038;7.365730828;146.3232113;-27.84438129;0;0;86404.5;2163;0;0;4496.017041;;132.0130913;-286.443996;-0.022066
4600;6877053.388;240599.926;-649341.2423;0;0;0;2.786747291;0.624333788;853491.2435;1194058.614;6274820.369;-0.001135996;0;0;0;0;4.201321285;0;2.786747291;0.624333788;-0.634246339;-1.58987985;0.724690205;7.365753661;117.6787596;-22.39352337;0;0;86404.6;2163;0;0;4596.017049;;103.3686917;-286.4462026;-0.015243
4700;6877053.687;241266.8242;-649090.9325;0;0;0;2.785718641;0.62433588;853489.2765;1194056.647;6274810.034;-0.001135996;0;0;0;0;4.201309184;0;2.785718641;0.62433588;-0.634228366;-1.590902639;0.724691913;7.365771634;89.03407477;-16.94262109;0;0;86404.7;2163;0;0;4696.017056;;74.72407144;-286.4477269;-0.010509
4800;6877053.913;241933.7194;-648840.6149;0;0;0;2.784689984;0.624337405;853487.8545;1194055.226;6274802.563;-0.001135996;0;0;0;0;4.201300355;0;2.784689984;0.624337405;-0.634215252;-1.591925436;0.72469316;7.365784748;60.38919483;-11.49168168;0;0;86404.8;2163;0;0;4796.01706;;46.07929875;-286.4487778;-0.005781
4900;6877054.066;242600.6118;-648590.2894;0;0;0;2.783661323;0.624338366;853486.9776;1194054.349;6274797.956;-0.001135996;0;0;0;0;4.201294799;0;2.783661323;0.624338366;-0.634206999;-1.592948237;0.724693946;7.365793001;31.74418214;-6.040717009;0;0;86404.9;2163;0;0;4896.017063;;17.43442097;-286.4493559;0.002103
5000;6877054.146;243267.5012;-648339.9561;0;0;0;2.782632659;0.624338761;853486.6459;1194054.018;6274796.214;-0.001135996;0;0;0;0;4.201292514;0;2.782632659;0.624338761;-0.634203605;-1.593971041;0.724694273;7.365796395;3.099097872;-0.589738716;0;0;86405;2163;0;0;4996.017065;;-11.21051462;-286.4491456;0.004729
5100;6877054.153;243934.3877;-648089.615;0;0;0;2.781603995;0.62433859;853486.8592;1194054.231;6274797.336;-0.001135996;0;0;0;0;4.201293501;0;2.781603995;0.62433859;-0.634205071;-1.594993846;0.72469414;7.365794929;-25.5460072;4.861243535;0;0;86405.1;2163;0;0;5096.017064;;-39.85542918;-286.4486727;0.012611
5200;6877054.088;244601.2713;-647839.2661;0;0;0;2.780575333;0.624337854;853487.6176;1194054.99;6274801.323;-0.001135996;0;0;0;0;4.20129776;0;2.780575333;0.624337854;-0.634211397;-1.59601665;0.724693546;7.365788603;-54.19107801;10.31221927;0;0;86405.2;2163;0;0;5196.017061;;-68.50029645;-286.4474116;0.016297
5300;6877053.949;245268.1519;-647588.9094;0;0;0;2.779546674;0.624336552;853488.9212;1194056.294;6274808.174;-0.001135996;0;0;0;0;4.201305291;0;2.779546674;0.624336552;-0.634222583;-1.597039449;0.724692492;7.365777417;-82.83606378;15.76317882;0;0;86405.3;2163;0;0;5296.017057;;-97.14503761;-286.4457819;0.023639
5400;6877053.737;245935.0296;-647338.5448;0;0;0;2.778518022;0.624334685;853490.7698;1194058.142;6274817.89;-0.001135996;0;0;0;0;4.201316094;0;2.778518022;0.624334685;-0.634238629;-1.598062243;0.724690979;7.365761371;-111.4808978;21.2141095;0;0;86405.4;2163;0;0;5396.017051;;-125.7896158;-286.443418;0.02785
5500;6877053.453;246601.9043;-647088.1724;0;0;0;2.777489378;0.624332253;853493.1635;1194060.536;6274830.471;-0.001135996;0;0;0;0;4.201330169;0;2.777489378;0.624332253;-0.634259534;-1.599085028;0.724689005;7.365740466;-140.1255416;26.66500397;0;0;86405.5;2163;0;0;5496.017043;;-154.4339576;-286.440633;0.03364
5600;6877053.095;247268.7761;-646837.7922;0;0;0;2.776460745;0.624329255;853496.1022;1194063.475;6274845.915;-0.001135996;0;0;0;0;4.201347516;0;2.776460745;0.624329255;-0.634285299;-1.600107804;0.724686571;7.365714701;-168.7699291;32.11584967;0;0;86405.6;2163;0;0;5596.017033;;-183.0780209;-286.437269;0.03888
5700;6877052.665;247935.6448;-646587.4043;0;0;0;2.775432124;0.624325692;853499.5861;1194066.96;6274864.224;-0.001135996;0;0;0;0;4.201368134;0;2.775432124;0.624325692;-0.634315924;-1.601130567;0.724683677;7.365684076;-197.4140021;37.56663552;0;0;86405.7;2163;0;0;5696.017021;;-211.7217478;-286.433381;0.0452
5800;6877052.161;248602.5106;-646337.0085;0;0;0;2.774403518;0.624321563;853503.615;1194070.989;6274885.398;-0.001135996;0;0;0;0;4.201392025;0;2.774403518;0.624321563;-0.634351407;-1.602153316;0.724680322;7.365648593;-226.0577142;43.0173527;0;0;86405.8;2163;0;0;5796.017008;;-240.3650859;-286.428861;0.05045
5900;6877051.585;249269.3734;-646086.6049;0;0;0;2.773374928;0.624316869;853508.189;1194075.563;6274909.436;-0.001135996;0;0;0;0;4.201419187;0;2.773374928;0.624316869;-0.63439175;-1.603176048;0.724676508;7.36560825;-254.7010121;48.46799106;0;0;86405.9;2163;0;0;5896.016993;;-269.007972;-286.423816;0.0557
6000;6877050.936;249936.2333;-645836.1935;0;0;0;2.772346358;0.62431161;853513.3081;1194080.682;6274936.338;-0.001135996;0;0;0;0;4.201449621;0;2.772346358;0.62431161;-0.634436951;-1.604198761;0.724672234;7.365563049;-283.3438237;53.91853687;0;0;86406;2163;0;0;5996.016976;;-297.6503536;-286.418246;0.06096
6100;6877050.213;250603.0901;-645585.7743;0;0;0;2.771317809;0.624305785;853518.9722;1194086.347;6274966.105;-0.001135996;0;0;0;0;4.201483328;0;2.771317809;0.624305785;-0.634487011;-1.605221454;0.7246675;7.365512989;-311.9861122;59.36898314;0;0;86406.1;2163;0;0;6096.016957;;-326.2921782;-286.41215;0.06673
6200;6877049.418;251269.9439;-645335.3473;0;0;0;2.770289283;0.624299395;853525.1813;1194092.556;6274998.735;-0.001135996;0;0;0;0;4.201520306;0;2.770289283;0.624299395;-0.634541928;-1.606244123;0.724662305;7.365458072;-340.6278121;64.81931743;0;0;86406.2;2163;0;0;6196.016936;;-354.9333932;-286.405477;0.07305
6300;6877048.55;251936.7947;-645084.9125;0;0;0;2.769260783;0.62429244;853531.9355;1194099.311;6275034.23;-0.001135996;0;0;0;0;4.201560555;0;2.769260783;0.62429244;-0.634601704;-1.607266767;0.724656651;7.365398296;-369.2688765;70.26953076;0;0;86406.3;2163;0;0;6296.016913;;-383.5739409;-286.398172;0.07725
6400;6877047.609;252603.6425;-644834.4699;0;0;0;2.768232311;0.624284919;853539.2346;1194106.61;6275072.589;-0.001135996;0;0;0;0;4.201604077;0;2.768232311;0.624284919;-0.634666336;-1.608289384;0.724650537;7.365333664;-397.9092373;75.71961021;0;0;86406.4;2163;0;0;6396.016889;;-412.2137581;-286.390447;0.08356
6500;6877046.595;253270.4872;-644584.0196;0;0;0;2.767203868;0.624276834;853547.0788;1194114.455;6275113.812;-0.001135996;0;0;0;0;4.20165087;0;2.767203868;0.624276834;-0.634735826;-1.609311971;0.724643964;7.365264174;-426.5488487;81.16954705;0;0;86406.5;2163;0;0;6496.016863;;-440.8528028;-286.382091;0.08933
6600;6877045.508;253937.3289;-644333.5615;0;0;0;2.766175457;0.624268183;853555.4679;1194122.844;6275157.899;-0.001135996;0;0;0;0;4.201700935;0;2.766175457;0.624268183;-0.634810172;-1.610334526;0.72463693;7.365189828;-455.187652;86.6193301;0;0;86406.6;2163;0;0;6596.016835;;-469.4910119;-286.373158;0.09354
6700;6877044.348;254604.1676;-644083.0956;0;0;0;2.76514708;0.624258968;853564.4021;1194131.778;6275204.85;-0.001135996;0;0;0;0;4.201754271;0;2.76514708;0.624258968;-0.634889373;-1.611357048;0.724629437;7.365110627;-483.8255975;92.06894995;0;0;86406.7;2163;0;0;6696.016805;;-498.1283277;-286.363804;0.10037
6800;6877043.116;255271.0032;-643832.6219;0;0;0;2.76411874;0.624249187;853573.8811;1194141.258;6275254.664;-0.001135996;0;0;0;0;4.201810879;0;2.76411874;0.624249187;-0.634973431;-1.612379534;0.724621484;7.365026569;-512.4626316;97.51839633;0;0;86406.8;2163;0;0;6796.016774;;-526.7647081;-286.353767;0.10511
6900;6877041.81;255937.8358;-643582.1404;0;0;0;2.763090437;0.624238842;853583.9051;1194151.282;6275307.342;-0.001135996;0;0;0;0;4.201870759;0;2.763090437;0.624238842;-0.635062343;-1.613401981;0.724613071;7.364937657;-541.0986868;102.9676565;0;0;86406.9;2163;0;0;6896.01674;;-555.4000848;-286.343256;0.1114
7000;6877040.431;256604.6653;-643331.6512;0;0;0;2.762062176;0.624227932;853594.474;1194161.851;6275362.884;-0.001135996;0;0;0;0;4.20193391;0;2.762062176;0.624227932;-0.635156109;-1.614424389;0.724604199;7.364843891;-569.7337283;108.4167237;0;0;86407;2163;0;0;6996.016705;;-584.0344104;-286.332116;0.11613
7100;6877038.98;257271.4917;-643081.1542;0;0;0;2.761033957;0.624216457;853605.5878;1194172.965;6275421.289;-0.001135996;0;0;0;0;4.202000333;0;2.761033957;0.624216457;-0.635254729;-1.615446754;0.724594868;7.364745271;-598.3676747;113.8655825;0;0;86407.1;2163;0;0;7096.016668;;-612.667622;-286.320503;0.12193
7200;6877037.455;257938.3151;-642830.6495;0;0;0;2.760005782;0.624204417;853617.2465;1194184.624;6275482.557;-0.001135996;0;0;0;0;4.202070027;0;2.760005782;0.624204417;-0.635358202;-1.616469074;0.724585077;7.364641798;-627.0004839;119.3142249;0;0;86407.2;2163;0;0;7196.016629;;-641.2996723;-286.30831;0.12769
7300;6877035.858;258605.1354;-642580.137;0;0;0;2.758977655;0.624191813;853629.4501;1194196.828;6275546.689;-0.001135996;0;0;0;0;4.202142993;0;2.758977655;0.624191813;-0.635466527;-1.617491348;0.724574827;7.364533473;-655.6321093;124.7626421;0;0;86407.3;2163;0;0;7296.016588;;-669.9305033;-286.295541;0.13242
7400;6877034.187;259271.9526;-642329.6167;0;0;0;2.757949577;0.624178644;853642.1984;1194209.577;6275613.684;-0.001135996;0;0;0;0;4.20221923;0;2.757949577;0.624178644;-0.635579704;-1.618513573;0.724564117;7.364420296;-684.2624781;130.2108201;0;0;86407.4;2163;0;0;7396.016546;;-698.5600574;-286.282299;0.13927
7500;6877032.444;259938.7667;-642079.0887;0;0;0;2.75692155;0.624164911;853655.4916;1194222.87;6275683.541;-0.001135996;0;0;0;0;4.202298738;0;2.75692155;0.624164911;-0.635697732;-1.619535747;0.724552948;7.364302268;-712.8915531;135.6587519;0;0;86407.5;2163;0;0;7496.016501;;-727.1882873;-286.268372;0.14293
7600;6877030.627;260605.5777;-641828.553;0;0;0;2.755893577;0.624150614;853669.3295;1194236.709;6275756.262;-0.001135996;0;0;0;0;4.202381517;0;2.755893577;0.624150614;-0.635820609;-1.620557868;0.72454132;7.364179391;-741.5192687;141.1064251;0;0;86407.6;2163;0;0;7596.016455;;-755.8151245;-286.254079;0.1503
7700;6877028.738;261272.3855;-641578.0094;0;0;0;2.754865659;0.624135752;853683.7122;1194251.092;6275831.845;-0.001135996;0;0;0;0;4.202467567;0;2.754865659;0.624135752;-0.635948336;-1.621579934;0.724529234;7.364051664;-770.1455735;146.5538298;0;0;86407.7;2163;0;0;7696.016407;;-784.4405324;-286.239049;0.15397
7800;6877026.776;261939.1903;-641327.4582;0;0;0;2.753837798;0.624120326;853698.6396;1194266.019;6275910.291;-0.001135996;0;0;0;0;4.202556889;0;2.753837798;0.624120326;-0.636080912;-1.622601941;0.724516688;7.363919088;-798.7704181;152.0009566;0;0;86407.8;2163;0;0;7796.016357;;-813.0644373;-286.223652;0.16185
7900;6877024.741;262605.9919;-641076.8992;0;0;0;2.752809998;0.624104336;853714.1117;1194281.492;6275991.599;-0.001135996;0;0;0;0;4.202649482;0;2.752809998;0.624104336;-0.636218334;-1.62362389;0.724503683;7.363781666;-827.3937198;157.4477898;0;0;86407.9;2163;0;0;7896.016306;;-841.6868025;-286.207467;0.16501
8000;6877022.633;263272.7904;-640826.3325;0;0;0;2.751782259;0.624087782;853730.1285;1194297.509;6276075.77;-0.001135996;0;0;0;0;4.202745345;0;2.751782259;0.624087782;-0.636360604;-1.624645777;0.72449022;7.363639396;-856.0154609;162.894326;0;0;86408;2163;0;0;7996.016252;;-870.3075492;-286.190966;0.17132
8100;6877020.452;263939.5858;-640575.758;0;0;0;2.750754585;0.624070665;853746.6899;1194314.071;6276162.802;-0.001135996;0;0;0;0;4.20284448;0;2.750754585;0.624070665;-0.636507719;-1.6256676;0.724476298;7.363492281;-884.6355619;168.3405502;0;0;86408.1;2163;0;0;8096.016197;;-898.9266458;-286.173834;0.17709
8200;6877018.198;264606.378;-640325.1758;0;0;0;2.749726976;0.624052983;853763.7959;1194331.177;6276252.697;-0.001135996;0;0;0;0;4.202946885;0;2.749726976;0.624052983;-0.636659679;-1.626689358;0.724461918;7.363340321;-913.2539768;173.7864534;0;0;86408.2;2163;0;0;8196.01614;;-927.5440292;-286.156125;0.18288
