Elapsed Time (ms);ECEF X (m);ECEF Y (m);ECEF Z (m);ECEF Error X (m);ECEF Error Y (m);ECEF Error Z (m);Body Azimuth (rad);Body Elevation (rad);Range (m);PSR (m);ADR;Clock Correction (s);Clock Noise (m);Delta Af0 (s);Delta Af1 (s/s);Iono Correction (m);Tropo Correction (m);PSR Offset (m);Receiver Antenna Azimuth (rad);Receiver Antenna Elevation (rad);Receiver Antenna Gain (dBi);SV Antenna Azimuth (rad);SV Antenna Elevation (rad);Relative Power Level (incl. Receiver Antenna gain) (dB);Doppler Frequency (Hz);PSR Change Rate (m/s);Receiver Carrier Phase Offset (rad);Satellite Carrier Phase Offset (rad);GPS TOW;GPS Week Number;SBAS t0;Calibration offset (m);PSR satellite time (ms);;Doppler;Drift;Jerk
15200;6744500.547;-649690.2695;1482815.563;0;0;0;-0.412952847;0.222553995;1659838.417;2000412.51;10512238.69;-0.001135997;0;0;0;0;10.90241294;0;-0.412952847;0.222553995;-4.433920918;1.442660523;0.458129896;3.566079082;3611.576938;-687.2602402;0;0;86415.2;2163;0;0;15193.32734;;3604.512751;-140.568;-0.1838
15300;6744518.298;-649012.9181;1483031.009;0;0;0;-0.412516188;0.222574312;1659769.825;2000343.918;10511878.24;-0.001135997;0;0;0;0;10.90147696;0;-0.412516188;0.222574312;-4.433677791;1.443083562;0.458139194;3.566322209;3597.520752;-684.5854369;0;0;86415.3;2163;0;0;15293.32757;;3590.455951;-140.58638;-0.1683
15400;6744535.978;-648335.5593;1483246.437;0;0;0;-0.41207949;0.222594551;1659701.501;2000275.593;10511519.19;-0.001135997;0;0;0;0;10.90054473;0;-0.41207949;0.222594551;-4.433435598;1.443506642;0.458148456;3.566564402;3583.462834;-681.910304;0;0;86415.4;2163;0;0;15393.3278;;3576.397313;-140.60321;-0.1786
15500;6744553.588;-647658.1931;1483461.847;0;0;0;-0.411642751;0.222614712;1659633.445;2000207.536;10511161.55;-0.001135997;0;0;0;0;10.89961626;0;-0.411642751;0.222614712;-4.433194342;1.44392976;0.458157684;3.566805658;3569.403166;-679.2348381;0;0;86415.5;2163;0;0;15493.32803;;3562.336992;-140.62107;-0.1681
15600;6744571.127;-646980.8194;1483677.239;0;0;0;-0.411205973;0.222634795;1659565.656;2000139.746;10510805.31;-0.001135997;0;0;0;0;10.89869156;0;-0.411205973;0.222634795;-4.432954021;1.444352918;0.458166876;3.567045979;3555.341738;-676.5590373;0;0;86415.6;2163;0;0;15593.32825;;3548.274885;-140.63788;-0.184
15700;6744588.596;-646303.4383;1483892.614;0;0;0;-0.410769156;0.222654799;1659498.134;2000072.224;10510450.48;-0.001135997;0;0;0;0;10.89777061;0;-0.410769156;0.222654799;-4.432714636;1.444776115;0.458176032;3.567285364;3541.278594;-673.8829101;0;0;86415.7;2163;0;0;15693.32848;;3534.211097;-140.65628;-0.1577
15800;6744605.995;-645626.0498;1484107.97;0;0;0;-0.4103323;0.222674725;1659430.88;2000004.97;10510097.05;-0.001135997;0;0;0;0;10.89685342;0;-0.4103323;0.222674725;-4.432476188;1.445199352;0.458185154;3.567523812;3527.213681;-671.206446;0;0;86415.8;2163;0;0;15793.3287;;3520.145469;-140.67205;-0.1839
15900;6744623.324;-644948.6539;1484323.31;0;0;0;-0.409895404;0.222694573;1659363.894;1999937.983;10509745.03;-0.001135997;0;0;0;0;10.89593999;0;-0.409895404;0.222694573;-4.432238676;1.445622627;0.45819424;3.567761324;3513.147073;-668.5296595;0;0;86415.9;2163;0;0;15893.32892;;3506.078264;-140.69044;-0.1681
16000;6744640.582;-644271.2506;1484538.631;0;0;0;-0.409458469;0.222714342;1659297.176;1999871.264;10509394.42;-0.001135997;0;0;0;0;10.89503032;0;-0.409458469;0.222714342;-4.432002102;1.446045941;0.458203291;3.567997898;3499.078744;-665.8525455;0;0;86416;2163;16;0;15993.32915;;3492.00922;-140.70725;-0.1629
16100;6744657.77;-643593.8399;1484753.935;0;0;0;-0.409021496;0.222734034;1659230.725;1999804.812;10509045.22;-0.001135997;0;0;0;0;10.8941244;0;-0.409021496;0.222734034;-4.431766464;1.446469293;0.458212306;3.568233536;3485.008684;-663.1751022;0;0;86416.1;2163;16;0;16093.32937;;3477.938495;-140.72354;-0.1787
16200;6744674.888;-642916.4218;1484969.22;0;0;0;-0.408584484;0.222753646;1659164.542;1999738.629;10508697.42;-0.001135997;0;0;0;0;10.89322224;0;-0.408584484;0.222753646;-4.431531765;1.446892684;0.458221286;3.568468235;3470.93694;-660.4973384;0;0;86416.2;2163;16;0;16193.32959;;3463.866141;-140.74141;-0.1682
16300;6744691.935;-642238.9964;1485184.489;0;0;0;-0.408147433;0.222773181;1659098.627;1999672.713;10508351.03;-0.001135997;0;0;0;0;10.89232384;0;-0.408147433;0.222773181;-4.431298003;1.447316113;0.458230231;3.568701997;3456.863461;-657.8192443;0;0;86416.3;2163;16;0;16293.32981;;3449.792;-140.75823;-0.1629
16400;6744708.912;-641561.5636;1485399.739;0;0;0;-0.407710345;0.222792637;1659032.98;1999607.065;10508006.05;-0.001135997;0;0;0;0;10.89142919;0;-0.407710345;0.222792637;-4.431065179;1.447739581;0.45823914;3.568934821;3442.788318;-655.1408337;0;0;86416.4;2163;16;0;16393.33003;;3435.716177;-140.77452;-0.1681
16500;6744725.819;-640884.1234;1485614.972;0;0;0;-0.407273217;0.222812015;1658967.6;1999541.685;10507662.47;-0.001135997;0;0;0;0;10.89053829;0;-0.407273217;0.222812015;-4.430833294;1.448163086;0.458248014;3.569166706;3428.711495;-652.4621033;0;0;86416.5;2163;16;0;16493.33025;;3421.638725;-140.79133;-0.1682
16600;6744742.655;-640206.6759;1485830.187;0;0;0;-0.406836052;0.222831314;1658902.489;1999476.572;10507320.31;-0.001135997;0;0;0;0;10.88965114;0;-0.406836052;0.222831314;-4.430602347;1.448586629;0.458256853;3.569397653;3414.632974;-649.7830498;0;0;86416.6;2163;16;0;16593.33046;;3407.559592;-140.80815;-0.1682
16700;6744759.421;-639529.221;1486045.384;0;0;0;-0.406398849;0.222850534;1658837.645;1999411.728;10506979.55;-0.001135997;0;0;0;0;10.88876775;0;-0.406398849;0.222850534;-4.43037234;1.44901021;0.458265656;3.56962766;3400.552804;-647.1036826;0;0;86416.7;2163;16;0;16693.33068;;3393.478777;-140.82497;-0.1681
16800;6744776.117;-638851.7588;1486260.563;0;0;0;-0.405961609;0.222869677;1658773.069;1999347.152;10506640.2;-0.001135997;0;0;0;0;10.88788811;0;-0.405961609;0.222869677;-4.430143272;1.449433828;0.458274423;3.569856728;3386.470924;-644.42399;0;0;86416.8;2163;16;0;16793.3309;;3379.39628;-140.84178;-0.1577
16900;6744792.742;-638174.2893;1486475.725;0;0;0;-0.40552433;0.22288874;1658708.761;1999282.843;10506302.25;-0.001135997;0;0;0;0;10.88701222;0;-0.40552433;0.22288874;-4.429915143;1.449857484;0.458283155;3.570084857;3372.387427;-641.7439895;0;0;86416.9;2163;16;0;16893.33111;;3365.312102;-140.85755;-0.1681
17000;6744809.297;-637496.8125;1486690.869;0;0;0;-0.405087015;0.222907726;1658644.722;1999218.803;10505965.72;-0.001135997;0;0;0;0;10.88614008;0;-0.405087015;0.222907726;-4.429687955;1.450281177;0.458291852;3.570312045;3358.302267;-639.0636727;0;0;86417;2163;16;0;16993.33132;;3351.226347;-140.87436;-0.1629
17100;6744825.782;-636819.3283;1486905.995;0;0;0;-0.404649662;0.222926632;1658580.95;1999155.031;10505630.59;-0.001135997;0;0;0;0;10.88527168;0;-0.404649662;0.222926632;-4.429461706;1.450704907;0.458300513;3.570538294;3344.215451;-636.3830408;0;0;86417.1;2163;16;0;17093.33154;;3337.138911;-140.89065;-0.163
17200;6744842.196;-636141.8368;1487121.103;0;0;0;-0.404212271;0.22294546;1658517.446;1999091.526;10505296.88;-0.001135997;0;0;0;0;10.88440704;0;-0.404212271;0.22294546;-4.429236398;1.451128674;0.458309139;3.570763602;3330.12702;-633.7021015;0;0;86417.2;2163;16;0;17193.33175;;3323.049846;-140.90695;-0.1628
17300;6744858.54;-635464.338;1487336.194;0;0;0;-0.403774844;0.22296421;1658454.211;1999028.29;10504964.57;-0.001135997;0;0;0;0;10.88354615;0;-0.403774844;0.22296421;-4.429012031;1.451552477;0.458317729;3.570987969;3316.036923;-631.0208451;0;0;86417.3;2163;16;0;17293.33196;;3308.959151;-140.92323;-0.163
17400;6744874.814;-634786.8319;1487551.266;0;0;0;-0.40333738;0.22298288;1658391.243;1998965.322;10504633.67;-0.001135997;0;0;0;0;10.882689;0;-0.40333738;0.22298288;-4.428788605;1.451976318;0.458326283;3.571211395;3301.945224;-628.3392841;0;0;86417.4;2163;16;0;17393.33217;;3294.866828;-140.93953;-0.1576
17500;6744891.017;-634109.3186;1487766.321;0;0;0;-0.40289988;0.223001473;1658328.544;1998902.622;10504304.18;-0.001135997;0;0;0;0;10.8818356;0;-0.40289988;0.223001473;-4.42856612;1.452400195;0.458334802;3.57143388;3287.851911;-625.6574158;0;0;86417.5;2163;16;0;17493.33238;;3280.772875;-140.95529;-0.1577
17600;6744907.15;-633431.7979;1487981.359;0;0;0;-0.402462342;0.223019986;1658266.113;1998840.191;10503976.1;-0.001135997;0;0;0;0;10.88098594;0;-0.402462342;0.223019986;-4.428344577;1.452824108;0.458343285;3.571655423;3273.75696;-622.9752357;0;0;86417.6;2163;16;0;17593.33259;;3266.677346;-140.97106;-0.1681
17700;6744923.213;-632754.27;1488196.378;0;0;0;-0.402024769;0.223038421;1658203.95;1998778.027;10503649.43;-0.001135997;0;0;0;0;10.88014003;0;-0.402024769;0.223038421;-4.428123975;1.453248057;0.458351733;3.571876025;3259.660436;-620.2927565;0;0;86417.7;2163;16;0;17693.33279;;3252.58024;-140.98787;-0.1524
17800;6744939.205;-632076.7348;1488411.38;0;0;0;-0.401587159;0.223056777;1658142.056;1998716.132;10503324.17;-0.001135997;0;0;0;0;10.87929786;0;-0.401587159;0.223056777;-4.427904316;1.453672042;0.458360144;3.572095684;3245.562276;-617.6099657;0;0;86417.8;2163;16;0;17793.333;;3238.481453;-141.00311;-0.1577
17900;6744955.127;-631399.1924;1488626.364;0;0;0;-0.401149513;0.223075054;1658080.429;1998654.505;10503000.31;-0.001135997;0;0;0;0;10.87845944;0;-0.401149513;0.223075054;-4.427685599;1.454096064;0.458368521;3.572314401;3231.462547;-614.9268765;0;0;86417.9;2163;16;0;17893.33321;;3224.381142;-141.01888;-0.1628
18000;6744970.979;-630721.6427;1488841.33;0;0;0;-0.400711831;0.223093252;1658019.071;1998593.147;10502677.87;-0.001135997;0;0;0;0;10.87762476;0;-0.400711831;0.223093252;-4.427467825;1.454520121;0.458376861;3.572532175;3217.36124;-612.243487;0;0;86418;2163;16;0;17993.33341;;3210.279254;-141.03516;-0.1525
18100;6744986.76;-630044.0857;1489056.278;0;0;0;-0.400274114;0.223111372;1657957.982;1998532.057;10502356.84;-0.001135997;0;0;0;0;10.87679383;0;-0.400274114;0.223111372;-4.427250993;1.454944213;0.458385166;3.572749007;3203.258342;-609.5597948;0;0;86418.1;2163;16;0;18093.33361;;3196.175738;-141.05041;-0.1576
18200;6745002.471;-629366.5215;1489271.209;0;0;0;-0.399836361;0.223129413;1657897.161;1998471.235;10502037.22;-0.001135997;0;0;0;0;10.87596663;0;-0.399836361;0.223129413;-4.427035105;1.455368341;0.458393435;3.572964895;3189.153885;-606.8758059;0;0;86418.2;2163;16;0;18193.33382;;3182.070697;-141.06617;-0.1525
18300;6745018.112;-628688.9501;1489486.121;0;0;0;-0.399398572;0.223147375;1657836.608;1998410.681;10501719.01;-0.001135997;0;0;0;0;10.87514318;0;-0.399398572;0.223147375;-4.42682016;1.455792504;0.458401669;3.57317984;3175.047836;-604.191514;0;0;86418.3;2163;16;0;18293.33402;;3167.96408;-141.08142;-0.1628
18400;6745033.682;-628011.3714;1489701.016;0;0;0;-0.398960748;0.223165258;1657776.324;1998350.397;10501402.21;-0.001135997;0;0;0;0;10.87432347;0;-0.398960748;0.223165258;-4.426606159;1.456216702;0.458409867;3.573393841;3160.940252;-601.5069301;0;0;86418.4;2163;16;0;18393.33422;;3153.855938;-141.0977;-0.1419
18500;6745049.183;-627333.7856;1489915.893;0;0;0;-0.398522889;0.223183062;1657716.308;1998290.38;10501086.82;-0.001135997;0;0;0;0;10.87350749;0;-0.398522889;0.223183062;-4.426393103;1.456640935;0.458418028;3.573606897;3146.831122;-598.8220519;0;0;86418.5;2163;16;0;18493.33442;;3139.746168;-141.11189;-0.1682
18600;6745064.612;-626656.1925;1490130.753;0;0;0;-0.398084995;0.223200788;1657656.56;1998230.632;10500772.85;-0.001135997;0;0;0;0;10.87269526;0;-0.398084995;0.223200788;-4.42618099;1.457065203;0.458426155;3.57381901;3132.720428;-596.136876;0;0;86418.6;2163;16;0;18593.33462;;3125.634979;-141.12871;-0.1366
18700;6745079.972;-625978.5922;1490345.594;0;0;0;-0.397647066;0.223218434;1657597.081;1998171.153;10500460.28;-0.001135997;0;0;0;0;10.87188677;0;-0.397647066;0.223218434;-4.425969822;1.457489506;0.458434245;3.574030178;3118.608228;-593.4514138;0;0;86418.7;2163;16;0;18693.33482;;3111.522108;-141.14237;-0.1681
18800;6745095.261;-625300.9847;1490560.418;0;0;0;-0.397209102;0.223236001;1657537.871;1998111.942;10500149.12;-0.001135997;0;0;0;0;10.87108201;0;-0.397209102;0.223236001;-4.425759599;1.457913843;0.4584423;3.574240401;3104.494451;-590.7656512;0;0;86418.8;2163;16;0;18793.33502;;3097.407871;-141.15918;-0.1367
18900;6745110.48;-624623.3701;1490775.224;0;0;0;-0.396771104;0.22325349;1657478.929;1998053;10499839.38;-0.001135997;0;0;0;0;10.87028099;0;-0.396771104;0.22325349;-4.425550321;1.458338214;0.458450318;3.57444968;3090.379185;-588.0796055;0;0;86418.9;2163;16;0;18893.33521;;3083.291953;-141.17285;-0.1577
19000;6745125.628;-623945.7482;1490990.012;0;0;0;-0.396333072;0.223270899;1657420.256;1997994.326;10499531.05;-0.001135997;0;0;0;0;10.86948371;0;-0.396333072;0.223270899;-4.425341988;1.45876262;0.458458301;3.574658012;3076.262395;-585.3932697;0;0;86419;2163;16;0;18993.33541;;3069.174668;-141.18862;-0.1523
19100;6745140.706;-623268.1192;1491204.782;0;0;0;-0.395895005;0.22328823;1657361.852;1997935.921;10499224.13;-0.001135997;0;0;0;0;10.86869016;0;-0.395895005;0.22328823;-4.4251346;1.459187059;0.458466248;3.5748654;3062.144083;-582.7066442;0;0;86419.1;2163;16;0;19093.3356;;3055.055806;-141.20385;-0.1472
19200;6745155.714;-622590.483;1491419.535;0;0;0;-0.395456904;0.223305481;1657303.716;1997877.785;10498918.62;-0.001135997;0;0;0;0;10.86790035;0;-0.395456904;0.223305481;-4.424928159;1.459611533;0.458474159;3.575071841;3048.02429;-580.019737;0;0;86419.2;2163;16;0;19193.3358;;3040.935421;-141.21857;-0.1471
19300;6745170.651;-621912.8396;1491634.269;0;0;0;-0.395018769;0.223322654;1657245.849;1997819.917;10498614.52;-0.001135997;0;0;0;0;10.86711427;0;-0.395018769;0.223322654;-4.424722664;1.46003604;0.458482034;3.575277336;3033.902967;-577.3325384;0;0;86419.3;2163;16;0;19293.33599;;3026.813564;-141.23328;-0.1524
19400;6745185.518;-621235.1891;1491848.986;0;0;0;-0.394580601;0.223339747;1657188.251;1997762.318;10498311.84;-0.001135997;0;0;0;0;10.86633193;0;-0.394580601;0.223339747;-4.424518115;1.460460581;0.458489874;3.575481885;3019.780176;-574.6450608;0;0;86419.4;2163;16;0;19393.33618;;3012.690236;-141.24852;-0.1419
19500;6745200.315;-620557.5314;1492063.685;0;0;0;-0.394142398;0.223356761;1657130.921;1997704.988;10498010.57;-0.001135997;0;0;0;0;10.86555332;0;-0.394142398;0.223356761;-4.424314513;1.460885155;0.458497677;3.575685487;3005.655913;-571.9573029;0;0;86419.5;2163;16;0;19493.33637;;2998.565384;-141.26271;-0.1472
19600;6745215.042;-619879.8666;1492278.366;0;0;0;-0.393704163;0.223373696;1657073.86;1997647.927;10497710.71;-0.001135997;0;0;0;0;10.86477844;0;-0.393704163;0.223373696;-4.424111857;1.461309763;0.458505444;3.575888143;2991.530144;-569.2692583;0;0;86419.6;2163;16;0;19593.33656;;2984.439113;-141.27743;-0.1471
19700;6745229.698;-619202.1947;1492493.029;0;0;0;-0.393265894;0.223390552;1657017.068;1997591.134;10497412.26;-0.001135997;0;0;0;0;10.8640073;0;-0.393265894;0.223390552;-4.423910149;1.461734404;0.458513176;3.576089851;2977.402941;-566.580941;0;0;86419.7;2163;16;0;19693.33675;;2970.31137;-141.29214;-0.1471
19800;6745244.284;-618524.5156;1492707.675;0;0;0;-0.392827592;0.223407329;1656960.545;1997534.61;10497115.23;-0.001135997;0;0;0;0;10.86323988;0;-0.392827592;0.223407329;-4.423709389;1.462159077;0.458520871;3.576290611;2963.274229;-563.8923366;0;0;86419.8;2163;16;0;19793.33694;;2956.182156;-141.30685;-0.1472
19900;6745258.799;-617846.8294;1492922.302;0;0;0;-0.392389256;0.223424026;1656904.291;1997478.356;10496819.61;-0.001135997;0;0;0;0;10.8624762;0;-0.392389256;0.223424026;-4.423509575;1.462583784;0.458528531;3.576490425;2949.144099;-561.2034622;0;0;86419.9;2163;16;0;19893.33713;;2942.051471;-141.32157;-0.1366
20000;6745273.244;-617169.1361;1493136.912;0;0;0;-0.391950888;0.223440645;1656848.305;1997422.37;10496525.4;-0.001135997;0;0;0;0;10.86171625;0;-0.391950888;0.223440645;-4.42331071;1.463008522;0.458536154;3.57668929;2935.012511;-558.5143104;0;0;86420;2163;16;0;19993.33732;;2927.919314;-141.33523;-0.1418
20100;6745287.619;-616491.4357;1493351.504;0;0;0;-0.391512488;0.223457184;1656792.589;1997366.653;10496232.6;-0.001135997;0;0;0;0;10.86096003;0;-0.391512488;0.223457184;-4.423112793;1.463433294;0.458543742;3.576887207;2920.879478;-555.8248837;0;0;86420.1;2163;16;0;20093.3375;;2913.785791;-141.34941;-0.1525
20200;6745301.924;-615813.7282;1493566.078;0;0;0;-0.391074054;0.223473643;1656737.142;1997311.205;10495941.22;-0.001135997;0;0;0;0;10.86020754;0;-0.391074054;0.223473643;-4.422915824;1.463858098;0.458551293;3.577084176;2906.745026;-553.1351869;0;0;86420.2;2163;16;0;20193.33769;;2899.65085;-141.36466;-0.1366
20300;6745316.158;-615136.0136;1493780.634;0;0;0;-0.390635589;0.223490024;1656681.963;1997256.026;10495651.26;-0.001135997;0;0;0;0;10.85945877;0;-0.390635589;0.223490024;-4.422719804;1.464282934;0.458558808;3.577280196;2892.60911;-550.4452115;0;0;86420.3;2163;16;0;20293.33787;;2885.514384;-141.37832;-0.1367
20400;6745330.322;-614458.2919;1493995.173;0;0;0;-0.390197091;0.223506325;1656627.053;1997201.116;10495362.7;-0.001135997;0;0;0;0;10.85871374;0;-0.390197091;0.223506325;-4.422524733;1.464707802;0.458566288;3.577475267;2878.471789;-547.7549687;0;0;86420.4;2163;16;0;20393.33805;;2871.376552;-141.39199;-0.1471
20500;6745344.415;-613780.5632;1494209.693;0;0;0;-0.389758561;0.223522547;1656572.413;1997146.475;10495075.56;-0.001135997;0;0;0;0;10.85797243;0;-0.389758561;0.223522547;-4.422330611;1.465132702;0.458573731;3.577669389;2864.333065;-545.0644591;0;0;86420.5;2163;16;0;20493.33824;;2857.237353;-141.4067;-0.1418
20600;6745358.438;-613102.8273;1494424.196;0;0;0;-0.389319999;0.22353869;1656518.042;1997092.103;10494789.83;-0.001135997;0;0;0;0;10.85723485;0;-0.389319999;0.22353869;-4.422137438;1.465557633;0.458581138;3.577862562;2850.192915;-542.3736779;0;0;86420.6;2163;16;0;20593.33842;;2843.096683;-141.42088;-0.1262
20700;6745372.391;-612425.0844;1494638.681;0;0;0;-0.388881405;0.223554753;1656463.939;1997038;10494505.52;-0.001135997;0;0;0;0;10.85650099;0;-0.388881405;0.223554753;-4.421945215;1.465982597;0.458588509;3.578054785;2836.051388;-539.6826349;0;0;86420.7;2163;16;0;20693.3386;;2828.954595;-141.4335;-0.1524
20800;6745386.274;-611747.3345;1494853.148;0;0;0;-0.38844278;0.223570737;1656410.106;1996984.166;10494222.62;-0.001135997;0;0;0;0;10.85577086;0;-0.38844278;0.223570737;-4.421753942;1.466407591;0.458595844;3.578246058;2821.908427;-536.9913189;0;0;86420.8;2163;16;0;20793.33878;;2814.811245;-141.44874;-0.1314
20900;6745400.086;-611069.5775;1495067.597;0;0;0;-0.388004123;0.223586641;1656356.542;1996930.602;10493941.14;-0.001135997;0;0;0;0;10.85504446;0;-0.388004123;0.223586641;-4.421563619;1.466832617;0.458603142;3.578436381;2807.764117;-534.2997462;0;0;86420.9;2163;16;0;20893.33896;;2800.666371;-141.46188;-0.1418
21000;6745413.828;-610391.8135;1495282.028;0;0;0;-0.387565435;0.223602466;1656303.247;1996877.306;10493661.07;-0.001135997;0;0;0;0;10.85432178;0;-0.387565435;0.223602466;-4.421374246;1.467257674;0.458610405;3.578625754;2793.618414;-531.6079084;0;0;86421;2163;16;0;20993.33913;;2786.520183;-141.47606;-0.1262
21100;6745427.499;-609714.0424;1495496.442;0;0;0;-0.387126715;0.223618212;1656250.221;1996824.28;10493382.42;-0.001135997;0;0;0;0;10.85360282;0;-0.387126715;0.223618212;-4.421185824;1.467682762;0.458617631;3.578814176;2779.471333;-528.9158084;0;0;86421.1;2163;16;0;21093.33931;;2772.372577;-141.48868;-0.1418
21200;6745441.1;-609036.2643;1495710.837;0;0;0;-0.386687965;0.223633878;1656197.465;1996771.523;10493105.18;-0.001135997;0;0;0;0;10.85288759;0;-0.386687965;0.223633878;-4.420998353;1.468107881;0.458624821;3.579001647;2765.322896;-526.2234504;0;0;86421.2;2163;16;0;21193.33949;;2758.223709;-141.50286;-0.1367
21300;6745454.631;-608358.4791;1495925.215;0;0;0;-0.386249184;0.223649465;1656144.978;1996719.036;10492829.35;-0.001135997;0;0;0;0;10.85217608;0;-0.386249184;0.223649465;-4.420811832;1.46853303;0.458631975;3.579188168;2751.173077;-523.5308292;0;0;86421.3;2163;16;0;21293.33966;;2744.073423;-141.51653;-0.1367
21400;6745468.092;-607680.687;1496139.575;0;0;0;-0.385810372;0.223664972;1656092.76;1996666.817;10492554.94;-0.001135997;0;0;0;0;10.8514683;0;-0.385810372;0.223664972;-4.420626263;1.468958211;0.458639092;3.579373737;2737.021923;-520.8379542;0;0;86421.4;2163;16;0;21393.33984;;2729.92177;-141.5302;-0.126
21500;6745481.482;-607002.8878;1496353.917;0;0;0;-0.38537153;0.2236804;1656040.811;1996614.868;10492281.95;-0.001135997;0;0;0;0;10.85076423;0;-0.38537153;0.2236804;-4.420441646;1.46938342;0.458646174;3.579558354;2722.869426;-518.1448236;0;0;86421.5;2163;16;0;21493.34001;;2715.76875;-141.5428;-0.1367
21600;6745494.802;-606325.0817;1496568.241;0;0;0;-0.384932657;0.223695748;1655989.132;1996563.188;10492010.37;-0.001135997;0;0;0;0;10.85006389;0;-0.384932657;0.223695748;-4.42025798;1.469808661;0.458653219;3.57974202;2708.715573;-515.451435;0;0;86421.6;2163;16;0;21593.34018;;2701.61447;-141.55647;-0.1313
21700;6745508.051;-605647.2686;1496782.547;0;0;0;-0.384493754;0.223711017;1655937.722;1996511.778;10491740.21;-0.001135997;0;0;0;0;10.84936726;0;-0.384493754;0.223711017;-4.420075266;1.470233931;0.458660228;3.579924734;2694.56042;-512.7577989;0;0;86421.7;2163;16;0;21693.34035;;2687.458823;-141.5696;-0.1314
21800;6745521.231;-604969.4484;1496996.835;0;0;0;-0.384054821;0.223726206;1655886.581;1996460.637;10491471.46;-0.001135997;0;0;0;0;10.84867436;0;-0.384054821;0.223726206;-4.419893505;1.470659232;0.4586672;3.580106495;2680.403891;-510.0639011;0;0;86421.8;2163;16;0;21793.34052;;2673.301863;-141.58274;-0.1314
21900;6745534.339;-604291.6213;1497211.105;0;0;0;-0.383615858;0.223741315;1655835.71;1996409.765;10491204.12;-0.001135997;0;0;0;0;10.84798517;0;-0.383615858;0.223741315;-4.419712695;1.471084562;0.458674137;3.580287305;2666.246078;-507.3697588;0;0;86421.9;2163;16;0;21893.34069;;2659.143589;-141.59588;-0.1314
22000;6745547.378;-603613.7872;1497425.358;0;0;0;-0.383176865;0.223756345;1655785.108;1996359.163;10490938.21;-0.001135997;0;0;0;0;10.84729971;0;-0.383176865;0.223756345;-4.419532839;1.471509921;0.458681037;3.580467161;2652.086948;-504.675366;0;0;86422;2163;16;0;21993.34086;;2644.984001;-141.60902;-0.1261
22100;6745560.346;-602935.9462;1497639.592;0;0;0;-0.382737842;0.223771295;1655734.775;1996308.83;10490673.71;-0.001135997;0;0;0;0;10.84661796;0;-0.382737842;0.223771295;-4.419353935;1.47193531;0.4586879;3.580646065;2637.926506;-501.9807235;0;0;86422.1;2163;16;0;22093.34103;;2630.823099;-141.62163;-0.1366
22200;6745573.244;-602258.0982;1497853.809;0;0;0;-0.38229879;0.223786166;1655684.713;1996258.767;10490410.62;-0.001135997;0;0;0;0;10.84593993;0;-0.38229879;0.223786166;-4.419175985;1.472360728;0.458694728;3.580824015;2623.764784;-499.2858373;0;0;86422.2;2163;16;0;22193.3412;;2616.660936;-141.63529;-0.1156
22300;6745586.072;-601580.2432;1498068.008;0;0;0;-0.381859709;0.223800957;1655634.919;1996208.973;10490148.95;-0.001135997;0;0;0;0;10.84526562;0;-0.381859709;0.223800957;-4.418998988;1.472786176;0.458701518;3.581001012;2609.601742;-496.5907001;0;0;86422.3;2163;16;0;22293.34136;;2602.497407;-141.64685;-0.142
22400;6745598.829;-600902.3813;1498282.189;0;0;0;-0.381420599;0.223815668;1655585.395;1996159.448;10489888.7;-0.001135997;0;0;0;0;10.84459503;0;-0.381420599;0.223815668;-4.418822944;1.473211652;0.458708273;3.581177056;2595.437438;-493.8953226;0;0;86422.4;2163;16;0;22393.34153;;2588.332722;-141.66105;-0.1102
22500;6745611.516;-600224.5125;1498496.351;0;0;0;-0.38098146;0.223830299;1655536.141;1996110.194;10489629.87;-0.001135997;0;0;0;0;10.84392815;0;-0.38098146;0.223830299;-4.418647854;1.473637157;0.458714991;3.581352146;2581.27186;-491.1997027;0;0;86422.5;2163;16;0;22493.34169;;2574.166617;-141.67207;-0.142
22600;6745624.132;-599546.6367;1498710.497;0;0;0;-0.380542291;0.223844851;1655487.156;1996061.208;10489372.45;-0.001135997;0;0;0;0;10.84326498;0;-0.380542291;0.223844851;-4.418473718;1.474062691;0.458721673;3.581526282;2567.104995;-488.503838;0;0;86422.6;2163;16;0;22593.34186;;2559.99941;-141.68627;-0.1156
22700;6745636.679;-598868.754;1498924.624;0;0;0;-0.380103095;0.223859323;1655438.441;1996012.493;10489116.45;-0.001135997;0;0;0;0;10.84260554;0;-0.380103095;0.223859323;-4.418300537;1.474488253;0.458728318;3.581699463;2552.936889;-485.807737;0;0;86422.7;2163;16;0;22693.34202;;2545.830783;-141.69783;-0.1261
22800;6745649.155;-598190.8644;1499138.733;0;0;0;-0.379663869;0.223873715;1655389.995;1995964.047;10488861.86;-0.001135997;0;0;0;0;10.8419498;0;-0.379663869;0.223873715;-4.41812831;1.474913843;0.458734927;3.58187169;2538.767493;-483.1113906;0;0;86422.8;2163;16;0;22793.34218;;2531.661;-141.71044;-0.1261
22900;6745661.56;-597512.9679;1499352.824;0;0;0;-0.379224616;0.223888028;1655341.82;1995915.871;10488608.69;-0.001135997;0;0;0;0;10.84129778;0;-0.379224616;0.223888028;-4.417957037;1.475339462;0.4587415;3.582042963;2524.596873;-480.4148113;0;0;86422.9;2163;16;0;22893.34234;;2517.489956;-141.72305;-0.1209
