Elapsed Time (ms);ECEF X (m);ECEF Y (m);ECEF Z (m);ECEF Error X (m);ECEF Error Y (m);ECEF Error Z (m);Body Azimuth (rad);Body Elevation (rad);Range (m);PSR (m);ADR;Clock Correction (s);Clock Noise (m);Delta Af0 (s);Delta Af1 (s/s);Iono Correction (m);Tropo Correction (m);PSR Offset (m);Receiver Antenna Azimuth (rad);Receiver Antenna Elevation (rad);Receiver Antenna Gain (dBi);SV Antenna Azimuth (rad);SV Antenna Elevation (rad);Relative Power Level (incl. Receiver Antenna gain) (dB);Doppler Frequency (Hz);PSR Change Rate (m/s);Receiver Carrier Phase Offset (rad);Satellite Carrier Phase Offset (rad);GPS TOW;GPS Week Number;SBAS t0;Calibration offset (m);PSR satellite time (ms);;Doppler;Drift;Jitter
2400;6935664.125;268131.4147;0.047840542;0;0;0;1.570796148;1.122519527;618650.3098;959216.2043;5040715.176;-0.001135996;0;0;0;0;2.731834235;0;1.570796148;1.122519527;3.757182467;-3.141592368;1.161160088;11.75718247;-14801.36725;2816.606537;0;0;86402.4;2163;0;0;2396.800399;;-14817.41483;-322.3553;4.427
2500;6935636.727;268838.1727;0.048192087;0;0;0;1.570796148;1.121471267;618932.2758;959498.1719;5042196.926;-0.001135996;0;0;0;0;2.73320727;0;1.570796148;1.121471267;3.754521772;-3.141592369;1.160213731;11.75452177;-14833.6251;2822.745001;0;0;86402.5;2163;0;0;2496.799459;;-14849.65036;-321.9126;4.428
2600;6935609.256;269544.928;0.048543737;0;0;0;1.570796147;1.120423917;619214.8552;959780.753;5043681.899;-0.001135996;0;0;0;0;2.734583488;0;1.570796147;1.120423917;3.751863385;-3.14159237;1.159268283;11.75186338;-14865.83857;2828.875021;0;0;86402.6;2163;0;0;2596.798516;;-14881.84162;-321.4698;4.43
2700;6935581.714;270251.6804;0.048895492;0;0;0;1.570796146;1.119377477;619498.0473;960063.9467;5045170.092;-0.001135996;0;0;0;0;2.735962887;0;1.570796146;1.119377477;3.749207308;-3.14159237;1.158323746;11.74920731;-14898.00794;2834.996649;0;0;86402.7;2163;0;0;2696.797571;;-14913.9886;-321.0268;4.431
2800;6935554.1;270958.43;0.049247351;0;0;0;1.570796145;1.118331948;619781.851;960347.7521;5046661.499;-0.001135996;0;0;0;0;2.737345464;0;1.570796145;1.118331948;3.746553542;-3.141592371;1.157380119;11.74655354;-14930.13287;2841.10982;0;0;86402.8;2163;0;0;2796.796625;;-14946.09128;-320.5837;4.432
2900;6935526.413;271665.1767;0.049599315;0;0;0;1.570796144;1.11728733;620066.2657;960632.1683;5048156.117;-0.001135996;0;0;0;0;2.738731216;0;1.570796144;1.11728733;3.74390209;-3.141592372;1.156437403;11.74390209;-14962.21363;2847.214585;0;0;86402.9;2163;0;0;2896.795676;;-14978.14965;-320.1405;4.435
3000;6935498.655;272371.9206;0.049951383;0;0;0;1.570796143;1.116243625;620351.2904;960917.1947;5049653.94;-0.001135996;0;0;0;0;2.740120141;0;1.570796143;1.116243625;3.741041986;-3.141592372;1.1554956;11.74104199;-14994.25003;2853.310909;0;0;86403;2163;0;0;2996.794725;;-15010.1637;-319.697;4.435
3100;6935470.824;273078.6617;0.050303555;0;0;0;1.570796143;1.115200832;620636.9243;961202.8302;5051154.965;-0.001135996;0;0;0;0;2.741512235;0;1.570796143;1.115200832;3.738108378;-3.141592373;1.15455471;11.73810838;-15026.24197;2859.398772;0;0;86403.1;2163;0;0;3096.793772;;-15042.1334;-319.2535;4.436
3200;6935442.922;273785.3999;0.050655832;0;0;0;1.570796142;1.114158952;620923.1666;961489.0742;5052659.187;-0.001135996;0;0;0;0;2.742907497;0;1.570796142;1.114158952;3.735177339;-3.141592374;1.153614733;11.73517734;-15058.18975;2865.478234;0;0;86403.2;2163;0;0;3196.792818;;-15074.05875;-318.8099;4.437
3300;6935414.947;274492.1353;0.051008214;0;0;0;1.570796141;1.113117987;621210.0164;961775.9256;5054166.602;-0.001135996;0;0;0;0;2.744305922;0;1.570796141;1.113117987;3.732248872;-3.141592374;1.15267567;11.73224887;-15090.09303;2871.549226;0;0;86403.3;2163;0;0;3296.791861;;-15105.93974;-318.3662;4.44
3400;6935386.901;275198.8677;0.0513607;0;0;0;1.57079614;1.112077937;621497.4729;962063.3837;5055677.205;-0.001135996;0;0;0;0;2.745707509;0;1.57079614;1.112077937;3.729322979;-3.141592375;1.151737522;11.72932298;-15121.95207;2877.611799;0;0;86403.4;2163;0;0;3396.790902;;-15137.77636;-317.9222;4.439
3500;6935358.782;275905.5973;0.051713291;0;0;0;1.570796139;1.111038802;621785.5352;962351.4477;5057190.991;-0.001135996;0;0;0;0;2.747112255;0;1.570796139;1.111038802;3.726399661;-3.141592376;1.15080029;11.72639966;-15153.76667;2883.665916;0;0;86403.5;2163;0;0;3496.789941;;-15169.56858;-317.4783;4.441
3600;6935330.591;276612.3241;0.052065986;0;0;0;1.570796139;1.110000584;622074.2025;962640.1166;5058707.956;-0.001135996;0;0;0;0;2.748520156;0;1.570796139;1.110000584;3.723478921;-3.141592376;1.149863974;11.72347892;-15185.53675;2889.711561;0;0;86403.6;2163;0;0;3596.788978;;-15201.31641;-317.0342;4.442
3700;6935302.329;277319.0479;0.052418785;0;0;0;1.570796138;1.108963282;622363.4739;962929.3897;5060228.097;-0.001135996;0;0;0;0;2.749931211;0;1.570796138;1.108963282;3.72056076;-3.141592377;1.148928574;11.72056076;-15217.26263;2895.748796;0;0;86403.7;2163;0;0;3696.788013;;-15233.01983;-316.59;4.442
3800;6935273.994;278025.7688;0.052771689;0;0;0;1.570796137;1.107926897;622653.3486;963219.2661;5061751.407;-0.001135996;0;0;0;0;2.751345416;0;1.570796137;1.107926897;3.71764518;-3.141592378;1.147994092;11.71764518;-15248.94395;2901.777551;0;0;86403.8;2163;0;0;3796.787046;;-15264.67883;-316.1458;4.444
3900;6935245.587;278732.4868;0.053124697;0;0;0;1.570796136;1.106891431;622943.8258;963509.7449;5063277.884;-0.001135996;0;0;0;0;2.752762768;0;1.570796136;1.106891431;3.714732183;-3.141592378;1.147060528;11.71473218;-15280.58097;2907.797875;0;0;86403.9;2163;0;0;3896.786077;;-15296.29341;-315.7014;4.445
4000;6935217.109;279439.2019;0.05347781;0;0;0;1.570796135;1.105856884;623234.9046;963800.8254;5064807.522;-0.001135996;0;0;0;0;2.754183266;0;1.570796135;1.105856884;3.71182177;-3.141592379;1.146127883;11.71182177;-15312.17352;2913.809738;0;0;86404;2163;0;0;3996.785106;;-15327.86355;-315.2569;4.445
4100;6935188.558;280145.9141;0.053831027;0;0;0;1.570796135;1.104823255;623526.5842;964092.5066;5066340.317;-0.001135996;0;0;0;0;2.755606906;0;1.570796135;1.104823255;3.708913943;-3.141592379;1.145196157;11.70891394;-15343.72149;2919.813116;0;0;86404.1;2163;0;0;4096.784134;;-15359.38924;-314.8124;4.446
4200;6935159.935;280852.6233;0.054184349;0;0;0;1.570796134;1.103790547;623818.8636;964384.7877;5067876.265;-0.001135996;0;0;0;0;2.757033685;0;1.570796134;1.103790547;3.706008705;-3.14159238;1.144265351;11.7060087;-15375.22521;2925.808074;0;0;86404.2;2163;0;0;4196.783159;;-15390.87048;-314.3678;4.447
4300;6935131.24;281559.3297;0.054537775;0;0;0;1.570796133;1.102758759;624111.7421;964677.6679;5069415.361;-0.001135996;0;0;0;0;2.7584636;0;1.570796133;1.102758759;3.703106056;-3.141592381;1.143335466;11.70310606;-15406.68431;2931.794544;0;0;86404.3;2163;0;0;4296.782182;;-15422.30726;-313.9231;4.448
4400;6935102.474;282266.033;0.054891305;0;0;0;1.570796132;1.101727892;624405.2189;964971.1464;5070957.6;-0.001135996;0;0;0;0;2.75989665;0;1.570796132;1.101727892;3.700205998;-3.141592381;1.142406501;11.700206;-15438.0991;2937.772578;0;0;86404.4;2163;0;0;4396.781203;;-15453.69957;-313.4783;4.447
4500;6935073.635;282972.7334;0.05524494;0;0;0;1.570796132;1.100697947;624699.293;965265.2222;5072502.979;-0.001135996;0;0;0;0;2.76133283;0;1.570796132;1.100697947;3.697308533;-3.141592382;1.141478459;11.69730853;-15469.46935;2943.742139;0;0;86404.5;2163;0;0;4496.780222;;-15485.0474;-313.0336;4.449
4600;6935044.724;283679.4309;0.055598679;0;0;0;1.570796131;1.099668924;624993.9637;965559.8945;5074051.493;-0.001135996;0;0;0;0;2.762772139;0;1.570796131;1.099668924;3.694413662;-3.141592383;1.140551338;11.69441366;-15500.795;2949.703212;0;0;86404.6;2163;0;0;4596.779239;;-15516.35076;-312.5887;4.45
4700;6935015.741;284386.1254;0.055952522;0;0;0;1.57079613;1.098640824;625289.23;965855.1625;5075603.137;-0.001135996;0;0;0;0;2.764214574;0;1.57079613;1.098640824;3.691174772;-3.141592383;1.139625141;11.69117477;-15532.07637;2955.655859;0;0;86404.7;2163;0;0;4696.778254;;-15547.60963;-312.1437;4.449
4800;6934986.686;285092.8169;0.05630647;0;0;0;1.570796129;1.097613648;625585.0912;966151.0254;5077157.906;-0.001135996;0;0;0;0;2.765660131;0;1.570796129;1.097613648;3.687896666;-3.141592384;1.138699866;11.68789667;-15563.31309;2961.600009;0;0;86404.8;2163;0;0;4796.777267;;-15578.824;-311.6988;4.451
4900;6934957.559;285799.5055;0.056660522;0;0;0;1.570796129;1.096587395;625881.5463;966447.4823;5078715.798;-0.001135996;0;0;0;0;2.767108808;0;1.570796129;1.096587395;3.684621508;-3.141592384;1.137775516;11.68462151;-15594.50543;2967.535714;0;0;86404.9;2163;0;0;4896.776278;;-15609.99388;-311.2537;4.45
5000;6934928.36;286506.191;0.057014679;0;0;0;1.570796128;1.095562066;626178.5946;966744.5323;5080276.806;-0.001135996;0;0;0;0;2.768560603;0;1.570796128;1.095562066;3.681349301;-3.141592385;1.13685209;11.6813493;-15625.65326;2973.462949;0;0;86405;2163;0;0;4996.775287;;-15641.11925;-310.8087;4.452
5100;6934899.089;287212.8736;0.05736894;0;0;0;1.570796127;1.094537663;626476.2352;967042.1746;5081840.927;-0.001135996;0;0;0;0;2.770015513;0;1.570796127;1.094537663;3.678080045;-3.141592386;1.135929589;11.67808005;-15656.75643;2979.381684;0;0;86405.1;2163;0;0;5096.774295;;-15672.20012;-310.3635;4.45
5200;6934869.746;287919.5531;0.057723305;0;0;0;1.570796126;1.093514185;626774.4673;967340.4083;5083408.156;-0.001135996;0;0;0;0;2.771473534;0;1.570796126;1.093514185;3.674813743;-3.141592386;1.135008013;11.67481374;-15687.81529;2985.291989;0;0;86405.2;2163;0;0;5196.7733;;-15703.23647;-309.9185;4.452
5300;6934840.331;288626.2297;0.058077775;0;0;0;1.570796126;1.092491633;627073.29;967639.2327;5084978.488;-0.001135996;0;0;0;0;2.772934665;0;1.570796126;1.092491633;3.671550396;-3.141592387;1.134087363;11.6715504;-15718.8295;2991.193797;0;0;86405.3;2163;0;0;5296.772303;;-15734.22832;-309.4733;4.453
5400;6934810.844;289332.9032;0.058432349;0;0;0;1.570796125;1.091470007;627372.7024;967938.6468;5086551.92;-0.001135996;0;0;0;0;2.774398902;0;1.570796125;1.091470007;3.668290006;-3.141592387;1.13316764;11.66829001;-15749.79931;2997.087156;0;0;86405.4;2163;0;0;5396.771304;;-15765.17565;-309.028;4.452
5500;6934781.285;290039.5737;0.058787027;0;0;0;1.570796124;1.090449309;627672.7037;968238.6498;5088128.447;-0.001135996;0;0;0;0;2.775866243;0;1.570796124;1.090449309;3.665032575;-3.141592388;1.132248844;11.66503257;-15780.72456;3002.972037;0;0;86405.5;2163;0;0;5496.770304;;-15796.07845;-308.5828;4.451
5600;6934751.654;290746.2412;0.059141809;0;0;0;1.570796123;1.089429538;627973.2931;968539.2409;5089708.064;-0.001135996;0;0;0;0;2.777336684;0;1.570796123;1.089429538;3.661778103;-3.141592389;1.131330975;11.6617781;-15811.60516;3008.848419;0;0;86405.6;2163;0;0;5596.769301;;-15826.93673;-308.1377;4.453
5700;6934721.951;291452.9056;0.059496696;0;0;0;1.570796123;1.088410695;628274.4697;968840.4192;5091290.766;-0.001135996;0;0;0;0;2.778810224;0;1.570796123;1.088410695;3.658526593;-3.141592389;1.130414035;11.65852659;-15842.44142;3014.716365;0;0;86405.7;2163;0;0;5696.768296;;-15857.7505;-307.6924;4.453
5800;6934692.176;292159.567;0.059851687;0;0;0;1.570796122;1.08739278;628576.2326;969142.1839;5092876.551;-0.001135996;0;0;0;0;2.780286859;0;1.570796122;1.08739278;3.655278046;-3.14159239;1.129498023;11.65527805;-15873.23303;3020.575812;0;0;86405.8;2163;0;0;5796.76729;;-15888.51974;-307.2471;4.452
5900;6934662.329;292866.2253;0.060206783;0;0;0;1.570796121;1.086375794;628878.5811;969444.5341;5094465.412;-0.001135996;0;0;0;0;2.781766587;0;1.570796121;1.086375794;3.652032463;-3.14159239;1.128582939;11.65203246;-15903.98023;3026.426811;0;0;86405.9;2163;0;0;5896.766281;;-15919.24445;-306.8019;4.452
6000;6934632.409;293572.8806;0.060561982;0;0;0;1.570796121;1.085359738;629181.5142;969747.469;5096057.345;-0.001135996;0;0;0;0;2.783249405;0;1.570796121;1.085359738;3.648789846;-3.141592391;1.127668785;11.64878985;-15934.68288;3032.26933;0;0;86406;2163;0;0;5996.765271;;-15949.92464;-306.3567;4.454
6100;6934602.418;294279.5328;0.060917286;0;0;0;1.57079612;1.084344611;629485.0312;970050.9877;5097652.347;-0.001135996;0;0;0;0;2.784735311;0;1.57079612;1.084344611;3.645550197;-3.141592392;1.126755561;11.6455502;-15965.34085;3038.103348;0;0;86406.1;2163;0;0;6096.764258;;-15980.56031;-305.9113;4.451
6200;6934572.355;294986.1819;0.061272694;0;0;0;1.570796119;1.083330415;629789.1312;970355.0894;5099250.412;-0.001135996;0;0;0;0;2.786224301;0;1.570796119;1.083330415;3.642313516;-3.141592392;1.125843267;11.64231352;-15995.9545;3043.928933;0;0;86406.2;2163;0;0;6196.763244;;-16011.15144;-305.4662;4.453
6300;6934542.22;295692.828;0.061628207;0;0;0;1.570796118;1.08231715;630093.8132;970659.7732;5100851.536;-0.001135996;0;0;0;0;2.787716373;0;1.570796118;1.08231715;3.639079805;-3.141592393;1.124931904;11.63907981;-16026.52347;3049.746013;0;0;86406.3;2163;0;0;6296.762228;;-16041.69806;-305.0209;4.452
6400;6934512.013;296399.471;0.061983823;0;0;0;1.570796118;1.081304815;630399.0766;970965.0383;5102455.715;-0.001135996;0;0;0;0;2.789211524;0;1.570796118;1.081304815;3.635464365;-3.141592393;1.124021472;11.63546437;-16057.04804;3055.554647;0;0;86406.4;2163;0;0;6396.761209;;-16072.20015;-304.5757;4.452
6500;6934481.733;297106.1108;0.062339544;0;0;0;1.570796117;1.080293412;630704.9204;971270.8838;5104062.944;-0.001135996;0;0;0;0;2.790709751;0;1.570796117;1.080293412;3.631749827;-3.141592394;1.123111971;11.63174983;-16087.52807;3061.354803;0;0;86406.5;2163;0;0;6496.760189;;-16102.65772;-304.1305;4.451
6600;6934451.382;297812.7476;0.062695369;0;0;0;1.570796116;1.079282941;631011.3438;971577.309;5105673.219;-0.001135996;0;0;0;0;2.792211052;0;1.570796116;1.079282941;3.62803871;-3.141592394;1.122203402;11.62803871;-16117.96342;3067.146458;0;0;86406.6;2163;0;0;6596.759167;;-16133.07077;-303.6854;4.452
6700;6934420.959;298519.3812;0.063051299;0;0;0;1.570796116;1.078273402;631318.3459;971884.3128;5107286.535;-0.001135996;0;0;0;0;2.793715424;0;1.570796116;1.078273402;3.624331019;-3.141592395;1.121295766;11.62433102;-16148.35447;3072.929682;0;0;86406.7;2163;0;0;6696.758143;;-16163.43931;-303.2402;4.451
6800;6934390.464;299226.0117;0.063407332;0;0;0;1.570796115;1.077264796;631625.9259;972191.8946;5108902.889;-0.001135996;0;0;0;0;2.795222865;0;1.570796115;1.077264796;3.620626752;-3.141592395;1.120389062;11.62062675;-16178.70085;3078.704407;0;0;86406.8;2163;0;0;6796.757117;;-16193.76333;-302.7951;4.45
6900;6934359.896;299932.6391;0.06376347;0;0;0;1.570796114;1.076257123;631934.083;972500.0534;5110522.274;-0.001135996;0;0;0;0;2.796733371;0;1.570796114;1.076257123;3.616925913;-3.141592396;1.119483292;11.61692591;-16209.00284;3084.470683;0;0;86406.9;2163;0;0;6896.756089;;-16224.04284;-302.3501;4.45
7000;6934329.257;300639.2634;0.064119712;0;0;0;1.570796114;1.075250384;632242.8163;972808.7885;5112144.688;-0.001135996;0;0;0;0;2.798246939;0;1.570796114;1.075250384;3.613228502;-3.141592397;1.118578455;11.6132285;-16239.26028;3090.228482;0;0;86407;2163;0;0;6996.755059;;-16254.27785;-301.9051;4.451
7100;6934298.546;301345.8845;0.064476058;0;0;0;1.570796113;1.074244579;632552.1249;973118.0989;5113770.125;-0.001135996;0;0;0;0;2.799763568;0;1.570796113;1.074244579;3.609534521;-3.141592397;1.117674552;11.60953452;-16269.47308;3095.977787;0;0;86407.1;2163;0;0;7096.754027;;-16284.46836;-301.46;4.449
7200;6934267.762;302052.5025;0.064832509;0;0;0;1.570796112;1.073239707;632862.008;973427.9838;5115398.581;-0.001135996;0;0;0;0;2.801283255;0;1.570796112;1.073239707;3.605843972;-3.141592398;1.116771583;11.60584397;-16299.64158;3101.718661;0;0;86407.2;2163;0;0;7196.752994;;-16314.61436;-301.0151;4.448
7300;6934236.907;302759.1173;0.065189063;0;0;0;1.570796111;1.072235771;633172.4648;973738.4423;5117030.051;-0.001135996;0;0;0;0;2.802805996;0;1.570796111;1.072235771;3.602156854;-3.141592398;1.115869548;11.60215685;-16329.76543;3107.45104;0;0;86407.3;2163;0;0;7296.751958;;-16344.71587;-300.5703;4.45
7400;6934205.979;303465.729;0.065545722;0;0;0;1.570796111;1.071232769;633483.4944;974049.4737;5118664.532;-0.001135996;0;0;0;0;2.804331789;0;1.570796111;1.071232769;3.598473171;-3.141592399;1.114968449;11.59847317;-16359.84493;3113.174978;0;0;86407.4;2163;0;0;7396.750921;;-16374.7729;-300.1253;4.446
7500;6934174.98;304172.3374;0.065902485;0;0;0;1.57079611;1.070230703;633795.096;974361.077;5120302.019;-0.001135996;0;0;0;0;2.805860631;0;1.57079611;1.070230703;3.594792922;-3.141592399;1.114068285;11.59479292;-16389.8799;3118.890443;0;0;86407.5;2163;0;0;7496.749881;;-16404.78543;-299.6807;4.447
7600;6934143.909;304878.9427;0.066259352;0;0;0;1.570796109;1.069229572;634107.2687;974673.2515;5121942.507;-0.001135996;0;0;0;0;2.80739252;0;1.570796109;1.069229572;3.59111611;-3.1415924;1.113169057;11.59111611;-16419.87025;3124.597416;0;0;86407.6;2163;0;0;7596.74884;;-16434.7535;-299.236;4.447
7700;6934112.765;305585.5449;0.066616323;0;0;0;1.570796109;1.068229377;634420.0116;974985.9962;5123585.992;-0.001135996;0;0;0;0;2.808927453;0;1.570796109;1.068229377;3.587442735;-3.1415924;1.112270764;11.58744274;-16449.81633;3130.295965;0;0;86407.7;2163;0;0;7696.747797;;-16464.6771;-298.7913;4.446
7800;6934081.55;306292.1438;0.066973398;0;0;0;1.570796108;1.067230119;634733.324;975299.3104;5125232.469;-0.001135996;0;0;0;0;2.810465428;0;1.570796108;1.067230119;3.583772799;-3.141592401;1.111373408;11.5837728;-16479.71778;3135.986023;0;0;86407.8;2163;0;0;7796.746752;;-16494.55623;-298.3467;4.444
7900;6934050.262;306998.7395;0.067330577;0;0;0;1.570796107;1.066231797;635047.205;975613.1931;5126881.934;-0.001135996;0;0;0;0;2.812006441;0;1.570796107;1.066231797;3.580106303;-3.141592401;1.110476989;11.5801063;-16509.57491;3141.667645;0;0;86407.9;2163;0;0;7896.745705;;-16524.3909;-297.9023;4.444
8000;6934018.903;307705.332;0.067687861;0;0;0;1.570796107;1.065234412;635361.6537;975927.6436;5128534.382;-0.001135996;0;0;0;0;2.813550489;0;1.570796107;1.065234412;3.576443247;-3.141592402;1.109581506;11.57644325;-16539.38756;3147.340804;0;0;86408;2163;0;0;7996.744656;;-16554.18113;-297.4579;4.443
8100;6933987.471;308411.9213;0.068045248;0;0;0;1.570796106;1.064237964;635676.6693;976242.661;5130189.81;-0.001135996;0;0;0;0;2.815097571;0;1.570796106;1.064237964;3.57254234;-3.141592402;1.10868696;11.57254234;-16569.1556;3153.005474;0;0;86408.1;2163;0;0;8096.743605;;-16583.92692;-297.0136;4.443
8200;6933955.968;309118.5074;0.06840274;0;0;0;1.570796106;1.063242454;635992.2509;976558.2445;5131848.212;-0.001135996;0;0;0;0;2.816647684;0;1.570796106;1.063242454;3.568304377;-3.141592403;1.107793353;11.56830438;-16598.87942;3158.661729;0;0;86408.2;2163;0;0;8196.742552;;-16613.62828;-296.5693;4.440999999
