Elapsed Time (ms);ECEF X (m);ECEF Y (m);ECEF Z (m);ECEF Error X (m);ECEF Error Y (m);ECEF Error Z (m);Body Azimuth (rad);Body Elevation (rad);Range (m);PSR (m);ADR;Clock Correction (s);Clock Noise (m);Delta Af0 (s);Delta Af1 (s/s);Iono Correction (m);Tropo Correction (m);PSR Offset (m);Receiver Antenna Azimuth (rad);Receiver Antenna Elevation (rad);Receiver Antenna Gain (dBi);SV Antenna Azimuth (rad);SV Antenna Elevation (rad);Relative Power Level (incl. Receiver Antenna gain) (dB);Doppler Frequency (Hz);PSR Change Rate (m/s);Receiver Carrier Phase Offset (rad);Satellite Carrier Phase Offset (rad);GPS TOW;GPS Week Number;SBAS t0;Calibration offset (m);PSR satellite time (ms);;Doppler;Drift;Jitter
2800;6900031.854;-315846.0534;0.009066426;0;0;0;-1.570796298;1.026566978;610025.8016;950591.8426;4995393.849;-0.001135996;0;0;0;0;2.876978623;0;-1.570796298;1.026566978;3.367290652;4.56E-07;1.072309627;11.36729065;17825.30622;-3392.042989;0;0;86402.8;2163;0;0;2796.829167;;17810.17328;-301.4048;-5.042
2900;6900064.268;-315137.298;0.009391544;0;0;0;-1.570796297;1.027589048;609686.8852;950252.9247;4993612.824;-0.001135996;0;0;0;0;2.87520976;0;-1.570796297;1.027589048;3.376084728;4.58E-07;1.073228979;11.37608473;17795.19085;-3386.312225;0;0;86402.9;2163;0;0;2896.830297;;17780.0328;-301.909;-5.046
3000;6900096.609;-314428.5393;0.009716748;0;0;0;-1.570796296;1.028612196;609348.5425;949914.5805;4991834.812;-0.001135996;0;0;0;0;2.873444201;0;-1.570796296;1.028612196;3.384888086;4.59E-07;1.074149409;11.38488809;17765.02502;-3380.571858;0;0;86403;2163;0;0;2996.831426;;17749.8419;-302.4136;-5.046
3100;6900128.877;-313719.7773;0.010042037;0;0;0;-1.570796295;1.029636422;609010.7742;949576.8107;4990059.82;-0.001135996;0;0;0;0;2.871681951;0;-1.570796295;1.029636422;3.393700728;4.60E-07;1.075070918;11.39370073;17734.80858;-3374.821861;0;0;86403.1;2163;0;0;3096.832553;;17719.60054;-302.9182;-5.051
3200;6900161.072;-313011.012;0.010367411;0;0;0;-1.570796294;1.030661728;608673.5814;949239.6164;4988287.852;-0.001135996;0;0;0;0;2.869923011;0;-1.570796294;1.030661728;3.400167644;4.61E-07;1.075993507;11.40016764;17704.54192;-3369.062308;0;0;86403.2;2163;0;0;3196.833677;;17689.30872;-303.4233;-5.05
3300;6900193.195;-312302.2435;0.01069287;0;0;0;-1.570796293;1.031688113;608336.9651;948902.9986;4986518.914;-0.001135996;0;0;0;0;2.868167386;0;-1.570796293;1.031688113;3.406364274;4.63E-07;1.076917173;11.40636427;17674.2246;-3363.293113;0;0;86403.3;2163;0;0;3296.8348;;17658.96639;-303.9283;-5.057
3400;6900225.245;-311593.4716;0.011018415;0;0;0;-1.570796291;1.032715576;608000.9261;948566.9581;4984753.009;-0.001135996;0;0;0;0;2.866415078;0;-1.570796291;1.032715576;3.412567417;4.64E-07;1.077841919;11.41256742;17643.85693;-3357.514338;0;0;86403.4;2163;0;0;3396.835921;;17628.57356;-304.434;-5.055
3500;6900257.222;-310884.6965;0.011344044;0;0;0;-1.57079629;1.033744117;607665.4655;948231.496;4982990.144;-0.001135996;0;0;0;0;2.864666091;0;-1.57079629;1.033744117;3.418777071;4.65E-07;1.078767743;11.41877707;17613.43866;-3351.725933;0;0;86403.5;2163;0;0;3496.83704;;17598.13016;-304.9395;-5.062
3600;6900289.126;-310175.9181;0.011669759;0;0;0;-1.570796289;1.034773738;607330.5842;947896.6132;4981230.323;-0.001135996;0;0;0;0;2.862920428;0;-1.570796289;1.034773738;3.424993237;4.66E-07;1.079694646;11.42499324;17582.9697;-3345.927883;0;0;86403.6;2163;0;0;3596.838157;;17567.63621;-305.4457;-5.06
3700;6900320.957;-309467.1364;0.011995559;0;0;0;-1.570796288;1.035804437;606996.2832;947562.3107;4979473.552;-0.001135996;0;0;0;0;2.861178093;0;-1.570796288;1.035804437;3.431215915;4.68E-07;1.080622628;11.43121591;17552.45037;-3340.120247;0;0;86403.7;2163;0;0;3696.839272;;17537.09164;-305.9517;-5.064
3800;6900352.716;-308758.3515;0.012321444;0;0;0;-1.570796287;1.036836214;606662.5635;947228.5895;4977719.835;-0.001135996;0;0;0;0;2.859439088;0;-1.570796287;1.036836214;3.437445103;4.69E-07;1.081551687;11.4374451;17521.88024;-3334.302946;0;0;86403.8;2163;0;0;3796.840386;;17506.49647;-306.4581;-5.067
3900;6900384.402;-308049.5634;0.012647414;0;0;0;-1.570796286;1.037869069;606329.4259;946895.4505;4975969.177;-0.001135996;0;0;0;0;2.857703417;0;-1.570796286;1.037869069;3.4436808;4.70E-07;1.082481825;11.4436808;17491.25967;-3328.476044;0;0;86403.9;2163;0;0;3896.841497;;17475.85066;-306.9648;-5.068
4000;6900416.015;-307340.772;0.012973469;0;0;0;-1.570796285;1.038903003;605996.8715;946562.8946;4974221.584;-0.001135996;0;0;0;0;2.855971083;0;-1.570796285;1.038903003;3.449923008;4.71E-07;1.083413042;11.44992301;17460.58837;-3322.63949;0;0;86404;2163;0;0;3996.842606;;17445.15418;-307.4716;-5.071
4100;6900447.555;-306631.9773;0.01329961;0;0;0;-1.570796283;1.039938015;605664.9013;946230.9229;4972477.061;-0.001135996;0;0;0;0;2.85424209;0;-1.570796283;1.039938015;3.456171724;4.73E-07;1.084345336;11.45617172;17429.86625;-3316.793265;0;0;86404.1;2163;0;0;4096.843713;;17414.40702;-307.9787;-5.073
4200;6900479.023;-305923.1795;0.013625835;0;0;0;-1.570796282;1.040974104;605333.5161;945899.5363;4970735.613;-0.001135996;0;0;0;0;2.85251644;0;-1.570796282;1.040974104;3.462426947;4.74E-07;1.085278708;11.46242695;17399.09367;-3310.937437;0;0;86404.2;2163;0;0;4196.844819;;17383.60915;-308.486;-5.074
4300;6900510.418;-305214.3785;0.013952146;0;0;0;-1.570796281;1.042011272;605002.7171;945568.7357;4968997.244;-0.001135996;0;0;0;0;2.850794138;0;-1.570796281;1.042011272;3.468688678;4.75E-07;1.086213158;11.46868868;17368.27018;-3305.071923;0;0;86404.3;2163;0;0;4296.845922;;17352.76055;-308.9934;-5.078
4400;6900541.74;-304505.5742;0.014278541;0;0;0;-1.57079628;1.043049517;604672.505;945238.5222;4967261.961;-0.001135996;0;0;0;0;2.849075185;0;-1.57079628;1.043049517;3.474956915;4.76E-07;1.087148686;11.47495691;17337.39611;-3299.196783;0;0;86404.4;2163;0;0;4396.847024;;17321.86121;-309.5012;-5.078000001
4500;6900572.989;-303796.7667;0.014605022;0;0;0;-1.570796279;1.04408884;604342.8809;944908.8967;4965529.767;-0.001135996;0;0;0;0;2.847359587;0;-1.570796279;1.04408884;3.481231657;4.78E-07;1.088085291;11.48123166;17306.47124;-3293.311974;0;0;86404.5;2163;0;0;4496.848123;;17290.91109;-310.009;-5.081
4600;6900604.165;-303087.9561;0.014931588;0;0;0;-1.570796278;1.04512924;604013.8458;944579.8602;4963800.668;-0.001135996;0;0;0;0;2.845647345;0;-1.570796278;1.04512924;3.487512903;4.79E-07;1.089022973;11.4875129;17275.49542;-3287.417474;0;0;86404.6;2163;0;0;4596.849221;;17259.91019;-310.5171;-5.082
4700;6900635.269;-302379.1423;0.015258239;0;0;0;-1.570796276;1.046170717;603685.4007;944251.4135;4962074.669;-0.001135996;0;0;0;0;2.843938463;0;-1.570796276;1.046170717;3.493800653;4.80E-07;1.089961733;11.49380065;17244.46905;-3281.513352;0;0;86404.7;2163;0;0;4696.850316;;17228.85848;-311.0253;-5.085
4800;6900666.3;-301670.3253;0.015584975;0;0;0;-1.570796275;1.047213271;603357.5464;943923.5578;4960351.776;-0.001135996;0;0;0;0;2.842232945;0;-1.570796275;1.047213271;3.50006692;4.82E-07;1.09090157;11.50006692;17213.39168;-3275.599524;0;0;86404.8;2163;0;0;4796.85141;;17197.75595;-311.5338;-5.087
4900;6900697.258;-300961.5051;0.015911796;0;0;0;-1.570796274;1.048256902;603030.284;943596.2939;4958631.993;-0.001135996;0;0;0;0;2.840530794;0;-1.570796274;1.048256902;3.504509737;4.83E-07;1.091842483;11.50450974;17182.26363;-3269.676053;0;0;86404.9;2163;0;0;4896.852502;;17166.60257;-312.0425;-5.087
5000;6900728.143;-300252.6818;0.016238703;0;0;0;-1.570796273;1.049301609;602703.6144;943269.6229;4956915.325;-0.001135996;0;0;0;0;2.838832012;0;-1.570796273;1.049301609;3.508957137;4.84E-07;1.092784473;11.50895714;17151.08467;-3263.742894;0;0;86405;2163;0;0;4996.853591;;17135.39832;-312.5512;-5.09
5100;6900758.956;-299543.8553;0.016565694;0;0;0;-1.570796271;1.050347393;602377.5386;942943.5457;4955201.777;-0.001135996;0;0;0;0;2.837136604;0;-1.570796271;1.050347393;3.513409119;4.86E-07;1.09372754;11.51340912;17119.85469;-3257.800027;0;0;86405.1;2163;0;0;5096.854679;;17104.1432;-313.0602;-5.091
5200;6900789.695;-298835.0256;0.016892771;0;0;0;-1.57079627;1.051394254;602052.0576;942618.0632;4953491.356;-0.001135996;0;0;0;0;2.835444573;0;-1.57079627;1.051394254;3.517865682;4.87E-07;1.094671682;11.51786568;17088.57403;-3251.847516;0;0;86405.2;2163;0;0;5196.855765;;17072.83718;-313.5693;-5.093
5300;6900820.362;-298126.1929;0.017219932;0;0;0;-1.570796269;1.05244219;601727.1723;942293.1765;4951784.064;-0.001135996;0;0;0;0;2.833755922;0;-1.570796269;1.05244219;3.522326827;4.88E-07;1.095616901;11.52232683;17057.24229;-3245.885284;0;0;86405.3;2163;0;0;5296.856848;;17041.48025;-314.0786;-5.096
5400;6900850.956;-297417.357;0.017547179;0;0;0;-1.570796268;1.053491201;601402.8837;941968.8865;4950079.909;-0.001135996;0;0;0;0;2.832070655;0;-1.570796268;1.053491201;3.52679255;4.90E-07;1.096563196;11.52679255;17025.85983;-3239.913399;0;0;86405.4;2163;0;0;5396.85793;;17010.07239;-314.5882;-5.095
5500;6900881.478;-296708.5179;0.01787451;0;0;0;-1.570796267;1.054541289;601079.1928;941645.1942;4948378.894;-0.001135996;0;0;0;0;2.830388774;0;-1.570796267;1.054541289;3.531262852;4.91E-07;1.097510565;11.53126285;16994.42632;-3233.931802;0;0;86405.5;2163;0;0;5496.85901;;16978.61357;-315.0977;-5.098
5600;6900911.926;-295999.6758;0.018201927;0;0;0;-1.570796265;1.055592451;600756.1005;941322.1005;4946681.025;-0.001135996;0;0;0;0;2.828710283;0;-1.570796265;1.055592451;3.535737732;4.92E-07;1.098459011;11.53573773;16962.94173;-3227.940482;0;0;86405.6;2163;0;0;5596.860087;;16947.1038;-315.6075;-5.099
5700;6900942.302;-295290.8305;0.018529429;0;0;0;-1.570796264;1.056644689;600433.6079;940999.6064;4944986.307;-0.001135996;0;0;0;0;2.827035185;0;-1.570796264;1.056644689;3.540217187;4.94E-07;1.099408531;11.54021719;16931.40641;-3221.939511;0;0;86405.7;2163;0;0;5696.861163;;16915.54305;-316.1174;-5.099
5800;6900972.605;-294581.9822;0.018857016;0;0;0;-1.570796263;1.057698001;600111.7158;940677.7129;4943294.746;-0.001135996;0;0;0;0;2.825363485;0;-1.570796263;1.057698001;3.544701218;4.95E-07;1.100359126;11.54470122;16899.8199;-3215.928798;0;0;86405.8;2163;0;0;5796.862237;;16883.93131;-316.6273;-5.104
5900;6901002.835;-293873.1307;0.019184688;0;0;0;-1.570796262;1.058752388;599790.4253;940356.4209;4941606.345;-0.001135996;0;0;0;0;2.823695184;0;-1.570796262;1.058752388;3.549189823;4.97E-07;1.101310795;11.54918982;16868.18256;-3209.908413;0;0;86405.9;2163;0;0;5896.863309;;16852.26858;-317.1377;-5.101
6000;6901032.993;-293164.2762;0.019512445;0;0;0;-1.57079626;1.059807849;599469.7372;940035.7315;4939921.111;-0.001135996;0;0;0;0;2.822030287;0;-1.57079626;1.059807849;3.553683001;4.98E-07;1.102263538;11.553683;16836.49416;-3203.87831;0;0;86406;2163;0;0;5996.864378;;16820.55481;-317.6478;-5.105
6100;6901063.077;-292455.4186;0.019840287;0;0;0;-1.570796259;1.060864384;599149.6527;939715.6456;4938239.048;-0.001135996;0;0;0;0;2.820368796;0;-1.570796259;1.060864384;3.55818075;4.99E-07;1.103217356;11.55818075;16804.75458;-3197.83847;0;0;86406.1;2163;0;0;6096.865446;;16788.79003;-318.1583;-5.106
6200;6901093.089;-291746.5579;0.020168214;0;0;0;-1.570796258;1.061921992;598830.1727;939396.1642;4936560.162;-0.001135996;0;0;0;0;2.818710716;0;-1.570796258;1.061921992;3.562683069;5.01E-07;1.104172246;11.56268307;16772.96421;-3191.788963;0;0;86406.2;2163;0;0;6196.866512;;16756.9742;-318.6689;-5.105
6300;6901123.028;-291037.6942;0.020496226;0;0;0;-1.570796256;1.062980673;598511.2981;939077.2881;4934884.457;-0.001135996;0;0;0;0;2.817056049;0;-1.570796256;1.062980673;3.567189957;5.02E-07;1.10512821;11.56718996;16741.12258;-3185.729702;0;0;86406.3;2163;0;0;6296.867575;;16725.10731;-319.1794;-5.109
6400;6901152.895;-290328.8274;0.020824323;0;0;0;-1.570796255;1.064040428;598193.0299;938759.0185;4933211.939;-0.001135996;0;0;0;0;2.815404799;0;-1.570796255;1.064040428;3.571701413;5.04E-07;1.106085247;11.57170141;16709.23007;-3179.660761;0;0;86406.4;2163;0;0;6396.868637;;16693.18937;-319.6903;-5.109
6500;6901182.688;-289619.9575;0.021152505;0;0;0;-1.570796254;1.065101255;597875.369;938441.3563;4931542.613;-0.001135996;0;0;0;0;2.813756969;0;-1.570796254;1.065101255;3.575954206;5.05E-07;1.107043357;11.57595421;16677.28642;-3173.582086;0;0;86406.5;2163;0;0;6496.869697;;16661.22034;-320.2012;-5.109
6600;6901212.409;-288911.0846;0.021480772;0;0;0;-1.570796252;1.066163154;597558.3165;938124.3025;4929876.483;-0.001135996;0;0;0;0;2.812112563;0;-1.570796252;1.066163154;3.579854201;5.06E-07;1.108002539;11.5798542;16645.29156;-3167.493666;0;0;86406.6;2163;0;0;6596.870754;;16629.20022;-320.7121;-5.111
6700;6901242.057;-288202.2087;0.021809124;0;0;0;-1.570796251;1.067226125;597241.8734;937807.8579;4928213.556;-0.001135996;0;0;0;0;2.810471584;0;-1.570796251;1.067226125;3.583758131;5.08E-07;1.108962792;11.58375813;16613.24581;-3161.395561;0;0;86406.7;2163;0;0;6696.87181;;16597.12901;-321.2232;-5.111
6800;6901271.632;-287493.3298;0.022137561;0;0;0;-1.57079625;1.068290168;596926.0405;937492.0237;4926553.836;-0.001135996;0;0;0;0;2.808834035;0;-1.57079625;1.068290168;3.587665997;5.09E-07;1.109924118;11.587666;16581.14878;-3155.2877;0;0;86406.8;2163;0;0;6796.872863;;16565.00669;-321.7343;-5.113
6900;6901301.134;-286784.4478;0.022466084;0;0;0;-1.570796248;1.069355281;596610.8189;937176.8007;4924897.328;-0.001135996;0;0;0;0;2.807199919;0;-1.570796248;1.069355281;3.591577798;5.11E-07;1.110886514;11.5915778;16549.00082;-3149.170147;0;0;86406.9;2163;0;0;6896.873915;;16532.83326;-322.2456;-5.113
7000;6901330.564;-286075.5628;0.022794691;0;0;0;-1.570796247;1.070421466;596296.2096;936862.19;4923244.037;-0.001135996;0;0;0;0;2.805569241;0;-1.570796247;1.070421466;3.59549353;5.12E-07;1.111849981;11.59549353;16516.80165;-3143.042849;0;0;86407;2163;0;0;6996.874964;;16500.6087;-322.7569;-5.114
7100;6901359.921;-285366.6748;0.023123383;0;0;0;-1.570796246;1.071488721;595982.2134;936548.1924;4921593.969;-0.001135996;0;0;0;0;2.803942003;0;-1.570796246;1.071488721;3.599413194;5.14E-07;1.112814519;11.59941319;16484.55124;-3136.905799;0;0;86407.1;2163;0;0;7096.876011;;16468.33301;-323.2683;-5.115
7200;6901389.205;-284657.7838;0.02345216;0;0;0;-1.570796244;1.072557046;595668.8315;936234.8091;4919947.129;-0.001135996;0;0;0;0;2.802318209;0;-1.570796244;1.072557046;3.603336787;5.15E-07;1.113780126;11.60333679;16452.24991;-3130.759061;0;0;86407.2;2163;0;0;7196.877057;;16436.00618;-323.7798;-5.114
7300;6901418.416;-283948.8899;0.023781022;0;0;0;-1.570796243;1.07362644;595356.0647;935922.041;4918303.521;-0.001135996;0;0;0;0;2.800697862;0;-1.570796243;1.07362644;3.607264309;5.17E-07;1.114746803;11.60726431;16419.89723;-3124.60255;0;0;86407.3;2163;0;0;7296.8781;;16403.6282;-324.2912;-5.117
7400;6901447.554;-283239.9929;0.024109969;0;0;0;-1.570796242;1.074696904;595043.914;935609.8889;4916663.151;-0.001135996;0;0;0;0;2.799080966;0;-1.570796242;1.074696904;3.611195757;5.18E-07;1.115714549;11.61119576;16387.49359;-3118.436343;0;0;86407.4;2163;0;0;7396.879141;;16371.19908;-324.8029;-5.116
7500;6901476.62;-282531.093;0.024439002;0;0;0;-1.57079624;1.075768436;594732.3804;935298.354;4915026.024;-0.001135996;0;0;0;0;2.797467524;0;-1.57079624;1.075768436;3.61513113;5.19E-07;1.116683364;11.61513113;16355.03871;-3112.260384;0;0;86407.5;2163;0;0;7496.880181;;16338.71879;-325.3145;-5.116
7600;6901505.613;-281822.1901;0.024768119;0;0;0;-1.570796239;1.076841036;594421.465;934987.4372;4913392.145;-0.001135996;0;0;0;0;2.795857539;0;-1.570796239;1.076841036;3.619070426;5.21E-07;1.117653247;11.61907043;16322.53254;-3106.074667;0;0;86407.6;2163;0;0;7596.881218;;16306.18734;-325.8261;-5.119
7700;6901534.533;-281113.2843;0.025097321;0;0;0;-1.570796238;1.077914705;594111.1685;934677.1394;4911761.519;-0.001135996;0;0;0;0;2.794251015;0;-1.570796238;1.077914705;3.623013645;5.22E-07;1.118624198;11.62301364;16289.97543;-3099.879254;0;0;86407.7;2163;0;0;7696.882253;;16273.60473;-326.338;-5.117
7800;6901563.38;-280404.3755;0.025426608;0;0;0;-1.570796236;1.07898944;593801.4921;934367.4617;4910134.152;-0.001135996;0;0;0;0;2.792647955;0;-1.570796236;1.07898944;3.626960783;5.24E-07;1.119596216;11.62696078;16257.36696;-3093.674069;0;0;86407.8;2163;0;0;7796.883286;;16240.97093;-326.8497;-5.117
7900;6901592.154;-279695.4638;0.02575598;0;0;0;-1.570796235;1.080065243;593492.4367;934058.4049;4908510.048;-0.001135996;0;0;0;0;2.791048362;0;-1.570796235;1.080065243;3.63091184;5.26E-07;1.120569302;11.63091184;16224.70748;-3087.459176;0;0;86407.9;2163;0;0;7896.884317;;16208.28596;-327.3614;-5.12
8000;6901620.856;-278986.5491;0.026085437;0;0;0;-1.570796233;1.081142112;593184.0033;933749.9702;4906889.212;-0.001135996;0;0;0;0;2.789452241;0;-1.570796233;1.081142112;3.634866813;5.27E-07;1.121543453;11.63486681;16191.99676;-3081.234533;0;0;86408;2163;0;0;7996.885345;;16175.54982;-327.8734;-5.118
