Elapsed Time (ms);ECEF X (m);ECEF Y (m);ECEF Z (m);ECEF Error X (m);ECEF Error Y (m);ECEF Error Z (m);Body Azimuth (rad);Body Elevation (rad);Range (m);PSR (m);ADR;Clock Correction (s);Clock Noise (m);Delta Af0 (s);Delta Af1 (s/s);Iono Correction (m);Tropo Correction (m);PSR Offset (m);Receiver Antenna Azimuth (rad);Receiver Antenna Elevation (rad);Receiver Antenna Gain (dBi);SV Antenna Azimuth (rad);SV Antenna Elevation (rad);Relative Power Level (incl. Receiver Antenna gain) (dB);Doppler Frequency (Hz);PSR Change Rate (m/s);Receiver Carrier Phase Offset (rad);Satellite Carrier Phase Offset (rad);GPS TOW;GPS Week Number;SBAS t0;Calibration offset (m);PSR satellite time (ms);Doppler;Drift;Jitter
30200;6857176.246;-644738.3909;-381261.7761;0;0;0;-2.104826346;0.568988365;889115.626;1229683.374;6462029.747;-0.001135997;0;0;0;0;4.555190554;0;-2.104826346;0.568988365;-1.109905211;0.106986774;0.67779022;6.890094789;29181.67391;-5553.087907;0;0;86430.2;2163;16;0;30195.89822;29176.49741;-100.2097428;-1.910730152
30300;6857253.549;-644182.7236;-380809.2752;0;0;0;-2.104683817;0.569491327;888560.4157;1229128.161;6459112.08;-0.001135997;0;0;0;0;4.551643506;0;-2.104683817;0.569491327;-1.105582572;0.107128864;0.678189844;6.894417428;29171.66256;-5551.18281;0;0;86430.3;2163;16;0;30295.90007;29166.47644;-100.4008158;-1.917036854
30400;6857330.777;-643627.0496;-380356.7697;0;0;0;-2.104541017;0.569994843;888005.3961;1228573.138;6456195.416;-0.001135997;0;0;0;0;4.548099205;0;-2.104541017;0.569994843;-1.101255175;0.107271224;0.678590024;6.898744825;29161.63168;-5549.273997;0;0;86430.4;2163;16;0;30395.90192;29156.43636;-100.5925195;-1.920190511
30500;6857407.93;-643071.369;-379904.2596;0;0;0;-2.104397946;0.570498913;887450.5676;1228018.306;6453279.755;-0.001135997;0;0;0;0;4.544557649;0;-2.104397946;0.570498913;-1.096923014;0.107413856;0.67899076;6.903076986;29151.58207;-5547.361619;0;0;86430.5;2163;16;0;30495.90377;29146.3771;-100.7845386;-1.923868452
30600;6857485.008;-642515.6817;-379451.7449;0;0;0;-2.104254601;0.571003538;886895.9305;1227463.666;6450365.1;-0.001135997;0;0;0;0;4.541018837;0;-2.104254601;0.571003538;-1.092586082;0.10755676;0.679392054;6.907413918;29141.51293;-5545.445526;0;0;86430.6;2163;16;0;30595.90562;29136.29865;-100.9769254;-1.928071901
30700;6857562.011;-641959.9878;-378999.2256;0;0;0;-2.104110984;0.571508718;886341.4852;1226909.217;6447451.453;-0.001135997;0;0;0;0;4.53748277;0;-2.104110984;0.571508718;-1.088244372;0.107699935;0.679793906;6.911755628;29131.42466;-5543.525792;0;0;86430.7;2163;16;0;30695.90747;29126.20096;-101.1697326;-1.932802692
30800;6857638.94;-641404.2872;-378546.7017;0;0;0;-2.103967092;0.572014456;885787.232;1226354.961;6444538.815;-0.001135997;0;0;0;0;4.533949445;0;-2.103967092;0.572014456;-1.083897877;0.107843386;0.680196317;6.916102123;29121.31742;-5541.602448;0;0;86430.8;2163;16;0;30795.90932;29116.08398;-101.3630129;-1.937006141
30900;6857715.794;-640848.58;-378094.1731;0;0;0;-2.103822926;0.572520751;885233.1713;1225800.897;6441627.19;-0.001135997;0;0;0;0;4.530418862;0;-2.103822926;0.572520751;-1.079546589;0.10798711;0.680599288;6.920453411;29111.19042;-5539.675345;0;0;86430.9;2163;16;0;30895.91117;29105.94768;-101.5567135;-1.940684082
31000;6857792.573;-640292.8662;-377641.64;0;0;0;-2.103678484;0.573027605;884679.3036;1225247.026;6438716.578;-0.001135997;0;0;0;0;4.526891019;0;-2.103678484;0.573027605;-1.075190503;0.10813111;0.68100282;6.924809497;29101.04449;-5537.744639;0;0;86431;2163;16;0;30995.91302;29095.79201;-101.7507819;-1.944363246
31100;6857869.277;-639737.1457;-377189.1023;0;0;0;-2.103533765;0.573535018;884125.629;1224693.348;6435806.982;-0.001135997;0;0;0;0;4.523365917;0;-2.103533765;0.573535018;-1.070829611;0.108275385;0.681406912;6.929170389;29090.87883;-5535.810178;0;0;86431.1;2163;16;0;31095.91486;29085.61693;-101.9452182;-1.95014383
31200;6857945.906;-639181.4186;-376736.56;0;0;0;-2.10338877;0.574042991;883572.1482;1224139.864;6432898.403;-0.001135997;0;0;0;0;4.519843554;0;-2.10338877;0.574042991;-1.066463905;0.108419937;0.681811568;6.933536095;29080.69387;-5533.872043;0;0;86431.2;2163;16;0;31195.91671;29075.42241;-102.1402326;-1.952770755
31300;6858022.46;-638625.685;-376284.0132;0;0;0;-2.103243496;0.574551525;883018.8613;1223586.574;6429990.844;-0.001135997;0;0;0;0;4.516323929;0;-2.103243496;0.574551525;-1.06209338;0.108564768;0.682216786;6.93790662;29070.48966;-5531.930248;0;0;86431.3;2163;16;0;31295.91855;29065.20839;-102.3355097;-1.957501547
31400;6858098.94;-638069.9447;-375831.4617;0;0;0;-2.103097944;0.57506062;882465.7687;1223033.478;6427084.306;-0.001135997;0;0;0;0;4.512807041;0;-2.103097944;0.57506062;-1.057718027;0.108709875;0.682622568;6.942281973;29060.2655;-5529.984655;0;0;86431.4;2163;16;0;31395.9204;29054.97484;-102.5312598;-1.961703772
31500;6858175.345;-637514.1978;-375378.9057;0;0;0;-2.102952112;0.575570278;881912.8709;1222480.577;6424178.791;-0.001135997;0;0;0;0;4.50929289;0;-2.102952112;0.575570278;-1.05333784;0.108855262;0.683028915;6.94666216;29050.02222;-5528.035422;0;0;86431.5;2163;16;0;31495.92224;29044.72171;-102.7274302;-1.966435175
31600;6858251.675;-636958.4443;-374926.3452;0;0;0;-2.102805999;0.576080499;881360.1683;1221927.871;6421274.302;-0.001135997;0;0;0;0;4.505781474;0;-2.102805999;0.576080499;-1.048952812;0.109000929;0.683435828;6.951047188;29039.75899;-5526.082395;0;0;86431.6;2163;16;0;31595.92409;29034.44897;-102.9240737;-1.970112504
31700;6858327.93;-636402.6842;-374473.7801;0;0;0;-2.102659606;0.576591284;880807.6611;1221375.361;6418370.84;-0.001135997;0;0;0;0;4.502272793;0;-2.102659606;0.576591284;-1.044562936;0.109146876;0.683843307;6.955437064;29029.47627;-5524.125659;0;0;86431.7;2163;16;0;31695.92593;29024.15656;-103.121085;-1.974316565
31800;6858404.11;-635846.9175;-374021.2104;0;0;0;-2.10251293;0.577102634;880255.3497;1220823.046;6415468.407;-0.001135997;0;0;0;0;4.498766846;0;-2.10251293;0.577102634;-1.040168205;0.109293106;0.684251353;6.959831795;29019.17412;-5522.165224;0;0;86431.8;2163;16;0;31795.92777;29013.84445;-103.3185166;-1.978520625
31900;6858480.215;-635291.1443;-373568.6362;0;0;0;-2.102365972;0.57761455;879703.2346;1220270.928;6412567.006;-0.001135997;0;0;0;0;4.495263631;0;-2.102365972;0.57761455;-1.035768611;0.109439618;0.684659967;6.964231389;29008.85175;-5520.200944;0;0;86431.9;2163;16;0;31895.92961;29003.5126;-103.5163687;-1.982725297
32000;6858556.246;-634735.3645;-373116.0575;0;0;0;-2.10221873;0.578127033;879151.3161;1219719.006;6409666.638;-0.001135997;0;0;0;0;4.491763149;0;-2.10221873;0.578127033;-1.031364148;0.109586413;0.685069151;6.968635852;28998.51004;-5518.232982;0;0;86432;2163;32;0;31995.93146;28993.16096;-103.7146412;-1.987454866
32100;6858632.201;-634179.5781;-372663.4742;0;0;0;-2.102071203;0.578640083;878599.5946;1219167.281;6406767.304;-0.001135997;0;0;0;0;4.488265398;0;-2.102071203;0.578640083;-1.026954808;0.10973349;0.685478904;6.973045192;28988.14822;-5516.261192;0;0;86432.1;2163;32;0;32095.9333;28982.7895;-103.9133867;-1.991657702
32200;6858708.082;-633623.7852;-372210.8864;0;0;0;-2.101923392;0.579153701;878048.0705;1218615.754;6403869.009;-0.001135997;0;0;0;0;4.484770377;0;-2.101923392;0.579153701;-1.022540584;0.109880854;0.685889227;6.977459416;28977.76664;-5514.285644;0;0;86432.2;2163;32;0;32195.93514;28972.39816;-104.1125525;-1.994811359
32300;6858783.888;-633067.9857;-371758.2941;0;0;0;-2.101775294;0.579667889;877496.7441;1218064.424;6400971.752;-0.001135997;0;0;0;0;4.481278086;0;-2.101775294;0.579667889;-1.01812147;0.110028503;0.686300122;6.98187853;28967.36542;-5512.306358;0;0;86432.3;2163;32;0;32295.93697;28961.98691;-104.3120336;-2.000067047
32400;6858859.619;-632512.1796;-371305.6973;0;0;0;-2.101626909;0.580182646;876945.6158;1217513.293;6398075.536;-0.001135997;0;0;0;0;4.477788523;0;-2.101626909;0.580182646;-1.013697459;0.110176439;0.686711589;6.986302541;28956.94383;-5510.323195;0;0;86432.4;2163;32;0;32395.93881;28951.5557;-104.5120403;-2.005847017
32500;6858935.276;-631956.367;-370853.096;0;0;0;-2.101478237;0.580697974;876394.686;1216962.36;6395180.364;-0.001135997;0;0;0;0;4.474301689;0;-2.101478237;0.580697974;-1.009268542;0.110324661;0.687123629;6.990731458;28946.50273;-5508.336319;0;0;86432.5;2163;32;0;32495.94065;28941.1045;-104.712625;-2.006372525
32600;6859010.857;-631400.5479;-370400.4901;0;0;0;-2.101329276;0.581213873;875843.9551;1216411.625;6392286.236;-0.001135997;0;0;0;0;4.470817582;0;-2.101329276;0.581213873;-1.004834713;0.110473172;0.687536243;6.995165287;28936.04115;-5506.345546;0;0;86432.6;2163;32;0;32595.94249;28930.63324;-104.9132623;-2.014780035
32700;6859086.364;-630844.7222;-369947.8798;0;0;0;-2.101180026;0.581730345;875293.4235;1215861.091;6389393.156;-0.001135997;0;0;0;0;4.467336201;0;-2.101180026;0.581730345;-1.000395965;0.110621971;0.687949432;6.999604035;28925.55971;-5504.350994;0;0;86432.7;2163;32;0;32695.94432;28920.14191;-105.1147403;-2.015306765
32800;6859161.795;-630288.89;-369495.265;0;0;0;-2.101030485;0.58224739;874743.0915;1215310.755;6386501.125;-0.001135997;0;0;0;0;4.463857545;0;-2.101030485;0.58224739;-0.995952291;0.11077106;0.688363196;7.004047709;28915.05836;-5502.352655;0;0;86432.8;2163;32;0;32795.94616;28909.63044;-105.316271;-2.023188155
32900;6859237.152;-629733.0513;-369042.6456;0;0;0;-2.100880654;0.582765009;874192.9595;1214760.62;6383610.145;-0.001135997;0;0;0;0;4.460381615;0;-2.100880654;0.582765009;-0.991503683;0.110920441;0.688777537;7.008496317;28904.53651;-5500.350413;0;0;86432.9;2163;32;0;32895.94799;28899.09881;-105.5185898;-2.024765901
33000;6859312.434;-629177.2061;-368590.0218;0;0;0;-2.10073053;0.583283203;873643.0279;1214210.685;6380720.218;-0.001135997;0;0;0;0;4.456908408;0;-2.10073053;0.583283203;-0.987050135;0.111070112;0.689192455;7.012949865;28893.99478;-5498.344389;0;0;86433;2163;32;0;32995.94983;28888.54695;-105.7210664;-2.030544649
33100;6859387.641;-628621.3543;-368137.3936;0;0;0;-2.100580114;0.583801972;873093.2971;1213660.951;6377831.347;-0.001135997;0;0;0;0;4.453437924;0;-2.100580114;0.583801972;-0.982591639;0.111220075;0.689607951;7.017408361;28883.43251;-5496.334456;0;0;86433.1;2163;32;0;33095.95166;28877.97484;-105.9241208;-2.034750545
33200;6859462.774;-628065.4961;-367684.7608;0;0;0;-2.100429404;0.584321318;872543.7676;1213111.419;6374943.532;-0.001135997;0;0;0;0;4.449970163;0;-2.100429404;0.584321318;-0.978128189;0.111370332;0.690024026;7.021871811;28872.85008;-5494.320687;0;0;86433.2;2163;32;0;33195.9535;28867.38243;-106.1275959;-2.037902366
33300;6859537.831;-627509.6314;-367232.1236;0;0;0;-2.1002784;0.584841242;871994.4395;1212562.087;6372056.777;-0.001135997;0;0;0;0;4.446505124;0;-2.1002784;0.584841242;-0.973659776;0.111520883;0.69044068;7.026340224;28862.24759;-5492.303099;0;0;86433.3;2163;32;0;33295.95533;28856.76967;-106.3313861;-2.044209069
33400;6859612.814;-626953.7601;-366779.4819;0;0;0;-2.100127101;0.585361743;871445.3135;1212012.958;6369171.084;-0.001135997;0;0;0;0;4.443042805;0;-2.100127101;0.585361743;-0.969186394;0.111671729;0.690857916;7.030813606;28851.62425;-5490.281545;0;0;86433.4;2163;32;0;33395.95716;28846.13653;-106.535807;-2.048412517
33500;6859687.722;-626397.8824;-366326.8358;0;0;0;-2.099975505;0.585882824;870896.3897;1211464.031;6366286.453;-0.001135997;0;0;0;0;4.439583207;0;-2.099975505;0.585882824;-0.964708036;0.11182287;0.691275732;7.035291964;28840.98098;-5488.256197;0;0;86433.5;2163;32;0;33495.95899;28835.48295;-106.7406483;-2.050515159
33600;6859762.555;-625841.9982;-365874.1852;0;0;0;-2.099823612;0.586404484;870347.6687;1210915.307;6363402.888;-0.001135997;0;0;0;0;4.436126328;0;-2.099823612;0.586404484;-0.960224694;0.111974307;0.691694131;7.039775306;28830.31683;-5486.226878;0;0;86433.6;2163;32;0;33595.96082;28824.80889;-106.9456998;-2.057346146
33700;6859837.313;-625286.1075;-365421.5302;0;0;0;-2.099671421;0.586926726;869799.1509;1210366.786;6360520.391;-0.001135997;0;0;0;0;4.432672168;0;-2.099671421;0.586926726;-0.955736361;0.112126042;0.692113114;7.044263639;28819.63235;-5484.193689;0;0;86433.7;2163;32;0;33695.96265;28814.11432;-107.1514344;-2.059974295
33800;6859911.996;-624730.2103;-364968.8707;0;0;0;-2.099518932;0.587449548;869250.8365;1209818.468;6357638.962;-0.001135997;0;0;0;0;4.429220726;0;-2.099518932;0.587449548;-0.95124303;0.112278076;0.69253268;7.04875697;28808.92758;-5482.156639;0;0;86433.8;2163;32;0;33795.96448;28803.39917;-107.3574318;-2.065753655
33900;6859986.604;-624174.3067;-364516.2069;0;0;0;-2.099366143;0.587972954;868702.726;1209270.355;6354758.606;-0.001135997;0;0;0;0;4.425772001;0;-2.099366143;0.587972954;-0.946744694;0.112430409;0.692952831;7.053255306;28798.2018;-5480.11559;0;0;86433.9;2163;32;0;33895.96631;28792.66343;-107.5640072;-2.070484446
34000;6860061.138;-623618.3966;-364063.5385;0;0;0;-2.099213053;0.588496942;868154.8199;1208722.445;6351879.323;-0.001135997;0;0;0;0;4.422325992;0;-2.099213053;0.588496942;-0.942241346;0.112583042;0.693373567;7.057758654;28787.45578;-5478.070691;0;0;86434;2163;32;0;33995.96814;28781.90703;-107.7710556;-2.072586476
34100;6860135.596;-623062.4801;-363610.8658;0;0;0;-2.099059662;0.589021514;867607.1184;1208174.741;6349001.115;-0.001135997;0;0;0;0;4.4188827;0;-2.099059662;0.589021514;-0.937732978;0.112735976;0.69379489;7.062267022;28776.68871;-5476.021786;0;0;86434.1;2163;32;0;34095.96996;28771.12993;-107.9783143;-2.079942359
34200;6860209.98;-622506.5571;-363158.1887;0;0;0;-2.098905969;0.589546672;867059.622;1207627.241;6346123.986;-0.001135997;0;0;0;0;4.415442122;0;-2.098905969;0.589546672;-0.933219583;0.112889211;0.694216801;7.066780417;28765.9011;-5473.968972;0;0;86434.2;2163;32;0;34195.97179;28760.33209;-108.1863085;-2.082045612
34300;6860284.289;-621950.6277;-362705.5071;0;0;0;-2.098751972;0.590072415;866512.3311;1207079.947;6343247.936;-0.001135997;0;0;0;0;4.412004259;0;-2.098751972;0.590072415;-0.928701154;0.113042749;0.694639299;7.071298846;28755.09295;-5471.912249;0;0;86434.3;2163;32;0;34295.97361;28749.51346;-108.3945131;-2.08782436
34400;6860358.523;-621394.6918;-362252.8211;0;0;0;-2.098597672;0.590598744;865965.246;1206532.859;6340372.968;-0.001135997;0;0;0;0;4.40856911;0;-2.098597672;0.590598744;-0.924177683;0.113196591;0.695062387;7.075822317;28744.26354;-5469.851482;0;0;86434.4;2163;32;0;34395.97544;28738.67401;-108.6032955;-2.092556986
34500;6860432.682;-620838.7495;-361800.1307;0;0;0;-2.098443066;0.591125662;865418.3672;1205985.977;6337499.084;-0.001135997;0;0;0;0;4.405136674;0;-2.098443066;0.591125662;-0.919649164;0.113350737;0.695486065;7.080350836;28733.41374;-5467.786832;0;0;86434.5;2163;32;0;34495.97726;28727.81368;-108.8125512;-2.095180854
34600;6860506.766;-620282.8008;-361347.436;0;0;0;-2.098288155;0.591653167;864871.6951;1205439.302;6334626.286;-0.001135997;0;0;0;0;4.40170695;0;-2.098288155;0.591653167;-0.915115589;0.113505189;0.695910333;7.084884411;28722.54259;-5465.718122;0;0;86434.6;2163;32;0;34595.97909;28716.93243;-109.0220693;-2.102541018
34700;6860580.776;-619726.8456;-360894.7368;0;0;0;-2.098132937;0.592181262;864325.2301;1204892.833;6331754.576;-0.001135997;0;0;0;0;4.398279938;0;-2.098132937;0.592181262;-0.910576951;0.113659947;0.696335193;7.089423049;28711.65074;-5463.645472;0;0;86434.7;2163;32;0;34695.98091;28706.03022;-109.2323234;-2.103590198
34800;6860654.71;-619170.8841;-360442.0333;0;0;0;-2.097977411;0.592709946;863778.9725;1204346.573;6328883.956;-0.001135997;0;0;0;0;4.394855638;0;-2.097977411;0.592709946;-0.906033243;0.113815012;0.696760646;7.093966757;28700.7381;-5461.568865;0;0;86434.8;2163;32;0;34795.98273;28695.10699;-109.4426824;-2.110947304
34900;6860728.57;-618614.9161;-359989.3254;0;0;0;-2.097821576;0.593239221;863232.9227;1203800.52;6326014.429;-0.001135997;0;0;0;0;4.391434047;0;-2.097821576;0.593239221;-0.901484456;0.113970386;0.697186692;7.098515544;28689.80399;-5459.488173;0;0;86434.9;2163;32;0;34895.98455;28684.16272;-109.6537772;-2.11462708
35000;6860802.355;-618058.9417;-359536.6131;0;0;0;-2.097665432;0.593769088;862687.0813;1203254.675;6323145.996;-0.001135997;0;0;0;0;4.388015167;0;-2.097665432;0.593769088;-0.896930585;0.114126067;0.697613332;7.103069415;28678.84924;-5457.403554;0;0;86435;2163;32;0;34995.98637;28673.19734;-109.8652399;-2.117778902
35100;6860876.065;-617502.961;-359083.8965;0;0;0;-2.097508978;0.594299548;862141.4485;1202709.039;6320278.66;-0.001135997;0;0;0;0;4.384598996;0;-2.097508978;0.594299548;-0.892371622;0.11428206;0.698040567;7.107628378;28667.87296;-5455.314837;0;0;86435.1;2163;32;0;35095.98819;28662.21082;-110.0770178;-2.125136007
35200;6860949.7;-616946.9738;-358631.1755;0;0;0;-2.097352213;0.594830601;861596.0247;1202163.612;6317412.422;-0.001135997;0;0;0;0;4.381185533;0;-2.097352213;0.594830601;-0.887807559;0.114438362;0.698468398;7.112192441;28656.87572;-5453.222132;0;0;86435.2;2163;32;0;35195.99001;28651.20312;-110.2895314;-2.12723865
35300;6861023.26;-616390.9802;-358178.4501;0;0;0;-2.097195135;0.595362248;861050.8105;1201618.395;6314547.285;-0.001135997;0;0;0;0;4.377774778;0;-2.097195135;0.595362248;-0.883238389;0.114594977;0.698896826;7.116761611;28645.85745;-5451.125424;0;0;86435.3;2163;32;0;35295.99183;28640.17416;-110.5022552;-2.132493725
35400;6861096.746;-615834.9803;-357725.7204;0;0;0;-2.097037744;0.59589449;860505.8061;1201073.387;6311683.251;-0.001135997;0;0;0;0;4.374366731;0;-2.097037744;0.59589449;-0.878664105;0.114751905;0.699325851;7.121335895;28634.81752;-5449.024596;0;0;86435.4;2163;32;0;35395.99365;28629.12394;-110.7155046;-2.137748189
35500;6861170.156;-615278.974;-357272.9863;0;0;0;-2.096880039;0.596427328;859961.012;1200528.59;6308820.323;-0.001135997;0;0;0;0;4.37096139;0;-2.096880039;0.596427328;-0.874084699;0.114909146;0.699755475;7.125915301;28623.75669;-5446.919789;0;0;86435.5;2163;32;0;35495.99547;28618.05239;-110.9292794;-2.140901234
35600;6861243.492;-614722.9613;-356820.2479;0;0;0;-2.096722018;0.596960763;859416.4285;1199984.004;6305958.501;-0.001135997;0;0;0;0;4.367558756;0;-2.096722018;0.596960763;-0.869500164;0.115066702;0.700185698;7.130499836;28612.67412;-5444.810847;0;0;86435.6;2163;32;0;35595.99728;28606.95946;-111.1433695;-2.146682429
35700;6861316.752;-614166.9423;-356367.5052;0;0;0;-2.096563682;0.597494795;858872.0562;1199439.628;6303097.788;-0.001135997;0;0;0;0;4.364158827;0;-2.096563682;0.597494795;-0.864910493;0.115224571;0.700616522;7.135089507;28601.57036;-5442.697872;0;0;86435.7;2163;32;0;35695.9991;28595.84512;-111.3580378;-2.150885877
35800;6861389.938;-613610.9169;-355914.7581;0;0;0;-2.096405029;0.598029426;858327.8954;1198895.464;6300238.187;-0.001135997;0;0;0;0;4.360761603;0;-2.096405029;0.598029426;-0.860315679;0.11538276;0.701047946;7.139684321;28590.44537;-5440.580856;0;0;86435.8;2163;32;0;35796.00092;28584.70932;-111.5731264;-2.155614834
35900;6861463.049;-613054.8851;-355462.0067;0;0;0;-2.096246058;0.598564656;857783.9464;1198351.512;6297379.7;-0.001135997;0;0;0;0;4.357367083;0;-2.096246058;0.598564656;-0.855715714;0.115541265;0.701479972;7.144284286;28579.29844;-5438.459666;0;0;86435.9;2163;32;0;35896.00273;28573.55201;-111.7886879;-2.160871744
36000;6861536.085;-612498.847;-355009.251;0;0;0;-2.096086769;0.599100487;857240.2098;1197807.772;6294522.328;-0.001135997;0;0;0;0;4.353975267;0;-2.096086769;0.599100487;-0.85111059;0.115700088;0.701912602;7.14888941;28568.13045;-5436.334469;0;0;86436;2163;32;0;35996.00454;28562.37314;-112.004775;-2.162971939
36100;6861609.047;-611942.8026;-354556.491;0;0;0;-2.095927159;0.599636918;856696.6859;1197264.245;6291666.075;-0.001135997;0;0;0;0;4.350586154;0;-2.095927159;0.599636918;-0.846500301;0.115859231;0.702345834;7.153499699;28556.94045;-5434.205082;0;0;86436.1;2163;32;0;36096.00636;28551.17266;-112.2210722;-2.170855165
36200;6861681.933;-611386.7518;-354103.7267;0;0;0;-2.095767229;0.600173952;856153.3752;1196720.932;6288810.941;-0.001135997;0;0;0;0;4.347199745;0;-2.095767229;0.600173952;-0.841884839;0.116018693;0.702779672;7.158115161;28545.729;-5432.071614;0;0;86436.2;2163;32;0;36196.00817;28539.95055;-112.4381577;-2.172956583
36300;6861754.745;-610830.6947;-353650.9581;0;0;0;-2.095606977;0.600711588;855610.278;1196177.831;6285956.93;-0.001135997;0;0;0;0;4.343816037;0;-2.095606977;0.600711588;-0.837264197;0.116178478;0.703214114;7.162735803;28534.49614;-5429.934072;0;0;86436.3;2163;32;0;36296.00998;28528.70674;-112.6554534;-2.179264508
36400;6861827.481;-610274.6313;-353198.1852;0;0;0;-2.095446403;0.601249828;855067.3947;1195634.945;6283104.043;-0.001135997;0;0;0;0;4.340435031;0;-2.095446403;0.601249828;-0.832638367;0.116338583;0.703649163;7.167361633;28523.24111;-5427.79231;0;0;86436.4;2163;32;0;36396.01179;28517.44119;-112.8733798;-2.183992241
36500;6861900.143;-609718.5615;-352745.408;0;0;0;-2.095285505;0.601788672;854524.7259;1195092.273;6280252.282;-0.001135997;0;0;0;0;4.337056726;0;-2.095285505;0.601788672;-0.828007341;0.116499012;0.704084819;7.171992659;28511.96473;-5425.646486;0;0;86436.5;2163;32;0;36496.0136;28506.15385;-113.0917791;-2.186094272
36600;6861972.73;-609162.4855;-352292.6265;0;0;0;-2.095124282;0.602328121;853982.2718;1194549.816;6277401.65;-0.001135997;0;0;0;0;4.333681121;0;-2.095124282;0.602328121;-0.823371113;0.116659766;0.704521083;7.176628887;28500.66615;-5423.496438;0;0;86436.6;2163;32;0;36596.01541;28494.84467;-113.3103885;-2.194503615
36700;6862045.242;-608606.4031;-351839.8408;0;0;0;-2.094962734;0.602868177;853440.0329;1194007.574;6274552.15;-0.001135997;0;0;0;0;4.330308216;0;-2.094962734;0.602868177;-0.818729676;0.116820843;0.704957956;7.181270324;28489.34589;-5421.342265;0;0;86436.7;2163;32;0;36696.01722;28483.51364;-113.5298389;-2.196078303
36800;6862117.679;-608050.3144;-351387.0507;0;0;0;-2.094800859;0.60340884;852898.0097;1193465.547;6271703.782;-0.001135997;0;0;0;0;4.326938011;0;-2.094800859;0.60340884;-0.814083021;0.116982249;0.705395439;7.185916979;28478.00397;-5419.183969;0;0;86436.8;2163;32;0;36796.01903;28472.16065;-113.7494467;-2.202386229
36900;6862190.041;-607494.2195;-350934.2564;0;0;0;-2.094638657;0.603950111;852356.2025;1192923.737;6268856.55;-0.001135997;0;0;0;0;4.323570505;0;-2.094638657;0.603950111;-0.809431141;0.11714398;0.705833532;7.190568859;28466.63963;-5417.021408;0;0;86436.9;2163;32;0;36896.02083;28460.78571;-113.9696853;-2.207114573
37000;6862262.328;-606938.1182;-350481.4579;0;0;0;-2.094476127;0.604491991;851814.6117;1192382.143;6266010.455;-0.001135997;0;0;0;0;4.320205698;0;-2.094476127;0.604491991;-0.804774029;0.11730604;0.706272237;7.195225971;28455.25376;-5414.854748;0;0;86437;2163;32;0;36996.02264;28449.38874;-114.1903968;-2.211318634
37100;6862334.541;-606382.0107;-350028.655;0;0;0;-2.094313266;0.60503448;851273.2379;1191840.766;6263165.5;-0.001135997;0;0;0;0;4.316843588;0;-2.094313266;0.60503448;-0.800111677;0.117468427;0.706711554;7.199888323;28443.8454;-5412.68381;0;0;86437.1;2163;32;0;37096.02445;28437.9697;-114.4115286;-2.216049426
37200;6862406.678;-605825.8968;-349575.848;0;0;0;-2.094150076;0.60557758;850732.0813;1191299.607;6260321.686;-0.001135997;0;0;0;0;4.313484176;0;-2.094150076;0.60557758;-0.795444079;0.117631145;0.707151484;7.204555921;28432.41522;-5410.508718;0;0;86437.2;2163;32;0;37196.02625;28426.52855;-114.6331336;-2.220251038
37300;6862478.741;-605269.7768;-349123.0367;0;0;0;-2.093986554;0.606121291;850191.1425;1190758.665;6257479.017;-0.001135997;0;0;0;0;4.310127461;0;-2.093986554;0.606121291;-0.790771226;0.117794195;0.707592029;7.209228774;28420.96302;-5408.329437;0;0;86437.3;2163;32;0;37296.02806;28415.06523;-114.8551587;-2.22603468
37400;6862550.729;-604713.6504;-348670.2211;0;0;0;-2.093822699;0.606665614;849650.4217;1190217.941;6254637.494;-0.001135997;0;0;0;0;4.306773443;0;-2.093822699;0.606665614;-0.786093111;0.117957577;0.708033188;7.213906889;28409.48826;-5406.145863;0;0;86437.4;2163;32;0;37396.02986;28403.57972;-115.0777621;-2.231286697
37500;6862622.642;-604157.5178;-348217.4013;0;0;0;-2.093658511;0.607210551;849109.9196;1189677.436;6251797.12;-0.001135997;0;0;0;0;4.303422121;0;-2.093658511;0.607210551;-0.781409727;0.118121292;0.708474963;7.218590273;28397.99168;-5403.958138;0;0;86437.5;2163;32;0;37496.03166;28392.07194;-115.3008908;-2.233390563
37600;6862694.48;-603601.3789;-347764.5773;0;0;0;-2.093493988;0.607756101;848569.6364;1189137.149;6248957.897;-0.001135997;0;0;0;0;4.300073494;0;-2.093493988;0.607756101;-0.776721066;0.11828534;0.708917355;7.223278934;28386.47243;-5401.766096;0;0;86437.6;2163;32;0;37596.03347;28380.54185;-115.5242299;-2.241798072
37700;6862766.243;-603045.2337;-347311.7491;0;0;0;-2.09332913;0.608302266;848029.5727;1188597.083;6246119.827;-0.001135997;0;0;0;0;4.296727563;0;-2.09332913;0.608302266;-0.77202712;0.118449723;0.709360364;7.22797288;28374.93103;-5399.569841;0;0;86437.7;2163;32;0;37696.03527;28368.98943;-115.7484097;-2.242849087
37800;6862837.931;-602489.0824;-346858.9166;0;0;0;-2.093163936;0.608849047;847489.7288;1188057.236;6243282.911;-0.001135997;0;0;0;0;4.293384326;0;-2.093163936;0.608849047;-0.767327883;0.118614443;0.709803992;7.232672117;28363.36747;-5397.369368;0;0;86437.8;2163;32;0;37796.03707;28357.41459;-115.9726946;-2.250732312
