Elapsed Time (ms);ECEF X (m);ECEF Y (m);ECEF Z (m);ECEF Error X (m);ECEF Error Y (m);ECEF Error Z (m);Body Azimuth (rad);Body Elevation (rad);Range (m);PSR (m);ADR;Clock Correction (s);Clock Noise (m);Delta Af0 (s);Delta Af1 (s/s);Iono Correction (m);Tropo Correction (m);PSR Offset (m);Receiver Antenna Azimuth (rad);Receiver Antenna Elevation (rad);Receiver Antenna Gain (dBi);SV Antenna Azimuth (rad);SV Antenna Elevation (rad);Relative Power Level (incl. Receiver Antenna gain) (dB);Doppler Frequency (Hz);PSR Change Rate (m/s);Receiver Carrier Phase Offset (rad);Satellite Carrier Phase Offset (rad);GPS TOW;GPS Week Number;SBAS t0;Calibration offset (m);PSR satellite time (ms);;Doppler;Drift;Jitter
1700;6861843.524;96867.76253;673146.2422;0;0;0;0.142921843;0.618233929;834553.1994;1175120.619;6175300.532;-0.001135996;0;0;0;0;4.236993401;0;0.142921843;0.618233929;-0.68667077;2.37221624;0.717021748;7.31332923;-21357.75787;4064.246188;0;0;86401.7;2163;0;0;1696.08022;;-21367.48042;-197.1607;2.905
1800;6861790.391;97418.8169;673608.9675;0;0;0;0.14362639;0.617809539;834959.809;1175527.231;6177437.295;-0.001135996;0;0;0;0;4.239503567;0;0.14362639;0.617809539;-0.690318131;2.372916639;0.716675568;7.309681869;-21377.48878;4068.000856;0;0;86401.8;2163;0;0;1796.078863;;-21387.19649;-196.8702;2.904
1900;6861737.183;97969.87087;674071.6846;0;0;0;0.144329829;0.617385261;835366.7938;1175934.219;6179576.029;-0.001135996;0;0;0;0;4.242016794;0;0.144329829;0.617385261;-0.693964529;2.373615926;0.716329548;7.306035471;-21397.19036;4071.74994;0;0;86401.9;2163;0;0;1896.077506;;-21406.88351;-196.5798;2.899
2000;6861683.9;98520.92442;674534.3935;0;0;0;0.14503216;0.616961096;835774.1533;1176341.581;6181716.732;-0.001135997;0;0;0;0;4.244533082;0;0.14503216;0.616961096;-0.697609959;2.374314106;0.71598369;7.302390041;-21416.86315;4075.493549;0;0;86402;2163;0;0;1996.076147;;-21426.54149;-196.2899;2.898
2100;6861630.542;99071.97755;674997.0943;0;0;0;0.145733385;0.616537045;836181.8868;1176749.317;6183859.4;-0.001135997;0;0;0;0;4.247052431;0;0.145733385;0.616537045;-0.701254412;2.37501118;0.715637993;7.298745588;-21436.50664;4079.23158;0;0;86402.1;2163;0;0;2096.074787;;-21446.17048;-196.0001;2.894
2200;6861577.109;99623.03025;675459.7868;0;0;0;0.146433507;0.616113108;836589.9939;1177157.427;6186004.032;-0.001135997;0;0;0;0;4.24957484;0;0.146433507;0.616113108;-0.70489788;2.375707148;0.715292459;7.29510212;-21456.12131;4082.964128;0;0;86402.2;2163;0;0;2196.073425;;-21465.77049;-195.7107;2.89
2300;6861523.6;100174.0825;675922.471;0;0;0;0.147132528;0.615689287;836998.4739;1177565.91;6188150.624;-0.001135997;0;0;0;0;4.252100309;0;0.147132528;0.615689287;-0.708540357;2.376402016;0.714947089;7.291459643;-21475.70714;4086.691187;0;0;86402.3;2163;0;0;2296.072063;;-21485.34156;-195.4217;2.889
2400;6861470.017;100725.1344;676385.1471;0;0;0;0.147830448;0.615265582;837407.3264;1177974.765;6190299.172;-0.001135997;0;0;0;0;4.254628835;0;0.147830448;0.615265582;-0.712181835;2.377095784;0.714601883;7.287818165;-21495.26378;4090.412693;0;0;86402.4;2163;0;0;2396.070699;;-21504.88373;-195.1328;2.885
2500;6861416.359;101276.1858;676847.8149;0;0;0;0.148527271;0.614841993;837816.5507;1178383.992;6192449.675;-0.001135997;0;0;0;0;4.25716042;0;0.148527271;0.614841993;-0.715822306;2.377788452;0.714256842;7.284177694;-21514.79181;4094.128753;0;0;86402.5;2163;0;0;2496.069334;;-21524.39701;-194.8443;2.883
2600;6861362.625;101827.2367;677310.4745;0;0;0;0.149222998;0.614418523;838226.1464;1178793.591;6194602.13;-0.001135997;0;0;0;0;4.259695061;0;0.149222998;0.614418523;-0.719461763;2.378480025;0.713911967;7.280538237;-21534.29066;4097.839261;0;0;86402.6;2163;0;0;2596.067968;;-21543.88144;-194.556;2.878
2700;6861308.817;102378.2872;677773.1259;0;0;0;0.149917631;0.613995172;838636.1128;1179203.56;6196756.533;-0.001135997;0;0;0;0;4.262232759;0;0.149917631;0.613995172;-0.723100198;2.379170503;0.713567258;7.276899802;-21553.76084;4101.544313;0;0;86402.7;2163;0;0;2696.0666;;-21563.33704;-194.2682;2.875
2800;6861254.934;102929.3372;678235.769;0;0;0;0.150611172;0.613571941;839046.4494;1179613.899;6198912.881;-0.001135997;0;0;0;0;4.264773513;0;0.150611172;0.613571941;-0.726737605;2.379859889;0.713222716;7.273262395;-21573.20235;4105.243909;0;0;86402.8;2163;0;0;2796.065232;;-21582.76386;-193.9807;2.874
2900;6861200.975;103480.3868;678698.4039;0;0;0;0.151303623;0.61314883;839457.1558;1180024.609;6201071.172;-0.001135997;0;0;0;0;4.267317321;0;0.151303623;0.61314883;-0.730373975;2.380548183;0.712878343;7.269626025;-21592.6148;4108.937975;0;0;86402.9;2163;0;0;2896.063862;;-21602.16193;-193.6933;2.871
3000;6861146.942;104031.4359;679161.0305;0;0;0;0.151994986;0.61272584;839868.2313;1180435.687;6203231.403;-0.001135997;0;0;0;0;4.269864184;0;0.151994986;0.61272584;-0.734009303;2.38123539;0.712534138;7.265990697;-21611.9988;4112.626629;0;0;86403;2163;0;0;2996.06249;;-21621.53126;-193.4062;2.865
3100;6861092.834;104582.4845;679623.6488;0;0;0;0.152685263;0.612302973;840279.6753;1180847.134;6205393.571;-0.001135997;0;0;0;0;4.2724141;0;0.152685263;0.612302973;-0.73764358;2.38192151;0.712190103;7.26235642;-21631.35379;4116.309761;0;0;86403.1;2163;0;0;3096.061118;;-21640.87188;-193.1197;2.865
3200;6861038.65;105133.5327;680086.2589;0;0;0;0.153374455;0.611880229;840691.4874;1181258.949;6207557.673;-0.001135997;0;0;0;0;4.27496707;0;0.153374455;0.611880229;-0.741276799;2.382606545;0.711846237;7.258723201;-21650.68024;4119.987462;0;0;86403.2;2163;0;0;3196.059744;;-21660.18385;-192.8332;2.86
3300;6860984.392;105684.5804;680548.8607;0;0;0;0.154062566;0.611457608;841103.667;1181671.131;6209723.706;-0.001135997;0;0;0;0;4.277523091;0;0.154062566;0.611457608;-0.744908953;2.383290497;0.711502543;7.255091047;-21669.97818;4123.659738;0;0;86403.3;2163;0;0;3296.058369;;-21679.46717;-192.5472;2.858
3400;6860930.058;106235.6275;681011.4542;0;0;0;0.154749595;0.611035113;841516.2136;1182083.68;6211891.668;-0.001135997;0;0;0;0;4.280082164;0;0.154749595;0.611035113;-0.748540036;2.383973369;0.71115902;7.251459964;-21689.24722;4127.326513;0;0;86403.4;2163;0;0;3396.056993;;-21698.72189;-192.2614;2.855
3500;6860875.65;106786.6742;681474.0395;0;0;0;0.155435546;0.610612743;841929.1265;1182496.596;6214061.555;-0.001135997;0;0;0;0;4.282644288;0;0.155435546;0.610612743;-0.75217004;2.384655161;0.71081567;7.24782996;-21708.48795;4130.987903;0;0;86403.5;2163;0;0;3496.055616;;-21717.94803;-191.9759;2.85
3600;6860821.166;107337.7204;681936.6164;0;0;0;0.156120421;0.610190499;842342.4053;1182909.878;6216233.364;-0.001135997;0;0;0;0;4.285209463;0;0.156120421;0.610190499;-0.755798958;2.385335876;0.710472492;7.244201042;-21727.6998;4134.643797;0;0;86403.6;2163;0;0;3596.054237;;-21737.14562;-191.6909;2.851
3700;6860766.607;107888.766;682399.1851;0;0;0;0.156804221;0.609768382;842756.0494;1183323.525;6218407.094;-0.001135997;0;0;0;0;4.287777686;0;0.156804221;0.609768382;-0.759426783;2.386015515;0.710129489;7.240573217;-21746.8833;4138.294296;0;0;86403.7;2163;0;0;3696.052858;;-21756.31471;-191.4058;2.844000001
3800;6860711.974;108439.8112;682861.7454;0;0;0;0.157486948;0.609346394;843170.0583;1183737.537;6220582.74;-0.001135997;0;0;0;0;4.290348959;0;0.157486948;0.609346394;-0.763053508;2.386694082;0.709786659;7.236946492;-21766.03845;4141.939399;0;0;86403.8;2163;0;0;3796.051477;;-21775.45529;-191.1214;2.842
3900;6860657.265;108990.8558;683324.2975;0;0;0;0.158168604;0.608924534;843584.4315;1184151.912;6222760.3;-0.001135997;0;0;0;0;4.29292328;0;0.158168604;0.608924534;-0.766679127;2.387371578;0.709444005;7.233320873;-21785.16483;4145.579028;0;0;86403.9;2163;0;0;3896.050094;;-21794.56743;-190.8372;2.84
4000;6860602.481;109541.8999;683786.8412;0;0;0;0.158849192;0.608502803;843999.1683;1184566.652;6224939.772;-0.001135997;0;0;0;0;4.295500649;0;0.158849192;0.608502803;-0.770303632;2.388048003;0.709101527;7.229696368;-21804.26305;4149.213299;0;0;86404;2163;0;0;3996.048711;;-21813.65115;-190.5532;2.836
4100;6860547.623;110092.9434;684249.3766;0;0;0;0.159528712;0.608081203;844414.2683;1184981.755;6227121.152;-0.001135997;0;0;0;0;4.298081065;0;0.159528712;0.608081203;-0.773927016;2.388723362;0.708759225;7.226072984;-21823.33257;4152.842107;0;0;86404.1;2163;0;0;4096.047326;;-21832.70647;-190.2696;2.833
4200;6860492.689;110643.9865;684711.9037;0;0;0;0.160207167;0.607659735;844829.7309;1185397.22;6229304.438;-0.001135997;0;0;0;0;4.300664527;0;0.160207167;0.607659735;-0.777549273;2.389397654;0.7084171;7.222450727;-21842.37387;4156.465547;0;0;86404.2;2163;0;0;4196.04594;;-21851.73343;-189.9863;2.829
4300;6860437.68;111195.029;685174.4225;0;0;0;0.160884559;0.607238398;845245.5555;1185813.048;6231489.626;-0.001135997;0;0;0;0;4.303251035;0;0.160884559;0.607238398;-0.781170397;2.390070883;0.708075153;7.218829603;-21861.38698;4160.08362;0;0;86404.3;2163;0;0;4296.044553;;-21870.73206;-189.7034;2.828
4400;6860382.597;111746.0709;685636.9329;0;0;0;0.161560889;0.606817194;845661.7417;1186229.237;6233676.714;-0.001135997;0;0;0;0;4.305840589;0;0.161560889;0.606817194;-0.78479038;2.39074305;0.707733384;7.21520962;-21880.37146;4163.696247;0;0;86404.4;2163;0;0;4396.043165;;-21889.7024;-189.4206;2.823
4500;6860327.438;112297.1123;686099.435;0;0;0;0.16223616;0.606396123;846078.2889;1186645.787;6235865.699;-0.001135997;0;0;0;0;4.308433187;0;0.16223616;0.606396123;-0.788409215;2.391414157;0.707391795;7.211590785;-21899.32797;4167.303552;0;0;86404.5;2163;0;0;4496.041776;;-21908.64446;-189.1383;2.821
4600;6860272.204;112848.1531;686561.9287;0;0;0;0.162910373;0.605975187;846495.1966;1187062.697;6238056.579;-0.001135997;0;0;0;0;4.311028829;0;0.162910373;0.605975187;-0.792026896;2.392084205;0.707050385;7.207973104;-21918.25591;4170.905418;0;0;86404.6;2163;0;0;4596.040385;;-21927.55829;-188.8562;2.818
4700;6860216.895;113399.1934;687024.4141;0;0;0;0.163583531;0.605554385;846912.4641;1187479.968;6240249.349;-0.001135997;0;0;0;0;4.313627514;0;0.163583531;0.605554385;-0.795643417;2.392753198;0.706709156;7.204356583;-21937.1558;4174.501947;0;0;86404.7;2163;0;0;4696.038993;;-21946.44391;-188.5744;2.813
4800;6860161.512;113950.2331;687486.8911;0;0;0;0.164255635;0.60513372;847330.0911;1187897.598;6242444.009;-0.001135997;0;0;0;0;4.316229242;0;0.164255635;0.60513372;-0.799258771;2.393421136;0.706368108;7.200741229;-21956.02763;4178.093138;0;0;86404.8;2163;0;0;4796.0376;;-21965.30135;-188.2931;2.813
4900;6860106.053;114501.2722;687949.3598;0;0;0;0.164926687;0.604713191;847748.0769;1188315.586;6244640.554;-0.001135997;0;0;0;0;4.318834013;0;0.164926687;0.604713191;-0.802872951;2.394088023;0.706027242;7.197127049;-21974.87101;4181.678914;0;0;86404.9;2163;0;0;4896.036206;;-21984.13066;-188.0118;2.807
5000;6860050.519;115052.3107;688411.8201;0;0;0;0.165596689;0.604292799;848166.4209;1188733.933;6246838.982;-0.001135997;0;0;0;0;4.321441825;0;0.165596689;0.604292799;-0.806485951;2.394753858;0.705686559;7.193514049;-21993.68656;4185.259394;0;0;86405;2163;0;0;4996.03481;;-22002.93184;-187.7311;2.805
5100;6859994.91;115603.3487;688874.272;0;0;0;0.166265643;0.603872546;848585.1228;1189152.638;6249039.29;-0.001135997;0;0;0;0;4.324052678;0;0.166265643;0.603872546;-0.810097764;2.395418644;0.705346058;7.189902236;-22012.47371;4188.83447;0;0;86405.1;2163;0;0;5096.033414;;-22021.70495;-187.4506;2.801
5200;6859939.226;116154.386;689336.7155;0;0;0;0.166933551;0.603452431;849004.1819;1189571.7;6251241.476;-0.001135997;0;0;0;0;4.326666571;0;0.166933551;0.603452431;-0.813708384;2.396082384;0.705005741;7.186291616;-22031.23295;4192.404235;0;0;86405.2;2163;0;0;5196.032016;;-22040.45001;-187.1705;2.8
5300;6859883.468;116705.4228;689799.1507;0;0;0;0.167600414;0.603032456;849423.5977;1189991.119;6253445.536;-0.001135997;0;0;0;0;4.329283505;0;0.167600414;0.603032456;-0.817317805;2.396745079;0.704665609;7.182682195;-22049.96432;4195.968695;0;0;86405.3;2163;0;0;5296.030617;;-22059.16706;-186.8905;2.795
5400;6859827.634;117256.4589;690261.5774;0;0;0;0.168266235;0.602612621;849843.3697;1190410.894;6255651.468;-0.001135997;0;0;0;0;4.331903478;0;0.168266235;0.602612621;-0.82092602;2.397406732;0.704325662;7.17907398;-22068.66737;4199.527767;0;0;86405.4;2163;0;0;5396.029217;;-22077.85611;-186.611;2.792
5500;6859771.725;117807.4945;690723.9958;0;0;0;0.168931015;0.602192927;850263.4974;1190831.024;6257859.269;-0.001135997;0;0;0;0;4.33452649;0;0.168931015;0.602192927;-0.824533023;2.398067343;0.7039859;7.175466977;-22087.34275;4203.081575;0;0;86405.5;2163;0;0;5496.027815;;-22096.51721;-186.3318;2.79
5600;6859715.741;118358.5294;691186.4058;0;0;0;0.169594756;0.601773375;850683.9801;1191251.51;6260068.935;-0.001135997;0;0;0;0;4.33715254;0;0.169594756;0.601773375;-0.828138807;2.398726914;0.703646324;7.171861193;-22105.98987;4206.630004;0;0;86405.6;2163;0;0;5596.026413;;-22115.15039;-186.0528;2.786
5700;6859659.682;118909.5637;691648.8073;0;0;0;0.17025746;0.601353966;851104.8174;1191672.35;6262280.466;-0.001135997;0;0;0;0;4.339781627;0;0.17025746;0.601353966;-0.831743367;2.399385449;0.703306936;7.168256633;-22124.60927;4210.173158;0;0;86405.7;2163;0;0;5696.025009;;-22133.75567;-185.7742;2.782
5800;6859603.548;119460.5974;692111.2005;0;0;0;0.17091913;0.600934699;851526.0088;1192093.544;6264493.856;-0.001135997;0;0;0;0;4.342413752;0;0.17091913;0.600934699;-0.835346695;2.400042947;0.702967735;7.164653305;-22143.20093;4213.711033;0;0;86405.8;2163;0;0;5796.023604;;-22152.33309;-185.496;2.78
5900;6859547.339;120011.6305;692573.5852;0;0;0;0.171579766;0.600515577;851947.5537;1192515.092;6266709.105;-0.001135997;0;0;0;0;4.345048914;0;0.171579766;0.600515577;-0.838948787;2.400699412;0.702628722;7.161051213;-22161.76444;4217.243551;0;0;86405.9;2163;0;0;5896.022198;;-22170.88269;-185.218;2.777
6000;6859491.055;120562.6629;693035.9615;0;0;0;0.172239371;0.600096599;852369.4516;1192936.993;6268926.208;-0.001135997;0;0;0;0;4.347687112;0;0.172239371;0.600096599;-0.842549636;2.401354845;0.702289898;7.157450364;-22180.30045;4220.770837;0;0;86406;2163;0;0;5996.020791;;-22189.40449;-184.9403;2.772
6100;6859434.696;121113.6947;693498.3294;0;0;0;0.172897947;0.599677767;852791.7019;1193359.246;6271145.164;-0.001135997;0;0;0;0;4.350328345;0;0.172897947;0.599677767;-0.846149235;2.402009249;0.701951263;7.153850765;-22198.80837;4224.292776;0;0;86406.1;2163;0;0;6096.019382;;-22207.89852;-184.6631;2.772
6200;6859378.263;121664.7258;693960.6888;0;0;0;0.173555495;0.59925908;853214.3041;1193781.851;6273365.969;-0.001135997;0;0;0;0;4.352972614;0;0.173555495;0.59925908;-0.849747579;2.402662624;0.701612818;7.150252421;-22217.28868;4227.809463;0;0;86406.2;2163;0;0;6196.017972;;-22226.36483;-184.3859;2.766
6300;6859321.754;122215.7563;694423.0398;0;0;0;0.174212017;0.598840541;853637.2578;1194204.808;6275588.621;-0.001135997;0;0;0;0;4.355619917;0;0.174212017;0.598840541;-0.853344661;2.403314973;0.701274564;7.146655339;-22235.74144;4231.320907;0;0;86406.3;2163;0;0;6296.016562;;-22244.80342;-184.1093;2.764
6400;6859265.17;122766.7861;694885.3823;0;0;0;0.174867515;0.598422149;854060.5623;1194628.115;6277813.116;-0.001135997;0;0;0;0;4.358270254;0;0.174867515;0.598422149;-0.856940476;2.403966298;0.7009365;7.143059524;-22254.16619;4234.82702;0;0;86406.4;2163;0;0;6396.01515;;-22263.21435;-183.8329;2.761
6500;6859208.511;123317.8152;695347.7164;0;0;0;0.175521992;0.598003905;854484.2172;1195051.773;6280039.453;-0.001135997;0;0;0;0;4.360923625;0;0.175521992;0.598003905;-0.860535017;2.4046166;0.700598629;7.139464983;-22272.56363;4238.327935;0;0;86406.5;2163;0;0;6496.013736;;-22281.59764;-183.5568;2.757
6600;6859151.777;123868.8437;695810.042;0;0;0;0.176175448;0.59758581;854908.2219;1195475.78;6282267.628;-0.001135997;0;0;0;0;4.363580029;0;0.176175448;0.59758581;-0.864128279;2.405265882;0.70026095;7.135871721;-22290.9331;4241.823529;0;0;86406.6;2163;0;0;6596.012322;;-22299.95332;-183.2811;2.754
6700;6859094.968;124419.8715;696272.3592;0;0;0;0.176827886;0.597167864;855332.5759;1195900.137;6284497.639;-0.001135997;0;0;0;0;4.366239465;0;0.176827886;0.597167864;-0.867720256;2.405914144;0.699923463;7.132279744;-22309.27515;4245.313906;0;0;86406.7;2163;0;0;6696.010907;;-22318.28143;-183.0057;2.751
6800;6859038.084;124970.8986;696734.6679;0;0;0;0.177479307;0.596750069;855757.2787;1196324.843;6286729.482;-0.001135997;0;0;0;0;4.368901934;0;0.177479307;0.596750069;-0.871310942;2.406561389;0.699586171;7.128689058;-22327.58982;4248.799071;0;0;86406.8;2163;0;0;6796.00949;;-22336.582;-182.7306;2.748
6900;6858981.125;125521.9251;697196.9681;0;0;0;0.178129714;0.596332425;856182.3297;1196749.897;6288963.156;-0.001135997;0;0;0;0;4.371567434;0;0.178129714;0.596332425;-0.874900331;2.407207621;0.699249072;7.125099669;-22345.87661;4252.278932;0;0;86406.9;2163;0;0;6896.008072;;-22354.85506;-182.4558;2.745
7000;6858924.091;126072.9508;697659.2599;0;0;0;0.178779108;0.595914932;856607.7285;1197175.299;6291198.657;-0.001135997;0;0;0;0;4.374235965;0;0.178779108;0.595914932;-0.878488417;2.407852838;0.698912168;7.121511583;-22364.13625;4255.753626;0;0;86407;2163;0;0;6996.006653;;-22373.10064;-182.1813;2.741
7100;6858866.982;126623.9759;698121.5431;0;0;0;0.179427491;0.595497592;857033.4744;1197601.048;6293435.982;-0.001135997;0;0;0;0;4.376907528;0;0.179427491;0.595497592;-0.882075194;2.408497044;0.698575459;7.117924806;-22382.36808;4259.223028;0;0;86407.1;2163;0;0;7096.005233;;-22391.31877;-181.9072;2.739
7200;6858809.798;127175.0002;698583.8179;0;0;0;0.180074865;0.595080404;857459.567;1198027.143;6295675.13;-0.001135997;0;0;0;0;4.37958212;0;0.180074865;0.595080404;-0.885660657;2.409140238;0.698238946;7.114339343;-22400.57267;4262.687246;0;0;86407.2;2163;0;0;7196.003812;;-22409.50949;-181.6333;2.734
7300;6858752.539;127726.0238;699046.0841;0;0;0;0.180721231;0.59466337;857886.0058;1198453.585;6297916.096;-0.001135997;0;0;0;0;4.382259742;0;0.180721231;0.59466337;-0.8892448;2.409782428;0.697902629;7.1107552;-22418.75002;4266.146281;0;0;86407.3;2163;0;0;7296.002389;;-22427.67282;-181.3599;2.731
7400;6858695.205;128277.0468;699508.3419;0;0;0;0.181366593;0.59424649;858312.7903;1198880.372;6300158.879;-0.001135997;0;0;0;0;4.384940394;0;0.181366593;0.59424649;-0.892827618;2.41042361;0.697566509;7.107172382;-22436.89968;4269.600045;0;0;86407.4;2163;0;0;7396.000966;;-22445.80881;-181.0868;2.731
7500;6858637.796;128828.0689;699970.5911;0;0;0;0.18201095;0.593829765;858739.9198;1199307.505;6302403.475;-0.001135997;0;0;0;0;4.387624074;0;0.18201095;0.593829765;-0.896409104;2.411063788;0.697230587;7.103590896;-22455.02231;4273.048669;0;0;86407.5;2163;0;0;7495.999541;;-22463.91749;-180.8137;2.723
7600;6858580.312;129379.0904;700432.8319;0;0;0;0.182654306;0.593413196;859167.3939;1199734.982;6304649.882;-0.001135997;0;0;0;0;4.390310784;0;0.182654306;0.593413196;-0.899989254;2.411702965;0.696894863;7.100010746;-22473.11734;4276.492038;0;0;86407.6;2163;0;0;7595.998115;;-22481.99886;-180.5414;2.724
7700;6858522.754;129930.1112;700895.0641;0;0;0;0.183296661;0.592996783;859595.2121;1200162.803;6306898.097;-0.001135997;0;0;0;0;4.393000521;0;0.183296661;0.592996783;-0.903568061;2.412341139;0.696559337;7.096431939;-22491.18524;4279.930245;0;0;86407.7;2163;0;0;7695.996688;;-22500.053;-180.269;2.717
7800;6858465.12;130481.1312;701357.2878;0;0;0;0.183938019;0.592580527;860023.3739;1200590.968;6309148.118;-0.001135997;0;0;0;0;4.395693285;0;0.183938019;0.592580527;-0.907145519;2.412978317;0.69622401;7.092854481;-22509.22608;4283.363302;0;0;86407.8;2163;0;0;7795.99526;;-22518.0799;-179.9973;2.716
7900;6858407.411;131032.1504;701819.5029;0;0;0;0.18457838;0.592164428;860451.8787;1201019.475;6311399.942;-0.001135997;0;0;0;0;4.398389077;0;0.18457838;0.592164428;-0.910721625;2.413614496;0.695888883;7.089278375;-22527.23938;4286.791119;0;0;86407.9;2163;0;0;7895.99383;;-22536.07963;-179.7257;2.713999999
8000;6858349.627;131583.1689;702281.7095;0;0;0;0.185217747;0.591748487;860880.7261;1201448.326;6313653.565;-0.001135997;0;0;0;0;4.401087896;0;0.185217747;0.591748487;-0.914296371;2.41424968;0.695553956;7.085703629;-22545.22585;4290.21383;0;0;86408;2163;0;0;7995.9924;;-22554.0522;-179.4543;2.707
8100;6858291.768;132134.1867;702743.9076;0;0;0;0.185856121;0.591332705;861309.9154;1201877.518;6315908.986;-0.001135997;0;0;0;0;4.403789741;0;0.185856121;0.591332705;-0.917869753;2.414883873;0.69521923;7.082130247;-22563.18485;4293.631316;0;0;86408.1;2163;0;0;8095.990968;;-22571.99763;-179.1836;2.708
