Elapsed Time (ms);ECEF X (m);ECEF Y (m);ECEF Z (m);ECEF Error X (m);ECEF Error Y (m);ECEF Error Z (m);Body Azimuth (rad);Body Elevation (rad);Range (m);PSR (m);ADR;Clock Correction (s);Clock Noise (m);Delta Af0 (s);Delta Af1 (s/s);Iono Correction (m);Tropo Correction (m);PSR Offset (m);Receiver Antenna Azimuth (rad);Receiver Antenna Elevation (rad);Receiver Antenna Gain (dBi);SV Antenna Azimuth (rad);SV Antenna Elevation (rad);Relative Power Level (incl. Receiver Antenna gain) (dB);Doppler Frequency (Hz);PSR Change Rate (m/s);Receiver Carrier Phase Offset (rad);Satellite Carrier Phase Offset (rad);GPS TOW;GPS Week Number;SBAS t0;Calibration offset (m);PSR satellite time (ms);;Doppler
1900;8910294.164;-17775.60059;1294230.395;0;0;0;-0.013733631;1.098255612;2843792.928;1102153.639;5791856.467;0.005809493;0;0;0;0;2.76475617;0;-0.013733631;1.098255612;3.689945414;1.89185838;1.24251141;11.68994541;-3570.200175;679.386504;0;0;86401.9;2163;0;0;1896.323611;;3572.428657
2000;8910263.774;-17212.11371;1294446.829;0;0;0;-0.013296104;1.098185373;2843860.909;1102221.622;5792213.719;0.005809493;0;0;0;0;2.76485499;0;-0.013296104;1.098185373;3.689721255;1.892290313;1.242464606;11.68972125;-3574.825254;680.2666272;0;0;86402;2163;0;0;1996.323384;;3577.053509
2100;8910233.343;-16648.6263;1294663.256;0;0;0;-0.012858717;1.098115055;2843928.978;1102289.693;5792571.432;0.005809493;0;0;0;0;2.764953942;0;-0.012858717;1.098115055;3.689496846;1.892722106;1.24241775;11.68949685;-3579.44994;681.1466756;0;0;86402.1;2163;0;0;2096.323157;;3581.678045
2200;8910202.873;-16085.13837;1294879.676;0;0;0;-0.012421472;1.09804466;2843997.135;1102357.851;5792929.608;0.005809493;0;0;0;0;2.765053024;0;-0.012421472;1.09804466;3.689272187;1.893153756;1.242370843;11.68927219;-3584.074308;682.0266637;0;0;86402.2;2163;0;0;2196.32293;;3586.302266
2300;8910172.363;-15521.64991;1295096.089;0;0;0;-0.011984367;1.097974186;2844065.38;1102426.098;5793288.247;0.005809493;0;0;0;0;2.765152238;0;-0.011984367;1.097974186;3.689047278;1.893585267;1.242323884;11.68904728;-3588.698321;682.9065841;0;0;86402.3;2163;0;0;2296.322702;;3590.926067
2400;8910141.813;-14958.16093;1295312.494;0;0;0;-0.011547404;1.097903634;2844133.713;1102494.433;5793647.348;0.005809493;0;0;0;0;2.765251582;0;-0.011547404;1.097903634;3.688822119;1.894016636;1.242276875;11.68882212;-3593.321965;683.7864342;0;0;86402.4;2163;0;0;2396.322474;;3595.5495
2500;8910111.223;-14394.67144;1295528.893;0;0;0;-0.011110581;1.097833003;2844202.134;1102562.855;5794006.912;0.005809493;0;0;0;0;2.765351058;0;-0.011110581;1.097833003;3.688596711;1.894447863;1.242229814;11.68859671;-3597.945279;684.6662216;0;0;86402.5;2163;0;0;2496.322246;;3600.172617
2600;8910080.593;-13831.18143;1295745.284;0;0;0;-0.0106739;1.097762295;2844270.644;1102631.366;5794366.937;0.005809493;0;0;0;0;2.765450665;0;-0.0106739;1.097762295;3.688371054;1.894878949;1.242182703;11.68837105;-3602.568203;685.5459349;0;0;86402.6;2163;0;0;2596.322018;;3604.795419
2700;8910049.923;-13267.6909;1295961.669;0;0;0;-0.010237361;1.097691508;2844339.24;1102699.965;5794727.425;0.005809493;0;0;0;0;2.765550402;0;-0.010237361;1.097691508;3.688145147;1.895309893;1.24213554;11.68814515;-3607.1908;686.4255858;0;0;86402.7;2163;0;0;2696.321789;;3609.417801
2800;8910019.213;-12704.19987;1296178.046;0;0;0;-0.009800963;1.097620643;2844407.925;1102768.651;5795088.375;0.005809493;0;0;0;0;2.765650271;0;-0.009800963;1.097620643;3.687918992;1.895740696;1.242088326;11.68791899;-3611.813037;687.3051682;0;0;86402.8;2163;0;0;2796.32156;;3614.039867
2900;8909988.463;-12140.70832;1296394.416;0;0;0;-0.009364707;1.097549701;2844476.698;1102837.426;5795449.788;0.005809493;0;0;0;0;2.76575027;0;-0.009364707;1.097549701;3.687692587;1.896171356;1.242041061;11.68769259;-3616.434909;688.1846812;0;0;86402.9;2163;0;0;2896.32133;;3618.661513
3000;8909957.673;-11577.21627;1296610.779;0;0;0;-0.008928592;1.09747868;2844545.559;1102906.288;5795811.662;0.005809493;0;0;0;0;2.765850401;0;-0.008928592;1.09747868;3.687465934;1.896601876;1.241993745;11.68746593;-3621.056447;689.0641308;0;0;86403;2163;0;0;2996.321101;;3623.282897
3100;8909926.843;-11013.72372;1296827.135;0;0;0;-0.008492619;1.097407582;2844614.508;1102975.238;5796173.999;0.005809492;0;0;0;0;2.765950662;0;-0.008492619;1.097407582;3.687239032;1.897032253;1.241946378;11.68723903;-3625.677616;689.94351;0;0;86403.1;2163;0;0;3096.320871;;3627.90386
3200;8909895.973;-10450.23067;1297043.484;0;0;0;-0.008056788;1.097336406;2844683.545;1103044.277;5796536.798;0.005809492;0;0;0;0;2.766051055;0;-0.008056788;1.097336406;3.687011882;1.897462487;1.241898961;11.68701188;-3630.298408;690.8228175;0;0;86403.2;2163;0;0;3196.32064;;3632.524507
3300;8909865.063;-9886.737112;1297259.826;0;0;0;-0.007621099;1.097265151;2844752.669;1103113.403;5796900.059;0.005809492;0;0;0;0;2.766151579;0;-0.007621099;1.097265151;3.686784484;1.89789258;1.241851492;11.68678448;-3634.91887;691.7020621;0;0;86403.3;2163;0;0;3296.32041;;3637.144734
3400;8909834.113;-9323.243063;1297476.161;0;0;0;-0.007185552;1.09719382;2844821.882;1103182.617;5797263.782;0.005809492;0;0;0;0;2.766252233;0;-0.007185552;1.09719382;3.686556837;1.898322531;1.241803973;11.68655684;-3639.538947;692.5812336;0;0;86403.4;2163;0;0;3396.320179;;3641.764699
3500;8909803.123;-8759.74852;1297692.489;0;0;0;-0.006750147;1.09712241;2844891.182;1103251.919;5797627.966;0.005809492;0;0;0;0;2.766353019;0;-0.006750147;1.09712241;3.686328943;1.898752339;1.241756402;11.68632894;-3644.158699;693.4603432;0;0;86403.5;2163;0;0;3496.319948;;3646.38419
3600;8909772.094;-8196.253486;1297908.81;0;0;0;-0.006314885;1.097050923;2844960.571;1103321.309;5797992.613;0.005809492;0;0;0;0;2.766453936;0;-0.006314885;1.097050923;3.686100801;1.899182004;1.241708782;11.6861008;-3648.778057;694.3393777;0;0;86403.6;2163;0;0;3596.319716;;3651.003419
3700;8909741.024;-7632.757963;1298125.123;0;0;0;-0.005879764;1.096979358;2845030.047;1103390.787;5798357.722;0.005809492;0;0;0;0;2.766554983;0;-0.005879764;1.096979358;3.685872411;1.899611527;1.24166111;11.68587241;-3653.39709;695.2183504;0;0;86403.7;2163;0;0;3696.319485;;3655.622227
3800;8909709.914;-7069.261953;1298341.43;0;0;0;-0.005444787;1.096907716;2845099.611;1103460.353;5798723.293;0.005809492;0;0;0;0;2.766656162;0;-0.005444787;1.096907716;3.685643773;1.900040908;1.241613388;11.68564377;-3658.015755;696.0972532;0;0;86403.8;2163;0;0;3796.319252;;3660.24072
3900;8909678.764;-6505.76546;1298557.729;0;0;0;-0.005009951;1.096835996;2845169.263;1103530.007;5799089.325;0.005809492;0;0;0;0;2.766757472;0;-0.005009951;1.096835996;3.685414889;1.900470146;1.241565615;11.68541489;-3662.634048;696.9760852;0;0;86403.9;2163;0;0;3896.31902;;3664.858793
4000;8909647.575;-5942.268486;1298774.021;0;0;0;-0.004575259;1.096764199;2845239.003;1103599.748;5799455.819;0.005809492;0;0;0;0;2.766858913;0;-0.004575259;1.096764199;3.685185757;1.900899241;1.241517791;11.68518576;-3667.252009;697.8548538;0;0;86404;2163;0;0;3996.318787;;3669.476603
4100;8909616.345;-5378.771032;1298990.306;0;0;0;-0.004140709;1.096692325;2845308.831;1103669.578;5799822.776;0.005809492;0;0;0;0;2.766960484;0;-0.004140709;1.096692325;3.684956378;1.901328193;1.241469917;11.68495638;-3671.86956;698.7335446;0;0;86404.1;2163;0;0;4096.318555;;3674.09394
4200;8909585.076;-4815.273102;1299206.584;0;0;0;-0.003706301;1.096620373;2845378.747;1103739.495;5800190.193;0.005809492;0;0;0;0;2.767062187;0;-0.003706301;1.096620373;3.684726753;1.901757002;1.241421993;11.68472675;-3676.486787;699.6121736;0;0;86404.2;2163;0;0;4196.318321;;3678.711014
4300;8909553.766;-4251.774699;1299422.855;0;0;0;-0.003272037;1.096548344;2845448.75;1103809.5;5800558.073;0.005809492;0;0;0;0;2.767164021;0;-0.003272037;1.096548344;3.684496881;1.902185669;1.241374018;11.68449688;-3681.103656;700.4907347;0;0;86404.3;2163;0;0;4296.318088;;3683.327668
4400;8909522.417;-3688.275823;1299639.119;0;0;0;-0.002837915;1.096476237;2845518.842;1103879.593;5800926.414;0.005809492;0;0;0;0;2.767265986;0;-0.002837915;1.096476237;3.684266762;1.902614192;1.241325992;11.68426676;-3685.720139;701.3692221;0;0;86404.4;2163;0;0;4396.317854;;3687.944006
4500;8909491.027;-3124.776479;1299855.376;0;0;0;-0.002403937;1.096404053;2845589.021;1103949.774;5801295.217;0.005809492;0;0;0;0;2.767368082;0;-0.002403937;1.096404053;3.684036397;1.903042572;1.241277916;11.6840364;-3690.336285;702.2476456;0;0;86404.5;2163;0;0;4496.31762;;3692.559924
4600;8909459.598;-2561.276668;1300071.626;0;0;0;-0.001970102;1.096331793;2845659.288;1104020.043;5801664.481;0.005809492;0;0;0;0;2.767470309;0;-0.001970102;1.096331793;3.683805786;1.903470808;1.24122979;11.68380579;-3694.952037;703.125994;0;0;86404.6;2163;0;0;4596.317386;;3697.175474
4700;8909428.128;-1997.776393;1300287.868;0;0;0;-0.00153641;1.096259455;2845729.643;1104090.399;5802034.207;0.005809492;0;0;0;0;2.767572668;0;-0.00153641;1.096259455;3.683574929;1.903898902;1.241181613;11.68357493;-3699.567451;704.0042779;0;0;86404.7;2163;0;0;4696.317151;;3701.790762
4800;8909396.619;-1434.275656;1300504.104;0;0;0;-0.001102861;1.09618704;2845800.086;1104160.843;5802404.395;0.005809492;0;0;0;0;2.767675157;0;-0.001102861;1.09618704;3.683343826;1.904326851;1.241133386;11.68334383;-3704.182503;704.8824931;0;0;86404.8;2163;0;0;4796.316916;;3706.405576
4900;8909365.07;-870.7744603;1300720.332;0;0;0;-0.000669455;1.096114548;2845870.616;1104231.376;5802775.044;0.005809492;0;0;0;0;2.767777777;0;-0.000669455;1.096114548;3.683112477;1.904754657;1.241085109;11.68311248;-3708.797173;705.7606357;0;0;86404.9;2163;0;0;4896.316681;;3711.020076
5000;8909333.48;-307.2728077;1300936.553;0;0;0;-0.000236194;1.096041979;2845941.235;1104301.995;5803146.154;0.005809492;0;0;0;0;2.767880528;0;-0.000236194;1.096041979;3.682880883;1.90518232;1.241036781;11.68288088;-3713.411514;706.6387156;0;0;86405;2163;0;0;4996.316445;;3715.634154
5100;8909301.851;256.2292992;1301152.767;0;0;0;0.000196925;1.095969334;2846011.941;1104372.703;5803517.726;0.005809492;0;0;0;0;2.767983411;0;0.000196925;1.095969334;3.682649043;1.905609838;1.240988404;11.68264904;-3718.025436;707.5167159;0;0;86405.1;2163;0;0;5096.316209;;3720.24797
5200;8909270.182;819.7318578;1301368.974;0;0;0;0.0006299;1.095896611;2846082.735;1104443.499;5803889.759;0.005809492;0;0;0;0;2.768086424;0;0.0006299;1.095896611;3.682416959;1.906037213;1.240939976;11.68241696;-3722.639031;708.3946536;0;0;86405.2;2163;0;0;5196.315973;;3724.861366
5300;8909238.473;1383.234866;1301585.174;0;0;0;0.001062731;1.095823812;2846153.616;1104514.382;5804262.254;0.005809492;0;0;0;0;2.768189569;0;0.001062731;1.095823812;3.682184629;1.906464444;1.240891498;11.68218463;-3727.252257;709.2725214;0;0;86405.3;2163;0;0;5296.315737;;3729.474394
5400;8909206.724;1946.738321;1301801.367;0;0;0;0.001495418;1.095750936;2846224.586;1104585.353;5804635.21;0.005809492;0;0;0;0;2.768292844;0;0.001495418;1.095750936;3.681952054;1.906891531;1.24084297;11.68195205;-3731.865097;710.1503158;0;0;86405.4;2163;0;0;5396.3155;;3734.087054
5500;8909174.934;2510.24222;1302017.553;0;0;0;0.001927961;1.095677983;2846295.643;1104656.412;5805008.627;0.005809492;0;0;0;0;2.768396251;0;0.001927961;1.095677983;3.681719234;1.907318474;1.240794392;11.68171923;-3736.477615;711.0280488;0;0;86405.5;2163;0;0;5496.315263;;3738.699346
5600;8909143.105;3073.746561;1302233.732;0;0;0;0.00236036;1.095604954;2846366.788;1104727.559;5805382.505;0.005809492;0;0;0;0;2.768499789;0;0.00236036;1.095604954;3.68148617;1.907745272;1.240745763;11.68148617;-3741.089715;711.9057021;0;0;86405.6;2163;0;0;5596.315026;;3743.311323
5700;8909111.236;3637.251342;1302449.903;0;0;0;0.002792616;1.095531848;2846438.021;1104798.793;5805756.845;0.005809492;0;0;0;0;2.768603458;0;0.002792616;1.095531848;3.681252862;1.908171927;1.240697085;11.68125286;-3745.701466;712.7832893;0;0;86405.7;2163;0;0;5696.314788;;3747.922826
5800;8909079.327;4200.756559;1302666.067;0;0;0;0.003224727;1.095458665;2846509.342;1104870.116;5806131.646;0.005809492;0;0;0;0;2.768707258;0;0.003224727;1.095458665;3.681019309;1.908598437;1.240648357;11.68101931;-3750.312868;713.6608098;0;0;86405.8;2163;0;0;5796.31455;;3752.534067
5900;8909047.378;4764.262211;1302882.225;0;0;0;0.003656694;1.095385406;2846580.75;1104941.526;5806506.907;0.005809492;0;0;0;0;2.768811189;0;0.003656694;1.095385406;3.680785512;1.909024803;1.240599579;11.68078551;-3754.92388;714.5382562;0;0;86405.9;2163;0;0;5896.314312;;3757.144888
6000;8909015.389;5327.768295;1303098.375;0;0;0;0.004088516;1.095312071;2846652.246;1105013.023;5806882.63;0.005809492;0;0;0;0;2.768915251;0;0.004088516;1.095312071;3.680551472;1.909451024;1.240550752;11.68055147;-3759.534555;715.4156385;0;0;86406;2163;0;0;5996.314073;;3761.755341
6100;8908983.361;5891.274809;1303314.518;0;0;0;0.004520194;1.095238659;2846723.83;1105084.609;5807258.814;0.005809492;0;0;0;0;2.769019444;0;0.004520194;1.095238659;3.680317187;1.909877101;1.240501874;11.68031719;-3764.144802;716.2929394;0;0;86406.1;2163;0;0;6096.313835;;3766.365426
6200;8908951.292;6454.78175;1303530.654;0;0;0;0.004951728;1.095165171;2846795.502;1105156.282;5807635.459;0.005809492;0;0;0;0;2.769123769;0;0.004951728;1.095165171;3.680082659;1.910303033;1.240452946;11.68008266;-3768.75473;717.1701795;0;0;86406.2;2163;0;0;6196.313595;;3770.975143
6300;8908919.183;7018.289116;1303746.782;0;0;0;0.005383117;1.095091607;2846867.261;1105228.043;5808012.565;0.005809492;0;0;0;0;2.769228224;0;0.005383117;1.095091607;3.679847888;1.910728819;1.240403969;11.67984789;-3773.364282;718.047348;0;0;86406.3;2163;0;0;6296.313356;;3775.584492
6400;8908887.034;7581.796904;1303962.904;0;0;0;0.005814361;1.095017966;2846939.108;1105299.891;5808390.132;0.005809492;0;0;0;0;2.769332811;0;0.005814361;1.095017966;3.679612873;1.911154462;1.240354942;11.67961287;-3777.973445;718.9244425;0;0;86406.4;2163;0;0;6396.313116;;3780.193474
6500;8908854.845;8145.305111;1304179.018;0;0;0;0.006245461;1.094944249;2847011.043;1105371.828;5808768.16;0.005809492;0;0;0;0;2.769437528;0;0.006245461;1.094944249;3.679377615;1.911579959;1.240305866;11.67937761;-3782.582275;719.8014738;0;0;86406.5;2163;0;0;6496.312876;;3784.80214
6600;8908822.617;8708.813736;1304395.126;0;0;0;0.006676416;1.094870456;2847083.065;1105443.852;5809146.649;0.005809492;0;0;0;0;2.769542377;0;0.006676416;1.094870456;3.679142114;1.912005312;1.24025674;11.67914211;-3787.190675;720.6784232;0;0;86406.6;2163;0;0;6596.312636;;3789.410333
6700;8908790.348;9272.322776;1304611.226;0;0;0;0.007107226;1.094796587;2847155.175;1105515.963;5809525.598;0.005809492;0;0;0;0;2.769647357;0;0.007107226;1.094796587;3.67890637;1.912430519;1.240207564;11.67890637;-3791.798751;721.5553108;0;0;86406.7;2163;0;0;6696.312396;;3794.018211
6800;8908758.039;9835.832228;1304827.319;0;0;0;0.007537891;1.094722642;2847227.373;1105588.163;5809905.008;0.005809492;0;0;0;0;2.769752468;0;0.007537891;1.094722642;3.678670384;1.912855581;1.240158338;11.67867038;-3796.40645;722.4321268;0;0;86406.8;2163;0;0;6796.312155;;3798.625668
6900;8908725.691;10399.34209;1305043.405;0;0;0;0.007968411;1.094648621;2847299.658;1105660.45;5810284.879;0.005809492;0;0;0;0;2.76985771;0;0.007968411;1.094648621;3.678434155;1.913280498;1.240109064;11.67843416;-3801.013751;723.308867;0;0;86406.9;2163;0;0;6896.311914;;3803.232863
7000;8908693.302;10962.85236;1305259.484;0;0;0;0.008398786;1.094574525;2847372.031;1105732.824;5810665.211;0.005809492;0;0;0;0;2.769963083;0;0.008398786;1.094574525;3.678197684;1.913705269;1.240059739;11.67819768;-3805.620718;724.1855437;0;0;86407;2163;0;0;6996.311672;;3807.839585
7100;8908660.874;11526.36303;1305475.556;0;0;0;0.008829015;1.094500352;2847444.492;1105805.287;5811046.003;0.005809492;0;0;0;0;2.770068588;0;0.008829015;1.094500352;3.677960971;1.914129896;1.240010365;11.67796097;-3810.227263;725.06214;0;0;86407.1;2163;0;0;7096.311431;;3812.445939
7200;8908628.405;12089.87411;1305691.62;0;0;0;0.009259099;1.094426103;2847517.041;1105877.837;5811427.256;0.005809492;0;0;0;0;2.770174223;0;0.009259099;1.094426103;3.677724016;1.914554376;1.239960942;11.67772402;-3814.833465;725.9386712;0;0;86407.2;2163;0;0;7196.311189;;3817.051977
7300;8908595.897;12653.38559;1305907.678;0;0;0;0.009689038;1.094351779;2847589.677;1105950.475;5811808.97;0.005809492;0;0;0;0;2.77027999;0;0.009689038;1.094351779;3.677486819;1.914978712;1.239911469;11.67748682;-3819.439304;726.8151332;0;0;86407.3;2163;0;0;7296.310946;;3821.657595
7400;8908563.348;13216.89746;1306123.728;0;0;0;0.010118832;1.094277379;2847662.4;1106023.2;5812191.144;0.005809492;0;0;0;0;2.770385888;0;0.010118832;1.094277379;3.67724938;1.915402901;1.239861947;11.67724938;-3824.044753;727.6915211;0;0;86407.4;2163;0;0;7396.310704;;3826.262846
7500;8908530.76;13780.40973;1306339.771;0;0;0;0.01054848;1.094202903;2847735.212;1106096.013;5812573.779;0.005809492;0;0;0;0;2.770491916;0;0.01054848;1.094202903;3.6770117;1.915826945;1.239812376;11.6770117;-3828.649844;728.5678406;0;0;86407.5;2163;0;0;7496.310461;;3830.867728
7600;8908498.132;14343.92239;1306555.807;0;0;0;0.010977982;1.094128351;2847808.111;1106168.913;5812956.874;0.005809492;0;0;0;0;2.770598076;0;0.010977982;1.094128351;3.676773779;1.916250843;1.239762756;11.67677378;-3833.25451;729.4440795;0;0;86407.6;2163;0;0;7596.310218;;3835.472243
7700;8908465.464;14907.43544;1306771.836;0;0;0;0.011407339;1.094053724;2847881.097;1106241.902;5813340.43;0.005809492;0;0;0;0;2.770704368;0;0.011407339;1.094053724;3.676535616;1.916674594;1.239713086;11.67653562;-3837.858859;730.3202579;0;0;86407.7;2163;0;0;7696.309974;;3840.07639
7800;8908432.755;15470.94888;1306987.858;0;0;0;0.011836549;1.093979022;2847954.172;1106314.977;5813724.446;0.005809492;0;0;0;0;2.77081079;0;0.011836549;1.093979022;3.676297212;1.917098201;1.239663367;11.67629721;-3842.462817;731.1963619;0;0;86407.8;2163;0;0;7796.30973;;3844.680168
7900;8908400.007;16034.46271;1307203.873;0;0;0;0.012265614;1.093904244;2848027.333;1106388.141;5814108.923;0.005809492;0;0;0;0;2.770917343;0;0.012265614;1.093904244;3.676058568;1.917521661;1.239613599;11.67605857;-3847.066385;732.0723919;0;0;86407.9;2163;0;0;7896.309486;;3849.283527
8000;8908367.219;16597.97692;1307419.88;0;0;0;0.012694533;1.093829391;2848100.583;1106461.392;5814493.859;0.005809492;0;0;0;0;2.771024028;0;0.012694533;1.093829391;3.675819682;1.917944975;1.239563781;11.67581968;-3851.669608;732.9483562;0;0;86408;2163;0;0;7996.309242;;3853.886518
8100;8908334.391;17161.49151;1307635.881;0;0;0;0.013123306;1.093754462;2848173.92;1106534.731;5814879.256;0.005809492;0;0;0;0;2.771130844;0;0.013123306;1.093754462;3.675580557;1.918368143;1.239513915;11.67558056;-3856.2724;733.8242383;0;0;86408.1;2163;0;0;8096.308997;;3858.489141
8200;8908301.523;17725.00647;1307851.874;0;0;0;0.013551933;1.093679458;2848247.344;1106608.157;5815265.114;0.005809492;0;0;0;0;2.771237791;0;0.013551933;1.093679458;3.675341191;1.918791163;1.239464;11.67534119;-3860.874851;734.7000556;0;0;86408.2;2163;0;0;8196.308753;;3863.091395
8300;8908268.615;18288.52181;1308067.86;0;0;0;0.013980414;1.093604378;2848320.857;1106681.671;5815651.431;0.005809492;0;0;0;0;2.771344869;0;0.013980414;1.093604378;3.675101584;1.91921404;1.239414035;11.67510158;-3865.476934;735.575803;0;0;86408.3;2163;0;0;8296.308507;;3867.693283
8400;8908235.667;18852.03753;1308283.839;0;0;0;0.014408749;1.093529224;2848394.456;1106755.272;5816038.209;0.005809492;0;0;0;0;2.771452078;0;0.014408749;1.093529224;3.674861738;1.919636768;1.239364022;11.67486174;-3870.078607;736.4514722;0;0;86408.4;2163;0;0;8396.308262;;3872.294749
8500;8908202.679;19415.55361;1308499.811;0;0;0;0.014836937;1.093453994;2848468.144;1106828.961;5816425.447;0.005809492;0;0;0;0;2.771559419;0;0.014836937;1.093453994;3.674621652;1.92005935;1.23931396;11.67462165;-3874.679933;737.3270754;0;0;86408.5;2163;0;0;8496.308016;;3876.895848
8600;8908169.651;19979.07006;1308715.775;0;0;0;0.015264979;1.093378689;2848541.919;1106902.737;5816813.145;0.005809492;0;0;0;0;2.77166689;0;0.015264979;1.093378689;3.674381326;1.920481786;1.239263848;11.67438133;-3879.280836;738.2025981;0;0;86408.6;2163;0;0;8596.30777;;3881.496632
8700;8908136.583;20542.58688;1308931.733;0;0;0;0.015692874;1.093303309;2848615.781;1106976.601;5817201.303;0.005809492;0;0;0;0;2.771774493;0;0.015692874;1.093303309;3.67414076;1.920904074;1.239213688;11.67414076;-3883.8814;739.0780563;0;0;86408.7;2163;0;0;8696.307524;;3886.096942
