Elapsed Time (ms);ECEF X (m);ECEF Y (m);ECEF Z (m);ECEF Error X (m);ECEF Error Y (m);ECEF Error Z (m);Body Azimuth (rad);Body Elevation (rad);Range (m);PSR (m);ADR;Clock Correction (s);Clock Noise (m);Delta Af0 (s);Delta Af1 (s/s);Iono Correction (m);Tropo Correction (m);PSR Offset (m);Receiver Antenna Azimuth (rad);Receiver Antenna Elevation (rad);Receiver Antenna Gain (dBi);SV Antenna Azimuth (rad);SV Antenna Elevation (rad);Relative Power Level (incl. Receiver Antenna gain) (dB);Doppler Frequency (Hz);PSR Change Rate (m/s);Receiver Carrier Phase Offset (rad);Satellite Carrier Phase Offset (rad);GPS TOW;GPS Week Number;SBAS t0;Calibration offset (m);PSR satellite time (ms);;;Doppler
8900;8597692.237;1209422.53;-2010159.862;0;0;0;2.599957204;0.757721684;3229527.826;3310606.823;17397356.28;-0.000270438;0;0;0;0;3.577345355;0;2.599957204;0.757721684;0.495708809;-1.168227948;1.024094675;8.495708809;8096.943756;-1540.797166;0;0;86408.9;2163;0;0;8888.957004;;;-8094.856636
9000;8597770.621;1209758.79;-2009623.425;0;0;0;2.599716468;0.757800231;3229373.786;3310452.783;17396546.79;-0.000270438;0;0;0;0;3.577050147;0;2.599716468;0.757800231;0.496352045;-1.168458552;1.024139921;8.496352045;8092.788369;-1540.006422;0;0;86409;2163;0;0;8988.957518;;;-8090.705158
9100;8597848.962;1210095.043;-2009086.975;0;0;0;2.599475673;0.757878749;3229219.825;3310298.822;17395737.72;-0.000270438;0;0;0;0;3.576755116;0;2.599475673;0.757878749;0.49699505;-1.168689212;1.024185154;8.49699505;8088.632196;-1539.215528;0;0;86409.1;2163;0;0;9088.958032;;;-8086.55368
9200;8597927.26;1210431.288;-2008550.515;0;0;0;2.59923482;0.75795724;3229065.943;3310144.94;17394929.06;-0.000270438;0;0;0;0;3.576460261;0;2.59923482;0.75795724;0.497637824;-1.168919932;1.024230374;8.497637824;8084.475487;-1538.424533;0;0;86409.2;2163;0;0;9188.958545;;;-8082.402202
9300;8598005.515;1210767.524;-2008014.043;0;0;0;2.598993909;0.758035702;3228912.14;3309991.137;17394120.82;-0.000270438;0;0;0;0;3.576165583;0;2.598993909;0.758035702;0.498280366;-1.169150711;1.024275579;8.498280366;8080.317998;-1537.633389;0;0;86409.3;2163;0;0;9288.959058;;;-8078.198173
9400;8598083.727;1211103.753;-2007477.56;0;0;0;2.598752939;0.758114136;3228758.417;3309837.413;17393313;-0.000270438;0;0;0;0;3.575871081;0;2.598752939;0.758114136;0.498922677;-1.169381549;1.024320771;8.498922677;8076.15994;-1536.842137;0;0;86409.4;2163;0;0;9388.959571;;;-8074.099246
9500;8598161.896;1211439.974;-2006941.066;0;0;0;2.598511911;0.758192541;3228604.772;3309683.768;17392505.59;-0.000270438;0;0;0;0;3.575576755;0;2.598511911;0.758192541;0.499564756;-1.169612447;1.024365949;8.499564756;8072.001279;-1536.05077;0;0;86409.5;2163;0;0;9488.960083;;;-8069.895217
9600;8598240.021;1211776.187;-2006404.56;0;0;0;2.598270825;0.758270919;3228451.207;3309530.203;17391698.6;-0.000270438;0;0;0;0;3.575282606;0;2.598270825;0.758270919;0.500206603;-1.169843401;1.024411113;8.500206603;8067.841852;-1535.259258;0;0;86409.6;2163;0;0;9588.960596;;;-8065.79629
9700;8598318.104;1212112.392;-2005868.043;0;0;0;2.59802968;0.758349268;3228297.72;3309376.716;17390892.02;-0.000270438;0;0;0;0;3.574988634;0;2.59802968;0.758349268;0.500848219;-1.170074416;1.024456263;8.500848219;8063.681884;-1534.467642;0;0;86409.7;2163;0;0;9688.961107;;;-8061.592261
9800;8598396.144;1212448.59;-2005331.515;0;0;0;2.597788477;0.758427588;3228144.313;3309223.309;17390085.86;-0.000270438;0;0;0;0;3.574694837;0;2.597788477;0.758427588;0.501489602;-1.17030549;1.0245014;8.501489602;8059.521162;-1533.675883;0;0;86409.8;2163;0;0;9788.961619;;;-8057.440783
9900;8598474.14;1212784.779;-2004794.976;0;0;0;2.597547216;0.75850588;3227990.985;3309069.981;17389280.12;-0.000270438;0;0;0;0;3.574401218;0;2.597547216;0.75850588;0.502130753;-1.170536622;1.024546523;8.502130753;8055.359841;-1532.88401;0;0;86409.9;2163;0;0;9888.962131;;;-8053.236755
10000;8598552.094;1213120.961;-2004258.425;0;0;0;2.597305896;0.758584144;3227837.737;3308916.732;17388474.79;-0.000270438;0;0;0;0;3.574107774;0;2.597305896;0.758584144;0.502771672;-1.170767812;1.024591632;8.502771672;8051.197936;-1532.092026;0;0;86410;2163;0;0;9988.962642;;;-8049.137827
10100;8598630.004;1213457.134;-2003721.863;0;0;0;2.597064518;0.75866238;3227684.567;3308763.563;17387669.88;-0.000270438;0;0;0;0;3.573814507;0;2.597064518;0.75866238;0.503412358;-1.170999061;1.024636727;8.503412358;8047.035251;-1531.299893;0;0;86410.1;2163;0;0;10088.96315;;;-8044.933799
10200;8598707.871;1213793.3;-2003185.289;0;0;0;2.596823082;0.758740587;3227531.477;3308610.472;17386865.38;-0.000270438;0;0;0;0;3.573521416;0;2.596823082;0.758740587;0.504052811;-1.17123037;1.024681808;8.504052811;8042.872042;-1530.507661;0;0;86410.2;2163;0;0;10188.96366;;;-8040.782321
10300;8598785.696;1214129.458;-2002648.704;0;0;0;2.596581587;0.758818765;3227378.466;3308457.461;17386061.31;-0.000270438;0;0;0;0;3.573228501;0;2.596581587;0.758818765;0.504693031;-1.171461737;1.024726875;8.504693031;8038.708082;-1529.715285;0;0;86410.3;2163;0;0;10288.96417;;;-8036.630843
10400;8598863.477;1214465.607;-2002112.108;0;0;0;2.596340035;0.758896915;3227225.534;3308304.529;17385257.64;-0.000270438;0;0;0;0;3.572935763;0;2.596340035;0.758896915;0.505333018;-1.171693163;1.024771929;8.505333018;8034.543517;-1528.922795;0;0;86410.4;2163;0;0;10388.96468;;;-8032.479365
10500;8598941.215;1214801.749;-2001575.501;0;0;0;2.596098423;0.758975037;3227072.681;3308151.677;17384454.4;-0.000270439;0;0;0;0;3.572643201;0;2.596098423;0.758975037;0.505972771;-1.171924648;1.024816968;8.505972771;8030.378354;-1528.130191;0;0;86410.5;2163;0;0;10488.96519;;;-8028.275336
10600;8599018.91;1215137.883;-2001038.883;0;0;0;2.595856754;0.75905313;3226919.908;3307998.903;17383651.57;-0.000270439;0;0;0;0;3.572350815;0;2.595856754;0.75905313;0.506612291;-1.172156191;1.024861994;8.506612291;8026.21244;-1527.337444;0;0;86410.6;2163;0;0;10588.9657;;;-8024.123858
10700;8599096.562;1215474.01;-2000502.253;0;0;0;2.595615026;0.759131194;3226767.214;3307846.209;17382849.15;-0.000270439;0;0;0;0;3.572058605;0;2.595615026;0.759131194;0.507251578;-1.172387793;1.024907006;8.507251578;8022.045995;-1526.544596;0;0;86410.7;2163;0;0;10688.96621;;;-8019.97238
10800;8599174.171;1215810.128;-1999965.612;0;0;0;2.59537324;0.75920923;3226614.599;3307693.594;17382047.16;-0.000270439;0;0;0;0;3.571766572;0;2.59537324;0.75920923;0.507890631;-1.172619455;1.024952003;8.507890631;8017.878779;-1525.751601;0;0;86410.8;2163;0;0;10788.96672;;;-8015.768352
10900;8599251.737;1216146.238;-1999428.959;0;0;0;2.595131396;0.759287238;3226462.064;3307541.059;17381245.58;-0.000270439;0;0;0;0;3.571474715;0;2.595131396;0.759287238;0.508529449;-1.172851175;1.024996987;8.508529449;8013.710972;-1524.958494;0;0;86410.9;2163;0;0;10888.96723;;;-8011.616874
11000;8599329.259;1216482.34;-1998892.296;0;0;0;2.594889493;0.759365217;3226309.608;3307388.603;17380444.42;-0.000270439;0;0;0;0;3.571183034;0;2.594889493;0.759365217;0.509168034;-1.173082954;1.025041957;8.509168034;8009.54259;-1524.165277;0;0;86411;2163;0;0;10988.96774;;;-8007.465396
11100;8599406.739;1216818.435;-1998355.621;0;0;0;2.594647532;0.759443167;3226157.231;3307236.226;17379643.67;-0.000270439;0;0;0;0;3.570891528;0;2.594647532;0.759443167;0.509806384;-1.173314792;1.025086913;8.509806384;8005.373426;-1523.371911;0;0;86411.1;2163;0;0;11088.96825;;;-8003.261368
11200;8599484.176;1217154.521;-1997818.935;0;0;0;2.594405513;0.759521089;3226004.934;3307083.928;17378843.34;-0.000270439;0;0;0;0;3.5706002;0;2.594405513;0.759521089;0.5104445;-1.173546688;1.025131854;8.5104445;8001.203741;-1522.578447;0;0;86411.2;2163;0;0;11188.96876;;;-7999.10989
11300;8599561.569;1217490.6;-1997282.237;0;0;0;2.594163435;0.759598981;3225852.716;3306931.71;17378043.43;-0.000270439;0;0;0;0;3.570309047;0;2.594163435;0.759598981;0.511082381;-1.173778642;1.025176782;8.511082381;7997.033293;-1521.784837;0;0;86411.3;2163;0;0;11288.96926;;;-7994.958412
11400;8599638.92;1217826.671;-1996745.529;0;0;0;2.5939213;0.759676846;3225700.577;3306779.571;17377243.93;-0.000270439;0;0;0;0;3.57001807;0;2.5939213;0.759676846;0.511720028;-1.174010656;1.025221696;8.511720028;7992.862267;-1520.991117;0;0;86411.4;2163;0;0;11388.96977;;;-7990.806934
11500;8599716.227;1218162.734;-1996208.809;0;0;0;2.593679106;0.759754681;3225548.517;3306627.512;17376444.86;-0.000270439;0;0;0;0;3.569727269;0;2.593679106;0.759754681;0.512357439;-1.174242729;1.025266595;8.512357439;7988.690628;-1520.19728;0;0;86411.5;2163;0;0;11488.97028;;;-7986.550355
11600;8599793.491;1218498.788;-1995672.078;0;0;0;2.593436853;0.759832488;3225396.538;3306475.532;17375646.2;-0.000270439;0;0;0;0;3.569436644;0;2.593436853;0.759832488;0.512994615;-1.17447486;1.025311481;8.512994615;7984.518256;-1519.403304;0;0;86411.6;2163;0;0;11588.97078;;;-7982.451427
11700;8599870.713;1218834.835;-1995135.335;0;0;0;2.593194543;0.759910266;3225244.637;3306323.631;17374847.95;-0.000270439;0;0;0;0;3.569146196;0;2.593194543;0.759910266;0.513631556;-1.174707049;1.025356352;8.513631556;7980.345323;-1518.609222;0;0;86411.7;2163;0;0;11688.97129;;;-7978.247399
11800;8599947.891;1219170.874;-1994598.582;0;0;0;2.592952174;0.759988016;3225092.816;3306171.81;17374050.13;-0.000270439;0;0;0;0;3.568855923;0;2.592952174;0.759988016;0.514268262;-1.174939299;1.02540121;8.514268262;7976.171654;-1517.814999;0;0;86411.8;2163;0;0;11788.9718;;;-7974.095921
11900;8600025.026;1219506.905;-1994061.817;0;0;0;2.592709747;0.760065736;3224941.074;3306020.068;17373252.72;-0.000270439;0;0;0;0;3.568565826;0;2.592709747;0.760065736;0.514904732;-1.175171606;1.025446053;8.514904732;7971.997398;-1517.020664;0;0;86411.9;2163;0;0;11888.9723;;;-7969.891892
12000;8600102.118;1219842.929;-1993525.041;0;0;0;2.592467262;0.760143428;3224789.412;3305868.406;17372455.73;-0.000270439;0;0;0;0;3.568275905;0;2.592467262;0.760143428;0.515540966;-1.175403973;1.025490882;8.515540966;7967.822531;-1516.226214;0;0;86412;2163;0;0;11988.97281;;;-7965.740414
12100;8600179.167;1220178.944;-1992988.254;0;0;0;2.592224718;0.760221091;3224637.829;3305716.823;17371659.15;-0.000270439;0;0;0;0;3.567986161;0;2.592224718;0.760221091;0.516176964;-1.175636398;1.025535697;8.516176964;7963.646924;-1515.431622;0;0;86412.1;2163;0;0;12088.97332;;;-7961.536386
12200;8600256.173;1220514.951;-1992451.455;0;0;0;2.591982117;0.760298725;3224486.326;3305565.32;17370863;-0.000270439;0;0;0;0;3.567696592;0;2.591982117;0.760298725;0.516812725;-1.175868882;1.025580498;8.516812725;7959.470779;-1514.636928;0;0;86412.2;2163;0;0;12188.97382;;;-7957.384908
12300;8600333.135;1220850.951;-1991914.645;0;0;0;2.591739457;0.760376331;3224334.902;3305413.896;17370067.26;-0.000270439;0;0;0;0;3.567407198;0;2.591739457;0.760376331;0.517448251;-1.176101424;1.025625285;8.517448251;7955.293886;-1513.842092;0;0;86412.3;2163;0;0;12288.97433;;;-7953.23343
12400;8600410.055;1221186.942;-1991377.824;0;0;0;2.591496739;0.760453907;3224183.557;3305262.551;17369271.94;-0.000270439;0;0;0;0;3.567117981;0;2.591496739;0.760453907;0.51808354;-1.176334024;1.025670057;8.51808354;7951.116393;-1513.047141;0;0;86412.4;2163;0;0;12388.97483;;;-7948.976851
12500;8600486.932;1221522.925;-1990840.992;0;0;0;2.591253962;0.760531454;3224032.293;3305111.286;17368477.04;-0.000270439;0;0;0;0;3.56682894;0;2.591253962;0.760531454;0.518718593;-1.176566685;1.025714815;8.518718593;7946.938308;-1512.252078;0;0;86412.5;2163;0;0;12488.97534;;;-7944.877924
12600;8600563.765;1221858.901;-1990304.149;0;0;0;2.591011128;0.760608973;3223881.107;3304960.101;17367682.55;-0.000270439;0;0;0;0;3.566540074;0;2.591011128;0.760608973;0.519353408;-1.176799403;1.025759559;8.519353408;7942.759483;-1511.456874;0;0;86412.6;2163;0;0;12588.97584;;;-7940.673895
12700;8600640.556;1222194.869;-1989767.294;0;0;0;2.590768235;0.760686463;3223730.001;3304808.995;17366888.49;-0.000270439;0;0;0;0;3.566251384;0;2.590768235;0.760686463;0.519987987;-1.17703218;1.025804289;8.519987987;7938.580109;-1510.661566;0;0;86412.7;2163;0;0;12688.97634;;;-7936.469867
12800;8600717.303;1222530.828;-1989230.428;0;0;0;2.590525284;0.760763923;3223578.975;3304657.969;17366094.84;-0.000270439;0;0;0;0;3.56596287;0;2.590525284;0.760763923;0.520622328;-1.177265016;1.025849005;8.520622328;7934.399983;-1509.866114;0;0;86412.8;2163;0;0;12788.97685;;;-7932.318389
12900;8600794.007;1222866.78;-1988693.551;0;0;0;2.590282274;0.760841355;3223428.028;3304507.022;17365301.61;-0.000270439;0;0;0;0;3.565674532;0;2.590282274;0.760841355;0.521256433;-1.17749791;1.025893706;8.521256433;7930.219293;-1509.070555;0;0;86412.9;2163;0;0;12888.97735;;;-7928.11436
13000;8600870.668;1223202.724;-1988156.663;0;0;0;2.590039207;0.760918758;3223277.161;3304356.154;17364508.79;-0.000270439;0;0;0;0;3.56538637;0;2.590039207;0.760918758;0.521890299;-1.177730865;1.025938393;8.521890299;7926.037999;-1508.274882;0;0;86413;2163;0;0;12988.97785;;;-7923.962882
13100;8600947.287;1223538.66;-1987619.764;0;0;0;2.589796081;0.760996132;3223126.373;3304205.367;17363716.4;-0.000270439;0;0;0;0;3.565098383;0;2.589796081;0.760996132;0.522523928;-1.177963875;1.025983065;8.522523928;7921.855938;-1507.479062;0;0;86413.1;2163;0;0;13088.97836;;;-7919.758854
13200;8601023.862;1223874.588;-1987082.853;0;0;0;2.589552898;0.761073476;3222975.665;3304054.659;17362924.42;-0.000270439;0;0;0;0;3.564810572;0;2.589552898;0.761073476;0.52315732;-1.178196947;1.026027724;8.52315732;7917.673367;-1506.683145;0;0;86413.2;2163;0;0;13188.97886;;;-7915.554826
13300;8601100.393;1224210.508;-1986545.931;0;0;0;2.589309656;0.761150792;3222825.037;3303904.03;17362132.86;-0.000270439;0;0;0;0;3.564522936;0;2.589309656;0.761150792;0.523790473;-1.178430076;1.026072368;8.523790473;7913.490032;-1505.887083;0;0;86413.3;2163;0;0;13288.97936;;;-7911.403348
13400;8601176.882;1224546.42;-1986008.998;0;0;0;2.589066355;0.761228078;3222674.488;3303753.481;17361341.72;-0.000270439;0;0;0;0;3.564235477;0;2.589066355;0.761228078;0.524423388;-1.178663264;1.026116998;8.524423388;7909.306103;-1505.090908;0;0;86413.4;2163;0;0;13388.97986;;;-7907.199319
13500;8601253.328;1224882.324;-1985472.054;0;0;0;2.588822997;0.761305336;3222524.019;3303603.012;17360551;-0.000270439;0;0;0;0;3.563948192;0;2.588822997;0.761305336;0.525056065;-1.178896512;1.026161613;8.525056065;7905.121605;-1504.294624;0;0;86413.5;2163;0;0;13488.98037;;;-7903.047841
13600;8601329.731;1225218.22;-1984935.099;0;0;0;2.58857958;0.761382564;3222373.629;3303452.622;17359760.7;-0.000270439;0;0;0;0;3.563661084;0;2.58857958;0.761382564;0.525688503;-1.179129816;1.026206214;8.525688503;7900.936339;-1503.498195;0;0;86413.6;2163;0;0;13588.98087;;;-7898.791262
13700;8601406.09;1225554.108;-1984398.132;0;0;0;2.588336106;0.761459763;3222223.32;3303302.312;17358970.81;-0.000270439;0;0;0;0;3.563374151;0;2.588336106;0.761459763;0.526320703;-1.17936318;1.0262508;8.526320703;7896.750553;-1502.701666;0;0;86413.7;2163;0;0;13688.98137;;;-7894.692335
13800;8601482.407;1225889.989;-1983861.154;0;0;0;2.588092573;0.761536933;3222073.089;3303152.082;17358181.35;-0.000270439;0;0;0;0;3.563087394;0;2.588092573;0.761536933;0.526952664;-1.179596603;1.026295373;8.526952664;7892.564003;-1501.904992;0;0;86413.8;2163;0;0;13788.98187;;;-7890.435756
13900;8601558.68;1226225.861;-1983324.165;0;0;0;2.587848982;0.761614074;3221922.939;3303001.931;17357392.3;-0.000270439;0;0;0;0;3.562800812;0;2.587848982;0.761614074;0.527584386;-1.179830084;1.02633993;8.527584386;7888.376891;-1501.108211;0;0;86413.9;2163;0;0;13888.98237;;;-7886.284278
14000;8601634.91;1226561.725;-1982787.165;0;0;0;2.587605333;0.761691186;3221772.868;3302851.86;17356603.67;-0.000270439;0;0;0;0;3.562514406;0;2.587605333;0.761691186;0.528215868;-1.180063625;1.026384474;8.528215868;7884.18916;-1500.311312;0;0;86414;2163;0;0;13988.98287;;;-7882.08025
14100;8601711.098;1226897.582;-1982250.154;0;0;0;2.587361625;0.761768268;3221622.877;3302701.869;17355815.46;-0.000270439;0;0;0;0;3.562228175;0;2.587361625;0.761768268;0.528847112;-1.180297222;1.026429003;8.528847112;7880.0007;-1499.514275;0;0;86414.1;2163;0;0;14088.98337;;;-7877.928772
14200;8601787.242;1227233.43;-1981713.132;0;0;0;2.58711786;0.761845321;3221472.965;3302551.958;17355027.67;-0.000270439;0;0;0;0;3.56194212;0;2.58711786;0.761845321;0.529478116;-1.180530881;1.026473517;8.529478116;7875.811704;-1498.717136;0;0;86414.2;2163;0;0;14188.98387;;;-7873.724743
14300;8601863.343;1227569.271;-1981176.098;0;0;0;2.586874036;0.761922345;3221323.133;3302402.126;17354240.3;-0.000270439;0;0;0;0;3.56165624;0;2.586874036;0.761922345;0.53010888;-1.180764595;1.026518017;8.53010888;7871.621961;-1497.919854;0;0;86414.3;2163;0;0;14288.98437;;;-7869.520715
14400;8601939.401;1227905.103;-1980639.053;0;0;0;2.586630155;0.76199934;3221173.381;3302252.374;17353453.35;-0.000270439;0;0;0;0;3.561370536;0;2.586630155;0.76199934;0.530739405;-1.18099837;1.026562502;8.530739405;7867.431637;-1497.122462;0;0;86414.4;2163;0;0;14388.98487;;;-7865.316687
14500;8602015.416;1228240.928;-1980101.998;0;0;0;2.586386215;0.762076305;3221023.709;3302102.701;17352666.82;-0.000270439;0;0;0;0;3.561085007;0;2.586386215;0.762076305;0.531369689;-1.181232205;1.026606973;8.531369689;7863.24072;-1496.324957;0;0;86414.5;2163;0;0;14488.98537;;;-7861.165208
14600;8602091.387;1228576.744;-1979564.93;0;0;0;2.586142217;0.762153241;3220874.116;3301953.109;17351880.7;-0.000270439;0;0;0;0;3.560799654;0;2.586142217;0.762153241;0.531999733;-1.181466094;1.02665143;8.531999733;7859.049045;-1495.527308;0;0;86414.6;2163;0;0;14588.98587;;;-7856.90863
14700;8602167.316;1228912.553;-1979027.852;0;0;0;2.585898161;0.762230148;3220724.604;3301803.596;17351095.01;-0.000270439;0;0;0;0;3.560514476;0;2.585898161;0.762230148;0.532629537;-1.181700047;1.026695872;8.532629537;7854.856853;-1494.72956;0;0;86414.7;2163;0;0;14688.98637;;;-7852.757152
14800;8602243.202;1229248.354;-1978490.763;0;0;0;2.585654046;0.762307025;3220575.171;3301654.163;17350309.73;-0.000270439;0;0;0;0;3.560229474;0;2.585654046;0.762307025;0.533259101;-1.181934054;1.026740299;8.533259101;7850.663919;-1493.931671;0;0;86414.8;2163;0;0;14788.98687;;;-7848.605674
14900;8602319.044;1229584.146;-1977953.662;0;0;0;2.585409874;0.762383873;3220425.817;3301504.809;17349524.87;-0.000270439;0;0;0;0;3.559944646;0;2.585409874;0.762383873;0.533888424;-1.182168121;1.026784712;8.533888424;7846.470384;-1493.133668;0;0;86414.9;2163;0;0;14888.98737;;;-7844.349095
15000;8602394.843;1229919.931;-1977416.551;0;0;0;2.585165644;0.762460691;3220276.544;3301355.536;17348740.44;-0.000270439;0;0;0;0;3.559659995;0;2.585165644;0.762460691;0.534517506;-1.182402249;1.02682911;8.534517506;7842.276275;-1492.335555;0;0;86415;2163;0;0;14988.98786;;;-7840.145067
15100;8602470.6;1230255.708;-1976879.428;0;0;0;2.584921355;0.76253748;3220127.351;3301206.342;17347956.42;-0.000270439;0;0;0;0;3.559375518;0;2.584921355;0.76253748;0.535146347;-1.182636432;1.026873494;8.535146347;7838.081419;-1491.537301;0;0;86415.1;2163;0;0;15088.98836;;;-7835.993589
15200;8602546.313;1230591.477;-1976342.294;0;0;0;2.584677009;0.76261424;3219978.237;3301057.228;17347172.82;-0.000270439;0;0;0;0;3.559091217;0;2.584677009;0.76261424;0.535774947;-1.182870677;1.026917863;8.535774947;7833.88603;-1490.738945;0;0;86415.2;2163;0;0;15188.98886;;;-7831.78956
15300;8602621.983;1230927.238;-1975805.149;0;0;0;2.584432604;0.76269097;3219829.203;3300908.194;17346389.64;-0.000270439;0;0;0;0;3.558807091;0;2.584432604;0.76269097;0.536403305;-1.183104977;1.026962217;8.536403305;7829.689892;-1489.940446;0;0;86415.3;2163;0;0;15288.98936;;;-7827.585532
15400;8602697.61;1231262.991;-1975267.993;0;0;0;2.584188141;0.762767671;3219680.249;3300759.24;17345606.88;-0.000270439;0;0;0;0;3.55852314;0;2.584188141;0.762767671;0.537031422;-1.183339338;1.027006557;8.537031422;7825.493181;-1489.141839;0;0;86415.4;2163;0;0;15388.98985;;;-7823.381503
15500;8602773.194;1231598.735;-1974730.826;0;0;0;2.58394362;0.762844342;3219531.375;3300610.366;17344824.54;-0.000270439;0;0;0;0;3.558239365;0;2.58394362;0.762844342;0.537659298;-1.183573757;1.027050882;8.537659298;7821.295878;-1488.343119;0;0;86415.5;2163;0;0;15488.99035;;;-7819.230025
15600;8602848.735;1231934.472;-1974193.647;0;0;0;2.583699041;0.762920983;3219382.58;3300461.572;17344042.62;-0.000270439;0;0;0;0;3.557955765;0;2.583699041;0.762920983;0.538286931;-1.183808234;1.027095192;8.538286931;7817.097833;-1487.544257;0;0;86415.6;2163;0;0;15588.99085;;;-7814.973447
15700;8602924.232;1232270.201;-1973656.458;0;0;0;2.583454404;0.762997595;3219233.866;3300312.857;17343261.12;-0.000270439;0;0;0;0;3.55767234;0;2.583454404;0.762997595;0.538914323;-1.184042772;1.027139488;8.538914323;7812.899246;-1486.745293;0;0;86415.7;2163;0;0;15688.99134;;;-7810.821969
15800;8602999.687;1232605.922;-1973119.257;0;0;0;2.583209709;0.763074178;3219085.231;3300164.223;17342480.04;-0.000270439;0;0;0;0;3.55738909;0;2.583209709;0.763074178;0.539541472;-1.184277365;1.027183769;8.539541472;7808.699934;-1485.94619;0;0;86415.8;2163;0;0;15788.99184;;;-7806.56539
15900;8603075.099;1232941.635;-1972582.045;0;0;0;2.582964956;0.763150731;3218936.677;3300015.668;17341699.38;-0.000270439;0;0;0;0;3.557106015;0;2.582964956;0.763150731;0.540168379;-1.184512018;1.027228036;8.540168379;7804.500029;-1485.146975;0;0;86415.9;2163;0;0;15888.99233;;;-7802.413912
16000;8603150.467;1233277.34;-1972044.822;0;0;0;2.582720145;0.763227254;3218788.202;3299867.193;17340919.14;-0.000270439;0;0;0;0;3.556823116;0;2.582720145;0.763227254;0.540795044;-1.184746731;1.027272287;8.540795044;7800.299534;-1484.347647;0;0;86416;2163;16;0;15988.99283;;;-7798.157333
16100;8603225.792;1233613.038;-1971507.588;0;0;0;2.582475276;0.763303748;3218639.808;3299718.799;17340139.32;-0.000270439;0;0;0;0;3.556540391;0;2.582475276;0.763303748;0.541421466;-1.1849815;1.027316524;8.541421466;7796.098308;-1483.54818;0;0;86416.1;2163;16;0;16088.99332;;;-7794.005855
16200;8603301.074;1233948.727;-1970970.343;0;0;0;2.582230348;0.763380211;3218491.493;3299570.484;17339359.92;-0.000270439;0;0;0;0;3.556257842;0;2.582230348;0.763380211;0.542047645;-1.18521633;1.027360746;8.542047645;7791.896551;-1482.748613;0;0;86416.2;2163;16;0;16188.99382;;;-7789.801827
16300;8603376.313;1234284.408;-1970433.087;0;0;0;2.581985363;0.763456646;3218343.258;3299422.249;17338580.94;-0.000270439;0;0;0;0;3.555975468;0;2.581985363;0.763456646;0.542673581;-1.185451216;1.027404953;8.542673581;7787.694046;-1481.948903;0;0;86416.3;2163;16;0;16288.99431;;;-7785.597798
16400;8603451.509;1234620.081;-1969895.82;0;0;0;2.58174032;0.76353305;3218195.103;3299274.094;17337802.38;-0.000270439;0;0;0;0;3.555693269;0;2.58174032;0.76353305;0.543299274;-1.185686162;1.027449146;8.543299274;7783.490965;-1481.149083;0;0;86416.4;2163;16;0;16388.99481;;;-7781.39377
16500;8603526.662;1234955.746;-1969358.541;0;0;0;2.581495219;0.763609425;3218047.028;3299126.019;17337024.25;-0.000270439;0;0;0;0;3.555411245;0;2.581495219;0.763609425;0.543924723;-1.185921167;1.027493324;8.543924723;7779.287297;-1480.349151;0;0;86416.5;2163;16;0;16488.9953;;;-7777.189742
16600;8603601.772;1235291.403;-1968821.252;0;0;0;2.581250059;0.76368577;3217899.033;3298978.024;17336246.53;-0.000270439;0;0;0;0;3.555129396;0;2.581250059;0.76368577;0.544549929;-1.186156229;1.027537487;8.544549929;7775.082881;-1479.549078;0;0;86416.6;2163;16;0;16588.99579;;;-7772.933163
16700;8603676.839;1235627.052;-1968283.951;0;0;0;2.581004842;0.763762086;3217751.119;3298830.109;17335469.23;-0.000270439;0;0;0;0;3.554847722;0;2.581004842;0.763762086;0.545174892;-1.186391351;1.027581635;8.545174892;7770.877955;-1478.748907;0;0;86416.7;2163;16;0;16688.99629;;;-7768.781685
16800;8603751.862;1235962.694;-1967746.64;0;0;0;2.580759566;0.763838371;3217603.284;3298682.274;17334692.35;-0.000270439;0;0;0;0;3.554566223;0;2.580759566;0.763838371;0.54579961;-1.18662653;1.027625768;8.54579961;7766.672261;-1477.94859;0;0;86416.8;2163;16;0;16788.99678;;;-7764.577657
16900;8603826.843;1236298.327;-1967209.317;0;0;0;2.580514233;0.763914627;3217455.529;3298534.519;17333915.89;-0.000270439;0;0;0;0;3.554284899;0;2.580514233;0.763914627;0.546424085;-1.18686177;1.027669886;8.546424085;7762.466014;-1477.148168;0;0;86416.9;2163;16;0;16888.99727;;;-7760.373628
17000;8603901.78;1236633.952;-1966671.983;0;0;0;2.580268842;0.763990853;3217307.854;3298386.845;17333139.86;-0.000270439;0;0;0;0;3.55400375;0;2.580268842;0.763990853;0.547048315;-1.187097066;1.02771399;8.547048315;7758.259179;-1476.347634;0;0;86417;2163;16;0;16988.99777;;;-7756.117049
17100;8603976.675;1236969.569;-1966134.638;0;0;0;2.580023392;0.764067049;3217160.26;3298239.25;17332364.24;-0.000270439;0;0;0;0;3.553722776;0;2.580023392;0.764067049;0.547672301;-1.187332421;1.027758078;8.547672301;7754.051602;-1475.546958;0;0;86417.1;2163;16;0;17088.99826;;;-7751.965571
17200;8604051.526;1237305.178;-1965597.282;0;0;0;2.579777885;0.764143216;3217012.745;3298091.735;17331589.05;-0.000270439;0;0;0;0;3.553441977;0;2.579777885;0.764143216;0.548296043;-1.187567836;1.027802152;8.548296043;7749.843485;-1474.74618;0;0;86417.2;2163;16;0;17188.99875;;;-7747.708993
