Elapsed Time (ms);ECEF X (m);ECEF Y (m);ECEF Z (m);ECEF Error X (m);ECEF Error Y (m);ECEF Error Z (m);Body Azimuth (rad);Body Elevation (rad);Range (m);PSR (m);ADR;Clock Correction (s);Clock Noise (m);Delta Af0 (s);Delta Af1 (s/s);Iono Correction (m);Tropo Correction (m);PSR Offset (m);Receiver Antenna Azimuth (rad);Receiver Antenna Elevation (rad);Receiver Antenna Gain (dBi);SV Antenna Azimuth (rad);SV Antenna Elevation (rad);Relative Power Level (incl. Receiver Antenna gain) (dB);Doppler Frequency (Hz);PSR Change Rate (m/s);Receiver Carrier Phase Offset (rad);Satellite Carrier Phase Offset (rad);GPS TOW;GPS Week Number;SBAS t0;Calibration offset (m);PSR satellite time (ms);;Doppler
1500;7370251.777;-348392.6695;0.00490536;0;0;0;-1.570796313;1.233086368;1051506.705;1291095.385;6784752.04;-0.000799173;0;0;0;0;2.609881564;0;-1.570796313;1.233086368;4.032532233;4.60E-07;1.280321325;12.03253223;10252.90295;-1951.062558;0;0;86401.5;2163;0;0;1495.693369;;-10243.79829
1600;7370283.917;-347712.1945;0.00523354;0;0;0;-1.570796312;1.2337072;1051311.772;1290900.451;6783727.656;-0.000799173;0;0;0;0;2.60931617;0;-1.570796312;1.2337072;4.034310787;4.62E-07;1.280849831;12.03431079;10234.77426;-1947.612785;0;0;86401.6;2163;0;0;1595.69402;;-10225.72097
1700;7370315.995;-347031.7165;0.005561808;0;0;0;-1.570796311;1.234328246;1051117.183;1290705.862;6782705.086;-0.000799173;0;0;0;0;2.608751831;0;-1.570796311;1.234328246;4.036089951;4.63E-07;1.281378549;12.03608995;10216.63542;-1944.161077;0;0;86401.7;2163;0;0;1695.694669;;-10207.53855
1800;7370348.01;-346351.2355;0.005890166;0;0;0;-1.57079631;1.234949504;1050922.94;1290511.619;6781684.33;-0.000799173;0;0;0;0;2.608188548;0;-1.57079631;1.234949504;4.037869724;4.64E-07;1.28190748;12.03786972;10198.48652;-1940.707457;0;0;86401.8;2163;0;0;1795.695317;;-10189.35612
1900;7370379.961;-345670.7516;0.006218613;0;0;0;-1.570796309;1.235570974;1050729.043;1290317.721;6780665.389;-0.000799173;0;0;0;0;2.607626321;0;-1.570796309;1.235570974;4.039650106;4.65E-07;1.282436623;12.03965011;10180.32733;-1937.251878;0;0;86401.9;2163;0;0;1895.695963;;-10171.22625
2000;7370411.85;-344990.2648;0.00654715;0;0;0;-1.570796308;1.236192657;1050535.491;1290124.169;6779648.265;-0.000799173;0;0;0;0;2.60706515;0;-1.570796308;1.236192657;4.041431095;4.66E-07;1.282965979;12.04143109;10162.15813;-1933.794393;0;0;86402;2163;0;0;1995.696609;;-10153.09638
2100;7370443.677;-344309.775;0.006875775;0;0;0;-1.570796307;1.236814551;1050342.284;1289930.962;6778632.958;-0.000799173;0;0;0;0;2.606505035;0;-1.570796307;1.236814551;4.043212691;4.67E-07;1.283495546;12.04321269;10143.97872;-1930.334968;0;0;86402.1;2163;0;0;2095.697253;;-10134.8614
2200;7370475.44;-343629.2823;0.00720449;0;0;0;-1.570796306;1.237436657;1050149.424;1289738.102;6777619.469;-0.000799173;0;0;0;0;2.605945977;0;-1.570796306;1.237436657;4.044994894;4.68E-07;1.284025325;12.04499489;10125.78921;-1926.873619;0;0;86402.2;2163;0;0;2195.697897;;-10116.67898
2300;7370507.14;-342948.7867;0.007533295;0;0;0;-1.570796305;1.238058975;1049956.91;1289545.587;6776607.8;-0.000799173;0;0;0;0;2.605387977;0;-1.570796305;1.238058975;4.046777703;4.69E-07;1.284555315;12.0467777;10107.58969;-1923.410365;0;0;86402.3;2163;0;0;2295.698539;;-10098.44401
2400;7370538.778;-342268.2882;0.007862189;0;0;0;-1.570796304;1.238681504;1049764.743;1289353.42;6775597.952;-0.000799173;0;0;0;0;2.604831033;0;-1.570796304;1.238681504;4.048561116;4.70E-07;1.285085517;12.04856112;10089.37995;-1919.945167;0;0;86402.4;2163;0;0;2395.69918;;-10080.26159
2500;7370570.353;-341587.7868;0.008191172;0;0;0;-1.570796303;1.239304243;1049572.922;1289161.598;6774589.924;-0.000799173;0;0;0;0;2.604275148;0;-1.570796303;1.239304243;4.050345133;4.72E-07;1.285615929;12.05034513;10071.16024;-1916.478072;0;0;86402.5;2163;0;0;2495.69982;;-10062.02661
2600;7370601.865;-340907.2824;0.008520244;0;0;0;-1.570796302;1.239927193;1049381.448;1288970.124;6773583.72;-0.000799173;0;0;0;0;2.60372032;0;-1.570796302;1.239927193;4.052129754;4.73E-07;1.286146552;12.05212975;10052.9304;-1913.009047;0;0;86402.6;2163;0;0;2595.700458;;-10043.79164
2700;7370633.314;-340226.7752;0.008849405;0;0;0;-1.570796301;1.240550354;1049190.321;1288778.997;6772579.339;-0.000799173;0;0;0;0;2.60316655;0;-1.570796301;1.240550354;4.053914977;4.74E-07;1.286677386;12.05391498;10034.69049;-1909.538108;0;0;86402.7;2163;0;0;2695.701096;;-10025.55667
2800;7370664.7;-339546.265;0.009178656;0;0;0;-1.5707963;1.241173724;1048999.541;1288588.216;6771576.782;-0.000799173;0;0;0;0;2.602613839;0;-1.5707963;1.241173724;4.055700802;4.75E-07;1.287208429;12.0557008;10016.44063;-1906.065276;0;0;86402.8;2163;0;0;2795.701732;;-10007.26914
2900;7370696.024;-338865.752;0.009507996;0;0;0;-1.570796299;1.241797304;1048809.109;1288397.784;6770576.051;-0.000799173;0;0;0;0;2.602062186;0;-1.570796299;1.241797304;4.057487227;4.76E-07;1.287739682;12.05748723;9998.180596;-1902.590507;0;0;86402.9;2163;0;0;2895.702368;;-9989.03417
3000;7370727.284;-338185.2361;0.009837426;0;0;0;-1.570796298;1.242421094;1048619.024;1288207.698;6769577.146;-0.000799173;0;0;0;0;2.601511593;0;-1.570796298;1.242421094;4.059274254;4.77E-07;1.288271145;12.05927425;9979.91065;-1899.113852;0;0;86403;2163;0;0;2995.703002;;-9970.799197
3100;7370758.482;-337504.7173;0.010166944;0;0;0;-1.570796297;1.243045093;1048429.286;1288017.961;6768580.069;-0.000799173;0;0;0;0;2.600962058;0;-1.570796297;1.243045093;4.061061879;4.78E-07;1.288802817;12.06106188;9961.630626;-1895.635279;0;0;86403.1;2163;0;0;3095.703635;;-9952.459124
3200;7370789.617;-336824.1957;0.010496552;0;0;0;-1.570796296;1.243669301;1048239.897;1287828.571;6767584.82;-0.000799173;0;0;0;0;2.600413584;0;-1.570796296;1.243669301;4.062850103;4.80E-07;1.289334698;12.0628501;9943.340598;-1892.154802;0;0;86403.2;2163;0;0;3195.704266;;-9934.1716
3300;7370820.689;-336143.6712;0.01082625;0;0;0;-1.570796295;1.244293718;1048050.856;1287639.53;6766591.401;-0.000799173;0;0;0;0;2.599866169;0;-1.570796295;1.244293718;4.064638925;4.81E-07;1.289866788;12.06463893;9925.040674;-1888.672443;0;0;86403.3;2163;0;0;3295.704897;;-9915.884077
3400;7370851.699;-335463.1438;0.011156036;0;0;0;-1.570796294;1.244918343;1047862.163;1287450.837;6765599.813;-0.000799173;0;0;0;0;2.599319814;0;-1.570796294;1.244918343;4.066428345;4.82E-07;1.290399086;12.06642834;9906.730627;-1885.188157;0;0;86403.4;2163;0;0;3395.705526;;-9897.544003
3500;7370882.645;-334782.6136;0.011485912;0;0;0;-1.570796292;1.245543176;1047673.819;1287262.493;6764610.056;-0.000799173;0;0;0;0;2.598774519;0;-1.570796292;1.245543176;4.06821836;4.83E-07;1.290931592;12.06821836;9888.410735;-1881.701997;0;0;86403.5;2163;0;0;3495.706155;;-9879.203929
3600;7370913.529;-334102.0805;0.011815877;0;0;0;-1.570796291;1.246168218;1047485.824;1287074.497;6763622.131;-0.000799173;0;0;0;0;2.598230286;0;-1.570796291;1.246168218;4.070008971;4.84E-07;1.291464306;12.07000897;9870.0808;-1878.213926;0;0;86403.6;2163;0;0;3595.706782;;-9860.916406
3700;7370944.349;-333421.5446;0.012145931;0;0;0;-1.57079629;1.246793466;1047298.177;1286886.85;6762636.04;-0.000799173;0;0;0;0;2.597687113;0;-1.57079629;1.246793466;4.071800177;4.85E-07;1.291997228;12.07180018;9851.740931;-1874.723965;0;0;86403.7;2163;0;0;3695.707408;;-9842.523782
3800;7370975.107;-332741.0058;0.012476075;0;0;0;-1.570796289;1.247418923;1047110.88;1286699.552;6761651.783;-0.000799173;0;0;0;0;2.597145001;0;-1.570796289;1.247418923;4.073591977;4.87E-07;1.292530357;12.07359198;9833.391218;-1871.232131;0;0;86403.8;2163;0;0;3795.708032;;-9824.236258
3900;7371005.802;-332060.4642;0.012806308;0;0;0;-1.570796288;1.248044586;1046923.931;1286512.603;6760669.362;-0.000799173;0;0;0;0;2.596603951;0;-1.570796288;1.248044586;4.075384371;4.88E-07;1.293063693;12.07538437;9815.031438;-1867.738381;0;0;86403.9;2163;0;0;3895.708656;;-9805.791084
4000;7371036.435;-331379.9198;0.01313663;0;0;0;-1.570796287;1.248670456;1046737.333;1286326.004;6759688.777;-0.000799173;0;0;0;0;2.596063963;0;-1.570796287;1.248670456;4.077177356;4.89E-07;1.293597236;12.07717736;9796.661869;-1864.242768;0;0;86404;2163;0;0;3995.709278;;-9787.50356
4100;7371067.004;-330699.3726;0.013467041;0;0;0;-1.570796286;1.249296532;1046551.083;1286139.755;6758710.03;-0.000799173;0;0;0;0;2.595525036;0;-1.570796286;1.249296532;4.078970933;4.90E-07;1.294130986;12.07897093;9778.282324;-1860.745257;0;0;86404.1;2163;0;0;4095.7099;;-9769.058386
4200;7371097.511;-330018.8226;0.013797541;0;0;0;-1.570796285;1.249922815;1046365.184;1285953.855;6757733.121;-0.000799173;0;0;0;0;2.594987172;0;-1.570796285;1.249922815;4.080765102;4.91E-07;1.294664942;12.0807651;9759.892895;-1857.245865;0;0;86404.2;2163;0;0;4195.71052;;-9750.665762
4300;7371127.954;-329338.2697;0.014128131;0;0;0;-1.570796284;1.250549304;1046179.635;1285768.306;6756758.051;-0.000799173;0;0;0;0;2.59445037;0;-1.570796284;1.250549304;4.08255986;4.93E-07;1.295199103;12.08255986;9741.493678;-1853.74461;0;0;86404.3;2163;0;0;4295.711139;;-9732.273137
4400;7371158.335;-328657.7141;0.01445881;0;0;0;-1.570796283;1.251175998;1045994.436;1285583.107;6755784.822;-0.000799173;0;0;0;0;2.593914632;0;-1.570796283;1.251175998;4.084355207;4.94E-07;1.295733471;12.08435521;9723.084459;-1850.241453;0;0;86404.4;2163;0;0;4395.711756;;-9713.880513
4500;7371188.653;-327977.1557;0.014789578;0;0;0;-1.570796282;1.251802898;1045809.587;1285398.258;6754813.435;-0.000799173;0;0;0;0;2.593379956;0;-1.570796282;1.251802898;4.086151143;4.95E-07;1.296268044;12.08615114;9704.665502;-1846.736442;0;0;86404.5;2163;0;0;4495.712373;;-9695.435339
4600;7371218.908;-327296.5944;0.015120436;0;0;0;-1.570796281;1.252430003;1045625.089;1285213.759;6753843.89;-0.000799173;0;0;0;0;2.592846344;0;-1.570796281;1.252430003;4.087947666;4.96E-07;1.296802821;12.08794767;9686.236633;-1843.229545;0;0;86404.6;2163;0;0;4595.712988;;-9676.990164
4700;7371249.101;-326616.0304;0.015451382;0;0;0;-1.570796279;1.253057313;1045440.942;1285029.612;6752876.188;-0.000799173;0;0;0;0;2.592313796;0;-1.570796279;1.253057313;4.089744777;4.98E-07;1.297337804;12.08974478;9667.797929;-1839.720776;0;0;86404.7;2163;0;0;4695.713603;;-9658.54499
4800;7371279.23;-325935.4637;0.015782418;0;0;0;-1.570796278;1.253684828;1045257.146;1284845.815;6751910.33;-0.000799173;0;0;0;0;2.591782311;0;-1.570796278;1.253684828;4.091542473;4.99E-07;1.297872992;12.09154247;9649.349502;-1836.210157;0;0;86404.8;2163;0;0;4795.714216;;-9640.099815
4900;7371309.297;-325254.8941;0.016113543;0;0;0;-1.570796277;1.254312546;1045073.701;1284662.37;6750946.318;-0.000799173;0;0;0;0;2.591251891;0;-1.570796277;1.254312546;4.093340754;5.00E-07;1.298408383;12.09334075;9630.891136;-1832.697647;0;0;86404.9;2163;0;0;4895.714828;;-9621.654641
5000;7371339.301;-324574.3218;0.016444758;0;0;0;-1.570796276;1.254940469;1044890.607;1284479.276;6749984.153;-0.000799173;0;0;0;0;2.590722535;0;-1.570796276;1.254940469;4.09513962;5.01E-07;1.298943979;12.09513962;9612.423092;-1829.183295;0;0;86405;2163;0;0;4995.715438;;-9603.156916
5100;7371369.242;-323893.7467;0.016776061;0;0;0;-1.570796275;1.255568595;1044707.865;1284296.533;6749023.834;-0.000799173;0;0;0;0;2.590194244;0;-1.570796275;1.255568595;4.09693907;5.03E-07;1.299479778;12.09693907;9593.945172;-1825.667063;0;0;86405.1;2163;0;0;5095.716048;;-9584.711741
5200;7371399.12;-323213.1689;0.017107454;0;0;0;-1.570796274;1.256196925;1044525.474;1284114.142;6748065.364;-0.000799173;0;0;0;0;2.589667018;0;-1.570796274;1.256196925;4.098739102;5.04E-07;1.300015781;12.0987391;9575.45751;-1822.148978;0;0;86405.2;2163;0;0;5195.716656;;-9566.214017
5300;7371428.935;-322532.5883;0.017438936;0;0;0;-1.570796273;1.256825458;1044343.435;1283932.103;6747108.743;-0.000799173;0;0;0;0;2.589140857;0;-1.570796273;1.256825458;4.100539716;5.05E-07;1.300551987;12.10053972;9556.960163;-1818.62905;0;0;86405.3;2163;0;0;5295.717263;;-9547.663741
5400;7371458.688;-321852.005;0.017770507;0;0;0;-1.570796272;1.257454194;1044161.749;1283750.417;6746153.972;-0.000799173;0;0;0;0;2.588615762;0;-1.570796272;1.257454194;4.102340911;5.06E-07;1.301088396;12.10234091;9538.452935;-1815.107242;0;0;86405.4;2163;0;0;5395.71787;;-9529.166017
5500;7371488.377;-321171.4189;0.018102167;0;0;0;-1.57079627;1.258083132;1043980.415;1283569.082;6745201.053;-0.000799173;0;0;0;0;2.588091733;0;-1.57079627;1.258083132;4.104142687;5.08E-07;1.301625007;12.10414269;9519.936095;-1811.583604;0;0;86405.5;2163;0;0;5495.718474;;-9510.668292
5600;7371518.004;-320490.8301;0.018433916;0;0;0;-1.570796269;1.258712273;1043799.433;1283388.1;6744249.985;-0.000799173;0;0;0;0;2.58756877;0;-1.570796269;1.258712273;4.105945042;5.09E-07;1.30216182;12.10594504;9501.409447;-1808.0581;0;0;86405.6;2163;0;0;5595.719078;;-9492.118017
5700;7371547.568;-319810.2386;0.018765755;0;0;0;-1.570796268;1.259341615;1043618.804;1283207.471;6743300.771;-0.000799173;0;0;0;0;2.587046873;0;-1.570796268;1.259341615;4.107747976;5.10E-07;1.302698836;12.10774798;9482.873103;-1804.530752;0;0;86405.7;2163;0;0;5695.719681;;-9473.620292
5800;7371577.069;-319129.6444;0.019097683;0;0;0;-1.570796267;1.25997116;1043438.527;1283027.194;6742353.411;-0.000799173;0;0;0;0;2.586526043;0;-1.570796267;1.25997116;4.109551488;5.11E-07;1.303236053;12.10955149;9464.327155;-1801.001575;0;0;86405.8;2163;0;0;5795.720282;;-9455.017466
5900;7371606.507;-318449.0474;0.0194297;0;0;0;-1.570796266;1.260600905;1043258.604;1282847.27;6741407.906;-0.000799173;0;0;0;0;2.58600628;0;-1.570796266;1.260600905;4.111355576;5.13E-07;1.303773472;12.11135558;9445.77138;-1797.470528;0;0;86405.9;2163;0;0;5895.720882;;-9436.467191
6000;7371635.883;-317768.4478;0.019761806;0;0;0;-1.570796265;1.261230852;1043079.034;1282667.7;6740464.257;-0.000799173;0;0;0;0;2.585487584;0;-1.570796265;1.261230852;4.113160241;5.14E-07;1.304311092;12.11316024;9427.206049;-1793.937663;0;0;86406;2163;0;0;5995.721481;;-9417.916916
6100;7371665.195;-317087.8454;0.020094002;0;0;0;-1.570796263;1.261861;1042899.817;1282488.483;6739522.465;-0.000799173;0;0;0;0;2.584969955;0;-1.570796263;1.261861;4.114965481;5.15E-07;1.304848912;12.11496548;9408.630975;-1790.402944;0;0;86406.1;2163;0;0;6095.722079;;-9399.31409
6200;7371694.445;-316407.2404;0.020426286;0;0;0;-1.570796262;1.262491348;1042720.954;1282309.619;6738582.531;-0.000799173;0;0;0;0;2.584453395;0;-1.570796262;1.262491348;4.116771296;5.17E-07;1.305386934;12.1167713;9390.046269;-1786.866392;0;0;86406.2;2163;0;0;6195.722676;;-9380.763815
6300;7371723.632;-315726.6326;0.02075866;0;0;0;-1.570796261;1.263121896;1042542.444;1282131.11;6737644.456;-0.000799173;0;0;0;0;2.583937902;0;-1.570796261;1.263121896;4.118577684;5.18E-07;1.305925155;12.11857768;9371.452006;-1783.328022;0;0;86406.3;2163;0;0;6295.723271;;-9362.108439
6400;7371752.756;-315046.0222;0.021091123;0;0;0;-1.57079626;1.263752645;1042364.289;1281952.954;6736708.241;-0.000799173;0;0;0;0;2.583423478;0;-1.57079626;1.263752645;4.120384645;5.19E-07;1.306463576;12.12038465;9352.847988;-1779.787795;0;0;86406.4;2163;0;0;6395.723865;;-9343.558164
6500;7371781.817;-314365.4091;0.021423675;0;0;0;-1.570796259;1.264383593;1042186.487;1281775.152;6735773.887;-0.000799173;0;0;0;0;2.582910122;0;-1.570796259;1.264383593;4.122192178;5.21E-07;1.307002197;12.12219218;9334.234474;-1776.245761;0;0;86406.5;2163;0;0;6495.724458;;-9324.902788
6600;7371810.815;-313684.7933;0.021756316;0;0;0;-1.570796257;1.26501474;1042009.04;1281597.705;6734841.394;-0.000799173;0;0;0;0;2.582397835;0;-1.570796257;1.26501474;4.124000282;5.22E-07;1.307541018;12.12400028;9315.611276;-1772.701884;0;0;86406.6;2163;0;0;6595.72505;;-9306.247412
6700;7371839.751;-313004.1749;0.022089046;0;0;0;-1.570796256;1.265646087;1041831.948;1281420.612;6733910.765;-0.000799173;0;0;0;0;2.581886617;0;-1.570796256;1.265646087;4.125808957;5.23E-07;1.308080037;12.12580896;9296.978519;-1769.156188;0;0;86406.7;2163;0;0;6695.725641;;-9287.644586
6800;7371868.623;-312323.5538;0.022421866;0;0;0;-1.570796255;1.266277632;1041655.21;1281243.873;6732981.999;-0.000799173;0;0;0;0;2.581376469;0;-1.570796255;1.266277632;4.1276182;5.25E-07;1.308619256;12.1276182;9278.336266;-1765.608686;0;0;86406.8;2163;0;0;6795.72623;;-9269.041761
6900;7371897.433;-311642.93;0.022754775;0;0;0;-1.570796254;1.266909376;1041478.826;1281067.49;6732055.098;-0.000799173;0;0;0;0;2.58086739;0;-1.570796254;1.266909376;4.129428013;5.26E-07;1.309158672;12.12942801;9259.684319;-1762.059338;0;0;86406.9;2163;0;0;6895.726819;;-9250.333835
7000;7371926.18;-310962.3036;0.023087772;0;0;0;-1.570796253;1.267541318;1041302.798;1280891.462;6731130.063;-0.000799173;0;0;0;0;2.580359381;0;-1.570796253;1.267541318;4.131238393;5.27E-07;1.309698287;12.13123839;9241.022939;-1758.508196;0;0;86407;2163;0;0;6995.727406;;-9231.678459
7100;7371954.864;-310281.6745;0.023420859;0;0;0;-1.570796251;1.268173457;1041127.125;1280715.788;6730206.894;-0.000799173;0;0;0;0;2.579852442;0;-1.570796251;1.268173457;4.13304934;5.29E-07;1.3102381;12.13304934;9222.351948;-1754.955224;0;0;86407.1;2163;0;0;7095.727992;;-9212.970532
7200;7371983.485;-309601.0428;0.023754035;0;0;0;-1.57079625;1.268805795;1040951.808;1280540.471;6729285.592;-0.000799173;0;0;0;0;2.579346574;0;-1.57079625;1.268805795;4.134860853;5.30E-07;1.31077811;12.13486085;9203.671446;-1751.400443;0;0;86407.2;2163;0;0;7195.728577;;-9194.315157
7300;7372012.043;-308920.4085;0.024087301;0;0;0;-1.570796249;1.269438329;1040776.846;1280365.508;6728366.16;-0.000799173;0;0;0;0;2.578841776;0;-1.570796249;1.269438329;4.136672931;5.31E-07;1.311318318;12.13667293;9184.98152;-1747.843868;0;0;86407.3;2163;0;0;7295.72916;;-9175.60723
7400;7372040.539;-308239.7716;0.024420655;0;0;0;-1.570796248;1.270071061;1040602.24;1280190.902;6727448.596;-0.000799173;0;0;0;0;2.57833805;0;-1.570796248;1.270071061;4.138485573;5.33E-07;1.311858722;12.13848557;9166.281966;-1744.285461;0;0;86407.4;2163;0;0;7395.729743;;-9156.951854
7500;7372068.972;-307559.132;0.024754098;0;0;0;-1.570796246;1.270703989;1040427.989;1280016.651;6726532.904;-0.000799173;0;0;0;0;2.577835394;0;-1.570796246;1.270703989;4.140298779;5.34E-07;1.312399323;12.14029878;9147.573036;-1740.72527;0;0;86407.5;2163;0;0;7495.730324;;-9138.191378
7600;7372097.341;-306878.4898;0.025087631;0;0;0;-1.570796245;1.271337114;1040254.095;1279842.757;6725619.082;-0.000799173;0;0;0;0;2.577333811;0;-1.570796245;1.271337114;4.142112547;5.36E-07;1.312940121;12.14211255;9128.854563;-1737.163263;0;0;86407.6;2163;0;0;7595.730904;;-9119.483451
7700;7372125.648;-306197.845;0.025421253;0;0;0;-1.570796244;1.271970434;1040080.557;1279669.219;6724707.133;-0.000799173;0;0;0;0;2.576833299;0;-1.570796244;1.271970434;4.143926877;5.37E-07;1.313481115;12.14392688;9110.126646;-1733.599459;0;0;86407.7;2163;0;0;7695.731483;;-9100.722975
7800;7372153.893;-305517.1976;0.025754963;0;0;0;-1.570796242;1.272603951;1039907.376;1279496.037;6723797.057;-0.000799173;0;0;0;0;2.576333859;0;-1.570796242;1.272603951;4.145741768;5.38E-07;1.314022304;12.14574177;9091.389371;-1730.033874;0;0;86407.8;2163;0;0;7795.732061;;-9082.015049
7900;7372182.074;-304836.5476;0.026088763;0;0;0;-1.570796241;1.273237662;1039734.551;1279323.212;6722888.855;-0.000799173;0;0;0;0;2.575835491;0;-1.570796241;1.273237662;4.147557219;5.40E-07;1.314563689;12.14755722;9072.642524;-1726.466468;0;0;86407.9;2163;0;0;7895.732637;;-9063.254572
8000;7372210.192;-304155.8951;0.026422652;0;0;0;-1.57079624;1.273871569;1039562.083;1279150.744;6721982.529;-0.000799173;0;0;0;0;2.575338196;0;-1.57079624;1.273871569;4.149373229;5.41E-07;1.315105269;12.14937323;9053.886384;-1722.897293;0;0;86408;2163;0;0;7995.733212;;-9044.494095
8100;7372238.248;-303475.2399;0.02675663;0;0;0;-1.570796239;1.274505671;1039389.972;1278978.633;6721078.079;-0.000799173;0;0;0;0;2.574841974;0;-1.570796239;1.274505671;4.151189797;5.43E-07;1.315647044;12.1511898;9035.120755;-1719.326313;0;0;86408.1;2163;0;0;8095.733786;;-9025.733619
8200;7372266.24;-302794.5822;0.027090698;0;0;0;-1.570796237;1.275139968;1039218.218;1278806.879;6720175.505;-0.000799173;0;0;0;0;2.574346825;0;-1.570796237;1.275139968;4.153006922;5.44E-07;1.316189013;12.15300692;9016.345748;-1715.753548;0;0;86408.2;2163;0;0;8195.734359;;-9006.920592
8300;7372294.17;-302113.9218;0.027424854;0;0;0;-1.570796236;1.275774458;1039046.822;1278635.482;6719274.81;-0.000799173;0;0;0;0;2.573852749;0;-1.570796236;1.275774458;4.154824603;5.45E-07;1.316731177;12.1548246;8997.561447;-1712.179014;0;0;86408.3;2163;0;0;8295.734931;;-8988.160115
8400;7372322.037;-301433.2589;0.027759099;0;0;0;-1.570796235;1.276409143;1038875.783;1278464.443;6718375.993;-0.000799173;0;0;0;0;2.573359747;0;-1.570796235;1.276409143;4.156642841;5.47E-07;1.317273534;12.15664284;8978.767659;-1708.602675;0;0;86408.4;2163;0;0;8395.735502;;-8969.347088
8500;7372349.841;-300752.5935;0.028093434;0;0;0;-1.570796233;1.277044021;1038705.102;1278293.762;6717479.056;-0.000799173;0;0;0;0;2.572867819;0;-1.570796233;1.277044021;4.158461632;5.48E-07;1.317816085;12.15846163;8959.964625;-1705.024577;0;0;86408.5;2163;0;0;8495.736071;;-8950.534061
