Elapsed Time (ms);ECEF X (m);ECEF Y (m);ECEF Z (m);ECEF Error X (m);ECEF Error Y (m);ECEF Error Z (m);Body Azimuth (rad);Body Elevation (rad);Range (m);PSR (m);ADR;Clock Correction (s);Clock Noise (m);Delta Af0 (s);Delta Af1 (s/s);Iono Correction (m);Tropo Correction (m);PSR Offset (m);Receiver Antenna Azimuth (rad);Receiver Antenna Elevation (rad);Receiver Antenna Gain (dBi);SV Antenna Azimuth (rad);SV Antenna Elevation (rad);Relative Power Level (incl. Receiver Antenna gain) (dB);Doppler Frequency (Hz);PSR Change Rate (m/s);Receiver Carrier Phase Offset (rad);Satellite Carrier Phase Offset (rad);GPS TOW;GPS Week Number;SBAS t0;Calibration offset (m);PSR satellite time (ms);Doppler;Drift
3000;6546383.072;-294506.3545;101182.1584;0;0;0;-1.239865458;0.495348196;353946.6249;694514.9457;3649700.673;-0.001135996;0;0;0;0;5.15668029;0;-1.239865458;0.495348196;-1.737818268;0.37755262;0.542881074;6.262181732;30590.09456;-5821.101444;0;0;86403;2163;0;0;2997.683348;30576.06005;-272.0009
3100;6546415.249;-293775.7845;101218.7707;0;0;0;-1.238990067;0.49634157;353364.7818;693933.0935;3646643.019;-0.001135996;0;0;0;0;5.147324645;0;-1.238990067;0.49634157;-1.729561366;0.378426912;0.543770741;6.270438634;30562.96115;-5815.938129;0;0;86403.1;2163;0;0;3097.685288;30548.85996;-273.3516
3200;6546447.343;-293045.2108;101255.3816;0;0;0;-1.238110843;0.497337697;352783.4564;693351.7589;3643588.085;-0.001135996;0;0;0;0;5.137981956;0;-1.238110843;0.497337697;-1.721281572;0.379305036;0.544663197;6.278718428;30535.69288;-5810.749149;0;0;86403.2;2163;0;0;3197.687227;30521.5248;-274.7099
3300;6546479.356;-292314.6334;101291.991;0;0;0;-1.237227763;0.498336587;352202.6511;692770.9445;3640535.885;-0.001135996;0;0;0;0;5.128652241;0;-1.237227763;0.498336587;-1.712978819;0.380187017;0.545558453;6.287021181;30508.28918;-5805.534399;0;0;86403.3;2163;0;0;3297.689165;30494.05381;-276.076
3400;6546511.288;-291584.0525;101328.5989;0;0;0;-1.236340802;0.499338247;351622.3685;692190.6529;3637486.432;-0.001135996;0;0;0;0;5.11933552;0;-1.236340802;0.499338247;-1.70465304;0.381072878;0.546456515;6.29534696;30480.74957;-5800.293785;0;0;86403.4;2163;0;0;3397.691101;30466.44621;-277.4498
3500;6546543.137;-290853.4679;101365.2055;0;0;0;-1.235449937;0.500342686;351042.6113;691610.8866;3634439.74;-0.001135996;0;0;0;0;5.110031813;0;-1.235449937;0.500342686;-1.696304169;0.381962644;0.547357393;6.303695831;30453.07256;-5795.027025;0;0;86403.5;2163;0;0;3497.693034;30438.70123;-278.8316
3600;6546574.905;-290122.8797;101401.8106;0;0;0;-1.234555142;0.50134991;350463.3821;691031.6483;3631395.822;-0.001135996;0;0;0;0;5.100741138;0;-1.234555142;0.50134991;-1.687932137;0.382856339;0.548261095;6.312067863;30425.25801;-5789.734092;0;0;86403.6;2163;0;0;3597.694967;30410.81807;-280.2211
3700;6546606.591;-289392.2879;101438.4143;0;0;0;-1.233656394;0.502359929;349884.6835;690452.9407;3628354.693;-0.001135996;0;0;0;0;5.091463516;0;-1.233656394;0.502359929;-1.679536879;0.383753988;0.549167629;6.320463121;30397.30475;-5784.414764;0;0;86403.7;2163;0;0;3697.696897;30382.79596;-281.6187
3800;6546638.196;-288661.6925;101475.0165;0;0;0;-1.232753667;0.50337275;349306.5181;689874.7663;3625316.366;-0.001135996;0;0;0;0;5.082198966;0;-1.232753667;0.50337275;-1.671118328;0.384655616;0.550077003;6.328881672;30369.21213;-5779.068917;0;0;86403.8;2163;0;0;3797.698825;30354.63409;-283.0241
3900;6546669.719;-287931.0935;101511.6173;0;0;0;-1.231846936;0.504388382;348728.8886;689297.1278;3622280.855;-0.001135996;0;0;0;0;5.07294751;0;-1.231846936;0.504388382;-1.662676416;0.385561247;0.550989226;6.337323584;30340.97966;-5773.696456;0;0;86403.9;2163;0;0;3897.700752;30326.33168;-284.4377
4000;6546701.16;-287200.491;101548.2166;0;0;0;-1.230936176;0.505406832;348151.7977;688720.0279;3619248.174;-0.001135996;0;0;0;0;5.063709166;0;-1.230936176;0.505406832;-1.654211078;0.386470907;0.551904305;6.345788922;30312.60587;-5768.297103;0;0;86404;2163;0;0;3997.702677;30297.88791;-285.8591
4100;6546732.519;-286469.8849;101584.8146;0;0;0;-1.230021362;0.506428109;347575.2481;688143.4692;3616218.338;-0.001135996;0;0;0;0;5.054483957;0;-1.230021362;0.506428109;-1.645673666;0.387384621;0.55282225;6.354326334;30284.09056;-5762.87082;0;0;86404.1;2163;0;0;4097.7046;30269.302;-287.2888
4200;6546763.797;-285739.2752;101621.411;0;0;0;-1.229102469;0.50745222;346999.2424;687567.4546;3613191.361;-0.001135996;0;0;0;0;5.045271903;0;-1.229102469;0.50745222;-1.636985244;0.388302415;0.553743068;6.363014756;30255.4325;-5757.417372;0;0;86404.2;2163;0;0;4197.706522;30240.57312;-288.7267
4300;6546794.992;-285008.662;101658.0061;0;0;0;-1.228179469;0.508479174;346423.7834;686991.9867;3610167.257;-0.001135996;0;0;0;0;5.036073025;0;-1.228179469;0.508479174;-1.628272706;0.389224314;0.554666768;6.371727294;30226.63112;-5751.936653;0;0;86404.3;2163;0;0;4297.708441;30211.70045;-290.1725
4400;6546826.106;-284278.0453;101694.5996;0;0;0;-1.227252338;0.509508977;345848.8739;686417.0682;3607146.04;-0.001135996;0;0;0;0;5.026887344;0;-1.227252338;0.509508977;-1.619535987;0.390150346;0.555593357;6.380464013;30197.68582;-5746.428545;0;0;86404.4;2163;0;0;4397.710359;30182.6832;-291.6269
4500;6546857.139;-283547.425;101731.1918;0;0;0;-1.226321048;0.510541639;345274.5165;685842.7019;3604127.724;-0.001135996;0;0;0;0;5.017714883;0;-1.226321048;0.510541639;-1.610775019;0.391080535;0.556522844;6.389224981;30168.59513;-5740.892771;0;0;86404.5;2163;0;0;4497.712275;30153.52051;-293.0893
4600;6546888.09;-282816.8012;101767.7825;0;0;0;-1.225385575;0.511577168;344700.7141;685268.8906;3601112.325;-0.001135996;0;0;0;0;5.008555664;0;-1.225385575;0.511577168;-1.601989735;0.392014909;0.557455238;6.398010265;30139.35887;-5735.329296;0;0;86404.6;2163;0;0;4597.714189;30124.21158;-294.5602
4700;6546918.958;-282086.1739;101804.3718;0;0;0;-1.22444589;0.51261557;344127.4694;684695.637;3598099.857;-0.001135996;0;0;0;0;4.999409708;0;-1.22444589;0.51261557;-1.593180068;0.392953494;0.558390546;6.406819932;30109.97573;-5729.737869;0;0;86404.7;2163;0;0;4697.716101;30094.75556;-296.0395
4800;6546949.746;-281355.5431;101840.9596;0;0;0;-1.223501967;0.513656854;343554.7853;684122.9439;3595090.335;-0.001135996;0;0;0;0;4.990277039;0;-1.223501967;0.513656854;-1.58434595;0.393896316;0.559328776;6.41565405;30080.44511;-5724.11838;0;0;86404.8;2163;0;0;4797.718011;30065.15161;-297.5269
4900;6546980.451;-280624.9088;101877.546;0;0;0;-1.22255378;0.514701028;342982.6644;683550.8142;3592083.773;-0.001135996;0;0;0;0;4.981157678;0;-1.22255378;0.514701028;-1.575487316;0.394843404;0.560269937;6.424512684;30050.76648;-5718.470723;0;0;86404.9;2163;0;0;4897.71992;30035.39892;-299.0233
5000;6547011.075;-279894.271;101914.1309;0;0;0;-1.2216013;0.5157481;342411.1098;682979.2507;3589080.187;-0.001135996;0;0;0;0;4.972051649;0;-1.2216013;0.5157481;-1.566604099;0.395794784;0.561214036;6.433395901;30020.93826;-5712.794602;0;0;86405;2163;0;0;4997.721826;30005.49659;-300.5276
5100;6547041.617;-279163.6298;101950.7144;0;0;0;-1.2206445;0.516798077;341840.1242;682408.2563;3586079.591;-0.001135996;0;0;0;0;4.962958975;0;-1.2206445;0.516798077;-1.557696232;0.396750484;0.562161083;6.442303768;29990.96023;-5707.089973;0;0;86405.1;2163;0;0;5097.723731;29975.44383;-302.041
5200;6547072.077;-278432.9851;101987.2964;0;0;0;-1.219683353;0.517850967;341269.7105;681837.8337;3583082;-0.001135996;0;0;0;0;4.953879679;0;-1.219683353;0.517850967;-1.54876365;0.397710531;0.563111084;6.45123635;29960.83115;-5701.3566;0;0;86405.2;2163;0;0;5197.725634;29945.23973;-303.5626
5300;6547102.456;-277702.3369;102023.877;0;0;0;-1.21871783;0.518906778;340699.8715;681267.9859;3580087.43;-0.001135996;0;0;0;0;4.944813785;0;-1.21871783;0.518906778;-1.539806286;0.398674953;0.564064049;6.460193714;29930.55035;-5695.594356;0;0;86405.3;2163;0;0;5297.727535;29914.88347;-305.0932
5400;6547132.753;-276971.6853;102060.4561;0;0;0;-1.217747904;0.519965518;340130.6102;680698.7158;3577095.895;-0.001135996;0;0;0;0;4.935761318;0;-1.217747904;0.519965518;-1.530824075;0.399643779;0.565019984;6.469175925;29900.1172;-5689.80312;0;0;86405.4;2163;0;0;5397.729433;29884.37415;-306.6322
5500;6547162.968;-276241.0303;102097.0338;0;0;0;-1.216773546;0.521027195;339561.9295;680130.0263;3574107.411;-0.001135996;0;0;0;0;4.926722301;0;-1.216773546;0.521027195;-1.521816952;0.400617037;0.565978898;6.478183048;29869.53022;-5683.98261;0;0;86405.5;2163;0;0;5497.73133;29853.71093;-308.1801
5600;6547193.101;-275510.3718;102133.6101;0;0;0;-1.215794727;0.522091815;338993.8322;679561.9202;3571121.994;-0.001135996;0;0;0;0;4.917696758;0;-1.215794727;0.522091815;-1.512784851;0.401594755;0.566940799;6.487215149;29838.78914;-5678.132777;0;0;86405.6;2163;0;0;5597.733225;29822.89292;-309.7367
5700;6547223.153;-274779.7099;102170.1849;0;0;0;-1.214811419;0.523159388;338426.3214;678994.4007;3568139.659;-0.001135996;0;0;0;0;4.908684715;0;-1.214811419;0.523159388;-1.503727708;0.402576963;0.567905695;6.496272292;29807.89262;-5672.253365;0;0;86405.7;2163;0;0;5697.735118;29791.91925;-311.3022
5800;6547253.123;-274049.0446;102206.7583;0;0;0;-1.213823592;0.52422992;337859.4001;678427.4706;3565160.421;-0.001135996;0;0;0;0;4.899686197;0;-1.213823592;0.52422992;-1.494575716;0.40356369;0.568873594;6.505424284;29776.84007;-5666.344262;0;0;86405.8;2163;0;0;5797.73701;29760.78903;-312.8767
5900;6547283.011;-273318.376;102243.3302;0;0;0;-1.212831217;0.525303419;337293.0711;677861.1328;3562184.296;-0.001135996;0;0;0;0;4.890701229;0;-1.212831217;0.525303419;-1.485349673;0.404554964;0.569844504;6.514650327;29745.63077;-5660.40533;0;0;86405.9;2163;0;0;5897.738899;29729.50136;-314.4599
6000;6547312.818;-272587.7039;102279.9006;0;0;0;-1.211834265;0.526379892;336727.3375;677295.3905;3559211.3;-0.001135996;0;0;0;0;4.881729836;0;-1.211834265;0.526379892;-1.476098065;0.405550815;0.570818432;6.523901935;29714.26322;-5654.436282;0;0;86406;2163;0;0;5997.740786;29698.05537;-316.0522
6100;6547342.543;-271857.0284;102316.4696;0;0;0;-1.210832706;0.527459348;336162.2023;676730.2466;3556241.448;-0.001135996;0;0;0;0;4.872772044;0;-1.210832706;0.527459348;-1.466820827;0.406551274;0.571795387;6.533179173;29682.73717;-5648.437076;0;0;86406.1;2163;0;0;6097.742671;29666.45015;-317.6534
6200;6547372.186;-271126.3496;102353.0372;0;0;0;-1.20982651;0.528541793;335597.6685;676165.7041;3553274.758;-0.001135996;0;0;0;0;4.863827879;0;-1.20982651;0.528541793;-1.457517896;0.407556369;0.572775375;6.542482104;29651.0512;-5642.407434;0;0;86406.2;2163;0;0;6197.744554;29634.68481;-319.264
6300;6547401.747;-270395.6674;102389.6033;0;0;0;-1.208815647;0.529627235;335033.7392;675601.7661;3550311.244;-0.001135996;0;0;0;0;4.854897368;0;-1.208815647;0.529627235;-1.448189207;0.408566132;0.573758406;6.551810793;29619.20472;-5636.347251;0;0;86406.3;2163;0;0;6297.746435;29602.75841;-320.8834
6400;6547431.227;-269664.9819;102426.1679;0;0;0;-1.207800085;0.530715682;334470.4174;675038.4357;3547350.922;-0.001135996;0;0;0;0;4.845980537;0;-1.207800085;0.530715682;-1.438834696;0.409580593;0.574744487;6.561165304;29587.197;-5630.256385;0;0;86406.4;2163;0;0;6397.748314;29570.67007;-322.5121
6500;6547460.624;-268934.293;102462.7311;0;0;0;-1.206779795;0.531807141;333907.7063;674475.7159;3544393.81;-0.001135996;0;0;0;0;4.837077413;0;-1.206779795;0.531807141;-1.4294543;0.410599783;0.575733625;6.5705457;29555.0265;-5624.134542;0;0;86406.5;2163;0;0;6497.750191;29538.41886;-324.1498
6600;6547489.941;-268203.6008;102499.2929;0;0;0;-1.205754746;0.532901618;333345.6089;673913.6098;3541439.922;-0.001135996;0;0;0;0;4.828188023;0;-1.205754746;0.532901618;-1.420047955;0.411623732;0.576725828;6.579952045;29522.69291;-5617.981665;0;0;86406.6;2163;0;0;6597.752066;29506.00388;-325.7972
6700;6547519.175;-267472.9052;102535.8532;0;0;0;-1.204724905;0.533999123;332784.1283;673352.1206;3538489.276;-0.001135996;0;0;0;0;4.819312394;0;-1.204724905;0.533999123;-1.410615598;0.412652471;0.577721104;6.589384402;29490.1949;-5611.797499;0;0;86406.7;2163;0;0;6697.753939;29473.42416;-327.4535
6800;6547548.328;-266742.2064;102572.412;0;0;0;-1.203690242;0.535099661;332223.2677;672791.2513;3535541.889;-0.001135996;0;0;0;0;4.810450555;0;-1.203690242;0.535099661;-1.401157168;0.413686034;0.57871946;6.598842832;29457.53176;-5605.58191;0;0;86406.8;2163;0;0;6797.75581;29440.67881;-329.1194
6900;6547577.399;-266011.5042;102608.9694;0;0;0;-1.202650725;0.536203241;331663.0302;672231.0052;3532597.776;-0.001135996;0;0;0;0;4.801602533;0;-1.202650725;0.536203241;-1.391672603;0.41472445;0.579720904;6.608327397;29424.70274;-5599.334756;0;0;86406.9;2163;0;0;6897.757679;29407.76687;-330.7946
7000;6547606.388;-265280.7987;102645.5253;0;0;0;-1.201606322;0.537309868;331103.419;671671.3854;3529656.954;-0.001135996;0;0;0;0;4.792768356;0;-1.201606322;0.537309868;-1.382161839;0.415767752;0.580725444;6.617838161;29391.70632;-5593.055745;0;0;86407;2163;0;0;6997.759545;29374.68741;-332.4792
7100;6547635.295;-264550.09;102682.0798;0;0;0;-1.200557;0.538419551;330544.4373;671112.3952;3526719.44;-0.001135996;0;0;0;0;4.783948053;0;-1.200557;0.538419551;-1.372624816;0.416815973;0.581733086;6.627375184;29358.54217;-5586.744818;0;0;86407.1;2163;0;0;7097.76141;29341.43949;-334.1735
7200;6547664.121;-263819.3779;102718.6328;0;0;0;-1.199502727;0.539532297;329986.0883;670554.0376;3523785.251;-0.001135996;0;0;0;0;4.775141653;0;-1.199502727;0.539532297;-1.363061474;0.417869145;0.582743839;6.636938526;29325.20885;-5580.401697;0;0;86407.2;2163;0;0;7197.763272;29308.02214;-335.8771
7300;6547692.865;-263088.6626;102755.1844;0;0;0;-1.198443471;0.540648112;329428.3751;669996.3159;3520854.404;-0.001135996;0;0;0;0;4.766349184;0;-1.198443471;0.540648112;-1.353471751;0.4189273;0.58375771;6.646528249;29291.7057;-5574.026259;0;0;86407.3;2163;0;0;7297.765133;29274.43443;-337.5905
7400;6547721.527;-262357.9441;102791.7345;0;0;0;-1.197379198;0.541767003;328871.3012;669439.2334;3517926.916;-0.001135996;0;0;0;0;4.757570677;0;-1.197379198;0.541767003;-1.343855588;0.419990472;0.584774705;6.656144412;29258.03196;-5567.618361;0;0;86407.4;2163;0;0;7397.766991;29240.67538;-339.3135
7500;6547750.108;-261627.2223;102828.2831;0;0;0;-1.196309875;0.542888978;328314.8696;668882.7933;3515002.803;-0.001135996;0;0;0;0;4.74880616;0;-1.196309875;0.542888978;-1.334212924;0.421058694;0.585794833;6.665787076;29224.18602;-5561.177692;0;0;86407.5;2163;0;0;7497.768847;29206.74403;-341.0461
7600;6547778.607;-260896.4972;102864.8303;0;0;0;-1.195235468;0.544014043;327759.0838;668326.9989;3512082.084;-0.001135996;0;0;0;0;4.740055663;0;-1.195235468;0.544014043;-1.324543701;0.422132;0.5868181;6.675456299;29190.16758;-5554.704198;0;0;86407.6;2163;0;0;7597.770701;29172.63942;-342.7885
7700;6547807.024;-260165.7689;102901.376;0;0;0;-1.194155944;0.545142205;327203.9469;667771.8536;3509164.775;-0.001135996;0;0;0;0;4.731319218;0;-1.194155944;0.545142205;-1.314847859;0.423210423;0.587844514;6.685152141;29155.97515;-5548.197596;0;0;86407.7;2163;0;0;7697.772553;29138.36057;-344.5407
7800;6547835.359;-259435.0374;102937.9203;0;0;0;-1.193071267;0.546273472;326649.4623;667217.3605;3506250.895;-0.001135996;0;0;0;0;4.722596853;0;-1.193071267;0.546273472;-1.305125341;0.424293998;0.588874082;6.694874659;29121.60807;-5541.657757;0;0;86407.8;2163;0;0;7797.774402;29103.9065;-346.3027
7900;6547863.612;-258704.3027;102974.4631;0;0;0;-1.191981405;0.547407849;326095.6334;666663.5231;3503340.46;-0.001135996;0;0;0;0;4.713888601;0;-1.191981405;0.547407849;-1.295376089;0.42538276;0.589906811;6.704623911;29087.06552;-5535.084529;0;0;86407.9;2163;0;0;7897.77625;29069.27623;-348.0747
8000;6547891.784;-257973.5647;103011.0045;0;0;0;-1.190886322;0.548545343;325542.4635;666110.3448;3500433.488;-0.001135996;0;0;0;0;4.705194491;0;-1.190886322;0.548545343;-1.285600046;0.426476742;0.590942708;6.714399954;29052.34591;-5528.477607;0;0;86408;2163;0;0;7997.778095;29034.46876;-349.8566
8100;6547919.874;-257242.8236;103047.5444;0;0;0;-1.189785983;0.549685961;324989.9559;665557.8287;3497529.996;-0.001135996;0;0;0;0;4.696514556;0;-1.189785983;0.549685961;-1.275797154;0.427575979;0.59198178;6.724202846;29017.44888;-5521.836923;0;0;86408.1;2163;0;0;8097.779938;28999.4831;-351.6483
8200;6547947.883;-256512.0793;103084.0828;0;0;0;-1.188680352;0.55082971;324438.1141;665005.9785;3494630.004;-0.001135996;0;0;0;0;4.687848826;0;-1.188680352;0.55082971;-1.265967357;0.428680508;0.593024034;6.734032643;28982.37294;-5515.162194;0;0;86408.2;2163;0;0;8197.781779;28964.31827;-353.4503
8300;6547975.809;-255781.3318;103120.6198;0;0;0;-1.187569396;0.551976596;323886.9414;664454.7974;3491733.528;-0.001135996;0;0;0;0;4.679197335;0;-1.187569396;0.551976596;-1.2561106;0.429790364;0.594069476;6.7438894;28947.11739;-5508.453285;0;0;86408.3;2163;0;0;8297.783617;28928.97324;-355.2621
