Elapsed Time (ms);ECEF X (m);ECEF Y (m);ECEF Z (m);ECEF Error X (m);ECEF Error Y (m);ECEF Error Z (m);Body Azimuth (rad);Body Elevation (rad);Range (m);PSR (m);ADR;Clock Correction (s);Clock Noise (m);Delta Af0 (s);Delta Af1 (s/s);Iono Correction (m);Tropo Correction (m);PSR Offset (m);Receiver Antenna Azimuth (rad);Receiver Antenna Elevation (rad);Receiver Antenna Gain (dBi);SV Antenna Azimuth (rad);SV Antenna Elevation (rad);Relative Power Level (incl. Receiver Antenna gain) (dB);Doppler Frequency (Hz);PSR Change Rate (m/s);Receiver Carrier Phase Offset (rad);Satellite Carrier Phase Offset (rad);GPS TOW;GPS Week Number;SBAS t0;Calibration offset (m);PSR satellite time (ms);Doppler
17300;6489409.672;156861.9755;-10639.02895;0;0;0;1.638516756;0.615893779;192613.4394;533181.9171;2801889.885;-0.001136;0;0;0;0;4.250881312;0;1.638516756;0.615893779;-0.706782876;-2.724099123;0.640116568;7.293217124;-28419.64949;5408.079481;0;0;86417.3;2163;16;0;17298.2215;-28452.97637
17400;6489395.722;157554.1946;-10369.19898;0;0;0;1.636515089;0.613822944;193154.8815;533723.3722;2804735.251;-0.001136;0;0;0;0;4.26326623;0;1.636515089;0.613822944;-0.724580393;-2.726100189;0.638149384;7.275419607;-28487.57583;5421.005434;0;0;86417.4;2163;16;0;17398.21969;-28520.6154
17500;6489381.687;158246.4117;-10099.36886;0;0;0;1.634530413;0.611761486;193697.6108;534266.1145;2807587.382;-0.001136;0;0;0;0;4.275684848;0;1.634530413;0.611761486;-0.742297321;-2.728084264;0.636191673;7.257702679;-28554.93187;5433.822861;0;0;86417.5;2163;16;0;17498.21788;-28587.68689
17600;6489367.569;158938.6266;-9829.53861;0;0;0;1.632562529;0.609709381;194241.6164;534810.1332;2810446.219;-0.001136;0;0;0;0;4.288136962;0;1.632562529;0.609709381;-0.759933858;-2.730051549;0.634243411;7.240066142;-28621.72323;5446.532836;0;0;86417.6;2163;16;0;17598.21607;-28654.1959
17700;6489353.366;159630.8394;-9559.708226;0;0;0;1.630611238;0.607666607;194786.8876;535355.4175;2813311.707;-0.001136;0;0;0;0;4.30062237;0;1.630611238;0.607666607;-0.777490209;-2.732002239;0.632304574;7.222509791;-28687.95419;5459.136168;0;0;86417.7;2163;16;0;17698.21425;-28720.14736
17800;6489339.079;160323.0501;-9289.877715;0;0;0;1.628676347;0.605633139;195333.4139;535901.9569;2816183.791;-0.001136;0;0;0;0;4.313140872;0;1.628676347;0.605633139;-0.794966582;-2.733936531;0.630375135;7.205033418;-28753.63032;5471.633921;0;0;86417.8;2163;16;0;17798.21242;-28785.54625
17900;6489324.708;161015.2586;-9020.047078;0;0;0;1.626757664;0.603608951;195881.1846;536449.7408;2819062.415;-0.001136;0;0;0;0;4.325692271;0;1.626757664;0.603608951;-0.812363196;-2.735854614;0.628455068;7.187636804;-28818.7564;5484.027001;0;0;86417.9;2163;16;0;17898.2106;-28850.39748
18000;6489310.252;161707.465;-8750.216321;0;0;0;1.624855;0.601594017;196430.1894;536998.7589;2821947.524;-0.001136;0;0;0;0;4.33827637;0;1.624855;0.601594017;-0.829680273;-2.73775668;0.626544347;7.170319727;-28883.33696;5496.316273;0;0;86418;2163;16;0;17998.20876;-28914.7059
18100;6489295.713;162399.6692;-8480.385447;0;0;0;1.622968168;0.599588312;196980.418;537549.0007;2824839.065;-0.001136;0;0;0;0;4.350892977;0;1.622968168;0.599588312;-0.846918043;-2.739642913;0.624642943;7.153081957;-28947.37754;5508.50279;0;0;86418.1;2163;16;0;18098.20693;-28978.47639
18200;6489281.089;163091.8712;-8210.554459;0;0;0;1.621096986;0.597591807;197531.86;538100.456;2827736.982;-0.001136;0;0;0;0;4.363541899;0;1.621096986;0.597591807;-0.86407674;-2.741513497;0.622750827;7.13592326;-29010.88211;5520.587309;0;0;86418.2;2163;16;0;18198.20509;-29041.71373
18300;6489266.382;163784.071;-7940.723362;0;0;0;1.619241272;0.595604474;198084.5055;538653.1148;2830641.223;-0.001136;0;0;0;0;4.376222947;0;1.619241272;0.595604474;-0.881156605;-2.743368613;0.620867972;7.118843395;-29073.85623;5532.570884;0;0;86418.3;2163;16;0;18298.20325;-29104.42272
18400;6489251.59;164476.2687;-7670.89216;0;0;0;1.617400848;0.593626286;198638.3442;539206.9669;2833551.736;-0.001136;0;0;0;0;4.388935934;0;1.617400848;0.593626286;-0.898157882;-2.745208439;0.618994346;7.101842118;-29136.30442;5544.45438;0;0;86418.4;2163;16;0;18398.2014;-29166.60808
18500;6489236.714;165168.4641;-7401.060856;0;0;0;1.615575537;0.591657212;199193.3663;539762.0023;2836468.467;-0.001136;0;0;0;0;4.401680675;0;1.615575537;0.591657212;-0.915080824;-2.747033152;0.617129921;7.084919176;-29198.23102;5556.238621;0;0;86418.5;2163;16;0;18498.19955;-29228.27453
18600;6489221.754;165860.6574;-7131.229454;0;0;0;1.613765167;0.589697224;199749.5619;540318.2113;2839391.365;-0.001136;0;0;0;0;4.414456986;0;1.613765167;0.589697224;-0.931925684;-2.748842925;0.615274665;7.068074316;-29259.64144;5567.924634;0;0;86418.6;2163;16;0;18598.19769;-29289.42674
18700;6489206.709;166552.8484;-6861.397959;0;0;0;1.611969566;0.58774629;200306.9211;540875.584;2842320.378;-0.001136;0;0;0;0;4.427264686;0;1.611969566;0.58774629;-0.948692724;-2.750637929;0.613428546;7.051307276;-29320.53951;5579.513152;0;0;86418.7;2163;16;0;18698.19583;-29350.06934
18800;6489191.581;167245.0372;-6591.566373;0;0;0;1.610188566;0.58580438;200865.4344;541434.1107;2845255.456;-0.001136;0;0;0;0;4.440103596;0;1.610188566;0.58580438;-0.965382208;-2.752418333;0.611591534;7.034617792;-29380.93052;5591.005179;0;0;86418.8;2163;16;0;18798.19397;-29410.20694
18900;6489176.368;167937.2238;-6321.734701;0;0;0;1.608422001;0.583871463;201425.092;541993.7819;2848196.547;-0.001136;0;0;0;0;4.452973537;0;1.608422001;0.583871463;-0.981994405;-2.754184301;0.609763595;7.018005595;-29440.81889;5602.401557;0;0;86418.9;2163;16;0;18898.1921;-29469.84411
19000;6489161.072;168629.4081;-6051.902946;0;0;0;1.606669706;0.581947508;201985.8845;542554.5879;2851143.603;-0.001136;0;0;0;0;4.465874336;0;1.606669706;0.581947508;-0.998529587;-2.755936;0.607944698;7.001470413;-29500.20881;5613.703083;0;0;86419;2163;16;0;18998.19023;-29528.98536
19100;6489145.691;169321.5902;-5782.071113;0;0;0;1.60493152;0.580032481;202547.8024;543116.5194;2854096.573;-0.001136;0;0;0;0;4.478805819;0;1.60493152;0.580032481;-1.014988033;-2.757673591;0.606134808;6.985011967;-29559.10546;5624.910743;0;0;86419.1;2163;16;0;19098.18836;-29587.63521
19200;6489130.226;170013.77;-5512.239206;0;0;0;1.603207283;0.57812635;203110.8364;543679.5669;2857055.408;-0.001136;0;0;0;0;4.491767813;0;1.603207283;0.57812635;-1.031370022;-2.759397232;0.604333893;6.968629978;-29617.51246;5636.025225;0;0;86419.2;2163;16;0;19198.18648;-29645.79812
19300;6489114.677;170705.9475;-5242.407227;0;0;0;1.601496839;0.576229082;203674.9772;544243.7213;2860020.059;-0.001136;0;0;0;0;4.504760149;0;1.601496839;0.576229082;-1.047675838;-2.761107081;0.602541917;6.952324162;-29675.43501;5647.04752;0;0;86419.3;2163;16;0;19298.1846;-29703.47852
19400;6489099.044;171398.1228;-4972.575182;0;0;0;1.599800033;0.574340643;204240.2156;544808.9734;2862990.479;-0.001136;0;0;0;0;4.517782661;0;1.599800033;0.574340643;-1.063905771;-2.762803292;0.600758848;6.936094229;-29732.87734;5657.978432;0;0;86419.4;2163;16;0;19398.18271;-29760.68079
19500;6489083.326;172090.2958;-4702.743073;0;0;0;1.598116711;0.572461001;204806.5425;545375.314;2865966.619;-0.001136;0;0;0;0;4.530835181;0;1.598116711;0.572461001;-1.080060109;-2.76448602;0.59898465;6.919939891;-29789.84338;5668.818709;0;0;86419.5;2163;16;0;19498.18082;-29817.40929
19600;6489067.525;172782.4665;-4432.910905;0;0;0;1.596446723;0.570590119;205373.9489;545942.7341;2868948.432;-0.001136;0;0;0;0;4.543917546;0;1.596446723;0.570590119;-1.096139149;-2.766155414;0.597219287;6.903860851;-29846.33823;5679.569321;0;0;86419.6;2163;16;0;19598.17893;-29873.66835
19700;6489051.639;173474.6349;-4163.078682;0;0;0;1.59478992;0.568727965;205942.4259;546511.2249;2871935.871;-0.001136;0;0;0;0;4.557029593;0;1.59478992;0.568727965;-1.112143186;-2.767811623;0.595462725;6.887856814;-29902.36533;5690.230924;0;0;86419.7;2163;16;0;19698.17703;-29929.46225
19800;6489035.669;174166.801;-3893.246407;0;0;0;1.593146155;0.566874503;206511.9647;547080.7774;2874928.889;-0.001136;0;0;0;0;4.570171164;0;1.593146155;0.566874503;-1.128072521;-2.769454794;0.593714928;6.871927479;-29957.92967;5700.804467;0;0;86419.8;2163;16;0;19798.17513;-29984.79525
19900;6489019.615;174858.9648;-3623.414084;0;0;0;1.591515285;0.565029697;207082.5564;547651.3829;2877927.441;-0.001136;0;0;0;0;4.583342099;0;1.591515285;0.565029697;-1.143927457;-2.77108507;0.591975859;6.856072543;-30013.0353;5711.290719;0;0;86419.9;2163;16;0;19898.17323;-30039.67156
20000;6489003.477;175551.1262;-3353.581718;0;0;0;1.589897166;0.563193513;207654.1923;548223.0326;2880931.481;-0.001136;0;0;0;0;4.596542241;0;1.589897166;0.563193513;-1.159708297;-2.772702596;0.590245482;6.840291703;-30067.68601;5721.690404;0;0;86420;2163;16;0;19998.17132;-30094.09537
20100;6488987.255;176243.2853;-3083.749311;0;0;0;1.588291658;0.561365914;208226.8639;548795.7181;2883940.964;-0.001136;0;0;0;0;4.609771436;0;1.588291658;0.561365914;-1.175415351;-2.774307511;0.588523762;6.824584649;-30121.88669;5732.00445;0;0;86420.1;2163;16;0;20098.16941;-30148.07082
20200;6488970.948;176935.4421;-2813.916869;0;0;0;1.586698622;0.559546865;208800.5626;549369.4307;2886955.844;-0.001136;0;0;0;0;4.623029531;0;1.586698622;0.559546865;-1.191048928;-2.775899955;0.58681066;6.808951072;-30175.64064;5742.233486;0;0;86420.2;2163;16;0;20198.1675;-30201.60203
20300;6488954.558;177627.5965;-2544.084394;0;0;0;1.585117922;0.557736329;209375.28;549944.162;2889976.077;-0.001136;0;0;0;0;4.636316374;0;1.585117922;0.557736329;-1.206609339;-2.777480064;0.585106139;6.793390661;-30228.95264;5752.378422;0;0;86420.3;2163;16;0;20298.16558;-30254.69308
20400;6488938.083;178319.7485;-2274.25189;0;0;0;1.583549421;0.55593427;209951.0076;550519.9036;2893001.62;-0.001136;0;0;0;0;4.649631816;0;1.583549421;0.55593427;-1.222096899;-2.779047971;0.583410163;6.777903101;-30281.82659;5762.440001;0;0;86420.4;2163;16;0;20398.16366;-30307.34801
20500;6488921.524;179011.8982;-2004.419362;0;0;0;1.581992988;0.55414065;210527.7373;551096.6472;2896032.428;-0.001136;0;0;0;0;4.66297571;0;1.581992988;0.55414065;-1.237511923;-2.780603813;0.581722694;6.762488077;-30334.26613;5772.418913;0;0;86420.5;2163;16;0;20498.16174;-30359.57083
20600;6488904.882;179704.0455;-1734.586813;0;0;0;1.580448491;0.552355434;211105.4607;551674.3847;2899068.459;-0.001136;0;0;0;0;4.676347909;0;1.580448491;0.552355434;-1.25285473;-2.782147719;0.580043694;6.74714527;-30386.27593;5782.316049;0;0;86420.6;2163;16;0;20598.15981;-30411.36552
20700;6488888.154;180396.1904;-1464.754248;0;0;0;1.5789158;0.550578583;211684.1698;552253.1077;2902109.669;-0.001136;0;0;0;0;4.689748268;0;1.5789158;0.550578583;-1.268125639;-2.783679819;0.578373125;6.731874361;-30437.85911;5792.132002;0;0;86420.7;2163;16;0;20698.15788;-30462.73603
20800;6488871.343;181088.3329;-1194.921669;0;0;0;1.577394788;0.54881006;212263.8564;552832.8084;2905156.016;-0.001136;0;0;0;0;4.703176646;0;1.577394788;0.54881006;-1.28332497;-2.785200241;0.57671095;6.71667503;-30489.02032;5801.867657;0;0;86420.8;2163;16;0;20798.15595;-30513.68624
20900;6488854.448;181780.473;-925.0890814;0;0;0;1.575885328;0.547049829;212844.5125;553413.4786;2908207.459;-0.001136;0;0;0;0;4.716632902;0;1.575885328;0.547049829;-1.298453046;-2.786709109;0.575057129;6.701546954;-30539.76331;5811.523726;0;0;86420.9;2163;16;0;20898.15401;-30564.22004
21000;6488837.468;182472.6107;-655.2564884;0;0;0;1.574387297;0.54529785;213426.1303;553995.1105;2911263.955;-0.001136;0;0;0;0;4.730116895;0;1.574387297;0.54529785;-1.313510191;-2.788206551;0.573411624;6.686489809;-30590.09145;5821.100854;0;0;86421;2163;16;0;20998.15207;-30614.34128
21100;6488820.405;183164.7459;-385.423894;0;0;0;1.572900571;0.543554087;214008.7018;554577.6962;2914325.464;-0.001136;0;0;0;0;4.743628489;0;1.572900571;0.543554087;-1.328496729;-2.789692687;0.571774398;6.671503271;-30640.00934;5830.599911;0;0;86421.1;2163;16;0;21098.15013;-30664.05376
21200;6488803.257;183856.8788;-115.591302;0;0;0;1.571425029;0.541818502;214592.2194;555161.2279;2917391.943;-0.001136;0;0;0;0;4.757167548;0;1.571425029;0.541818502;-1.343412987;-2.791167639;0.57014541;6.656587013;-30689.51993;5840.021463;0;0;86421.2;2163;16;0;21198.14818;-30713.36124
21300;6488786.025;184549.0092;154.2412836;0;0;0;1.569960553;0.540091056;215176.6752;555745.6979;2920463.354;-0.001136;0;0;0;0;4.770733937;0;1.569960553;0.540091056;-1.358259292;-2.792631527;0.568524624;6.641740708;-30738.62763;5849.366349;0;0;86421.3;2163;16;0;21298.14623;-30762.26748
21400;6488768.709;185241.1371;424.0738591;0;0;0;1.568507024;0.538371711;215762.0617;556331.0986;2923539.656;-0.001136;0;0;0;0;4.784327523;0;1.568507024;0.538371711;-1.373035972;-2.794084466;0.566911998;6.626964028;-30787.33605;5858.635253;0;0;86421.4;2163;16;0;21398.14428;-30810.77617
21500;6488751.309;185933.2626;693.9064205;0;0;0;1.567064325;0.536660429;216348.3713;556917.4225;2926620.808;-0.001136;0;0;0;0;4.797948175;0;1.567064325;0.536660429;-1.387743356;-2.795526577;0.565307496;6.612256644;-30835.64844;5867.828794;0;0;86421.5;2163;16;0;21498.14232;-30858.89099
21600;6488733.825;186625.3856;963.738964;0;0;0;1.565632343;0.534957172;216935.5964;557504.6619;2929706.772;-0.001136;0;0;0;0;4.811595764;0;1.565632343;0.534957172;-1.402381774;-2.79695797;0.563711077;6.597618226;-30883.56917;5876.947807;0;0;86421.6;2163;16;0;21598.14036;-30906.61558
21700;6488716.256;187317.5062;1233.571486;0;0;0;1.564210964;0.533261901;217523.7298;558092.8096;2932797.509;-0.001136;0;0;0;0;4.825270162;0;1.564210964;0.533261901;-1.416951556;-2.798378761;0.562122703;6.583048444;-30931.10102;5885.992818;0;0;86421.7;2163;16;0;21698.1384;-30953.95356
21800;6488698.604;188009.6242;1503.403982;0;0;0;1.562800077;0.531574577;218112.7639;558681.858;2935892.98;-0.001136;0;0;0;0;4.838971242;0;1.562800077;0.531574577;-1.431453034;-2.799789061;0.560542334;6.568546966;-30978.2483;5894.964646;0;0;86421.8;2163;16;0;21798.13644;-31000.90848
21900;6488680.867;188701.7398;1773.236448;0;0;0;1.561399571;0.529895163;218702.6916;559271.8001;2938993.146;-0.001136;0;0;0;0;4.852698879;0;1.561399571;0.529895163;-1.44588654;-2.80118898;0.558969931;6.55411346;-31025.01447;5903.863952;0;0;86421.9;2163;16;0;21898.13447;-31047.4839
22000;6488663.046;189393.8529;2043.068881;0;0;0;1.560009337;0.528223618;219293.5056;559862.6284;2942097.97;-0.001136;0;0;0;0;4.866452951;0;1.560009337;0.528223618;-1.460252404;-2.802578627;0.557405455;6.539747596;-31071.40249;5912.691299;0;0;86422;2163;16;0;21998.1325;-31093.68333
22100;6488645.141;190085.9634;2312.901277;0;0;0;1.558629268;0.526559906;219885.1987;560454.336;2945207.414;-0.001136;0;0;0;0;4.880233335;0;1.558629268;0.526559906;-1.474550961;-2.803958108;0.555848866;6.525449039;-31117.41668;5921.447508;0;0;86422.1;2163;16;0;22098.13053;-31139.51025
22200;6488627.152;190778.0715;2582.733632;0;0;0;1.557259258;0.524903986;220477.7639;561046.9156;2948321.441;-0.001136;0;0;0;0;4.89403991;0;1.557259258;0.524903986;-1.488782542;-2.805327532;0.554300126;6.511217458;-31163.05964;5930.133075;0;0;86422.2;2163;16;0;22198.12855;-31184.96809
22300;6488609.079;191470.177;2852.565942;0;0;0;1.555899203;0.523255821;221071.1941;561640.3603;2951440.014;-0.001136;0;0;0;0;4.907872559;0;1.555899203;0.523255821;-1.502909585;-2.806687001;0.552759195;6.497090415;-31208.33548;5938.748781;0;0;86422.3;2163;16;0;22298.12657;-31230.06029
22400;6488590.922;192162.28;3122.398203;0;0;0;1.554549;0.52161537;221665.4824;562234.663;2954563.096;-0.001136;0;0;0;0;4.921731163;0;1.554549;0.52161537;-1.516826948;-2.808036618;0.551226032;6.483173052;-31253.24752;5947.295258;0;0;86422.4;2163;16;0;22398.12459;-31274.79022
22500;6488572.68;192854.3804;3392.230411;0;0;0;1.553208546;0.519982597;222260.6218;562829.817;2957690.651;-0.001136;0;0;0;0;4.935615608;0;1.553208546;0.519982597;-1.530679183;-2.809376486;0.5497006;6.469320817;-31297.7986;5955.773045;0;0;86422.5;2163;16;0;22498.1226;-31319.16124
22600;6488554.355;193546.4783;3662.062562;0;0;0;1.551877741;0.518357461;222856.6057;563425.8154;2960822.644;-0.001136;0;0;0;0;4.949525777;0;1.551877741;0.518357461;-1.54446662;-2.810706706;0.548182859;6.45553338;-31341.99286;5964.182933;0;0;86422.6;2163;16;0;22598.12061;-31363.17665
22700;6488535.945;194238.5736;3931.894654;0;0;0;1.550556486;0.516739924;223453.4271;564022.6514;2963959.038;-0.001136;0;0;0;0;4.963461559;0;1.550556486;0.516739924;-1.558189588;-2.812027376;0.546672769;6.441810412;-31385.83269;5972.525376;0;0;86422.7;2163;16;0;22698.11862;-31406.83978
22800;6488517.451;194930.6664;4201.72668;0;0;0;1.549244684;0.515129948;224051.0793;564620.3182;2967099.799;-0.001136;0;0;0;0;4.977422841;0;1.549244684;0.515129948;-1.571848417;-2.813338593;0.545170291;6.428151583;-31429.32209;5980.801134;0;0;86422.8;2163;16;0;22798.11663;-31450.15385
22900;6488498.873;195622.7566;4471.558639;0;0;0;1.547942237;0.513527493;224649.5559;565218.8094;2970244.891;-0.001136;0;0;0;0;4.991409514;0;1.547942237;0.513527493;-1.585443435;-2.814640455;0.543675386;6.414556565;-31472.46426;5989.010815;0;0;86422.9;2163;16;0;22898.11463;-31493.12212
23000;6488480.211;196314.8441;4741.390525;0;0;0;1.54664905;0.51193252;225248.8501;565818.1182;2973394.28;-0.001136;0;0;0;0;5.005421469;0;1.54664905;0.51193252;-1.59897497;-2.815933059;0.542188014;6.40102503;-31515.26179;5997.154915;0;0;86423;2163;16;0;22998.11263;-31535.74777
23100;6488461.465;197006.9291;5011.222335;0;0;0;1.545365029;0.510344992;225848.9554;566418.2382;2976547.932;-0.001136;0;0;0;0;5.019458598;0;1.545365029;0.510344992;-1.612443352;-2.817216496;0.540708136;6.387556648;-31557.71875;6005.234206;0;0;86423.1;2163;16;0;23098.11063;-31578.03399
23200;6488442.634;197699.0115;5281.054066;0;0;0;1.544090081;0.508764868;226449.8654;567019.1629;2979705.812;-0.001136;0;0;0;0;5.033520796;0;1.544090081;0.508764868;-1.625848909;-2.818490861;0.539235712;6.374151091;-31599.83738;6013.249115;0;0;86423.2;2163;16;0;23198.10863;-31619.9839
23300;6488423.72;198391.0913;5550.885713;0;0;0;1.542824114;0.507192112;227051.5737;567620.8859;2982867.888;-0.001136;0;0;0;0;5.047607957;0;1.542824114;0.507192112;-1.639191968;-2.819756244;0.537770705;6.360808032;-31641.62151;6021.200371;0;0;86423.3;2163;16;0;23298.10662;-31661.60062
23400;6488404.721;199083.1685;5820.717272;0;0;0;1.541567037;0.505626683;227654.0739;568223.4009;2986034.126;-0.001136;0;0;0;0;5.061719979;0;1.541567037;0.505626683;-1.652383683;-2.821012737;0.536313074;6.347616317;-31683.07414;6029.088544;0;0;86423.4;2163;16;0;23398.10461;-31702.88722
23500;6488385.638;199775.243;6090.548739;0;0;0;1.540318762;0.504068544;228257.3598;568826.7015;2989204.492;-0.001136;0;0;0;0;5.075856759;0;1.540318762;0.504068544;-1.665334905;-2.82226043;0.534862781;6.334665095;-31724.1978;6036.914117;0;0;86423.5;2163;16;0;23498.1026;-31743.84677
23600;6488366.472;200467.3149;6360.380112;0;0;0;1.5390792;0.502517656;228861.4251;569430.7816;2992378.954;-0.001136;0;0;0;0;5.090018197;0;1.5390792;0.502517656;-1.678225857;-2.823499409;0.533419786;6.321774143;-31764.99634;6044.67782;0;0;86423.6;2163;16;0;23598.10058;-31784.48227
23700;6488347.221;201159.3841;6630.211385;0;0;0;1.537848264;0.50097398;229466.2637;570035.635;2995557.481;-0.001136;0;0;0;0;5.104204193;0;1.537848264;0.50097398;-1.691056859;-2.824729764;0.53198405;6.308943141;-31805.4719;6052.380063;0;0;86423.7;2163;16;0;23698.09857;-31824.79674
23800;6488327.885;201851.4507;6900.042555;0;0;0;1.536625867;0.499437479;230071.8694;570641.2556;2998740.038;-0.001136;0;0;0;0;5.11841465;0;1.536625867;0.499437479;-1.70382823;-2.825951579;0.530555536;6.29617177;-31845.62813;6060.02154;0;0;86423.8;2163;16;0;23798.09655;-31864.79313
23900;6488308.466;202543.5146;7169.873618;0;0;0;1.535411925;0.497908113;230678.2363;571247.6373;3001926.596;-0.001136;0;0;0;0;5.132649471;0;1.535411925;0.497908113;-1.716540287;-2.827164939;0.529134203;6.283459713;-31885.46792;6067.6028;0;0;86423.9;2163;16;0;23898.09452;-31904.47437
24000;6488288.963;203235.5758;7439.70457;0;0;0;1.534206354;0.496385845;231285.3583;571854.7742;3005117.121;-0.001136;0;0;0;0;5.14690856;0;1.534206354;0.496385845;-1.729193349;-2.828369929;0.527720013;6.270806651;-31924.99364;6075.124294;0;0;86424;2163;16;0;23998.0925;-31943.84338
24100;6488269.375;203927.6344;7709.535407;0;0;0;1.533009071;0.494870637;231893.2294;572462.6602;3008311.584;-0.001136;0;0;0;0;5.161191823;0;1.533009071;0.494870637;-1.741787732;-2.829566631;0.526312928;6.258212268;-31964.209;6082.58673;0;0;86424.1;2163;16;0;24098.09047;-31982.90304
24200;6488249.704;204619.6902;7979.366125;0;0;0;1.531819994;0.49336245;232501.8438;573071.2896;3011509.953;-0.001136;0;0;0;0;5.175499167;0;1.531819994;0.49336245;-1.754323753;-2.830755128;0.52491291;6.245676247;-32003.11596;6089.990478;0;0;86424.2;2163;16;0;24198.08844;-32021.65621
24300;6488229.948;205311.7434;8249.196722;0;0;0;1.530639043;0.491861246;233111.1957;573680.6564;3014712.197;-0.001136;0;0;0;0;5.1898305;0;1.530639043;0.491861246;-1.766801728;-2.831935499;0.523519919;6.233198272;-32041.71809;6097.336218;0;0;86424.3;2163;16;0;24298.08641;-32060.10572
24400;6488210.108;206003.7939;8519.027191;0;0;0;1.529466137;0.490366988;233721.2792;574290.7549;3017918.286;-0.001136;0;0;0;0;5.204185733;0;1.529466137;0.490366988;-1.779221971;-2.833107825;0.522133917;6.220778029;-32080.01814;6104.624474;0;0;86424.4;2163;16;0;24398.08437;-32098.25433
24500;6488190.184;206695.8416;8788.857531;0;0;0;1.528301198;0.488879638;234332.0887;574901.5794;3021128.191;-0.001136;0;0;0;0;5.218564775;0;1.528301198;0.488879638;-1.791584796;-2.834272185;0.520754866;6.208415204;-32118.01829;6111.855663;0;0;86424.5;2163;16;0;24498.08233;-32136.10484
24600;6488170.176;207387.8866;9058.687736;0;0;0;1.527144148;0.487399158;234943.6184;575513.1242;3024341.88;-0.001136;0;0;0;0;5.232967539;0;1.527144148;0.487399158;-1.803763513;-2.835428655;0.519382728;6.196236487;-32155.72214;6119.030468;0;0;86424.6;2163;16;0;24598.08029;-32173.66001
24700;6488150.084;208079.9289;9328.517803;0;0;0;1.52599491;0.485925511;235555.8628;576125.3836;3027559.325;-0.001136;0;0;0;0;5.247393938;0;1.52599491;0.485925511;-1.815867698;-2.836577314;0.518017466;6.184132302;-32193.13157;6126.149245;0;0;86424.7;2163;16;0;24698.07825;-32210.92253
24800;6488129.907;208771.9684;9598.347728;0;0;0;1.524853408;0.484458659;236168.8163;576738.3522;3030780.497;-0.001136;0;0;0;0;5.261843886;0;1.524853408;0.484458659;-1.827916069;-2.837718237;0.51665904;6.172083931;-32230.24993;6133.212635;0;0;86424.8;2163;16;0;24798.07621;-32247.89512
24900;6488109.647;209464.0052;9868.177508;0;0;0;1.523719568;0.482998564;236782.4733;577352.0243;3034005.366;-0.001136;0;0;0;0;5.2763173;0;1.523719568;0.482998564;-1.839908933;-2.838851498;0.515307414;6.160091067;-32267.07984;6140.221133;0;0;86424.9;2163;16;0;24898.07416;-32284.58042
25000;6488089.302;210156.0392;10138.00714;0;0;0;1.522593316;0.48154519;237396.8284;577966.3946;3037233.903;-0.001136;0;0;0;0;5.290814094;0;1.522593316;0.48154519;-1.851846596;-2.839977173;0.513962549;6.148153404;-32303.62338;6147.175138;0;0;86425;2163;16;0;24998.07211;-32320.98108
25100;6488068.873;210848.0705;10407.83661;0;0;0;1.521474577;0.4800985;238011.8763;578581.4576;3040466.081;-0.001136;0;0;0;0;5.305334188;0;1.521474577;0.4800985;-1.863729364;-2.841095333;0.512624409;6.136270636;-32339.88406;6154.075317;0;0;86425.1;2163;16;0;25098.07006;-32357.09972
25200;6488048.361;211540.099;10677.66593;0;0;0;1.520363281;0.478658456;238627.6114;579197.2079;3043701.871;-0.001136;0;0;0;0;5.319877501;0;1.520363281;0.478658456;-1.875557539;-2.842206052;0.511292955;6.124442461;-32375.86353;6160.921982;0;0;86425.2;2163;16;0;25198.06801;-32392.93891
25300;6488027.764;212232.1247;10947.49509;0;0;0;1.519259355;0.477225021;239244.0285;579813.6402;3046941.244;-0.001136;0;0;0;0;5.334443952;0;1.519259355;0.477225021;-1.887331425;-2.843309401;0.509968151;6.112668575;-32411.56508;6167.71576;0;0;86425.3;2163;16;0;25298.06595;-32428.50124
25400;6488007.082;212924.1475;11217.32408;0;0;0;1.51816273;0.475798159;239861.1224;580430.7493;3050184.174;-0.001136;0;0;0;0;5.349033463;0;1.51816273;0.475798159;-1.899051324;-2.844405448;0.508649959;6.100948676;-32446.99127;6174.45714;0;0;86425.4;2163;16;0;25398.06389;-32463.78923
25500;6487986.317;213616.1676;11487.1529;0;0;0;1.517073335;0.474377834;240478.8878;581048.5299;3053430.634;-0.001136;0;0;0;0;5.363645956;0;1.517073335;0.474377834;-1.910717537;-2.845494267;0.507338343;6.089282463;-32482.14392;6181.146467;0;0;86425.5;2163;16;0;25498.06183;-32498.8054
25600;6487965.468;214308.1849;11756.98155;0;0;0;1.515991103;0.472964008;241097.3195;581666.9769;3056680.594;-0.001136;0;0;0;0;5.378281354;0;1.515991103;0.472964008;-1.922330362;-2.846575923;0.506033264;6.077669638;-32517.02644;6187.784389;0;0;86425.6;2163;16;0;25598.05977;-32533.55225
25700;6487944.534;215000.1994;12026.81003;0;0;0;1.514915964;0.471556645;241716.4124;582286.0851;3059934.03;-0.001136;0;0;0;0;5.392939583;0;1.514915964;0.471556645;-1.9338901;-2.847650485;0.504734688;6.0661099;-32551.64039;6194.371206;0;0;86425.7;2163;16;0;25698.0577;-32568.03222
