Elapsed Time (ms);ECEF X (m);ECEF Y (m);ECEF Z (m);ECEF Error X (m);ECEF Error Y (m);ECEF Error Z (m);Body Azimuth (rad);Body Elevation (rad);Range (m);PSR (m);ADR;Clock Correction (s);Clock Noise (m);Delta Af0 (s);Delta Af1 (s/s);Iono Correction (m);Tropo Correction (m);PSR Offset (m);Receiver Antenna Azimuth (rad);Receiver Antenna Elevation (rad);Receiver Antenna Gain (dBi);SV Antenna Azimuth (rad);SV Antenna Elevation (rad);Relative Power Level (incl. Receiver Antenna gain) (dB);Doppler Frequency (Hz);PSR Change Rate (m/s);Receiver Carrier Phase Offset (rad);Satellite Carrier Phase Offset (rad);GPS TOW;GPS Week Number;SBAS t0;Calibration offset (m);PSR satellite time (ms);Doppler;Drift
2800;6473666.228;-269008.1023;340567.998;0;0;0;-0.668540132;0.216656373;444384.6786;784959.0348;4124987.569;-0.001135996;0;0;0;0;11.18113847;0;-0.668540132;0.216656373;-4.504495598;0.753054842;0.283596319;3.495504402;27517.27316;-5236.362975;0;0;86402.8;2163;0;0;2797.381658;27500.77949;-313.7952
2900;6473702.733;-268277.1026;340451.9102;0;0;0;-0.667382725;0.217000115;443861.3562;784435.6964;4122237.407;-0.001135996;0;0;0;0;11.16449943;0;-0.667382725;0.217000115;-4.500382157;0.754209277;0.283856042;3.499617843;27485.94771;-5230.40194;0;0;86402.9;2163;0;0;2897.383404;27469.39997;-314.9101
3000;6473739.155;-267546.0995;340335.8173;0;0;0;-0.666222413;0.217344205;443338.6309;783912.9551;4119490.383;-0.001135996;0;0;0;0;11.14789344;0;-0.666222413;0.217344205;-4.49626456;0.755366619;0.284116202;3.50373544;27454.5107;-5224.419676;0;0;86403;2163;0;0;2997.385148;27437.90896;-316.0291
3100;6473775.494;-266815.093;340219.7196;0;0;0;-0.665059186;0.217688641;442816.5048;783390.8132;4116746.509;-0.001135996;0;0;0;0;11.13132049;0;-0.665059186;0.217688641;-4.49214282;0.756526874;0.284376798;3.50785718;27422.96203;-5218.416163;0;0;86403.1;2163;0;0;3097.38689;27406.30605;-317.1517
3200;6473811.749;-266084.0832;340103.6168;0;0;0;-0.663893039;0.218033422;442294.9802;782869.2726;4114005.795;-0.001135996;0;0;0;0;11.11478058;0;-0.663893039;0.218033422;-4.488016952;0.75769005;0.284637829;3.511983048;27391.30136;-5212.391339;0;0;86403.2;2163;0;0;3197.388629;27374.59088;-318.2787
3300;6473847.92;-265353.0701;339987.5091;0;0;0;-0.662723961;0.218378547;441774.059;782348.3356;4111268.252;-0.001135996;0;0;0;0;11.09827369;0;-0.662723961;0.218378547;-4.483886971;0.758856157;0.284899294;3.516113029;27359.52806;-5206.34508;0;0;86403.3;2163;0;0;3297.390367;27342.76301;-319.4095
3400;6473884.008;-264622.0536;339871.3964;0;0;0;-0.661551947;0.218724014;441253.7436;781828.0043;4108533.893;-0.001135996;0;0;0;0;11.08179981;0;-0.661551947;0.218724014;-4.479752892;0.7600252;0.285161193;3.520247108;27327.64217;-5200.277397;0;0;86403.4;2163;0;0;3397.392102;27310.82206;-320.5444
3500;6473920.012;-263891.0339;339755.2788;0;0;0;-0.660376987;0.219069823;440734.0359;781308.2808;4105802.728;-0.001135996;0;0;0;0;11.06535895;0;-0.660376987;0.219069823;-4.47561473;0.761197189;0.285423524;3.52438527;27295.64273;-5194.188106;0;0;86403.5;2163;0;0;3497.393836;27278.76762;-321.6832
3600;6473955.933;-263160.0108;339639.1562;0;0;0;-0.659199074;0.219415971;440214.9382;780789.1674;4103074.768;-0.001135996;0;0;0;0;11.04895107;0;-0.659199074;0.219415971;-4.471472501;0.762372132;0.285686286;3.528527499;27263.52964;-5188.077188;0;0;86403.6;2163;0;0;3597.395568;27246.5993;-322.8262
3700;6473991.771;-262428.9844;339523.0286;0;0;0;-0.6580182;0.219762458;439696.4527;780270.6661;4100350.026;-0.001135996;0;0;0;0;11.03257619;0;-0.6580182;0.219762458;-4.467326219;0.763550035;0.285949479;3.532673781;27231.30255;-5181.944577;0;0;86403.7;2163;0;0;3697.397297;27214.31668;-323.9731
3800;6474027.525;-261697.9547;339406.8961;0;0;0;-0.656834357;0.220109282;439178.5814;779752.7792;4097628.511;-0.001135996;0;0;0;0;11.01623429;0;-0.656834357;0.220109282;-4.463175902;0.764730907;0.286213101;3.536824098;27198.96081;-5175.790148;0;0;86403.8;2163;0;0;3797.399025;27181.91937;-325.124
3900;6474063.195;-260966.9218;339290.7586;0;0;0;-0.655647538;0.220456442;438661.3267;779235.5088;4094910.237;-0.001135996;0;0;0;0;10.99992537;0;-0.655647538;0.220456442;-4.459021565;0.765914757;0.286477151;3.540978435;27166.50447;-5169.613913;0;0;86403.9;2163;0;0;3897.40075;27149.40697;-326.2792
4000;6474098.782;-260235.8855;339174.6162;0;0;0;-0.654457733;0.220803937;438144.6907;778718.8572;4092195.214;-0.001135996;0;0;0;0;10.98364941;0;-0.654457733;0.220803937;-4.454863225;0.767101591;0.286741629;3.545136775;27133.93257;-5163.415687;0;0;86404;2163;0;0;3997.402473;27116.77905;-327.4381
4100;6474134.285;-259504.8461;339058.4688;0;0;0;-0.653264936;0.221151764;437628.6755;778202.8264;4089483.455;-0.001135997;0;0;0;0;10.96740641;0;-0.653264936;0.221151764;-4.450700899;0.768291418;0.287006534;3.549299101;27101.245;-5157.195449;0;0;86404.1;2163;0;0;4097.404195;27084.03524;-328.6013
4200;6474169.705;-258773.8033;338942.3165;0;0;0;-0.652069139;0.221499924;437113.2835;777687.4188;4086774.969;-0.001135997;0;0;0;0;10.95119637;0;-0.652069139;0.221499924;-4.446534603;0.769484246;0.287271864;3.553465397;27068.4414;-5150.953131;0;0;86404.2;2163;0;0;4197.405914;27051.17511;-329.7687
4300;6474205.042;-258042.7573;338826.1593;0;0;0;-0.650870333;0.221848413;436598.5167;777172.6365;4084069.77;-0.001135997;0;0;0;0;10.93501928;0;-0.650870333;0.221848413;-4.442364355;0.770680083;0.287537617;3.557635645;27035.52113;-5144.688613;0;0;86404.3;2163;0;0;4297.407631;27018.19824;-330.9397
4400;6474240.295;-257311.7081;338709.9971;0;0;0;-0.64966851;0.222197232;436084.3775;776658.4818;4081367.869;-0.001135997;0;0;0;0;10.91887512;0;-0.64966851;0.222197232;-4.438190172;0.771878936;0.287803795;3.561809828;27002.48424;-5138.401901;0;0;86404.4;2163;0;0;4397.409346;26985.10427;-332.1154
4500;6474275.464;-256580.6557;338593.8299;0;0;0;-0.648463663;0.222546378;435570.868;776144.9569;4078669.277;-0.001135997;0;0;0;0;10.90276391;0;-0.648463663;0.222546378;-4.434012071;0.773080814;0.288070394;3.565987929;26969.32974;-5132.092809;0;0;86404.5;2163;0;0;4497.411059;26951.89273;-333.2947
4600;6474310.55;-255849.6001;338477.6578;0;0;0;-0.647255783;0.22289585;435057.9906;775632.064;4075974.007;-0.001135997;0;0;0;0;10.88668562;0;-0.647255783;0.22289585;-4.429830072;0.774285724;0.288337414;3.570169928;26936.05754;-5125.76132;0;0;86404.6;2163;0;0;4597.41277;26918.56326;-334.4784
4700;6474345.553;-255118.5412;338361.4808;0;0;0;-0.646044863;0.223245646;434545.7473;775119.8054;4073282.07;-0.001135997;0;0;0;0;10.87064027;0;-0.646044863;0.223245646;-4.425644191;0.775493675;0.288604853;3.574355809;26902.66726;-5119.407361;0;0;86404.7;2163;0;0;4697.414479;26885.11542;-335.6661
4800;6474380.472;-254387.4792;338245.2988;0;0;0;-0.644830895;0.223595764;434034.1406;774608.1833;4070593.477;-0.001135997;0;0;0;0;10.85462783;0;-0.644830895;0.223595764;-4.421454448;0.776704674;0.288872712;3.578545552;26869.15826;-5113.030811;0;0;86404.8;2163;0;0;4797.416185;26851.54881;-336.8578
4900;6474415.307;-253656.4139;338129.1119;0;0;0;-0.64361387;0.223946204;433523.1726;774097.2;4067908.242;-0.001135997;0;0;0;0;10.83864832;0;-0.64361387;0.223946204;-4.417260861;0.77791873;0.289140987;3.582739139;26835.53059;-5106.631678;0;0;86404.9;2163;0;0;4897.41789;26817.86303;-338.0539
5000;6474450.059;-252925.3455;338012.9201;0;0;0;-0.642393781;0.224296964;433012.8457;773586.8577;4065226.375;-0.001135997;0;0;0;0;10.82270171;0;-0.642393781;0.224296964;-4.413063449;0.77913585;0.289409679;3.586936551;26801.78326;-5100.209775;0;0;86405;2163;0;0;4997.419592;26784.05764;-339.2538
5100;6474484.728;-252194.2739;337896.7233;0;0;0;-0.64117062;0.224648042;432503.162;773077.1588;4062547.889;-0.001135997;0;0;0;0;10.80678802;0;-0.64117062;0.224648042;-4.408862232;0.780356043;0.289678785;3.591137768;26767.91619;-5093.765085;0;0;86405.1;2163;0;0;5097.421292;26750.13226;-340.4581
5200;6474519.313;-251463.1992;337780.5216;0;0;0;-0.639944379;0.224999436;431994.1239;772568.1055;4059872.796;-0.001135997;0;0;0;0;10.79090724;0;-0.639944379;0.224999436;-4.404657229;0.781579316;0.289948305;3.595342771;26733.92897;-5087.297531;0;0;86405.2;2163;0;0;5197.42299;26716.08645;-341.6665
5300;6474553.814;-250732.1213;337664.315;0;0;0;-0.638715049;0.225351144;431485.7337;772059.7;4057201.108;-0.001135997;0;0;0;0;10.77505936;0;-0.638715049;0.225351144;-4.400448459;0.782805677;0.290218238;3.599551541;26699.82097;-5080.806995;0;0;86405.3;2163;0;0;5297.424686;26681.9198;-342.8789
5400;6474588.232;-250001.0403;337548.1034;0;0;0;-0.637482623;0.225703166;430977.9936;771551.9448;4054532.836;-0.001135997;0;0;0;0;10.75924438;0;-0.637482623;0.225703166;-4.396235944;0.784035135;0.290488581;3.603764056;26665.59223;-5074.293483;0;0;86405.4;2163;0;0;5397.42638;26647.63191;-344.0955
5500;6474622.567;-249269.9562;337431.8869;0;0;0;-0.636247093;0.226055499;430470.9061;771044.8421;4051867.993;-0.001135997;0;0;0;0;10.74346231;0;-0.636247093;0.226055499;-4.392019703;0.785267697;0.290759334;3.607980297;26631.24177;-5067.756807;0;0;86405.5;2163;0;0;5497.428071;26613.22236;-345.3164
5600;6474656.818;-248538.8689;337315.6655;0;0;0;-0.635008451;0.226408142;429964.4733;770538.3942;4049206.592;-0.001135997;0;0;0;0;10.72771313;0;-0.635008451;0.226408142;-4.387799757;0.786503372;0.291030495;3.612200243;26596.76948;-5061.196949;0;0;86405.6;2163;0;0;5597.429761;26578.69072;-346.5413
5700;6474690.985;-247807.7785;337199.4392;0;0;0;-0.633766688;0.226761093;429458.6976;770032.6035;4046548.643;-0.001135997;0;0;0;0;10.71199685;0;-0.633766688;0.226761093;-4.383576127;0.787742167;0.291302063;3.616423873;26562.17497;-5054.613833;0;0;86405.7;2163;0;0;5697.431448;26544.03659;-347.7705
5800;6474725.069;-247076.685;337083.2079;0;0;0;-0.632521797;0.227114349;428953.5814;769527.4723;4043894.161;-0.001135997;0;0;0;0;10.69631346;0;-0.632521797;0.227114349;-4.37934158;0.78898409;0.291574037;3.62065842;26527.45761;-5048.007339;0;0;86405.8;2163;0;0;5797.433133;26509.25954;-349.0037
5900;6474759.07;-246345.5885;336966.9718;0;0;0;-0.63127377;0.22746791;428449.1269;769023.0028;4041243.156;-0.001135997;0;0;0;0;10.68066297;0;-0.63127377;0.22746791;-4.37509907;0.79022915;0.291846415;3.62490093;26492.61744;-5041.377474;0;0;86405.9;2163;0;0;5897.434815;26474.35917;-350.2414
6000;6474792.987;-245614.4888;336850.7307;0;0;0;-0.630022599;0.227821774;427945.3366;768519.1976;4038595.641;-0.001135997;0;0;0;0;10.66504537;0;-0.630022599;0.227821774;-4.37085293;0.791477354;0.292119195;3.62914707;26457.65343;-5034.724044;0;0;86406;2163;0;0;5997.436496;26439.33503;-351.4829
6100;6474826.82;-244883.3861;336734.4847;0;0;0;-0.628768275;0.228175938;427442.2128;768016.0588;4035951.629;-0.001135997;0;0;0;0;10.64946066;0;-0.628768275;0.228175938;-4.366603183;0.79272871;0.292392377;3.633396817;26422.56553;-5028.047039;0;0;86406.1;2163;0;0;6097.438174;26404.18674;-352.7289
6200;6474860.57;-244152.2803;336618.2337;0;0;0;-0.627510792;0.228530401;426939.7579;767513.5889;4033311.132;-0.001135997;0;0;0;0;10.63390885;0;-0.627510792;0.228530401;-4.362349851;0.793983227;0.292665958;3.637650149;26387.35331;-5021.346377;0;0;86406.2;2163;0;0;6197.43985;26368.91385;-353.9789
6300;6474894.237;-243421.1715;336501.9779;0;0;0;-0.62625014;0.22888516;426437.9741;767011.7903;4030674.163;-0.001135997;0;0;0;0;10.61838993;0;-0.62625014;0.22888516;-4.358092956;0.795240912;0.292939938;3.641907044;26352.01615;-5014.621939;0;0;86406.3;2163;0;0;6297.441524;26333.51596;-355.2332
6400;6474927.82;-242690.0596;336385.7172;0;0;0;-0.624986311;0.229240215;425936.864;766510.6653;4028040.733;-0.001135997;0;0;0;0;10.6029039;0;-0.624986311;0.229240215;-4.353832523;0.796501774;0.293214314;3.646167477;26316.55408;-5007.873731;0;0;86406.4;2163;0;0;6397.443196;26297.99264;-356.4918
6500;6474961.319;-241958.9447;336269.4515;0;0;0;-0.623719299;0.229595563;425436.4298;766010.2164;4025410.856;-0.001135997;0;0;0;0;10.58745077;0;-0.623719299;0.229595563;-4.349568573;0.79776582;0.293489086;3.650431427;26280.96609;-5001.101562;0;0;86406.5;2163;0;0;6497.444865;26262.34346;-357.7543
6600;6474994.735;-241227.8268;336153.1809;0;0;0;-0.622449094;0.229951202;424936.674;765510.4458;4022784.544;-0.001135997;0;0;0;0;10.57203053;0;-0.622449094;0.229951202;-4.345301131;0.799033058;0.293764251;3.654698869;26245.2521;-4994.305416;0;0;86406.6;2163;0;0;6597.446532;26226.56803;-359.0214
6700;6475028.067;-240496.7058;336036.9055;0;0;0;-0.621175689;0.230307129;424437.599;765011.3561;4020161.81;-0.001135997;0;0;0;0;10.55664319;0;-0.621175689;0.230307129;-4.341030221;0.800303497;0.294039808;3.658969779;26209.41167;-4987.485209;0;0;86406.7;2163;0;0;6697.448197;26190.66589;-360.2925
6800;6475061.316;-239765.5819;335920.6251;0;0;0;-0.619899076;0.230663344;423939.2072;764512.9496;4017542.666;-0.001135997;0;0;0;0;10.54128875;0;-0.619899076;0.230663344;-4.336755866;0.801577144;0.294315755;3.663244134;26173.44423;-4980.640832;0;0;86406.8;2163;0;0;6797.449859;26154.63664;-361.5678
6900;6475094.482;-239034.4549;335804.3398;0;0;0;-0.618619246;0.231019844;423441.501;764015.2287;4014927.125;-0.001135997;0;0;0;0;10.52596722;0;-0.618619246;0.231019844;-4.332478092;0.802854008;0.294592091;3.667521908;26137.34975;-4973.772281;0;0;86406.9;2163;0;0;6897.45152;26118.47986;-362.8475
7000;6475127.564;-238303.325;335688.0497;0;0;0;-0.617336192;0.231376627;422944.4829;763518.1959;4012315.201;-0.001135997;0;0;0;0;10.51067858;0;-0.617336192;0.231376627;-4.328196922;0.804134096;0.294868813;3.671803078;26101.12723;-4966.879366;0;0;86407;2163;0;0;6997.453177;26082.19511;-364.1312
7100;6475160.562;-237572.1921;335571.7546;0;0;0;-0.616049906;0.23173369;422448.1552;763021.8537;4009706.904;-0.001135997;0;0;0;0;10.49542286;0;-0.616049906;0.23173369;-4.323912383;0.805417417;0.295145921;3.676087617;26064.77663;-4959.962075;0;0;86407.1;2163;0;0;7097.454833;26045.78199;-365.4193
7200;6475193.477;-236841.0562;335455.4546;0;0;0;-0.614760379;0.232091033;421952.5205;762526.2043;4007102.25;-0.001135997;0;0;0;0;10.48020004;0;-0.614760379;0.232091033;-4.3196245;0.806703978;0.295423413;3.6803755;26028.29745;-4953.020318;0;0;86407.2;2163;0;0;7197.456486;26009.24006;-366.7118
7300;6475226.309;-236109.9173;335339.1497;0;0;0;-0.613467604;0.232448651;421457.5811;762031.2504;4004501.249;-0.001135997;0;0;0;0;10.46501014;0;-0.613467604;0.232448651;-4.315333298;0.807993787;0.295701286;3.684666702;25991.68914;-4946.053988;0;0;86407.3;2163;0;0;7297.458137;25972.56888;-368.0081
7400;6475259.056;-235378.7756;335222.84;0;0;0;-0.612171573;0.232806545;420963.3395;761536.9944;4001903.916;-0.001135997;0;0;0;0;10.44985316;0;-0.612171573;0.232806545;-4.311038804;0.809286853;0.29597954;3.688961196;25954.95167;-4939.063081;0;0;86407.4;2163;0;0;7397.459786;25935.76807;-369.3091
7500;6475291.721;-234647.6308;335106.5253;0;0;0;-0.610872278;0.23316471;420469.7983;761043.4386;3999310.263;-0.001135997;0;0;0;0;10.4347291;0;-0.610872278;0.23316471;-4.306741044;0.810583183;0.296258171;3.693258956;25918.08406;-4932.047408;0;0;86407.5;2163;0;0;7497.461432;25898.83716;-370.6141
7600;6475324.302;-233916.4832;334990.2058;0;0;0;-0.60956971;0.233523145;419976.9598;760550.5857;3996720.304;-0.001135997;0;0;0;0;10.41963796;0;-0.60956971;0.233523145;-4.302440044;0.811882785;0.296537179;3.697559956;25881.08624;-4925.006956;0;0;86407.6;2163;0;0;7597.463076;25861.77575;-371.9233
7700;6475356.799;-233185.3326;334873.8814;0;0;0;-0.608263862;0.233881848;419484.8266;760058.4381;3994134.05;-0.001135997;0;0;0;0;10.40457976;0;-0.608263862;0.233881848;-4.298135832;0.813185669;0.296816562;3.701864168;25843.95771;-4917.941632;0;0;86407.7;2163;0;0;7697.464718;25824.58342;-373.237
7800;6475389.213;-232454.1791;334757.552;0;0;0;-0.606954726;0.234240817;418993.4011;759566.9982;3991551.516;-0.001135997;0;0;0;0;10.38955449;0;-0.606954726;0.234240817;-4.293828436;0.81449184;0.297096317;3.706171564;25806.69793;-4910.851332;0;0;86407.8;2163;0;0;7797.466357;25787.25972;-374.5548
7900;6475421.543;-231723.0227;334641.2178;0;0;0;-0.605642294;0.234600049;418502.6859;759076.2686;3988972.715;-0.001135997;0;0;0;0;10.37456216;0;-0.605642294;0.234600049;-4.289517882;0.815801307;0.297376443;3.710482118;25769.30687;-4903.736049;0;0;86407.9;2163;0;0;7897.467994;25749.80424;-375.8769
8000;6475453.79;-230991.8634;334524.8788;0;0;0;-0.604326558;0.234959541;418012.6834;758586.2518;3986397.659;-0.001135997;0;0;0;0;10.35960278;0;-0.604326558;0.234959541;-4.285204198;0.817114079;0.297656938;3.714795802;25731.78355;-4896.595598;0;0;86408;2163;0;0;7997.469629;25712.21655;-377.2033
8100;6475485.953;-230260.7013;334408.5348;0;0;0;-0.603007509;0.235319292;417523.3962;758096.9504;3983826.363;-0.001135997;0;0;0;0;10.34467635;0;-0.603007509;0.235319292;-4.280887414;0.818430164;0.2979378;3.719112586;25694.12785;-4889.429958;0;0;86408.1;2163;0;0;8097.471261;25674.49622;-378.5339
8200;6475518.033;-229529.5362;334292.1859;0;0;0;-0.601685141;0.235679298;417034.8267;757608.3667;3981258.838;-0.001135997;0;0;0;0;10.32978288;0;-0.601685141;0.235679298;-4.276567558;0.819749568;0.298219026;3.723432442;25656.33935;-4882.239045;0;0;86408.2;2163;0;0;8197.472891;25636.64283;-379.8688
8300;6475550.03;-228798.3683;334175.8322;0;0;0;-0.600359444;0.236039559;416546.9776;757120.5034;3978695.099;-0.001135997;0;0;0;0;10.31492238;0;-0.600359444;0.236039559;-4.272244659;0.821072301;0.298500616;3.727755341;25618.41745;-4875.022749;0;0;86408.3;2163;0;0;8297.474518;25598.65595;-381.2079
