Elapsed Time (ms);ECEF X (m);ECEF Y (m);ECEF Z (m);ECEF Error X (m);ECEF Error Y (m);ECEF Error Z (m);Body Azimuth (rad);Body Elevation (rad);Range (m);PSR (m);ADR;Clock Correction (s);Clock Noise (m);Delta Af0 (s);Delta Af1 (s/s);Iono Correction (m);Tropo Correction (m);PSR Offset (m);Receiver Antenna Azimuth (rad);Receiver Antenna Elevation (rad);Receiver Antenna Gain (dBi);SV Antenna Azimuth (rad);SV Antenna Elevation (rad);Relative Power Level (incl. Receiver Antenna gain) (dB);Doppler Frequency (Hz);PSR Change Rate (m/s);Receiver Carrier Phase Offset (rad);Satellite Carrier Phase Offset (rad);GPS TOW;GPS Week Number;SBAS t0;Calibration offset (m);PSR satellite time (ms);Doppler;Drift
1500;6538612.709;-58246.50565;81594.81122;0;0;0;-0.619961316;1.01239663;189214.7298;529780.8031;2784016.911;-0.001135996;0;0;0;0;2.902042164;0;-0.619961316;1.01239663;3.245366292;1.928843481;1.02772766;11.24536629;-8192.433706;1558.968299;0;0;86401.5;2163;0;0;1498.232841;-8266.25873;-1476.96729
1600;6538608.071;-57857.49008;82243.05743;0;0;0;-0.613067024;1.011022283;189372.0315;529938.1076;2784843.552;-0.001135996;0;0;0;0;2.904527291;0;-0.613067024;1.011022283;3.230932612;1.935736865;1.026399803;11.23093261;-8340.318161;1587.109775;0;0;86401.6;2163;0;0;1598.232317;-8413.955459;-1473.2256
1700;6538603.346;-57468.47365;82891.30241;0;0;0;-0.606214612;1.009628761;189532.1438;530098.2227;2785684.962;-0.001135996;0;0;0;0;2.907057032;0;-0.606214612;1.009628761;3.216077264;1.942588367;1.025053497;11.21607726;-8487.830964;1615.180528;0;0;86401.7;2163;0;0;1698.231783;-8561.278019;-1469.4312
1800;6538598.533;-57079.45637;83539.54614;0;0;0;-0.599404338;1.008216365;189695.0595;530261.1413;2786541.105;-0.001135996;0;0;0;0;2.909631286;0;-0.599404338;1.008216365;3.201020719;1.949397731;1.023689037;11.20102072;-8634.967024;1643.17959;0;0;86401.8;2163;0;0;1798.231239;-8708.221139;-1465.58514
1900;6538593.634;-56690.43825;84187.78863;0;0;0;-0.592636439;1.006785399;189860.7714;530426.8562;2787411.943;-0.001135996;0;0;0;0;2.91224995;0;-0.592636439;1.006785399;3.185766206;1.95616472;1.02230672;11.18576621;-8781.721065;1671.105955;0;0;86401.9;2163;0;0;1898.230686;-8854.779653;-1461.68812
2000;6538588.647;-56301.41928;84836.02985;0;0;0;-0.585911136;1.005336165;190029.2723;530595.3601;2788297.437;-0.001135996;0;0;0;0;2.914912918;0;-0.585911136;1.005336165;3.170316956;1.962889111;1.020906841;11.17031696;-8928.087843;1698.958627;0;0;86402;2163;0;0;1998.230124;-9000.948465;-1457.74079
2100;6538583.574;-55912.39948;85484.26981;0;0;0;-0.579228629;1.003868968;190200.5546;530766.6454;2789197.547;-0.001135996;0;0;0;0;2.917620086;0;-0.579228629;1.003868968;3.154676207;1.969570705;1.019489699;11.15467621;-9074.062503;1726.736681;0;0;86402.1;2163;0;0;2098.229553;-9146.722544;-1453.74419
2200;6538578.412;-55523.37884;86132.50849;0;0;0;-0.572589104;1.002384111;190374.611;530940.7049;2790112.236;-0.001135996;0;0;0;0;2.920371347;0;-0.572589104;1.002384111;3.138847198;1.976209317;1.018055589;11.1388472;-9219.639819;1754.439123;0;0;86402.2;2163;0;0;2198.228972;-9292.096963;-1449.69912
2300;6538573.164;-55134.35738;86780.74588;0;0;0;-0.565992725;1.000881897;190551.4337;531117.5307;2791041.462;-0.001135996;0;0;0;0;2.923166591;0;-0.565992725;1.000881897;3.122833172;1.982804782;1.01660481;11.12283317;-9364.81511;1782.065062;0;0;86402.3;2163;0;0;2298.228383;-9437.066875;-1445.60607
2400;6538567.829;-54745.33509;87428.98198;0;0;0;-0.559439642;0.999362633;190731.0151;531297.1153;2791985.185;-0.001135996;0;0;0;0;2.92600571;0;-0.559439642;0.999362633;3.10663737;1.989356952;1.015137659;11.10663737;-9509.583502;1809.613571;0;0;86402.4;2163;0;0;2398.227784;-9581.627482;-1441.46622
2500;6538562.406;-54356.31198;88077.21676;0;0;0;-0.552929986;0.99782662;190913.3474;531479.4508;2792943.365;-0.001135996;0;0;0;0;2.928888592;0;-0.552929986;0.99782662;3.090263031;1.995865691;1.013654432;11.09026303;-9653.940132;1837.083725;0;0;86402.5;2163;0;0;2498.227175;-9725.774104;-1437.28015
2600;6538556.896;-53967.28805;88725.45024;0;0;0;-0.546463875;0.996274163;191098.4227;531664.5294;2793915.959;-0.001135996;0;0;0;0;2.931815126;0;-0.546463875;0.996274163;3.073713391;2.002330887;1.012155428;11.07371339;-9797.880576;1864.474681;0;0;86402.6;2163;0;0;2598.226558;-9869.502119;-1433.04891
2700;6538551.299;-53578.26331;89373.68239;0;0;0;-0.540041407;0.994705565;191286.2331;531852.3431;2794902.927;-0.001135996;0;0;0;0;2.934785196;0;-0.540041407;0.994705565;3.05678753;2.008752437;1.010640941;11.05678753;-9941.399989;1891.785517;0;0;86402.7;2163;0;0;2698.225932;-10012.80701;-1428.7731
2800;6538545.615;-53189.23776;90021.91321;0;0;0;-0.533662666;0.993121129;191476.7705;532042.8838;2795904.225;-0.001135996;0;0;0;0;2.93779869;0;-0.533662666;0.993121129;3.037448473;2.015130261;1.00911127;11.03744847;-10084.49412;1919.015424;0;0;86402.8;2163;0;0;2798.225296;-10155.68432;-1424.4536
2900;6538539.844;-52800.21141;90670.14269;0;0;0;-0.527327721;0.991521156;191670.0267;532236.1435;2796919.811;-0.001135996;0;0;0;0;2.940855491;0;-0.527327721;0.991521156;3.017919783;2.021464288;1.007566707;11.01791978;-10227.15849;1946.163551;0;0;86402.9;2163;0;0;2898.224651;-10298.12968;-1420.0913
3000;6538533.985;-52411.18426;91318.37081;0;0;0;-0.521036626;0.989905948;191865.9936;532432.1138;2797949.642;-0.001135996;0;0;0;0;2.943955482;0;-0.521036626;0.989905948;2.998205137;2.027754465;1.006007549;10.99820514;-10369.38865;1973.229051;0;0;86403;2163;0;0;2998.223998;-10440.13881;-1415.6871
3100;6538528.039;-52022.15631;91966.59758;0;0;0;-0.514789418;0.988275804;192064.6629;532630.7865;2798993.675;-0.001135996;0;0;0;0;2.947098544;0;-0.514789418;0.988275804;2.978308198;2.034000753;1.004434088;10.9783082;-10511.1806;2000.211161;0;0;86403.1;2163;0;0;3098.223335;-10581.70752;-1411.2416
3200;6538522.006;-51633.12757;92614.82297;0;0;0;-0.508586123;0.986631025;192266.0261;532832.1532;2800051.864;-0.001135996;0;0;0;0;2.950284559;0;-0.508586123;0.986631025;2.958232619;2.040203127;1.002846618;10.95823262;-10652.52989;2027.109038;0;0;86403.2;2163;0;0;3198.222663;-10722.83168;-1406.756
3300;6538515.886;-51244.09804;93263.04699;0;0;0;-0.502426752;0.984971908;192470.0748;533036.2055;2801124.166;-0.001135996;0;0;0;0;2.953513406;0;-0.502426752;0.984971908;2.937982036;2.046361578;1.001245429;10.93798204;-10793.4327;2053.92195;0;0;86403.3;2163;0;0;3298.221983;-10863.50728;-1402.2307
3400;6538509.679;-50855.06773;93911.26963;0;0;0;-0.496311302;0.98329875;192676.8004;533242.9347;2802210.535;-0.001135996;0;0;0;0;2.956784963;0;-0.496311302;0.98329875;2.917560074;2.052476108;0.999630811;10.91756007;-10933.88497;2080.649128;0;0;86403.4;2163;0;0;3398.221293;-11003.73035;-1397.6668
3500;6538503.384;-50466.03664;94559.49086;0;0;0;-0.490239757;0.981611846;192886.1945;533452.3324;2803310.928;-0.001135996;0;0;0;0;2.960099109;0;-0.490239757;0.981611846;2.896970338;2.058546729;0.998003055;10.89697034;-11073.88265;2107.289802;0;0;86403.5;2163;0;0;3498.220595;-11143.49703;-1393.0651
3600;6538497.002;-50077.00478;95207.71069;0;0;0;-0.484212089;0.979911491;193098.2482;533664.3898;2804425.297;-0.001135996;0;0;0;0;2.963455719;0;-0.484212089;0.979911491;2.876216416;2.064573475;0.996362447;10.87621642;-11213.42218;2133.843291;0;0;86403.6;2163;0;0;3598.219887;-11282.80354;-1388.4265
3700;6538490.533;-49687.97214;95855.92911;0;0;0;-0.478228256;0.978197977;193312.9528;533879.0981;2805553.597;-0.001135996;0;0;0;0;2.966854669;0;-0.478228256;0.978197977;2.85530188;2.070556383;0.994709272;10.85530188;-11352.4995;2160.308826;0;0;86403.7;2163;0;0;3698.219171;-11421.64619;-1383.7516
3800;6538483.977;-49298.93874;96504.1461;0;0;0;-0.472288207;0.976471594;193530.2995;534096.4486;2806695.781;-0.001135996;0;0;0;0;2.970295833;0;-0.472288207;0.976471594;2.833285909;2.076495508;0.993043817;10.83328591;-11491.11124;2186.685762;0;0;86403.8;2163;0;0;3798.218446;-11560.02135;-1379.0416
3900;6538477.334;-48909.90457;97152.36166;0;0;0;-0.466391876;0.974732632;193750.2794;534316.4323;2807851.803;-0.001135996;0;0;0;0;2.973779084;0;-0.466391876;0.974732632;2.810261644;2.082390915;0.991366362;10.81026164;-11629.25375;2212.973408;0;0;86403.9;2163;0;0;3898.217712;-11697.92551;-1374.2971
4000;6538470.603;-48520.86965;97800.57578;0;0;0;-0.460539188;0.972981378;193972.8835;534539.0403;2809021.616;-0.001135996;0;0;0;0;2.977304297;0;-0.460539188;0.972981378;2.787074632;2.088242676;0.989677189;10.78707463;-11766.92338;2239.171068;0;0;86404;2163;0;0;3998.21697;-11835.35522;-1369.519
4100;6538463.785;-48131.83397;98448.78845;0;0;0;-0.454730057;0.971218118;194198.1028;534764.2635;2810205.172;-0.001135996;0;0;0;0;2.980871341;0;-0.454730057;0.971218118;2.763728653;2.09405088;0.987976578;10.76372865;-11904.11702;2265.278148;0;0;86404.1;2163;0;0;4098.216218;-11972.30712;-1364.7079
4200;6538456.88;-47742.79754;99096.99966;0;0;0;-0.448964385;0.969443135;194425.9282;534992.0929;2811402.423;-0.001135996;0;0;0;0;2.984480088;0;-0.448964385;0.969443135;2.740227459;2.099815625;0.986264805;10.74022746;-12040.831;2291.293955;0;0;86404.2;2163;0;0;4198.215458;-12108.77791;-1359.8652
4300;6538449.888;-47353.76037;99745.2094;0;0;0;-0.443242066;0.967656711;194656.3506;535222.5192;2812613.322;-0.001135996;0;0;0;0;2.988130408;0;-0.443242066;0.967656711;2.716574779;2.105537015;0.984542145;10.71657478;-12177.06239;2317.217925;0;0;86404.3;2163;0;0;4298.21469;-12244.76443;-1354.9911
4400;6538442.809;-46964.72245;100393.4177;0;0;0;-0.437562983;0.965859125;194889.3607;535455.5334;2813837.82;-0.001135996;0;0;0;0;2.991822169;0;-0.437562983;0.965859125;2.692774311;2.111215171;0.982808872;10.69277431;-12312.80793;2343.049444;0;0;86404.4;2163;0;0;4398.213913;-12380.26354;-1350.0868
4500;6538435.642;-46575.6838;101041.6244;0;0;0;-0.43192701;0.964050653;195124.9493;535691.126;2815075.867;-0.001135996;0;0;0;0;2.99555524;0;-0.43192701;0.964050653;2.668829726;2.116850214;0.981065257;10.66882973;-12448.06442;2368.787898;0;0;86404.5;2163;0;0;4498.213127;-12515.27222;-1345.1531
4600;6538428.388;-46186.64441;101689.8297;0;0;0;-0.426334011;0.962231572;195363.107;535929.2878;2816327.416;-0.001135996;0;0;0;0;2.999329489;0;-0.426334011;0.962231572;2.644744664;2.122442282;0.979311568;10.64474466;-12582.82916;2394.432775;0;0;86404.6;2163;0;0;4598.212332;-12649.78753;-1340.1907
4700;6538421.047;-45797.60429;102338.0335;0;0;0;-0.420783843;0.960402154;195603.8245;536170.0094;2817592.417;-0.001135996;0;0;0;0;3.003144782;0;-0.420783843;0.960402154;2.620522737;2.12799152;0.977548072;10.62052274;-12717.09887;2419.983452;0;0;86404.7;2163;0;0;4698.211529;-12783.8066;-1335.2004
4800;6538413.619;-45408.56344;102986.2358;0;0;0;-0.415276353;0.95856267;195847.0922;536413.2814;2818870.819;-0.001135996;0;0;0;0;3.007000986;0;-0.415276353;0.95856267;2.595450682;2.133498077;0.975775033;10.59545068;-12850.87105;2445.439452;0;0;86404.8;2163;0;0;4798.210718;-12917.32664;-1330.1834
4900;6538406.104;-45019.52188;103634.4365;0;0;0;-0.409811381;0.956713386;196092.9008;536659.0941;2820162.574;-0.001135996;0;0;0;0;3.010897964;0;-0.409811381;0.956713386;2.569996991;2.138962119;0.973992713;10.56999699;-12984.14288;2470.800237;0;0;86404.9;2163;0;0;4898.209898;-13050.34498;-1325.1399
5000;6538398.501;-44630.4796;104282.6357;0;0;0;-0.404388759;0.95485457;196341.2406;536907.4382;2821467.631;-0.001135996;0;0;0;0;3.014835582;0;-0.404388759;0.95485457;2.544412085;2.144383807;0.972201373;10.54441208;-13116.91153;2496.06527;0;0;86405;2163;0;0;4998.20907;-13182.85897;-1320.0712
5100;6538390.812;-44241.4366;104930.8334;0;0;0;-0.399008312;0.952986483;196592.1021;537158.304;2822785.94;-0.001135997;0;0;0;0;3.018813705;0;-0.399008312;0.952986483;2.518699585;2.14976332;0.970401268;10.51869959;-13249.17473;2521.234121;0;0;86405.1;2163;0;0;5098.208233;-13314.86609;-1314.9779
5200;6538383.035;-43852.3929;105579.0295;0;0;0;-0.393669857;0.951109387;196845.4755;537411.6818;2824117.449;-0.001135997;0;0;0;0;3.022832194;0;-0.393669857;0.951109387;2.49286308;2.155100841;0.968592654;10.49286308;-13380.9296;2546.30624;0;0;86405.2;2163;0;0;5198.207388;-13446.36388;-1309.861
5300;6538375.17;-43463.34849;106227.2241;0;0;0;-0.388373205;0.94922354;197101.3513;537667.562;2825462.109;-0.001135997;0;0;0;0;3.026890912;0;-0.388373205;0.94922354;2.466906119;2.160396557;0.966775782;10.46690612;-13512.17407;2571.281231;0;0;86405.3;2163;0;0;5298.206534;-13577.34998;-1304.7209
5400;6538367.219;-43074.30338;106875.417;0;0;0;-0.383118161;0.947329196;197359.7197;537925.9348;2826819.867;-0.001135997;0;0;0;0;3.030989722;0;-0.383118161;0.947329196;2.440832218;2.165650667;0.964950904;10.44083222;-13642.90569;2596.158632;0;0;86405.4;2163;0;0;5398.205672;-13707.82207;-1299.5587
5500;6538359.181;-42685.25757;107523.6085;0;0;0;-0.377904523;0.94542661;197620.5709;538186.7905;2828190.673;-0.001135997;0;0;0;0;3.035128485;0;-0.377904523;0.94542661;2.414644857;2.170863368;0.963118264;10.41464486;-13773.12205;2620.937981;0;0;86405.5;2163;0;0;5498.204802;-13837.77794;-1294.3752
5600;6538351.055;-42296.21107;108171.7983;0;0;0;-0.372732083;0.94351603;197883.8951;538450.1191;2829574.474;-0.001135997;0;0;0;0;3.039307062;0;-0.372732083;0.94351603;2.388347478;2.176034871;0.961278109;10.38834748;-13902.82129;2645.618926;0;0;86405.6;2163;0;0;5598.203924;-13967.21546;-1289.1712
5700;6538342.842;-41907.16389;108819.9865;0;0;0;-0.367600628;0.941597704;198149.6823;538715.911;2830971.22;-0.001135997;0;0;0;0;3.043525312;0;-0.367600628;0.941597704;2.361931962;2.181165387;0.959430679;10.36193196;-14032.00093;2670.200994;0;0;86405.7;2163;0;0;5698.203037;-14096.13258;-1283.9473
5800;6538334.542;-41518.11602;109468.1731;0;0;0;-0.362509941;0.939671878;198417.9228;538984.156;2832380.857;-0.001135997;0;0;0;0;3.047783096;0;-0.362509941;0.939671878;2.335399507;2.186255136;0.957576214;10.33539951;-14160.65926;2694.683861;0;0;86405.8;2163;0;0;5798.202142;-14224.52731;-1278.7043
5900;6538326.155;-41129.06746;110116.3582;0;0;0;-0.357459797;0.937738793;198688.6066;539254.8444;2833803.334;-0.001135997;0;0;0;0;3.052080273;0;-0.357459797;0.937738793;2.308767043;2.191304342;0.95571495;10.30876704;-14288.79429;2719.067144;0;0;86405.9;2163;0;0;5898.201239;-14352.39774;-1273.4433
6000;6538317.68;-40740.01824;110764.5416;0;0;0;-0.352449968;0.935798688;198961.7236;539527.9661;2835238.598;-0.001135997;0;0;0;0;3.056416702;0;-0.352449968;0.935798688;2.282037868;2.196313229;0.953847121;10.28203787;-14416.40393;2743.350453;0;0;86406;2163;0;0;5998.200328;-14479.74207;-1268.1646
6100;6538309.118;-40350.96834;111412.7233;0;0;0;-0.347480223;0.933851799;199237.2639;539803.5112;2836686.597;-0.001135997;0;0;0;0;3.060792241;0;-0.347480223;0.933851799;2.255215236;2.201282035;0.951972958;10.25521524;-14543.48677;2767.533513;0;0;86406.1;2163;0;0;6098.199409;-14606.55853;-1262.8692
6200;6538300.47;-39961.91777;112060.9034;0;0;0;-0.342550324;0.931898361;199515.2175;540081.4695;2838147.278;-0.001135997;0;0;0;0;3.065206748;0;-0.342550324;0.931898361;2.228302368;2.206210992;0.950092689;10.22830237;-14670.04067;2791.61592;0;0;86406.2;2163;0;0;6198.198482;-14732.84545;-1257.5579
6300;6538291.733;-39572.86654;112709.0819;0;0;0;-0.33766003;0.929938604;199795.5742;540361.831;2839620.588;-0.001135997;0;0;0;0;3.069660081;0;-0.33766003;0.929938604;2.201302444;2.211100343;0.94820654;10.20130244;-14796.06435;2815.597428;0;0;86406.3;2163;0;0;6298.197547;-14858.60124;-1252.2314
6400;6538282.91;-39183.81465;113357.2587;0;0;0;-0.332809097;0.927972756;200078.324;540644.5856;2841106.473;-0.001135997;0;0;0;0;3.074152096;0;-0.332809097;0.927972756;2.174218603;2.215950334;0.946314733;10.1742186;-14921.55614;2839.477722;0;0;86406.4;2163;0;0;6398.196604;-14983.82438;-1246.8903
6500;6538274;-38794.76211;114005.4339;0;0;0;-0.327997278;0.926001042;200363.4567;540929.7231;2842604.881;-0.001135997;0;0;0;0;3.078682651;0;-0.327997278;0.926001042;2.147053949;2.220761209;0.944417488;10.14705395;-15046.51441;2863.25649;0;0;86406.5;2163;0;0;6498.195653;-15108.51341;-1241.5355
6600;6538265.002;-38405.70891;114653.6073;0;0;0;-0.323224321;0.924023685;200650.9622;541217.2335;2844115.758;-0.001135997;0;0;0;0;3.083251601;0;-0.323224321;0.924023685;2.120309605;2.225533223;0.942515022;10.1203096;-15170.93805;2886.933521;0;0;86406.6;2163;0;0;6598.194694;-15232.66696;-1236.1678
6700;6538255.917;-38016.65507;115301.7791;0;0;0;-0.318489971;0.922040904;200940.8302;541507.1064;2845639.051;-0.001135997;0;0;0;0;3.087858803;0;-0.318489971;0.922040904;2.093979211;2.230266626;0.94060755;10.09397921;-15294.82532;2910.508485;0;0;86406.7;2163;0;0;6698.193727;-15356.28374;-1230.7876
6800;6538246.745;-37627.60058;115949.9492;0;0;0;-0.313793973;0.920052915;201233.0505;541799.3318;2847174.705;-0.001135997;0;0;0;0;3.092504113;0;-0.313793973;0.920052915;2.067579664;2.234961679;0.938695284;10.06757966;-15418.17531;2933.981208;0;0;86406.8;2163;0;0;6798.192752;-15479.3625;-1225.396
6900;6538237.486;-37238.54546;116598.1176;0;0;0;-0.309136065;0.918059932;201527.613;542093.8993;2848722.668;-0.001135997;0;0;0;0;3.097187386;0;-0.309136065;0.918059932;2.041113802;2.239618641;0.936778431;10.0411138;-15540.98674;2957.351445;0;0;86406.9;2163;0;0;6898.191769;-15601.9021;-1219.9934
7000;6538228.14;-36849.4897;117246.2843;0;0;0;-0.304515987;0.916062167;201824.5073;542390.7986;2850282.885;-0.001135997;0;0;0;0;3.101908477;0;-0.304515987;0.916062167;2.014584425;2.244237772;0.934857198;10.01458443;-15663.25828;2980.618945;0;0;86407;2163;0;0;6998.190779;-15723.90144;-1214.5808
7100;6538218.706;-36460.43331;117894.4492;0;0;0;-0.299933473;0.914059826;202123.7232;542690.0196;2851855.302;-0.001135997;0;0;0;0;3.106667242;0;-0.299933473;0.914059826;1.987994295;2.248819338;0.932931788;9.987994295;-15784.98924;3003.783578;0;0;86407.1;2163;0;0;7098.189781;-15845.35952;-1209.1584
7200;6538209.185;-36071.37629;118542.6125;0;0;0;-0.295388258;0.912053116;202425.2504;542991.5519;2853439.864;-0.001135997;0;0;0;0;3.111463535;0;-0.295388258;0.912053116;1.961346136;2.253363604;0.931002401;9.961346136;-15906.1782;3026.84507;0;0;86407.2;2163;0;0;7198.188775;-15966.27536;-1203.7275
7300;6538199.577;-35682.31865;119190.774;0;0;0;-0.290880073;0.910042238;202729.0785;543295.3852;2855036.519;-0.001135997;0;0;0;0;3.116297211;0;-0.290880073;0.910042238;1.934642634;2.25787084;0.929069235;9.934642634;-16026.82462;3049.803321;0;0;86407.3;2163;0;0;7298.187762;-16086.64811;-1198.2885
7400;6538189.882;-35293.26039;119838.9337;0;0;0;-0.286408648;0.908027392;203035.1973;543601.5091;2856645.211;-0.001135997;0;0;0;0;3.121168123;0;-0.286408648;0.908027392;1.907886435;2.262341316;0.927132483;9.907886435;-16146.92757;3072.658151;0;0;86407.4;2163;0;0;7398.186741;-16206.47696;-1192.8417
7500;6538180.1;-34904.20152;120487.0917;0;0;0;-0.281973713;0.906008774;203343.5963;543909.9134;2858265.887;-0.001135997;0;0;0;0;3.126076127;0;-0.281973713;0.906008774;1.882655722;2.2667753;0.925192339;9.882655722;-16266.48605;3095.409375;0;0;86407.5;2163;0;0;7498.185712;-16325.76113;-1187.3885
7600;6538170.23;-34515.14204;121135.2479;0;0;0;-0.277574994;0.903986578;203654.2652;544220.5876;2859898.49;-0.001135997;0;0;0;0;3.131021076;0;-0.277574994;0.903986578;1.857841118;2.271173068;0.923248991;9.857841118;-16385.49973;3118.056924;0;0;86407.6;2163;0;0;7598.184676;-16444.49998;-1181.929
7700;6538160.273;-34126.08196;121783.4023;0;0;0;-0.273212217;0.901960996;203967.1936;544533.5213;2861542.968;-0.001135997;0;0;0;0;3.136002825;0;-0.273212217;0.901960996;1.832984951;2.275534891;0.921302626;9.832984951;-16503.96751;3140.600593;0;0;86407.7;2163;0;0;7698.183632;-16562.69288;-1176.4641
7800;6538150.229;-33737.02127;122431.555;0;0;0;-0.268885109;0.899932214;204282.3712;544848.7042;2863199.266;-0.001135997;0;0;0;0;3.141021226;0;-0.268885109;0.899932214;1.808089529;2.279861048;0.919353426;9.808089529;-16621.8892;3163.040344;0;0;86407.8;2163;0;0;7798.18258;-16680.33929;-1170.9943
7900;6538140.098;-33347.95998;123079.7058;0;0;0;-0.264593392;0.897900418;204599.7875;545166.1259;2864867.328;-0.001135997;0;0;0;0;3.146076134;0;-0.264593392;0.897900418;1.783157123;2.284151812;0.917401574;9.783157123;-16739.26418;3185.37606;0;0;86407.9;2163;0;0;7898.181522;-16797.43872;-1165.5203
8000;6538129.88;-32958.8981;123727.8549;0;0;0;-0.260336791;0.895865791;204919.4321;545485.776;2866547.1;-0.001135997;0;0;0;0;3.151167403;0;-0.260336791;0.895865791;1.758189972;2.288407457;0.915447246;9.758189972;-16856.09178;3207.607614;0;0;86408;2163;0;0;7998.180455;-16913.99075;-1160.0428
8100;6538119.574;-32569.83563;124376.0021;0;0;0;-0.256115029;0.893828512;205241.2946;545807.644;2868238.528;-0.001135997;0;0;0;0;3.156294886;0;-0.256115029;0.893828512;1.73319028;2.292628266;0.913490617;9.73319028;-16972.37202;3229.735008;0;0;86408.1;2163;0;0;8098.179382;-17029.99503;-1154.5622
8200;6538109.182;-32180.77258;125024.1476;0;0;0;-0.251927828;0.891788758;205565.3647;546131.7195;2869941.556;-0.001135997;0;0;0;0;3.161458436;0;-0.251927828;0.891788758;1.708160218;2.29681451;0.911531862;9.708160218;-17088.10407;3251.758085;0;0;86408.2;2163;0;0;8198.178301;-17145.45125;-1149.0794
