Elapsed Time (ms);ECEF X (m);ECEF Y (m);ECEF Z (m);ECEF Error X (m);ECEF Error Y (m);ECEF Error Z (m);Body Azimuth (rad);Body Elevation (rad);Range (m);PSR (m);ADR;Clock Correction (s);Clock Noise (m);Delta Af0 (s);Delta Af1 (s/s);Iono Correction (m);Tropo Correction (m);PSR Offset (m);Receiver Antenna Azimuth (rad);Receiver Antenna Elevation (rad);Receiver Antenna Gain (dBi);SV Antenna Azimuth (rad);SV Antenna Elevation (rad);Relative Power Level (incl. Receiver Antenna gain) (dB);Doppler Frequency (Hz);PSR Change Rate (m/s);Receiver Carrier Phase Offset (rad);Satellite Carrier Phase Offset (rad);GPS TOW;GPS Week Number;SBAS t0;Calibration offset (m);PSR satellite time (ms);Doppler
54800;6545994.824;-307290.2155;-88433.90809;0;0;0;-1.851010553;0.483399672;361142.2913;701710.8523;3687515.418;-0.001135997;0;0;0;0;5.272332263;0;-1.851010553;0.483399672;-1.836614331;0.203327529;0.532209392;6.163385669;32509.91479;-6186.431088;0;0;86454.8;2163;48;0;54797.65934;32498.71359
54900;6546029.821;-306648.3083;-88071.55579;0;0;0;-1.850475543;0.484410037;360523.8613;701092.4126;3684265.495;-0.001135997;0;0;0;0;5.262324407;0;-1.850475543;0.484410037;-1.828315436;0.203862002;0.533110219;6.171684564;32488.52053;-6182.359896;0;0;86454.9;2163;48;0;54897.66141;32477.26441
55000;6546064.734;-306006.3973;-87709.20225;0;0;0;-1.849938122;0.485423555;359905.8395;700474.3811;3681017.717;-0.001135997;0;0;0;0;5.252328543;0;-1.849938122;0.485423555;-1.819990639;0.204398884;0.534014214;6.180009361;32467.01513;-6178.267553;0;0;86455;2163;48;0;54997.66347;32455.70412
55100;6546099.565;-305364.4825;-87346.84747;0;0;0;-1.849398275;0.48644024;359288.228;699856.7598;3677772.096;-0.001135997;0;0;0;0;5.242344683;0;-1.849398275;0.48644024;-1.811639833;0.204938192;0.534921389;6.188360167;32445.39853;-6174.154052;0;0;86455.1;2163;48;0;55097.66553;32434.03207
55200;6546134.313;-304722.5638;-86984.49146;0;0;0;-1.848855985;0.487460105;358671.0289;699239.551;3674528.641;-0.001135997;0;0;0;0;5.232372837;0;-1.848855985;0.487460105;-1.803262911;0.205479944;0.535831757;6.196737089;32423.66962;-6170.019177;0;0;86455.2;2163;48;0;55197.66759;32412.24752
55300;6546168.978;-304080.6414;-86622.13421;0;0;0;-1.848311236;0.488483162;358054.2443;698622.7567;3671287.366;-0.001135997;0;0;0;0;5.222413017;0;-1.848311236;0.488483162;-1.794859764;0.206024153;0.536745333;6.205140236;32401.8279;-6165.862836;0;0;86455.3;2163;48;0;55297.66965;32390.34981
55400;6546203.56;-303438.7152;-86259.77575;0;0;0;-1.847764012;0.489509426;357437.8765;698006.3791;3668048.28;-0.001135997;0;0;0;0;5.212465235;0;-1.847764012;0.489509426;-1.786350015;0.206570838;0.537662129;6.213649985;32379.87296;-6161.684951;0;0;86455.4;2163;48;0;55397.6717;32368.3382
55500;6546238.058;-302796.7853;-85897.41607;0;0;0;-1.847214296;0.490538908;356821.9275;697390.4204;3664811.395;-0.001135997;0;0;0;0;5.202529504;0;-1.847214296;0.490538908;-1.777792977;0.207120014;0.538582159;6.222207023;32357.8034;-6157.485253;0;0;86455.5;2163;48;0;55497.67376;32346.21201
55600;6546272.474;-302154.8516;-85535.05517;0;0;0;-1.84666207;0.491571623;356206.3995;696774.8828;3661576.723;-0.001135997;0;0;0;0;5.192605835;0;-1.84666207;0.491571623;-1.769209071;0.207671699;0.539505435;6.230790929;32335.6191;-6153.26372;0;0;86455.6;2163;48;0;55597.67581;32323.97051
55700;6546306.807;-301512.9141;-85172.69307;0;0;0;-1.846107319;0.492607584;355591.2948;696159.7684;3658344.275;-0.001135997;0;0;0;0;5.18269424;0;-1.846107319;0.492607584;-1.760598186;0.208225909;0.540431972;6.239401814;32313.31899;-6149.02015;0;0;86455.7;2163;48;0;55697.67786;32301.61298
55800;6546341.057;-300870.9729;-84810.32977;0;0;0;-1.845550026;0.493646803;354976.6156;695545.0795;3655114.063;-0.001135997;0;0;0;0;5.172794734;0;-1.845550026;0.493646803;-1.751960212;0.208782661;0.541361783;6.248039788;32290.9025;-6144.754435;0;0;86455.8;2163;48;0;55797.67991;32279.13871
55900;6546375.223;-300229.0279;-84447.96526;0;0;0;-1.844990172;0.494689296;354362.364;694930.8183;3651886.098;-0.001135997;0;0;0;0;5.162907327;0;-1.844990172;0.494689296;-1.743295036;0.209341973;0.542294882;6.256704964;32268.36923;-6140.466496;0;0;86455.9;2163;48;0;55897.68196;32256.54696
56000;6546409.307;-299587.0792;-84085.59957;0;0;0;-1.844427741;0.495735074;353748.5423;694316.987;3648660.393;-0.001135997;0;0;0;0;5.153032035;0;-1.844427741;0.495735074;-1.734602547;0.209903861;0.543231281;6.265397453;32245.71768;-6136.15605;0;0;86456;2163;48;0;55997.68401;32233.83699
56100;6546443.308;-298945.1268;-83723.23269;0;0;0;-1.843862716;0.496784152;353135.1528;693703.5878;3645436.959;-0.001135997;0;0;0;0;5.143168869;0;-1.843862716;0.496784152;-1.725882632;0.210468344;0.544170995;6.274117368;32222.94782;-6131.823088;0;0;86456.1;2163;48;0;56097.68605;32211.00808
56200;6546477.226;-298303.1707;-83360.86463;0;0;0;-1.843295078;0.497836543;352522.1977;693090.6231;3642215.807;-0.001135997;0;0;0;0;5.133317844;0;-1.843295078;0.497836543;-1.717135177;0.211035439;0.545114038;6.282864823;32200.05845;-6127.467387;0;0;86456.2;2163;48;0;56197.6881;32188.05947
56300;6546511.06;-297661.2108;-82998.49539;0;0;0;-1.84272481;0.498892261;351909.6793;692478.0951;3638996.951;-0.001135997;0;0;0;0;5.123478974;0;-1.84272481;0.498892261;-1.708360071;0.211605164;0.546060422;6.291639929;32177.04905;-6123.088844;0;0;86456.3;2163;48;0;56297.69014;32164.99042
56400;6546544.812;-297019.2473;-82636.12498;0;0;0;-1.842151894;0.499951319;351297.5998;691866.0061;3635780.402;-0.001135997;0;0;0;0;5.113652272;0;-1.842151894;0.499951319;-1.6995572;0.212177537;0.547010163;6.3004428;32153.9191;-6118.68736;0;0;86456.4;2163;48;0;56397.69218;32141.80018
56500;6546578.481;-296377.2801;-82273.7534;0;0;0;-1.841576311;0.501013731;350685.9617;691254.3584;3632566.171;-0.001135997;0;0;0;0;5.103837752;0;-1.841576311;0.501013731;-1.690726449;0.212752574;0.547963272;6.309273551;32130.66721;-6114.262673;0;0;86456.5;2163;48;0;56497.69422;32118.48798
56600;6546612.066;-295735.3091;-81911.38067;0;0;0;-1.840998044;0.502079512;350074.7672;690643.1543;3629354.272;-0.001135997;0;0;0;0;5.09403543;0;-1.840998044;0.502079512;-1.681867703;0.213330297;0.548919766;6.318132297;32107.29323;-6109.814752;0;0;86456.6;2163;48;0;56597.69626;32095.05306
56700;6546645.569;-295093.3346;-81549.00678;0;0;0;-1.840417074;0.503148674;349464.0187;690032.3962;3626144.717;-0.001135997;0;0;0;0;5.084245319;0;-1.840417074;0.503148674;-1.672980849;0.213910722;0.549879657;6.327019151;32083.79598;-6105.343374;0;0;86456.7;2163;48;0;56697.6983;32071.49466
56800;6546678.989;-294451.3563;-81186.63173;0;0;0;-1.839833383;0.504221231;348853.7184;689422.0864;3622937.517;-0.001135997;0;0;0;0;5.074467436;0;-1.839833383;0.504221231;-1.664065771;0.214493868;0.550842959;6.335934229;32060.17485;-6100.848422;0;0;86456.8;2163;48;0;56797.70034;32047.812
56900;6546712.325;-293809.3744;-80824.25554;0;0;0;-1.839246951;0.505297199;348243.8688;688812.2273;3619732.686;-0.001135997;0;0;0;0;5.064701795;0;-1.839246951;0.505297199;-1.655122353;0.215079755;0.551809687;6.344877647;32036.42937;-6096.329808;0;0;86456.9;2163;48;0;56897.70237;32024.0043
57000;6546745.579;-293167.3888;-80461.87821;0;0;0;-1.83865776;0.506376589;347634.4723;688202.8213;3616530.235;-0.001135997;0;0;0;0;5.054948411;0;-1.83865776;0.506376589;-1.646110755;0.215668399;0.552779854;6.353889245;32012.55809;-6091.787255;0;0;86457;2163;48;0;56997.7044;32000.07076
57100;6546778.749;-292525.3996;-80099.49975;0;0;0;-1.83806579;0.507459417;347025.5312;687593.8707;3613330.178;-0.001135997;0;0;0;0;5.0452073;0;-1.83806579;0.507459417;-1.636924184;0.216259822;0.553753475;6.363075816;31988.56083;-6087.220729;0;0;86457.1;2163;48;0;57097.70643;31976.01063
57200;6546811.837;-291883.4067;-79737.12016;0;0;0;-1.837471023;0.508545697;346417.0479;686985.3779;3610132.527;-0.001135997;0;0;0;0;5.035478479;0;-1.837471023;0.508545697;-1.627708332;0.216854042;0.554730564;6.372291668;31964.43638;-6082.629998;0;0;86457.2;2163;48;0;57197.70846;31951.82308
57300;6546844.841;-291241.4103;-79374.73944;0;0;0;-1.836873438;0.509635442;345809.025;686377.3455;3606937.295;-0.001135997;0;0;0;0;5.025761963;0;-1.836873438;0.509635442;-1.618463078;0.217451079;0.555711135;6.381536922;31940.18415;-6078.014953;0;0;86457.3;2163;48;0;57297.71049;31927.50732
57400;6546877.763;-290599.4102;-79012.3576;0;0;0;-1.836273017;0.510728667;345201.4647;685769.7758;3603744.495;-0.001135997;0;0;0;0;5.016057768;0;-1.836273017;0.510728667;-1.609188302;0.218050953;0.556695202;6.390811698;31915.80362;-6073.37549;0;0;86457.4;2163;48;0;57397.71252;31903.06255
57500;6546910.601;-289957.4065;-78649.97464;0;0;0;-1.835669739;0.511825386;344594.3696;685162.6712;3600554.139;-0.001135997;0;0;0;0;5.006365912;0;-1.835669739;0.511825386;-1.599883884;0.218653683;0.557682779;6.400116116;31891.29326;-6068.711324;0;0;86457.5;2163;48;0;57497.71454;31878.48795
57600;6546943.357;-289315.3991;-78287.59058;0;0;0;-1.835063584;0.512925613;343987.7422;684556.0343;3597366.241;-0.001135997;0;0;0;0;4.996686411;0;-1.835063584;0.512925613;-1.590549703;0.219259288;0.558673882;6.409450297;31866.65292;-6064.022425;0;0;86457.6;2163;48;0;57597.71657;31853.78272
57700;6546976.029;-288673.3882;-77925.20542;0;0;0;-1.834454533;0.514029362;343381.5848;683949.8676;3594180.813;-0.001135997;0;0;0;0;4.987019282;0;-1.834454533;0.514029362;-1.581185637;0.219867791;0.559668523;6.418814363;31841.88134;-6059.308549;0;0;86457.7;2163;48;0;57697.71859;31828.94602
57800;6547008.619;-288031.3737;-77562.81915;0;0;0;-1.833842564;0.515136649;342775.9001;683344.1734;3590997.869;-0.001135997;0;0;0;0;4.977364543;0;-1.833842564;0.515136649;-1.571791566;0.22047921;0.560666719;6.428208434;31816.97791;-6054.569584;0;0;86457.8;2163;48;0;57797.72061;31803.97703
57900;6547041.125;-287389.3556;-77200.43179;0;0;0;-1.833227658;0.516247486;342170.6906;682738.9545;3587817.422;-0.001135997;0;0;0;0;4.967722212;0;-1.833227658;0.516247486;-1.562367368;0.221093567;0.561668483;6.437632632;31791.94207;-6049.805423;0;0;86457.9;2163;48;0;57897.72263;31778.87492
58000;6547073.549;-286747.334;-76838.04334;0;0;0;-1.832609793;0.517361889;341565.9587;682134.2132;3584639.485;-0.001135997;0;0;0;0;4.958092305;0;-1.832609793;0.517361889;-1.552912919;0.221710881;0.56267383;6.447087081;31766.77231;-6045.015776;0;0;86458;2163;48;0;57997.72465;31753.63884
58100;6547105.889;-286105.3088;-76475.65381;0;0;0;-1.831988949;0.518479872;340961.707;681529.9522;3581464.072;-0.001135997;0;0;0;0;4.948474841;0;-1.831988949;0.518479872;-1.543428098;0.222331175;0.563682774;6.456571902;31741.46842;-6040.200606;0;0;86458.1;2163;48;0;58097.72666;31728.26797
58200;6547138.147;-285463.28;-76113.2632;0;0;0;-1.831365104;0.51960145;340357.9382;680926.174;3578291.196;-0.001135997;0;0;0;0;4.938869839;0;-1.831365104;0.51960145;-1.533912781;0.222954469;0.56469533;6.466087219;31716.02909;-6035.359663;0;0;86458.2;2163;48;0;58197.72867;31702.76143
58300;6547170.321;-284821.2477;-75750.87152;0;0;0;-1.830738237;0.520726637;339754.6547;680322.8811;3575120.87;-0.001135997;0;0;0;0;4.929277318;0;-1.830738237;0.520726637;-1.524366845;0.223580784;0.565711513;6.475633155;31690.45374;-6030.492834;0;0;86458.3;2163;48;0;58297.73069;31677.11839
58400;6547202.412;-284179.2118;-75388.47877;0;0;0;-1.830108326;0.521855447;339151.8591;679720.0763;3571953.109;-0.001135997;0;0;0;0;4.919697295;0;-1.830108326;0.521855447;-1.514790166;0.224210143;0.566731337;6.485209834;31664.74171;-6025.599998;0;0;86458.4;2163;48;0;58397.7327;31651.33797
58500;6547234.421;-283537.1724;-75026.08495;0;0;0;-1.829475351;0.522987896;338549.5542;679117.762;3568787.927;-0.001135997;0;0;0;0;4.910129791;0;-1.829475351;0.522987896;-1.505182619;0.224842566;0.567754818;6.494817381;31638.8915;-6020.680867;0;0;86458.5;2163;48;0;58497.73471;31625.41932
58600;6547266.346;-282895.1295;-74663.69008;0;0;0;-1.828839288;0.524123998;337947.7425;678515.941;3565625.336;-0.001135997;0;0;0;0;4.900574824;0;-1.828839288;0.524123998;-1.495486044;0.225478076;0.56878197;6.504513956;31612.9029;-6015.735401;0;0;86458.6;2163;48;0;58597.73671;31599.36157
58700;6547298.188;-282253.083;-74301.29415;0;0;0;-1.828200117;0.525263768;337346.4266;677914.6158;3562465.351;-0.001135997;0;0;0;0;4.891032415;0;-1.828200117;0.525263768;-1.485690446;0.226116695;0.569812807;6.514309554;31586.77453;-6010.763337;0;0;86458.7;2163;48;0;58697.73872;31573.16382
58800;6547329.947;-281611.0331;-73938.89718;0;0;0;-1.827557813;0.52640722;336745.6093;677313.7892;3559307.985;-0.001135997;0;0;0;0;4.881502582;0;-1.827557813;0.52640722;-1.475863198;0.226758444;0.570847345;6.524136802;31560.50577;-6005.764558;0;0;86458.8;2163;48;0;58797.74072;31546.82521
58900;6547361.624;-280968.9796;-73576.49917;0;0;0;-1.826912356;0.52755437;336145.2932;676713.4638;3556153.254;-0.001135997;0;0;0;0;4.871985347;0;-1.826912356;0.52755437;-1.466004174;0.227403348;0.571885599;6.533995826;31534.09599;-6000.738945;0;0;86458.9;2163;48;0;58897.74273;31520.34483
59000;6547393.217;-280326.9226;-73214.10012;0;0;0;-1.826263721;0.528705231;335545.481;676113.6423;3553001.171;-0.001135997;0;0;0;0;4.86248073;0;-1.826263721;0.528705231;-1.456113247;0.228051428;0.572927584;6.543886753;31507.5436;-5995.686193;0;0;86459;2163;48;0;58997.74473;31493.7218
59100;6547424.727;-279684.8622;-72851.70004;0;0;0;-1.825611887;0.52985982;334946.1754;675514.3274;3549851.75;-0.001135997;0;0;0;0;4.852988751;0;-1.825611887;0.52985982;-1.446190287;0.228702707;0.573973315;6.553809713;31480.8484;-5990.606265;0;0;86459.1;2163;48;0;59097.74673;31466.95522
59200;6547456.154;-279042.7983;-72489.29893;0;0;0;-1.82495683;0.531018151;334347.3791;674915.522;3546705.006;-0.001135997;0;0;0;0;4.843509431;0;-1.82495683;0.531018151;-1.436235167;0.229357209;0.575022806;6.563764833;31454.00895;-5985.498888;0;0;86459.2;2163;48;0;59197.74872;31440.04416
59300;6547487.498;-278400.7309;-72126.8968;0;0;0;-1.824298527;0.532180239;333749.095;674317.2286;3543560.953;-0.001135997;0;0;0;0;4.834042793;0;-1.824298527;0.532180239;-1.426247758;0.230014957;0.576076074;6.573752242;31427.02464;-5980.363944;0;0;86459.3;2163;48;0;59297.75072;31412.98774
59400;6547518.759;-277758.6601;-71764.49365;0;0;0;-1.823636953;0.533346098;333151.3257;673719.4501;3540419.606;-0.001135997;0;0;0;0;4.824588856;0;-1.823636953;0.533346098;-1.416227931;0.230675976;0.577133132;6.583772069;31399.89477;-5975.201301;0;0;86459.4;2163;48;0;59397.75271;31385.78502
59500;6547549.937;-277116.5857;-71402.08949;0;0;0;-1.822972085;0.534515745;332554.0741;673122.1893;3537280.979;-0.001135997;0;0;0;0;4.815147643;0;-1.822972085;0.534515745;-1.406175556;0.231340287;0.578193997;6.593824444;31372.61778;-5970.010662;0;0;86459.5;2163;48;0;59497.75471;31358.43508
59600;6547581.033;-276474.508;-71039.68432;0;0;0;-1.8223039;0.535689194;331957.3429;672525.4489;3534145.087;-0.001135997;0;0;0;0;4.805719176;0;-1.8223039;0.535689194;-1.396090504;0.232007915;0.579258683;6.603909496;31345.19336;-5964.791969;0;0;86459.6;2163;48;0;59597.7567;31330.937
59700;6547612.045;-275832.4268;-70677.27816;0;0;0;-1.821632372;0.536866461;331361.135;671929.2318;3531011.946;-0.001135997;0;0;0;0;4.796303477;0;-1.821632372;0.536866461;-1.385972645;0.232678886;0.580327207;6.614027355;31317.62009;-5959.544949;0;0;86459.7;2163;48;0;59697.75869;31303.28981
59800;6547642.974;-275190.3422;-70314.871;0;0;0;-1.820957477;0.53804756;330765.4532;671333.5408;3527881.568;-0.001135997;0;0;0;0;4.786900569;0;-1.820957477;0.53804756;-1.375821848;0.233353223;0.581399582;6.624178152;31289.89732;-5954.269483;0;0;86459.8;2163;48;0;59797.76067;31275.49261
59900;6547673.82;-274548.2541;-69952.46285;0;0;0;-1.820279191;0.539232506;330170.3003;670738.3789;3524753.971;-0.001135997;0;0;0;0;4.777510475;0;-1.820279191;0.539232506;-1.365637983;0.234030952;0.582475825;6.634362017;31262.02433;-5948.965429;0;0;86459.9;2163;48;0;59897.76266;31247.54442
60000;6547704.583;-273906.1627;-69590.05371;0;0;0;-1.819597488;0.540421316;329575.6793;670143.7487;3521629.169;-0.001135997;0;0;0;0;4.768133217;0;-1.819597488;0.540421316;-1.355420919;0.234712096;0.58355595;6.644579081;31233.99949;-5943.63248;0;0;86460;2163;48;0;59997.76464;31219.44429
60100;6547735.262;-273264.0678;-69227.64359;0;0;0;-1.818912343;0.541614003;328981.5931;669549.6533;3518507.176;-0.001135997;0;0;0;0;4.75876882;0;-1.818912343;0.541614003;-1.345170523;0.235396682;0.584639975;6.654829477;31205.82252;-5938.270581;0;0;86460.1;2163;48;0;60097.76662;31191.19127
60200;6547765.859;-272621.9696;-68865.2325;0;0;0;-1.81822373;0.542810584;328388.0444;668956.0956;3515388.009;-0.001135997;0;0;0;0;4.749417307;0;-1.81822373;0.542810584;-1.334886665;0.236084736;0.585727913;6.665113335;31177.49193;-5932.879448;0;0;86460.2;2163;48;0;60197.7686;17256908.21
