Elapsed Time (ms);ECEF X (m);ECEF Y (m);ECEF Z (m);ECEF Error X (m);ECEF Error Y (m);ECEF Error Z (m);Body Azimuth (rad);Body Elevation (rad);Range (m);PSR (m);ADR;Clock Correction (s);Clock Noise (m);Delta Af0 (s);Delta Af1 (s/s);Iono Correction (m);Tropo Correction (m);PSR Offset (m);Receiver Antenna Azimuth (rad);Receiver Antenna Elevation (rad);Receiver Antenna Gain (dBi);SV Antenna Azimuth (rad);SV Antenna Elevation (rad);Relative Power Level (incl. Receiver Antenna gain) (dB);Doppler Frequency (Hz);PSR Change Rate (m/s);Receiver Carrier Phase Offset (rad);Satellite Carrier Phase Offset (rad);GPS TOW;GPS Week Number;SBAS t0;Calibration offset (m);PSR satellite time (ms);Doppler
46400;6542758.802;-361196.0122;-118866.534;0;0;0;-1.888724377;0.40856195;414357.2805;754926.7041;3967166.606;-0.001135997;0;0;0;0;6.155092963;0;-1.888724377;0.40856195;-2.457431535;0.165657434;0.466614685;5.542568465;33972.82878;-6464.814365;0;0;86446.4;2163;32;0;46397.48184;33965.20259
46500;6542800.77;-360554.4532;-118504.3046;0;0;0;-1.88834621;0.409348975;413710.9442;754280.357;3963770.029;-0.001135997;0;0;0;0;6.144098164;0;-1.88834621;0.409348975;-2.450696541;0.166035097;0.467291265;5.549303459;33958.6957;-6462.124927;0;0;86446.5;2163;32;0;46497.48399;33951.03687
46600;6542842.655;-359912.8897;-118142.0735;0;0;0;-1.8879666;0.410138231;413064.8774;753634.2795;3960374.869;-0.001135997;0;0;0;0;6.133115076;0;-1.8879666;0.410138231;-2.443942462;0.166414202;0.467970085;5.556057538;33944.49593;-6459.422801;0;0;86446.6;2163;32;0;46597.48615;33936.80415
46700;6542884.457;-359271.3218;-117779.8407;0;0;0;-1.887585538;0.410929725;412419.0815;752988.4729;3956981.133;-0.001135997;0;0;0;0;6.122143697;0;-1.887585538;0.410929725;-2.437169219;0.166794759;0.468651152;5.562830781;33930.22897;-6456.707889;0;0;86446.7;2163;32;0;46697.4883;33922.50404
46800;6542926.176;-358629.7494;-117417.6063;0;0;0;-1.887203017;0.411723469;411773.5577;752342.9384;3953588.826;-0.001135997;0;0;0;0;6.111184023;0;-1.887203017;0.411723469;-2.430376734;0.167176775;0.469334476;5.569623266;33915.89427;-6453.980088;0;0;86446.8;2163;32;0;46797.49045;33908.13614
46900;6542967.812;-357988.1725;-117055.3701;0;0;0;-1.886819028;0.41251947;411128.3074;751697.6773;3950197.956;-0.001135997;0;0;0;0;6.100236051;0;-1.886819028;0.41251947;-2.423564928;0.16756026;0.470020066;5.576435072;33901.49198;-6451.239422;0;0;86446.9;2163;32;0;46897.49261;33893.70006
47000;6543009.364;-357346.5912;-116693.1324;0;0;0;-1.886433562;0.413317738;410483.3317;751052.691;3946808.53;-0.001135997;0;0;0;0;6.089299779;0;-1.886433562;0.413317738;-2.416733722;0.167945219;0.470707931;5.583266278;33887.02095;-6448.485677;0;0;86447;2163;32;0;46997.49476;33879.19539
47100;6543050.834;-356705.0055;-116330.893;0;0;0;-1.886046612;0.414118282;409838.632;750407.9806;3943420.554;-0.001135997;0;0;0;0;6.078375203;0;-1.886046612;0.414118282;-2.409883037;0.168331663;0.471398082;5.590116963;33872.48125;-6445.718864;0;0;86447.1;2163;32;0;47097.49691;33864.62176
47200;6543092.221;-356063.4153;-115968.6519;0;0;0;-1.885658168;0.414921112;409194.2097;749763.5476;3940034.036;-0.001135997;0;0;0;0;6.067462321;0;-1.885658168;0.414921112;-2.403012793;0.1687196;0.472090526;5.596987207;33857.87236;-6442.938884;0;0;86447.2;2163;32;0;47197.49906;33849.97872
47300;6543133.525;-355421.8208;-115606.4092;0;0;0;-1.885268223;0.415726237;408550.066;749119.3933;3936648.982;-0.001135997;0;0;0;0;6.05656113;0;-1.885268223;0.415726237;-2.39612291;0.169109038;0.472785275;5.60387709;33843.19375;-6440.145638;0;0;86447.3;2163;32;0;47297.50121;33835.26589
47400;6543174.746;-354780.2218;-115244.1648;0;0;0;-1.884876767;0.416533666;407906.2023;748475.5189;3933265.399;-0.001135997;0;0;0;0;6.045671629;0;-1.884876767;0.416533666;-2.389213308;0.169499987;0.473482336;5.610786692;33828.44552;-6437.339143;0;0;86447.4;2163;32;0;47397.50335;33820.48285
47500;6543215.884;-354138.6184;-114881.9189;0;0;0;-1.884483793;0.417343409;407262.6199;747831.9259;3929883.295;-0.001135997;0;0;0;0;6.034793814;0;-1.884483793;0.417343409;-2.382283905;0.169892453;0.47418172;5.617716095;33813.62651;-6434.51918;0;0;86447.5;2163;32;0;47497.5055;33805.62919
47600;6543256.939;-353497.0106;-114519.6713;0;0;0;-1.88408929;0.418155475;406619.3202;747188.6155;3926502.676;-0.001135997;0;0;0;0;6.023927684;0;-1.88408929;0.418155475;-2.37533462;0.170286447;0.474883436;5.62466538;33798.73679;-6431.68576;0;0;86447.6;2163;32;0;47597.50765;33790.7045
47700;6543297.912;-352855.3985;-114157.4221;0;0;0;-1.883693251;0.418969874;405976.3045;746545.5892;3923123.55;-0.001135997;0;0;0;0;6.013073237;0;-1.883693251;0.418969874;-2.36838322;0.170681978;0.475587493;5.63161678;33783.77582;-6428.838782;0;0;86447.7;2163;32;0;47697.50979;33775.70835
47800;6543338.801;-352213.7819;-113795.1712;0;0;0;-1.883295667;0.419786616;405333.5741;745902.8482;3919745.924;-0.001135997;0;0;0;0;6.002230471;0;-1.883295667;0.419786616;-2.361554369;0.171079053;0.476293902;5.638445631;33768.74308;-6425.978146;0;0;86447.8;2163;32;0;47797.51194;33760.64033
47900;6543379.607;-351572.161;-113432.9188;0;0;0;-1.882896528;0.420605709;404691.1305;745260.394;3916369.804;-0.001135997;0;0;0;0;5.991399384;0;-1.882896528;0.420605709;-2.354705854;0.171477683;0.477002672;5.645294146;33753.63862;-6423.103863;0;0;86447.9;2163;32;0;47897.51408;33745.50002
48000;6543420.33;-350930.5358;-113070.6648;0;0;0;-1.882495825;0.421427165;404048.975;744618.2279;3912995.198;-0.001135997;0;0;0;0;5.980579976;0;-1.882495825;0.421427165;-2.347837592;0.171877875;0.477713812;5.652162408;33738.46125;-6420.215706;0;0;86448;2163;48;0;47997.51622;33730.28696
48100;6543460.97;-350288.9061;-112708.4091;0;0;0;-1.88209355;0.422250991;403407.109;743976.3513;3909622.114;-0.001135997;0;0;0;0;5.969772244;0;-1.88209355;0.422250991;-2.340949502;0.17227964;0.478427334;5.659050498;33723.21109;-6417.313697;0;0;86448.1;2163;48;0;48097.51836;33715.00076
48200;6543501.527;-349647.2722;-112346.1519;0;0;0;-1.881689694;0.423077199;402765.5338;743334.7657;3906250.559;-0.001135997;0;0;0;0;5.958976188;0;-1.881689694;0.423077199;-2.334041504;0.172682986;0.479143245;5.665958496;33707.88755;-6414.397724;0;0;86448.2;2163;48;0;48197.5205;33699.64096
48300;6543542.002;-349005.6339;-111983.8931;0;0;0;-1.881284246;0.423905798;402124.251;742693.4723;3902880.539;-0.001135997;0;0;0;0;5.948191807;0;-1.881284246;0.423905798;-2.327113515;0.173087922;0.479861556;5.672886485;33692.49008;-6411.467683;0;0;86448.3;2163;48;0;48297.52264;33684.20714
48400;6543582.393;-348363.9912;-111621.6326;0;0;0;-1.880877199;0.424736797;401483.2618;742052.4726;3899512.063;-0.001135997;0;0;0;0;5.937419099;0;-1.880877199;0.424736797;-2.320165453;0.173494459;0.480582278;5.679834547;33677.01872;-6408.523581;0;0;86448.4;2163;48;0;48397.52478;33668.69886
48500;6543622.701;-347722.3443;-111259.3707;0;0;0;-1.880468542;0.425570207;400842.5678;741411.768;3896145.138;-0.001135997;0;0;0;0;5.926658064;0;-1.880468542;0.425570207;-2.313197235;0.173902603;0.481305419;5.686802765;33661.47232;-6405.5652;0;0;86448.5;2163;48;0;48497.52692;33653.11566
48600;6543662.927;-347080.693;-110897.1071;0;0;0;-1.880058265;0.426406038;400202.1703;740771.36;3892779.771;-0.001135997;0;0;0;0;5.915908702;0;-1.880058265;0.426406038;-2.306208778;0.174312367;0.48203099;5.693791222;33645.85094;-6402.592549;0;0;86448.6;2163;48;0;48597.52905;33637.45713
48700;6543703.069;-346439.0374;-110534.842;0;0;0;-1.879646361;0.427244299;399562.0708;740131.25;3889415.97;-0.001135997;0;0;0;0;5.905171012;0;-1.879646361;0.427244299;-2.299199999;0.174723759;0.482759001;5.700800001;33630.15394;-6399.60551;0;0;86448.7;2163;48;0;48697.53119;33621.72279
48800;6543743.128;-345797.3775;-110172.5753;0;0;0;-1.879232818;0.428085001;398922.2707;739491.4394;3886053.743;-0.001135997;0;0;0;0;5.894444994;0;-1.879232818;0.428085001;-2.292170814;0.175136789;0.483489462;5.707829186;33614.38081;-6396.603984;0;0;86448.8;2163;48;0;48797.53332;33605.91219
48900;6543783.105;-345155.7134;-109810.307;0;0;0;-1.878817628;0.428928153;398282.7714;738851.9297;3882693.097;-0.001135997;0;0;0;0;5.883730648;0;-1.878817628;0.428928153;-2.28512114;0.175551466;0.484222384;5.71487886;33598.53157;-6393.587974;0;0;86448.9;2163;48;0;48897.53546;33590.0249
49000;6543822.998;-344514.0449;-109448.0372;0;0;0;-1.87840078;0.429773767;397643.5745;738212.7223;3879334.039;-0.001135997;0;0;0;0;5.873027973;0;-1.87840078;0.429773767;-2.278050891;0.175967799;0.484957775;5.721949109;33582.60505;-6390.557257;0;0;86449;2163;48;0;48997.53759;33574.06044
49100;6543862.809;-343872.3722;-109085.7659;0;0;0;-1.877982265;0.430621851;397004.6814;737573.8187;3875976.578;-0.001135997;0;0;0;0;5.862336971;0;-1.877982265;0.430621851;-2.270959982;0.1763858;0.485695647;5.729040018;33566.60126;-6387.511838;0;0;86449.1;2163;48;0;49097.53972;33558.01837
49200;6543902.536;-343230.6952;-108723.493;0;0;0;-1.877562073;0.431472416;396366.0935;736935.2204;3872620.721;-0.001135997;0;0;0;0;5.851657641;0;-1.877562073;0.431472416;-2.263848329;0.176805478;0.48643601;5.736151671;33550.51959;-6384.451597;0;0;86449.2;2163;48;0;49197.54185;33541.89822
49300;6543942.181;-342589.0139;-108361.2185;0;0;0;-1.877140194;0.432325472;395727.8124;736296.9289;3869266.477;-0.001135997;0;0;0;0;5.840989984;0;-1.877140194;0.432325472;-2.256715846;0.177226842;0.487178874;5.743284154;33534.3595;-6381.376435;0;0;86449.3;2163;48;0;49297.54398;33525.69951
49400;6543981.742;-341947.3284;-107998.9426;0;0;0;-1.876716617;0.43318103;395089.8396;735658.9456;3865913.852;-0.001135997;0;0;0;0;5.830334001;0;-1.876716617;0.43318103;-2.249562447;0.177649903;0.487924249;5.750437553;33518.12101;-6378.286352;0;0;86449.4;2163;48;0;49397.54611;33509.42178
49500;6544021.221;-341305.6387;-107636.6651;0;0;0;-1.876291334;0.4340391;394452.1765;735021.2721;3862562.855;-0.001135997;0;0;0;0;5.819689693;0;-1.876291334;0.4340391;-2.242388045;0.17807467;0.488672147;5.757611955;33501.80287;-6375.181114;0;0;86449.5;2163;48;0;49497.54823;33493.06456
49600;6544060.616;-340663.9447;-107274.3861;0;0;0;-1.875864333;0.434899693;393814.8246;734383.9099;3859213.494;-0.001135997;0;0;0;0;5.80905706;0;-1.875864333;0.434899693;-2.235192554;0.178501155;0.489422576;5.764807446;33485.40514;-6372.060729;0;0;86449.6;2163;48;0;49597.55036;33476.62738
49700;6544099.929;-340022.2465;-106912.1056;0;0;0;-1.875435604;0.435762818;393177.7856;733746.8605;3855865.777;-0.001135997;0;0;0;0;5.798436104;0;-1.875435604;0.435762818;-2.227975886;0.178929367;0.490175548;5.772024114;33468.92717;-6368.925076;0;0;86449.7;2163;48;0;49697.55248;33460.10976
49800;6544139.158;-339380.544;-106549.8235;0;0;0;-1.875005137;0.436628486;392541.0609;733110.1254;3852519.711;-0.001135997;0;0;0;0;5.787826826;0;-1.875005137;0.436628486;-2.220774318;0.179359317;0.490931073;5.779225682;33452.36845;-6365.774056;0;0;86449.8;2163;48;0;49797.55461;33443.51119
49900;6544178.305;-338738.8374;-106187.54;0;0;0;-1.874572922;0.437496708;391904.652;732473.7062;3849175.306;-0.001135997;0;0;0;0;5.777229227;0;-1.874572922;0.437496708;-2.213621632;0.179791015;0.491689162;5.786378368;33435.72889;-6362.607654;0;0;86449.9;2163;48;0;49897.55673;33426.83122
50000;6544217.369;-338097.1265;-105825.2549;0;0;0;-1.874138948;0.438367495;391268.5606;731837.6044;3845832.568;-0.001135997;0;0;0;0;5.76664331;0;-1.874138948;0.438367495;-2.20644782;0.18022447;0.492449826;5.79355218;33419.00729;-6359.425639;0;0;86450;2163;48;0;49997.55885;33410.06933
50100;6544256.349;-337455.4115;-105462.9684;0;0;0;-1.873703204;0.439240856;390632.7881;731201.8216;3842491.507;-0.001135997;0;0;0;0;5.756069077;0;-1.873703204;0.439240856;-2.199252796;0.180659696;0.493213074;5.800747204;33402.20372;-6356.228025;0;0;86450.1;2163;48;0;50097.56097;33393.22507
50200;6544295.247;-336813.6922;-105100.6803;0;0;0;-1.87326568;0.440116802;389997.3362;730566.3593;3839152.13;-0.001135997;0;0;0;0;5.745506528;0;-1.87326568;0.440116802;-2.192036471;0.181096701;0.493978919;5.807963529;33385.31744;-6353.014674;0;0;86450.2;2163;48;0;50197.56309;33376.2979
50300;6544334.061;-336171.9688;-104738.3908;0;0;0;-1.872826365;0.440995345;389362.2063;729931.2192;3835814.446;-0.001135997;0;0;0;0;5.734955667;0;-1.872826365;0.440995345;-2.184798757;0.181535497;0.49474737;5.815201243;33368.34795;-6349.785487;0;0;86450.3;2163;48;0;50297.56521;33359.28735
50400;6544372.793;-335530.2412;-104376.0998;0;0;0;-1.872385247;0.441876495;388727.4002;729296.4028;3832478.464;-0.001135997;0;0;0;0;5.724416495;0;-1.872385247;0.441876495;-2.177539567;0.181976096;0.495518438;5.822460433;33351.29515;-6346.540446;0;0;86450.4;2163;48;0;50397.56733;33342.1929
50500;6544411.442;-334888.5094;-104013.8073;0;0;0;-1.871942317;0.442760263;388092.9194;728661.9116;3829144.19;-0.001135997;0;0;0;0;5.713889016;0;-1.871942317;0.442760263;-2.17025881;0.182418505;0.496292135;5.82974119;33334.15786;-6343.279328;0;0;86450.5;2163;48;0;50497.56945;33325.01406
50600;6544450.008;-334246.7735;-103651.5134;0;0;0;-1.871497564;0.44364666;387458.7654;728027.7474;3825811.635;-0.001135997;0;0;0;0;5.703373231;0;-1.871497564;0.44364666;-2.162956397;0.182862739;0.497068471;5.837043603;33316.93606;-6340.002129;0;0;86450.6;2163;48;0;50597.57156;33307.75031
50700;6544488.49;-333605.0335;-103289.218;0;0;0;-1.871050975;0.444535696;386824.94;727393.9118;3822480.806;-0.001135997;0;0;0;0;5.692869144;0;-1.871050975;0.444535696;-2.15563224;0.183308806;0.497847457;5.84436776;33299.62904;-6336.708713;0;0;86450.7;2163;48;0;50697.57368;33290.40114
50800;6544526.89;-332963.2893;-102926.9211;0;0;0;-1.87060254;0.445427382;386191.4447;726760.4062;3819151.712;-0.001135997;0;0;0;0;5.682376758;0;-1.87060254;0.445427382;-2.148286247;0.183756721;0.498629104;5.851713753;33282.23626;-6333.398976;0;0;86450.8;2163;48;0;50797.57579;33272.96604
50900;6544565.207;-332321.5409;-102564.6228;0;0;0;-1.870152247;0.44632173;385558.2812;726127.2325;3815824.361;-0.001135997;0;0;0;0;5.671896075;0;-1.870152247;0.44632173;-2.140918328;0.184206492;0.499413423;5.859081672;33264.75765;-6330.072907;0;0;86450.9;2163;48;0;50897.5779;33255.44448
51000;6544603.44;-331679.7884;-102202.323;0;0;0;-1.869700085;0.44721875;384925.4512;725494.3922;3812498.763;-0.001135997;0;0;0;0;5.6614271;0;-1.869700085;0.44721875;-2.133528393;0.184658131;0.500200426;5.866471607;33247.19193;-6326.730263;0;0;86451;2163;48;0;50997.58001;33237.83594
51100;6544641.591;-331038.0319;-101840.0218;0;0;0;-1.869246043;0.448118454;384292.9562;724861.887;3809174.926;-0.001135997;0;0;0;0;5.650969836;0;-1.869246043;0.448118454;-2.12611635;0.185111651;0.500990123;5.87388365;33229.53915;-6323.37105;0;0;86451.1;2163;48;0;51097.58212;33220.1399
51200;6544679.659;-330396.2712;-101477.7191;0;0;0;-1.86879011;0.449020852;383660.798;724229.7186;3805852.858;-0.001135997;0;0;0;0;5.640524286;0;-1.86879011;0.449020852;-2.118682107;0.185567062;0.501782525;5.881317893;33211.79851;-6319.995119;0;0;86451.2;2163;48;0;51197.58423;33202.35582
51300;6544717.644;-329754.5064;-101115.415;0;0;0;-1.868332272;0.449925957;383028.9781;723597.8885;3802532.569;-0.001135997;0;0;0;0;5.630090454;0;-1.868332272;0.449925957;-2.111225573;0.186024376;0.502577644;5.888774427;33193.96953;-6316.602377;0;0;86451.3;2163;48;0;51297.58634;33184.48318
51400;6544755.546;-329112.7375;-100753.1095;0;0;0;-1.867872519;0.450833778;382397.4984;722966.3986;3799214.067;-0.001135997;0;0;0;0;5.619668344;0;-1.867872519;0.450833778;-2.103746655;0.186483606;0.503375492;5.896253345;33176.05206;-6313.192795;0;0;86451.4;2163;48;0;51397.58844;33166.52143
51500;6544793.364;-328470.9645;-100390.8026;0;0;0;-1.867410839;0.451744328;381766.3605;722335.2505;3795897.362;-0.001135997;0;0;0;0;5.609257961;0;-1.867410839;0.451744328;-2.09624526;0.186944762;0.504176079;5.90375474;33158.04482;-6309.766132;0;0;86451.5;2163;48;0;51497.59055;33148.47003
51600;6544831.1;-327829.1875;-100028.4942;0;0;0;-1.86694722;0.452657617;381135.5661;721704.446;3792582.461;-0.001135997;0;0;0;0;5.598859309;0;-1.86694722;0.452657617;-2.088721295;0.187407856;0.504979417;5.911278705;33139.94783;-6306.32239;0;0;86451.6;2163;48;0;51597.59265;33130.32844
51700;6544868.753;-327187.4063;-99666.1844;0;0;0;-1.866481649;0.453573657;380505.1169;721073.9866;3789269.375;-0.001135997;0;0;0;0;5.588472393;0;-1.866481649;0.453573657;-2.081174666;0.187872902;0.505785517;5.918825334;33121.7603;-6302.861417;0;0;86451.7;2163;48;0;51697.59476;33112.09611
51800;6544906.323;-326545.6211;-99303.87321;0;0;0;-1.866014115;0.45449246;379875.0147;720443.8743;3785958.112;-0.001135997;0;0;0;0;5.578097217;0;-1.866014115;0.45449246;-2.073639994;0.188339911;0.506594391;5.926360006;33103.4817;-6299.383115;0;0;86451.8;2163;48;0;51797.59686;33093.77249
51900;6544943.81;-325903.8319;-98941.56062;0;0;0;-1.865544606;0.455414037;379245.2611;719814.1106;3782648.682;-0.001135997;0;0;0;0;5.567733786;0;-1.865544606;0.455414037;-2.066093015;0.188808895;0.50740605;5.933906985;33085.11189;-6295.887456;0;0;86451.9;2163;48;0;51897.59896;33075.35702
52000;6544981.213;-325262.0386;-98579.24662;0;0;0;-1.865073108;0.456338399;378615.858;719184.6974;3779341.093;-0.001135997;0;0;0;0;5.557382105;0;-1.865073108;0.456338399;-2.058523225;0.189279867;0.508220506;5.941476775;33066.64954;-6292.374188;0;0;86452;2163;48;0;51997.60106;33056.84913
52100;6545018.534;-324620.2413;-98216.93124;0;0;0;-1.86459961;0.457265558;377986.8071;718555.6363;3776035.355;-0.001135997;0;0;0;0;5.54704218;0;-1.86459961;0.457265558;-2.050930531;0.189752838;0.50903777;5.949069469;33048.09469;-6288.843317;0;0;86452.1;2163;48;0;52097.60316;33038.24828
52200;6545055.772;-323978.4399;-97854.61447;0;0;0;-1.864124099;0.458195526;377358.1101;717926.9293;3772731.477;-0.001135997;0;0;0;0;5.536714016;0;-1.864124099;0.458195526;-2.043314837;0.190227822;0.509857855;5.956685163;33029.44649;-6285.294683;0;0;86452.2;2163;48;0;52197.60525;33019.55389
52300;6545092.927;-323336.6345;-97492.29631;0;0;0;-1.863646563;0.459128313;376729.7689;717298.578;3769429.469;-0.001135997;0;0;0;0;5.526397618;0;-1.863646563;0.459128313;-2.035676047;0.190704831;0.510680772;5.964323953;33010.70443;-6281.728188;0;0;86452.3;2163;48;0;52297.60735;33000.76538
52400;6545129.999;-322694.8251;-97129.97678;0;0;0;-1.863166988;0.460063933;376101.7852;716670.5843;3766129.34;-0.001135997;0;0;0;0;5.516092993;0;-1.863166988;0.460063933;-2.028014067;0.191183879;0.511506532;5.971985933;32991.8683;-6278.143791;0;0;86452.4;2163;48;0;52397.60944;32981.8822
52500;6545166.988;-322053.0117;-96767.65587;0;0;0;-1.862685362;0.461002396;375474.1608;716042.9499;3762831.099;-0.001135997;0;0;0;0;5.505800147;0;-1.862685362;0.461002396;-2.020328799;0.191664977;0.512335148;5.979671201;32972.9368;-6274.541247;0;0;86452.5;2163;48;0;52497.61154;32962.90374
52600;6545203.894;-321411.1943;-96405.3336;0;0;0;-1.862201671;0.461943715;374846.8976;715415.6766;3759534.755;-0.001135997;0;0;0;0;5.495519086;0;-1.862201671;0.461943715;-2.012620147;0.192148139;0.513166632;5.987379853;32953.90994;-6270.920556;0;0;86452.6;2163;48;0;52597.61363;32943.82944
52700;6545240.716;-320769.3729;-96043.00996;0;0;0;-1.861715903;0.462887901;374219.9974;714788.7664;3756240.32;-0.001135997;0;0;0;0;5.485249815;0;-1.861715903;0.462887901;-2.004888014;0.192633378;0.514000994;5.995111986;32934.78686;-6267.281555;0;0;86452.7;2163;48;0;52697.61572;32924.6587
52800;6545277.456;-320127.5476;-95680.68497;0;0;0;-1.861228045;0.463834967;373593.462;714162.2209;3752947.801;-0.001135997;0;0;0;0;5.474992343;0;-1.861228045;0.463834967;-1.997132302;0.193120707;0.514838248;6.002867698;32915.56699;-6263.624135;0;0;86452.8;2163;48;0;52797.61781;32905.39094
52900;6545314.113;-319485.7182;-95318.35863;0;0;0;-1.860738083;0.464784923;372967.2932;713536.0421;3749657.21;-0.001135997;0;0;0;0;5.464746675;0;-1.860738083;0.464784923;-1.989352914;0.19361014;0.515678406;6.010647086;32896.25014;-6259.948261;0;0;86452.9;2163;48;0;52897.6199;32886.02555
53000;6545350.687;-318843.8849;-94956.03093;0;0;0;-1.860246004;0.465737783;372341.493;712910.2319;3746368.554;-0.001135997;0;0;0;0;5.454512818;0;-1.860246004;0.465737783;-1.981549752;0.194101689;0.516521478;6.018450248;32876.83497;-6256.253677;0;0;86453;2163;48;0;52997.62199;32866.56194
53100;6545387.178;-318202.0476;-94593.7019;0;0;0;-1.859751794;0.466693558;371716.0631;712284.792;3743081.846;-0.001135997;0;0;0;0;5.44429078;0;-1.859751794;0.466693558;-1.973722716;0.194595368;0.517367479;6.026277284;32857.32149;-6252.540385;0;0;86453.1;2163;48;0;53097.62407;32846.99952
53200;6545423.586;-317560.2064;-94231.37153;0;0;0;-1.859255439;0.46765226;371091.0055;711659.7244;3739797.093;-0.001135997;0;0;0;0;5.434080569;0;-1.859255439;0.46765226;-1.965871708;0.195091192;0.518216419;6.034128292;32837.70876;-6248.808207;0;0;86453.2;2163;48;0;53197.62616;32827.33766
53300;6545459.911;-316918.3612;-93869.03983;0;0;0;-1.858756927;0.468613902;370466.322;711035.031;3736514.307;-0.001135997;0;0;0;0;5.42388219;0;-1.858756927;0.468613902;-1.957996628;0.195589173;0.519068311;6.042003372;32817.99628;-6245.057046;0;0;86453.3;2163;48;0;53297.62824;32807.57577
53400;6545496.153;-316276.5121;-93506.70681;0;0;0;-1.858256242;0.469578495;369842.0146;710410.7137;3733233.498;-0.001135997;0;0;0;0;5.413695653;0;-1.858256242;0.469578495;-1.950097376;0.196089326;0.519923167;6.049902624;32798.18378;-6241.286852;0;0;86453.4;2163;48;0;53397.63032;32787.7132
53500;6545532.311;-315634.659;-93144.37246;0;0;0;-1.857753372;0.470546053;369218.0852;709786.7743;3729954.674;-0.001135997;0;0;0;0;5.403520965;0;-1.857753372;0.470546053;-1.942173852;0.196591664;0.520781;6.057826148;32778.26992;-6237.497372;0;0;86453.5;2163;48;0;53497.63241;32767.74936
53600;6545568.387;-314992.802;-92782.0368;0;0;0;-1.857248301;0.471516586;368594.5356;709163.2148;3726677.847;-0.001135997;0;0;0;0;5.393358135;0;-1.857248301;0.471516586;-1.934219137;0.197096202;0.521641822;6.065780863;32758.25465;-6233.688593;0;0;86453.6;2163;48;0;53597.63449;32747.68363
53700;6545604.38;-314350.9412;-92419.69982;0;0;0;-1.856741017;0.472490108;367971.3679;708540.0372;3723403.027;-0.001135997;0;0;0;0;5.38320717;0;-1.856741017;0.472490108;-1.926222862;0.197602954;0.522505645;6.073777138;32738.13708;-6229.860345;0;0;86453.7;2163;48;0;53697.63656;32727.51537
53800;6545640.29;-313709.0764;-92057.36154;0;0;0;-1.856231503;0.473466631;367348.584;707917.2434;3720130.223;-0.001135997;0;0;0;0;5.373068079;0;-1.856231503;0.473466631;-1.918201939;0.198111934;0.523372482;6.081798061;32717.91663;-6226.012523;0;0;86453.8;2163;48;0;53797.63864;32707.24394
53900;6545676.117;-313067.2077;-91695.02196;0;0;0;-1.855719747;0.474446167;366726.1859;707294.8354;3716859.447;-0.001135997;0;0;0;0;5.362940871;0;-1.855719747;0.474446167;-1.910156264;0.198623157;0.524242345;6.089843736;32697.59305;-6222.145073;0;0;86453.9;2163;48;0;53897.64072;32686.86873
54000;6545711.861;-312425.3351;-91332.68109;0;0;0;-1.855205733;0.475428729;366104.1754;706672.8151;3713590.708;-0.001135997;0;0;0;0;5.352825554;0;-1.855205733;0.475428729;-1.902085735;0.199136637;0.525115247;6.097914265;32677.16492;-6218.257729;0;0;86454;2163;48;0;53997.64279;32666.38905
54100;6545747.522;-311783.4587;-90970.33893;0;0;0;-1.854689446;0.47641433;365482.5547;706051.1845;3710324.017;-0.001135997;0;0;0;0;5.342722139;0;-1.854689446;0.47641433;-1.89399025;0.199652388;0.525991201;6.10600975;32656.63225;-6214.350492;0;0;86454.1;2163;48;0;54097.64487;32645.80432
54200;6545783.1;-311141.5784;-90607.99548;0;0;0;-1.854170873;0.477402981;364861.3257;705429.9456;3707059.385;-0.001135997;0;0;0;0;5.332630634;0;-1.854170873;0.477402981;-1.885869705;0.200170428;0.526870219;6.114130295;32635.99406;-6210.423175;0;0;86454.2;2163;48;0;54197.64694;32625.11383
54300;6545818.594;-310499.6942;-90245.65075;0;0;0;-1.853649997;0.478394696;364240.4904;704809.1005;3703796.822;-0.001135997;0;0;0;0;5.322551048;0;-1.853649997;0.478394696;-1.877723996;0.200690767;0.527752314;6.122276004;32615.2498;-6206.475674;0;0;86454.3;2163;48;0;54297.64901;32604.31697
54400;6545854.006;-309857.8061;-89883.30475;0;0;0;-1.853126804;0.479389488;363620.0509;704188.6512;3700536.338;-0.001135997;0;0;0;0;5.312483392;0;-1.853126804;0.479389488;-1.869553019;0.201213426;0.528637499;6.130446981;32594.39912;-6202.507922;0;0;86454.4;2163;48;0;54397.65108;32583.41305
54500;6545889.335;-309215.9142;-89520.95747;0;0;0;-1.852601278;0.480387368;363000.0092;703568.5996;3697277.946;-0.001135997;0;0;0;0;5.302427675;0;-1.852601278;0.480387368;-1.861356669;0.201738415;0.529525786;6.138643331;32573.44068;-6198.519662;0;0;86454.5;2163;48;0;54497.65315;32562.40142
54600;6545924.581;-308574.0185;-89158.60894;0;0;0;-1.852073405;0.48138835;362380.3673;702948.9479;3694021.654;-0.001135997;0;0;0;0;5.292383908;0;-1.852073405;0.48138835;-1.853134842;0.202265751;0.530417189;6.146865158;32552.37442;-6194.510887;0;0;86454.6;2163;48;0;54597.65521;32541.28143
54700;6545959.744;-307932.1189;-88796.25914;0;0;0;-1.851543169;0.482392447;361761.1273;702329.6981;3690767.474;-0.001135997;0;0;0;0;5.2823521;0;-1.851543169;0.482392447;-1.844887431;0.202795451;0.53131172;6.155112569;32531.19931;-6190.481397;0;0;86454.7;2163;48;0;54697.65728;32520.05236
